MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELBX,TELF1,TELF2,TELFX,TELTX,TELX1,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,SPERQ,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,KTOCK,PFORT,WERKS,LTSNA,WERKR,PLKAL,DUEFL,TXJCD,SPERZ,SCACD,SFRGR,LZONE,XLFZA,DLGRP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,CONFS,UPDAT,UPTIM,NODEL,PODKZB
100,0000001428,US,"Jones, Brown and Mellor",Group,N/A,,De Sousa,川崎市幸区,N/A,BL81 6NJ,323-5476,DC,"JONES, BRO","Praça Lucas da Conceição, 14",069457,"JONES, BROWN AND MELLOR",,,Firma,,,,0003,R,,,,,20221113,claire81,,,KRED,,,,,,P,7158770069,,,X,,(0306)9990795,,,,,,,,,DE51741268318,,,,,,,,,,,1002,,,01,,,,,,,,,,,,,,https://www.nogueira.br/,,20260607,094816,,
100,0000001429,IN,鈴木鉱業合同会社,Ltd,seize value-added po,,Port Emilyberg   ,,N/A,050-4921,74327,BA,鈴木鉱業合同会社,77852 Harris Garden Apt. 235,337231,鈴木鉱業合同会社   ,,,Frau,,,,0003,C,,,,,20190514,othomas,,,LIEF,,,,,,P,7029841509,,,,,080-5318-5577,001-326-811-3373,+49(0)5473 82484,,,,,,,DE14043044576,,,,,,,,,,,2000,,,01,,,,,,,,,,,,,,,,20260411,182601,,
100,0000001430,DE,Costela Castro - ME,Inc,,,North Eileenville,N/A,59922715,352-7994,96354-036,LA,COSTELA CA,230 Latasha Tunnel Apt. 431,082245,COSTELA CASTRO - ME   ,,,Ms.,,,,0001,G,,,,,20160413,luisadas-nev,,,LIEF,,,,,,J,2591298738,,,X,,+55 (041) 9173 1,,090-5025-4829,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,https://pires.com/,,20250124,124810,,
100,0000001431,QQ,Henderson LLC,and Sons,expedite transparent,,Andrewville   ,N/A,N/A,63160,05445940,MA,HENDERSON ,Massimo-Röhrdanz-Gasse 5/6,220340,HENDERSON LLC,,,Mr.,,,,0003,R,,,,,29.06.2017,marquesemili,,,LIEF,,,,,,P,4011349976,,,,,+33 (0)5 32 97 1,,+49(0) 382854582,,,,,,,DE24568781054,,,,,,,,,,,3001,,,03,,,,,,,,,,,,,,,,20260610,102251,,
100,0000001432,BE,清水通信株式会社,S.A.S.,,,我孫子市,三鷹市,,09117626,78920010,OR,清水通信株式会社,Kriemhild-Wagner-Allee 9-6,349827,清水通信株式会社,,,Frau,,,,,L,,,,,02.12.2018,kolson,,,LIEF,,,,,,E,N/A,,,X,,080-9285-3870,,,,,,,,,DE49294464399,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,20250116,045330,,
100,0000001433,NL,藤井水産有限会社,SA,N/A,N/A,Castilloville,LopezBourg,N/A,101-2998,SL4 6PX,HI,藤井水産有限会社,"Flat 9
Birch Locks",767841,藤井水産有限会社,,,Ms.,,,,0001,K,,,,,09.12.2016,siegbertschu,,,LIEF,,,,,,E,2315611933,,,,,070-0905-6546,,+44(0)141 496041   ,,,,,,,,,,,,,,,,,,3001,,,03,,,,,,,,,,,,,,https://yamazaki.org/,,20260531,155747,,
100,0000001434,AU,Maillet SA,,N/A,,Burnsmouth,Nördlingen,,39075611,B4T 6FS,MA,MAILLET SA,455 加藤 Street,957696,MAILLET SA,,,Ms.,,,,0002,I,,,,,01.08.2014,mayerchelsea,,,KRED,,,,,,D,5866630496,,,X,,+49(0)6419 80815,,0376921192,,,,,,,DE61803205306,,,,,,,,,,,1002,,,,,,,,,,,,,,,,,,,20250811,001428,,
100,0000001435,MX,Oliveira,e Filhos,N/A,,Lake Moniquemouth,N/A,80218-834,OL0H 6YQ,26861,PA,OLIVEIRA,Residencial Vieira,931103,OLIVEIRA,,,Firma,,,,0001,I,,,,,20170807,almeidamaria,,,LIEF,,,X,,,P,0026799357,,,,,+49(0)4800 83024,,61 7646-1132,,,,,,,DE17631976138,,,,,,,,,,,4000,,,03,,,,,,,,,,,,,,http://www.ito.jp/,,20260206,130227,,
100,0000001436,PL,Almeida,PLC,syndicate revolution,,Pößneck,West Briantown,605-1117,HP0H 5NP,49015,TN,ALMEIDA,555 山崎 Street,034794,ALMEIDA   ,,,Firma,,,,0001,000,,,,,20170226,vincent49,,,KRED,,,,,,J,7646377227,,,,,242.790.6298x145,,,,,,,,,DE51776304931,,,,,,,,,,,3000,,,03,,,,,,,,,,,,,,,,20241113,060722,,
100,0000001437,BE,"Smith, Henry and Jones",,N/A,N/A,Port Alice,Henry,,009-9362,DH2V 3WN,MP,"SMITH, HEN",42 Knowles Course,908757,"SMITH, HENRY AND JONES",,,,,,,0001,M,,,,,26.03.2016,salais,,,LIEF,,,,,,F,7744620609,,,X,,(0191) 4960364,,(028) 9018855,,,,,,,DE10099585091,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,,,20240911,172614,,
100,0000001438,CN,Mendes Gomes e Filhos   ,PLC,,,Dennisburgh,Port Carolland,,66807,464-8904,CE,MENDES GOM   ,"Favela Isabella Borges, 7   ",478040,MENDES GOMES E FILHOS,,,,,,,0001,M,,,,,19.07.2012,dmonteiro,,,LIEF,,,,,,P,7245897419,,,,,+55 (061) 3484 7,0479375739,,,,,,,,DE26610995833,,,,,,,,,,,5000,,,03,,,,,,,,,,,,,,https://lambert.com/,,20250319,170929,,
100,0000001439,CN,"Graves, Leblanc and Hayes",e Filhos,monetize granular e-,,South Gary,,,89614-194,64453,AC,"GRAVES, LE","Esplanada João Gabriel Camargo, 450",065670,"GRAVES, LEBLANC AND HAYES",,,Mr.,,,,0001,Q,,,,,16.03.2026,talves,,,LIEF,,,,,,F,2737614998,,,,,659.492.7114x793   ,,,,,,,,,DE12917999890,,,,,,,,,,,2001,,,03,,,,,,,,,,,,,,,,20250628,215526,,
100,0000001440,FR,有限会社池田銀行,N/A,innovate end-to-end ,,Kehl,Stendal,N/A,46966,W4 0QY,NY,有限会社池田銀行   ,"Lagoa Dom Macedo, 50",584751,有限会社池田銀行,,,Herr,,,,,L,,,,,30.11.2024,luigi28,,,LIEF,,,,,,E,,,,X,,(021) 7270-6219,+49 (0) 2021 299,16-1020-1450   ,,,,,,,DE16265771229,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,,,20260309,170206,,
100,0000001441,PL,Araújo S.A.,- EI,,,RivièreBourg,三宅島三宅村,,44880,860-7873,WA,ARAÚJO S.A,avenue Henry,639833,ARAÚJO S.A.,,,,,,,0003,G,,,,,20251010,bradley30,,,0001,,,,,,J,0493677763,,,,,090-5823-2385,0500-857-2626,(801)690-3327x17,,,,,,,DE56141892341,,,,,,,,,,,3001,,,01,,,,,,,,,,,,,,,,20251219,111213,,
100,0000001442,PL,Silva   ,S.A.,,,練馬区,Pimenta,,03389280,77621,AM,SILVA,024 石井 Street,393169,SILVA,,,Frau,,,,0001,A,,,,,13.06.2026,adam87,,,KRED,,,,,,E,4627988779,,,X,,020 74960928,001-818-724-9067,,,,,,,,DE36330199657,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,20250130,133233,,
100,0000001443,SE,Peltier   ,- ME,,,Hoyerswerda   ,Teterow,N/A,81793,386-1608,OH,PELTIER,540 山田 Street,905549,PELTIER   ,,,Mr.,,,,0002,K,,,,,20130629,kallertrenat,,,LIEF,,,,,,D,0155989270,,,,,0160162614,,070-5213-8022,,,,,,,DE88743335655,,,,,,,,,,,3000,,,02,,,,,,,,,,,,,,http://wende.org/,,20250122,221913,,
100,0000001444,NL,Kensy Kabus GmbH,,,N/A,Lake Stanleyfurt,,,91591,52727738,FM,KENSY KABU,640 Mcconnell Loop,580398,KENSY KABUS GMBH   ,,,Mr.,,,,0003,C,,,,,30.08.2024,elmafinke,,,0001,,,,,,P,8720000234,,,X,,+55 71 1326-0494,,,,,,,,,DE43235355755,,,,,,,,,,,1002,,,03,,,,,,,,,,,,,,,,20260408,062311,,
100,0000001445,CH,Allen and Sons   ,,N/A,N/A,Dias de Souza,西東京市,N/A,76941,76511,SC,ALLEN AND ,boulevard Becker   ,298716,ALLEN AND SONS   ,,,Mr.,,,,0003,K,,,,,20170301,momokokato,,,LIEF,,,,,,P,4555481244,,,,,(0161) 496 0908,,,,,,,,,DE22208775462,,,,,,,,,,,1002,,,03,,,,,,,,,,,,,,,,20250325,163013,,
100,0000001446,CH,Morin Le Roux SA   ,,N/A,N/A,Summerston,N/A,98813,N0 5FA,18741,SP,MORIN LE R   ,7468 Freeman Valleys Apt. 750,871042,MORIN LE ROUX SA,,,Herr,,,,0003,K,,,,,20250107,dbaxter,,,KRED,,,,,,F,8322274772,,,X,,090-2145-1009,001-933-848-2899,,,,,,,,DE72246019308,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,http://garcia.fr/,,20250102,030919,,
100,0000001447,CN,"Turner, Taylor and Hernandez",S.A.,N/A,,Melo,N/A,398-3627,E8 1JJ,98343784,ES,"TURNER, TA","534, rue de Charpentier",996194,"TURNER, TAYLOR AND HERNAN",,,,,,,0002,I,,,,,20160314,jankokabus,,,KRED,,,,,,E,0387307210,,,,,+49(0) 614768428,,(01632)960888   ,,,,,,,DE69894506755,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,http://www.harris-quinn.info/,,20240716,224730,,
100,0000001448,JP,Wilmsen GbR,SA,syndicate impactful ,,Adam,,,769-8756,WC77 3YH,AL,WILMSEN GB,Viela da Rosa,647911,WILMSEN GBR,,,,,,,0002,I,,,,,20160827,vyamazaki,,,KRED,,,,,,D,4246474000,,,X,,+49(0) 467488022,,,,,,,,,DE61618464870,,,,,,,,,,,5001,,,,,,,,,,,,,,,,,,,20250511,224923,,
100,0000001449,DE,小川情報有限会社,,expedite distributed,N/A,South Lisaton,,93572,LE9 4RY,09478599,CT,小川情報有限会社,"Studio 66
Michelle Skyway",933317,小川情報有限会社,,,,,,,,S,,,,,20131222,matthew65,,,0001,,,,,,D,N/A,,,,,(0116) 496 0329,,+33 3 67 40 91 0,,,,,,,,,,,,,,,,,,5000,,,01,,,,,,,,,,,,,,,,20250414,234207,,
100,0000001450,MX,Charles   ,,,,Machado de Cardoso,Bad Liebenwerda,N/A,HR97 5HL,19696,ID,CHARLES,03 Lord Radial,467156,CHARLES,,,Mr.,,,,,S,,,,,20190525,emanuelly12,,,KRED,,,,,,P,8653469328,,,X,,+33 (0)7 82 24 9,080-8136-8336,090-2382-3656,,,,,,,DE28084754017,,,,,,,,,,,1001,,,03,,,,,,,,,,,,,,https://thomas.net/,,20250410,205235,,
100,0000001451,FR,Elliott-Curtis   ,,,,das Neves Verde,,77616,48996,28118,TN,ELLIOTT-CU,Olav-Sager-Straße 745,106815,ELLIOTT-CURTIS,,,Mr.,,,,0001,S,,,,,04.09.2021,friedemannwe,,,0001,,,,,,J,8921789070,,,,,+55 31 1374 9596,0900 160 4447,,,,,,,,DE61082808102,,,,,,,,,,,3000,,,03,,,,,,,,,,,,,,,,20250903,191245,,
100,0000001452,SE,Marion Barre SA,SA,extend global experi,,Berchtesgaden,West Olivialand,,54703,04307,WV,MARION BAR   ,540 斉藤 Street,397282,MARION BARRE SA,,,,,,,0001,B,,,,,20160105,catherinelef,,,0001,,,,,,D,8019428978,,,,,+55 41 9820-0284   ,01514960381,+49(0) 132047132,,,,,,,DE52288204977,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,http://www.kruschwitz.net/,,20241119,011906,,
100,0000001453,IT,Vallet,- EI,transform leading-ed,N/A,Ferreira-sur-Mer,Sainte Alexandredan,,05114960,65309,RO,VALLET,597 Connor Via Apt. 274   ,257148,VALLET,,,Ms.,,,,0001,I,,,,,24.03.2017,rustuta,,,LIEF,,,,,,P,0504456673,,,X,,0432106922,090-1977-0312,,,,,,,,DE27106795178,,,,,,,,,,,1001,,,03,,,,,,,,,,,,,,,,20240922,194502,,
100,0000001454,XX,株式会社佐藤ガス   ,- ME,,,Saulgau   ,横浜市港南区,,13931,UB8V 9RL,MA,株式会社佐藤ガス,Nikolai-Adler-Straße 7/5,917731,株式会社佐藤ガス,,,,,,,0002,G,,,,,18.12.2012,chapmandwayn,,,0001,,,,,,J,,,,,,070-4566-7684   ,(021) 3062-7432,+49(0) 811595767,,,,,,,DE22014536451,,,,,,,,,,,2001,,,02,,,,,,,,,,,,,,,,20251217,211607,,
100,0000001455,SE,Deschamps,SARL,generate global web-,N/A,South Marilynmouth,Pinto do Campo,,32291,52009-049,NH,DESCHAMPS,"Praça Mariah Almeida, 72",705680,DESCHAMPS   ,,,Frau,,,,0002,R,,,,,15.04.2017,smithkatheri,,,LIEF,,,,,,P,6400218642,,,X,,+55 84 8912-4785   ,+44(0)141 496045,+441134960209,,,,,,,DE25422650630,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,http://da.gov.br/,,20241225,165701,,
100,0000001456,ES,Paul Klein S.A.S.   ,N/A,,,Hilaryshire,N/A,N/A,G97 0FY,06974364,PB,PAUL KLEIN,"6, avenue de Morvan",240821,PAUL KLEIN S.A.S.   ,,,Frau,,,,0002,P,,,,,31.05.2021,margaret06,,,LIEF,,,,,,E,1315151947,,,,,03525610369,,,,,,,,,,,,,,,,,,,,1002,,,03,,,,,,,,,,,,,,https://www.deleon.com/,,20251208,184325,,
100,0000001457,AU,株式会社三浦水産,e.G.,innovate e-business ,N/A,Chrétien,夷隅郡大多喜町,13436,93420,07713-131,DF,株式会社三浦水産   ,"62, rue Odette Louis",259266,株式会社三浦水産,,,Firma,,,,0003,G,,,,,11.08.2018,caronmarc,,,LIEF,,,,,,P,5031510300,,,X,,+33 3 71 99 20 1,(084) 6720-0073,,,,,,,,DE72342030951,,,,,,,,,,,2001,,,01,,,,,,,,,,,,,,,,20250115,125511,,
100,0000001458,SE,Holt-Pritchard,,implement B2B initia,,Gießen,,,42958,35929,MS,HOLT-PRITC,"Studio 64j
Aimee Forges",174397,HOLT-PRITCHARD,,,,,,,,S,,,,,20150610,johnsonjoshu,,,LIEF,,,,,,F,1611433931,,,,,0427269998,,00837376989,,,,,,,,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,https://www.girschner.org/,,20260118,142612,,
100,0000001459,SE,"Barker, Watson and Stevens",- EI,syndicate enterprise,,Nigelberg   ,,N/A,61113697,213-9190,GU,"BARKER, WA","1, chemin Valette",256498,"BARKER, WATSON AND STEVEN   ",,,Herr,,,,0002,A,,,,,20110925,nazevedo,,,LIEF,,,,,,F,7674885442,,,,,090-3426-3015   ,,04 22 09 05 96,,,,,,,DE31705895366,,,,,,,,,,,5001,,,,,,,,,,,,,,,,,,,20250312,234629,,
100,0000001460,JP,da Conceição Araújo Ltda.,S.A.R.L.,,N/A,North Darren,Souza de Campos,N/A,68388-190,GL4 0RG,NH,DA CONCEIÇ,230 Ball Circles,792411,DA CONCEIÇÃO ARAÚJO LTDA.,,,Mr.,,,,,A,,,,,19.08.2020,oliverjones,,,LIEF,,,,,,D,0384868174,,,X,,405.710.0010,+33 (0)4 13 52 5,+44(0)116 496 05,,,,,,,DE93413581880,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,,,20260131,201918,,
100,0000001461,CH,Couturier S.A.R.L.,and Sons,enhance viral system,,Kassel,,,M22 2BS,052-6563,SE,COUTURIER ,509 Lindsay Skyway   ,186202,COUTURIER S.A.R.L.,,,Frau,,,,0003,E,,,,,20181101,francesca55,,,KRED,,,,,,E,8418542811,,,X,,090-4059-1498,26-9927-6726,,,,,,,,DE94088369563,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,20250605,052104,,
100,0000001462,SE,Caspar Stiftung & Co. KG,,cultivate wireless m,,Hamon,N/A,,58071,432-4376,PA,CASPAR STI   ,"87, avenue Gérard Bazin",422724,CASPAR STIFTUNG & CO. KG,,,Frau,,,,,C,,,,,08.03.2022,heusermilica,,,LIEF,,,,,,D,,,,X,,090-6593-0052,(01198) 262308,+55 11 3844-3896,,,,,,,DE36594675739,,,,,,,,,,,3000,,,03,,,,,,,,,,,,,,,,20250314,131848,,
100,0000001463,JP,有限会社近藤水産,N/A,,N/A,Cardoso   ,Sömmerda,98947,670-5292,93785,SP,有限会社近藤水産,586 Kerry Keys,323319,有限会社近藤水産,,,,,,,,H,,,,,23.05.2012,sasakikazuya,,,0001,,,,,,J,6446776982,,,,,+49(0)4171 61324,,,,,,,,,DE24065421202,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,,,20250209,042301,,
100,0000001464,JP,Abbott Ltd,,N/A,,Illertissen   ,Port Bradleyburgh,335-9819,638-5930,97373,FL,ABBOTT LTD,"1, boulevard de Humbert   ",005407,ABBOTT LTD,,,Ms.,,,,0003,T,,,,,31.10.2018,atsushi88,,,0001,,,,,,E,7627961128,,,,,080-4425-4662   ,,88-3166-2245,,,,,,,,,,,,,,,,,,2000,,,01,,,,,,,,,,,,,,https://www.watanabe.jp/,,20250827,162810,,
100,0000001465,KR,Carter-Silva   ,Inc,morph proactive arch,N/A,Francescamouth,N/A,HD2 1LE,77059136,72172,MG,CARTER-SIL,"Chácara Nascimento, 21",516726,CARTER-SILVA,,,Frau,,,,0001,J,,,,,20251206,zaenkersilve,,,LIEF,,,,,,D,2659616350,,,X,,07898 276770,+44(0)117 496 02,,,,,,,,DE22354801496,,,,,,,,,,,1002,,,03,,,,,,,,,,,,,,,,20250828,120828,,
100,0000001466,CH,Pölitz Klemm AG & Co. OHG,N/A,benchmark 24/365 e-c,,Allisonburgh,New Paigestad,43894,34262,70346-282,MA,PÖLITZ KLE,"331, rue de Robin   ",369314,PÖLITZ KLEMM AG & CO. OHG,,,Herr,,,,,XYZ,,,,,06.07.2025,suzanne41,,,KRED,,,,,,J,2773491053,,,,,070-5794-1133   ,,,,,,,,,DE21329972679,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,,,20250119,184519,,
100,0000001467,ES,Karge,and Sons,,N/A,das Neves da Serra,Rehau,,266-6256,EH75 2SD,DE,KARGE,"Flat 11
Powell Loop",344772,KARGE,,,Herr,,,,0002,T,,,,,25.10.2014,kayleighrobe,,,LIEF,,,,,,E,7952287363,,,X,,080-1002-2983,(031) 9230-1376,0900 606 5181,,,,,,,DE85822253423,,,,,,,,,,,3000,,,01,,,,,,,,,,,,,,,,20260211,183423,,
100,0000001468,DE,"Frazier, Guerrero and Miller",S.A.,deploy customized e-,,Sainte Hélène   ,Cavalcanti do Norte,,69858,18676,NC,"FRAZIER, G   ",chemin Rey   ,316539,"FRAZIER, GUERRERO AND MIL   ",,,Herr,,,,0003,C,,,,,03.01.2016,caua27,,,KRED,,,,,,J,3121691388,,,,,+55 84 3502 1351   ,,,,,,,,,DE53208884579,,,,,,,,,,,5001,,,02,,,,,,,,,,,,,,,,20250619,120654,,
100,0000001469,AT,Austermühle GmbH   ,Ltd,benchmark magnetic i,,神津島村,Jemmabury,N/A,18021,09256663,NM,AUSTERMÜHL   ,"Jardim Rodrigo Novais, 80",031639,AUSTERMÜHLE GMBH,,,Frau,,,,,A,,,,,19.08.2020,rmurray,,,0001,,,,,,P,N/A,,,X,,27-3752-0906,,+49(0)3679 75405,,,,,,,DE91189961848,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,,,20241124,055656,,
100,0000001470,CA,日本電気株式会社,,,,香取市,Lake Victoriatown,111-4822,09965,17530,RS,日本電気株式会社,"99, rue Claude Ramos",007359,日本電気株式会社,,,Ms.,,,,0002,L,,,,,20190215,naotosato,,,LIEF,,,,,,E,0740123666,,,,,04 91 33 56 72   ,,01214960383,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,20260308,150646,,
100,0000001471,FR,Gerlach,Group,productize wireless ,,昭島市,Humbert-sur-Mer,56144,20418,25333,ME,GERLACH,"Loteamento de Costa, 16   ",755622,GERLACH,,,Ms.,,,,0001,R,,,,,20220214,bertranddela,,,KRED,,,,,,P,2375277975,,,X,,001-763-466-1718,,,,,,,,,DE87064491320,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,http://endo.net/,,20260228,151900,,
100,0000001472,AT,Porto   ,et Fils,N/A,,New Georgeland,Rios,N/A,81538,55346169,AL,PORTO,0252 Traci Knolls Suite 947,481636,PORTO,,,Herr,,,,0001,A,,,,,10.07.2021,vevans,,,LIEF,,,,,,J,N/A,,,,,07676 01721,,080-1983-9621,,,,,,,DE72967178454,,,,,,,,,,,1002,,,01,,,,,,,,,,,,,,https://gaudin.net/,,20241123,063356,,
100,0000001473,NL,Meyer Müller AG & Co. KG   ,PLC,N/A,,Lübeck,N/A,,36982-942,523-8088,IA,MEYER MÜLL,Senta-Graf-Ring 98-52,755718,MEYER MÜLLER AG & CO. KG,,,,,,,0003,N,,,,,09.11.2011,agathamendon,,,KRED,,,,,,J,9620299259,,,,,+49(0) 354484423   ,,,,,,,,,DE34696488513,,,,,,,,,,,1001,,,01,,,,,,,,,,,,,,,,20241205,144002,,
100,0000001474,QQ,Pechel Geisler AG   ,- EI,N/A,,Jean,North Johnville,N/A,711-9958,20090883,SC,PECHEL GEI,Halil-Vollbrecht-Straße 2537,750139,PECHEL GEISLER AG,,,Frau,,,,0001,H,,,,,19.05.2019,stephanietuc,,,LIEF,,,,,,F,3772486507,,,,,02-7730-5463,0151 496 0361,,,,,,,,DE40725240824,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,http://suzuki.com/,,20250421,170349,,
100,0000001475,CN,Kaul GbR   ,Ltda.,syndicate compelling,,New Patriciaburgh   ,Sá de Melo,G4J 7PH,B0 1ZT,091-4828,AM,KAUL GBR   ,"Núcleo de Andrade, 47",902506,KAUL GBR,,,Ms.,,,,0002,999,,,,,26.02.2016,stephaniehof,,,KRED,,,,,,E,,,,,,+44(0)29 2018 08,,,,,,,,,DE73706854054,,,,,,,,,,,5001,,,01,,,,,,,,,,,,,,,,20251117,102008,,
100,0000001476,US,Robin Leclerc S.A.,S.A.,,N/A,Porto de Vieira,Williamland,,27710709,14628,TN,ROBIN LECL,Sítio Machado,961920,ROBIN LECLERC S.A.,,,Ms.,,,,0001,G,,,,,13.10.2021,ide-oliveira,,,0001,,,,,,J,5010264391,,,X,,+55 81 2894 1298,,(084) 6535-4748,,,,,,,DE65087079774,,,,,,,,,,,3001,,,02,,,,,,,,,,,,,,https://yamashita.com/,,20250625,080732,,
100,0000001477,AT,Bryant Group,Ltd,N/A,,Vallet-sur-Texier   ,Witzenhausen,62556,56558243,47621,WY,BRYANT GRO,733 Brock Fields Suite 211,556915,BRYANT GROUP,,,,,,,0001,I,,,,,30.12.2024,yasuhironaka,,,LIEF,,,,,,D,4444703373,,,X,,(071) 9349 4682,822-425-2348x135,05 53 54 51 83,,,,,,,DE32820706720,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,20240803,083818,,
100,0000001478,IT,Chevalier et Fils,Ltd,matrix end-to-end ni,N/A,Julieview,South Marcusshire,,32391,40496-341,RJ,CHEVALIER    ,"Pátio Melina Lopes, 54",280857,CHEVALIER ET FILS,,,Ms.,,,,0002,B,,,,,20110930,dwayneyu,,,KRED,,,,,,F,1247687139,,,X,,+55 (041) 9483 7,,+49 (0) 1221 592   ,,,,,,,,,,,,,,,,,,5001,,,03,,,,,,,,,,,,,,https://www.lehmann.org/,,20251218,191816,,
100,0000001479,GB,Gomes,- EI,unleash vertical arc,,Jourdan,North Christopherville,,DH7M 9YG,83021-087,AC,GOMES   ,Kösterstr. 7-4,387469,GOMES,,,Ms.,,,,0001,K,,,,,29.11.2024,flemingcarly,,,KRED,,,,,,F,1930315842,,,,,+55 84 9463 6772,,+33 2 61 92 64 9,,,,,,,DE61429383115,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,,,20251222,215925,,
100,0000001480,AT,Garza-Williams,N/A,visualize 24/7 ROI,,Barre-les-Bains,Pinto,80181,84857,69251,PB,GARZA-WILL,"55, avenue de Pasquier",998181,GARZA-WILLIAMS,,,Frau,,,,,C,,,,,26.03.2024,klemonnier,,,KRED,,,,,,E,8269243935,,,,,(041) 2854-7894   ,090-1090-8377,2978729713,,,,,,,DE55799396833,,,,,,,,,,,3001,,,02,,,,,,,,,,,,,,,,20260417,103946,,
100,0000001481,IN,Müller GmbH,S/A,N/A,,Ribeiro dos Dourados,,92098-520,PO02 2YR,19076,AP,MÜLLER GMB,67086 Jocelyn Rapid,787719,MÜLLER GMBH   ,,,Frau,,,,,P,,,,,20120602,ujones,,,KRED,,,,,,J,N/A,,,X,,+33 (0)1 82 91 7   ,,+33 3 72 08 27 6,,,,,,,DE85886615455,,,,,,,,,,,5000,,,02,,,,,,,,,,,,,,,,20260525,091847,,
100,0000001482,QQ,Weitzel Bauer AG,Group,N/A,N/A,Haldensleben,Port Jeanland,N/A,05676-477,75093,AP,WEITZEL BA,Valeria-Wilmsen-Platz 79/84,625528,WEITZEL BAUER AG,,,Frau,,,,,T,,,,,20181107,omurakami,,,KRED,,,,,,J,7528787473,,,,,04 71 78 49 69,,,,,,,,,,,,,,,,,,,,2001,,,03,,,,,,,,,,,,,,https://www.okamoto.jp/,,20260214,153428,,
100,0000001483,MX,West-Cunningham,N/A,streamline clicks-an,,New Jake,Aue,N/A,53657,81179,NV,WEST-CUNNI,9 Danielle Walks,596024,WEST-CUNNINGHAM,,,Herr,,,,0003,E,,,,,26.02.2021,kenichisasak,,,0001,,,,,,P,0389520781,,,,,+55 41 7915-1124   ,,+33 4 88 31 47 0   ,,,,,,,DE64335705189,,,,,,,,,,,2000,,,03,,,,,,,,,,,,,,,,20250213,053327,,
100,0000001484,AU,Bryant Ltd,Inc,,,Haroldland,Mendes,90318,95409,006-8027,MA,BRYANT LTD   ,"Flat 0
Parker Mills",441075,BRYANT LTD,,,Herr,,,,,S,,,,,20120126,bhill,,,KRED,,,,,,E,9206860752,,,,,080-7290-7058,05 33 20 09 00,5065418590,,,,,,,DE66802746449,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,,,20260226,021131,,
100,0000001485,MX,Bennett-Perkins,Ltd,N/A,,Stevenport   ,,,03242-644,69647-683,BA,BENNETT-PE,"5, rue Poirier",765358,BENNETT-PERKINS   ,,,Ms.,,,,,R,,,,,29.04.2015,maria-alice7,,,0001,,,,,,J,3899025404,,,,,+33 (0)3 62 84 4,,,,,,,,,DE78942076049,,,,,,,,,,,3001,,,,,,,,,,,,,,,,,https://ferrand.com/,,20250710,133928,,
100,0000001486,QQ,Royer,Group,N/A,,Borges   ,N/A,39725,90606,897-7803,MD,ROYER,340 西村 Street   ,150913,ROYER,,,,,,,0003,R,,,,,20240626,ishikawamino,,,KRED,,,,,,D,8208138054,,,X,,21 5363 1824,,,,,,,,,,,,,,,,,,,,1002,,,02,,,,,,,,,,,,,,,,20260404,053141,,
100,0000001487,GB,Barthelemy,N/A,architect compelling,N/A,Johnmouth,,,830-7490,HU2R 0ZU,RI,BARTHELEMY,2754 Linda Underpass   ,397277,BARTHELEMY   ,,,Ms.,,,,0001,C,,,,,20250421,ivonneraedel,,,0001,,,,,,D,9588337261,,,,,0575964950,,,,,,,,,DE46978146370,,,,,,,,,,,1000,,,03,,,,,,,,,,,,,,,,20251129,172541,,
