MANDT,LIFNR,EKORG,WERKS,SPERM,LOEVM,PLIFZ,MNGLG,MNGKO,MNGZE,UEBTO,UNTTO,UGBTO
100,0000000431,1000,3001,,,30,,,,11.5,0.4,
100,0000001403,2000,2001,,,11,,,,3.8,6.8,
100,0000001023,3000,5000,,,17,,,,10.5,1.6,
100,0000001989,3000,4000,,,9,,,,3.6,4.9,
100,0000001906,4000,3001,,,26,,,,11.0,7.5,
100,0000000273,1000,4000,,,16,,,,18.8,3.1,
100,0000001450,2000,5001,,,13,,,,13.0,1.5,
100,0000001287,4000,5000,,,10,,,,14.2,4.1,
200,0000000741,4000,3001,,,20,,,,14.3,2.1,
100,0000000869,3000,2000,,,18,,,,11.6,1.6,
100,0000001384,1000,2001,,,22,,,,15.3,5.4,
100,0000001329,2000,1001,,,28,,,,10.0,3.1,
100,0000000527,1000,3001,,,1,,,,13.8,1.5,
100,0000000504,1000,2000,,,6,,,,18.8,2.9,
100,0000001840,2000,1002,,,2,,,,10.3,3.8,
100,0000000213,3000,3001,,,11,,,,12.3,2.7,
100,0000000090,4000,1001,,,7,,,,10.2,0.6,
100,0000001873,2000,2000,,,2,,,,17.6,3.9,
100,0000001731,1000,1000,,,29,,,,19.8,6.9,
100,0000001370,5000,1001,,,25,,,,19.3,7.9,
100,0000001397,3000,5001,,,23,,,,15.8,3.1,
100,0000001510,4000,2000,,,22,,,,11.4,10.0,
100,0000000113,1000,1002,,,19,,,,13.4,9.9,
100,0000000221,5000,1001,,,14,,,,17.7,7.0,
100,0000000695,2000,1002,,,18,,,,16.0,4.2,
100,0000000234,2000,2000,,,26,,,,10.5,4.2,
100,0000000179,2000,5001,,,2,,,,1.7,5.8,
100,0000000989,2000,5000,,,16,,,,20.0,1.3,
100,0000001233,1000,5000,,,16,,,,10.5,8.4,
100,0000000256,2000,3000,,,11,,,,10.4,1.2,
100,0000001145,1000,2001,,,29,,,,4.9,4.4,
100,0000001425,3000,3001,,,23,,,,13.2,5.9,
100,0000000001,2000,5001,,,27,,,,15.1,5.8,
100,0000000394,1000,1002,,,10,,,,13.4,9.8,
100,0000001863,1000,2001,,,12,,,,0.3,7.0,
100,0000001849,4000,3000,,,2,,,,0.4,4.5,
100,0000001021,2000,4000,,,7,,,,2.8,5.2,
100,0000000489,2000,3001,,,20,,,,19.9,6.2,
100,0000000498,1000,2000,,,13,,,,10.7,8.7,
100,0000000015,3000,1000,,,12,,,,5.2,1.2,
100,0000000049,3000,2001,,,18,,,,2.8,4.3,
100,0000001290,4000,2001,,,4,,,,10.6,9.7,
100,0000000105,4000,5001,,,18,,,,10.7,9.6,
100,0000000168,1000,2000,,,21,,,,2.5,9.0,
100,0000000511,3000,2000,,,22,,,,6.0,4.6,
100,0000000346,4000,1001,,,25,,,,5.0,4.4,
100,0000001359,5000,1001,,,9,,,,9.0,2.7,
100,0000000937,4000,4000,,,21,,,,16.4,7.6,
100,0000001600,2000,5001,,,7,,,,9.9,5.0,
100,0000001496,5000,5000,,,18,,,,6.8,3.1,
100,0000000114,5000,3001,,,16,,,,12.9,1.1,
100,0000000479,4000,1000,,,28,,,,11.6,8.0,
100,0000000592,5000,3000,,,11,,,,17.1,6.1,
100,0000000679,2000,1001,,,7,,,,1.5,1.4,
100,0000001731,4000,5000,,,25,,,,0.6,1.7,
100,0000001700,2000,5001,,,16,,,,1.1,9.6,
100,0000001215,2000,4000,,,27,,,,6.9,1.7,
100,0000001069,3000,4000,,,5,,,,9.5,2.4,
100,0000001553,4000,1000,,,9,,,,13.3,3.5,
100,0000001115,5000,2000,,,11,,,,5.8,9.6,
100,0000000899,5000,1000,,,8,,,,7.1,2.7,
100,0000001550,4000,3000,,,12,,,,12.6,7.4,
100,0000000940,1000,5001,,,3,,,,0.8,5.7,
100,0000001599,2000,1002,,,3,,,,12.9,2.9,
100,0000000971,4000,2001,,,22,,,,12.0,4.8,
100,0000000732,2000,3001,,,2,,,,3.1,7.2,
100,0000000608,5000,3001,,,27,,,,7.2,3.4,
100,0000001035,3000,2001,,,2,,,,6.1,6.2,
100,0000000109,4000,1001,,,10,,,,2.3,7.2,
100,0000001299,2000,1000,,,7,,,,13.5,4.4,
100,0000001322,3000,5001,,,8,,,,1.2,9.2,
100,0000001794,2000,2001,,,30,,,,14.2,4.3,
100,0000000137,1000,5001,,,21,,,,7.9,8.8,
100,0000001373,5000,5000,,,25,,,,7.1,2.4,
100,0000001383,4000,1000,,,18,,,,11.8,4.6,
100,0000000111,4000,4000,,,7,,,,0.5,5.6,
100,0000001915,1000,3001,,,25,,,,13.5,2.6,
100,0000001869,2000,4000,,,3,,,,19.1,5.5,
100,0000001258,4000,1001,,,9,,,,5.1,9.9,
100,0000000369,1000,3000,,,15,,,,10.9,7.1,
100,0000000793,5000,1002,,,19,,,,5.0,5.3,
100,0000001458,2000,1000,,,7,,,,5.7,8.7,
100,0000000685,1000,3000,,,18,,,,19.5,3.2,
100,0000000849,2000,1000,,,13,,,,9.7,6.1,
100,0000000368,1000,5000,,,30,,,,15.7,5.0,
100,0000001245,5000,3001,,,2,,,,9.6,1.0,
100,0000001295,1000,1002,,,16,,,,18.1,7.9,
100,0000000624,3000,5001,,,5,,,,19.0,7.4,
100,0000000482,3000,5001,,,12,,,,4.0,2.7,
100,0000001034,5000,4000,,,10,,,,12.0,4.7,
100,0000000567,5000,2000,,,20,,,,16.3,2.8,
100,0000001075,2000,2001,,,17,,,,7.8,4.7,
100,0000000898,5000,3001,,,2,,,,14.0,8.3,
100,0000000971,1000,1001,,,20,,,,10.4,8.2,
100,0000000266,5000,5000,,,13,,,,15.1,3.1,
100,0000001348,1000,2000,,,13,,,,4.2,3.4,
100,0000000108,2000,4000,,,8,,,,2.6,1.9,
100,0000001365,5000,3000,,,4,,,,19.9,3.3,
100,0000001151,5000,1002,,,12,,,,0.8,4.1,
100,0000000339,3000,5001,,,18,,,,3.3,5.4,
100,0000000546,1000,1002,,,27,,,,2.6,7.6,
100,0000001090,2000,1001,,,8,,,,3.6,6.8,
100,0000001337,3000,1000,,,7,,,,10.3,0.8,
100,0000001663,5000,3000,,,26,,,,9.4,6.8,
100,0000001790,3000,1000,,,11,,,,7.6,0.1,
100,0000000687,4000,5000,,,27,,,,9.3,2.1,
100,0000000788,1000,2001,,,4,,,,4.8,8.9,
100,0000000682,1000,1001,,,24,,,,4.8,7.0,
100,0000001938,1000,3001,,,10,,,,12.6,6.3,
100,0000001494,1000,1000,,,2,,,,16.9,0.5,
100,0000000210,5000,3001,,,13,,,,7.9,5.7,
100,0000000550,5000,2001,,,2,,,,18.5,7.1,
100,0000001027,2000,2000,,,18,,,,18.7,8.7,
100,0000001500,4000,1001,,,17,,,,17.5,2.1,
100,0000001126,5000,5000,,,27,,,,2.2,2.9,
100,0000000601,2000,3001,,,4,,,,8.8,2.0,
100,0000001465,1000,1000,,,5,,,,15.1,5.7,
100,0000001186,2000,5000,,,27,,,,16.0,4.1,
100,0000000838,4000,3001,,,4,,,,2.7,7.4,
100,0000001566,3000,1001,,,22,,,,16.5,6.2,
100,0000000283,4000,5001,,,1,,,,16.7,0.9,
100,0000001609,5000,1001,,,5,,,,16.7,2.9,
100,0000000310,5000,3000,,,3,,,,14.1,9.0,
100,0000000130,3000,2001,,,9,,,,4.5,7.4,
100,0000000917,3000,2000,,,11,,,,14.5,0.1,
100,0000001611,4000,3000,,,19,,,,2.3,7.5,
100,0000001874,3000,3001,,,1,,,,5.3,7.3,
100,0000000508,5000,5000,,,14,,,,3.7,9.4,
100,0000001296,3000,2000,,,8,,,,13.0,4.0,
100,0000001274,2000,1001,,,18,,,,5.5,3.2,
100,0000001246,3000,1001,,,25,,,,7.5,9.7,
100,0000001456,5000,5001,,,10,,,,10.3,2.7,
100,0000001629,3000,1002,,,9,,,,3.0,5.6,
100,0000000564,3000,2000,,,29,,,,4.0,4.4,
100,0000001785,2000,1002,,,20,,,,18.1,2.3,
100,0000001466,1000,2001,,,22,,,,3.1,0.6,
100,0000001836,1000,4000,,,6,,,,16.1,8.2,
100,0000000163,5000,2000,,,20,,,,5.1,4.1,
100,0000000345,1000,2001,,,27,,,,10.8,7.5,
100,0000000467,3000,2000,,,27,,,,9.7,7.3,
100,0000001049,2000,3001,,,8,,,,17.2,8.9,
100,0000001309,5000,3000,,,26,,,,3.6,0.5,
100,0000000159,3000,2000,,,3,,,,0.8,1.4,
100,0000000038,2000,1000,,,6,,,,17.0,8.5,
100,0000000629,5000,4000,,,22,,,,13.4,0.9,
100,0000000555,3000,3000,,,15,,,,7.5,4.9,
100,0000000671,1000,1001,,,25,,,,8.0,0.6,
100,0000000531,1000,2001,,,10,,,,0.8,4.8,
100,0000001342,4000,1002,,,4,,,,2.9,0.6,
100,0000000449,3000,3000,,,21,,,,4.0,5.2,
100,0000001085,1000,2000,,,30,,,,7.7,1.6,
100,0000001534,1000,1000,,,22,,,,17.6,5.8,
100,0000001224,3000,5000,,,28,,,,0.7,5.6,
200,0000000990,5000,5000,,,20,,,,17.4,1.3,
100,0000001002,4000,5000,,,20,,,,16.3,10.0,
100,0000000805,2000,1000,,,21,,,,4.6,1.8,
100,0000001209,4000,2000,,,27,,,,4.2,1.0,
100,0000000827,3000,4000,,,23,,,,11.2,8.5,
100,0000000944,4000,1002,,,19,,,,9.5,4.0,
100,0000000894,2000,1000,,,16,,,,12.6,0.2,
100,0000001918,3000,3001,,,20,,,,17.3,4.2,
100,0000000826,4000,2001,,,27,,,,0.1,3.9,
100,0000001100,4000,1002,,,8,,,,10.2,6.0,
100,0000001565,1000,4000,,,10,,,,8.7,5.2,
100,0000001230,3000,1001,,,25,,,,6.1,9.0,
100,0000001842,3000,1002,,,11,,,,9.0,0.7,
100,0000001899,3000,2001,,,27,,,,0.6,8.2,
100,0000001491,1000,3000,,,12,,,,9.1,1.9,
100,0000001502,3000,3000,,,3,,,,9.4,8.9,
100,0000000951,2000,5000,,,17,,,,4.0,1.4,
100,0000000261,1000,4000,,,25,,,,11.1,4.8,
100,0000001423,4000,4000,,,20,,,,15.1,9.6,
100,0000000593,4000,3000,,,20,,,,5.2,5.1,
100,0000001443,1000,5000,,,24,,,,0.7,0.7,
100,0000001483,4000,3001,,,6,,,,0.9,0.6,
100,0000001690,1000,2000,,,19,,,,9.7,5.0,
100,0000000399,4000,5001,,,13,,,,16.2,5.8,
100,0000000810,1000,1001,,,11,,,,4.9,8.5,
100,0000000668,3000,2001,,,16,,,,8.3,7.1,
100,0000001156,1000,4000,,,6,,,,15.3,9.9,
100,0000001744,1000,2000,,,21,,,,13.2,0.7,
100,0000001322,4000,3000,,,20,,,,16.3,2.3,
100,0000001260,3000,2000,,,26,,,,6.9,3.8,
100,0000001216,4000,2000,,,12,,,,1.1,6.8,
100,0000000453,1000,2000,,,6,,,,2.7,2.3,
100,0000001567,1000,5001,,,20,,,,0.4,2.7,
100,0000001415,5000,1002,,,24,,,,6.2,1.0,
100,0000000602,5000,3000,,,29,,,,12.3,2.0,
100,0000000599,1000,1002,,,17,,,,15.5,1.4,
100,0000001037,3000,4000,,,6,,,,13.4,7.9,
100,0000000214,4000,5000,,,4,,,,9.0,4.1,
100,0000001038,4000,2000,,,23,,,,9.2,9.0,
100,0000001285,5000,2000,,,6,,,,6.8,3.8,
100,0000000940,5000,3001,,,6,,,,10.0,3.5,
100,0000000828,3000,5001,,,12,,,,5.7,7.1,
100,0000000712,3000,1000,,,17,,,,7.9,4.4,
100,0000001652,1000,2001,,,10,,,,10.8,3.2,
200,0000001715,1000,3000,,,29,,,,5.1,0.5,
100,0000001151,5000,1002,,,28,,,,15.9,6.9,
100,0000000475,1000,5001,,,16,,,,2.0,7.6,
100,0000001904,1000,5000,,,14,,,,12.5,0.2,
100,0000001418,3000,4000,,,9,,,,10.1,6.9,
100,0000001937,1000,1001,,,21,,,,0.5,3.2,
100,0000001318,3000,4000,,,4,,,,9.1,1.0,
100,0000000519,2000,3001,,,24,,,,7.3,4.0,
100,0000000043,1000,5001,,,3,,,,14.3,2.4,
100,0000000707,4000,2001,,,21,,,,14.2,9.7,
100,0000000171,2000,3001,,,20,,,,14.5,4.7,
100,0000001465,3000,2001,,,29,,,,13.7,6.6,
100,0000000188,1000,1001,,,6,,,,16.7,7.6,
100,0000001323,4000,4000,,,6,,,,14.7,6.1,
100,0000000920,1000,3001,,,5,,,,11.4,5.8,
100,0000000368,3000,4000,,,7,,,,12.6,8.5,
100,0000001962,1000,5000,,,10,,,,15.6,7.4,
100,0000000262,4000,4000,,,25,,,,15.2,0.8,
100,0000001047,3000,3001,,,30,,,,1.1,5.0,
100,0000000646,4000,2001,,,20,,,,0.1,7.6,
100,0000001066,5000,5000,,,21,,,,8.6,7.8,
100,0000000227,2000,2000,,,19,,,,5.5,0.2,
100,0000000159,3000,2001,,,18,,,,8.3,0.3,
100,0000001086,2000,4000,,,2,,,,5.4,9.4,
100,0000000171,3000,1001,,,13,,,,18.9,8.9,
100,0000001106,4000,1002,,,27,,,,11.4,5.8,
100,0000000834,1000,1001,,,2,,,,8.9,4.4,
100,0000000130,4000,1001,,,3,,,,15.7,7.3,
100,0000001822,5000,2001,,,10,,,,8.7,1.2,
100,0000001868,1000,4000,,,5,,,,16.2,1.0,
100,0000001068,1000,1000,,,24,,,,2.1,5.6,
100,0000000511,4000,3001,,,17,,,,5.9,4.7,
100,0000001841,5000,3001,,,1,,,,0.5,8.1,
100,0000000359,5000,1001,,,25,,,,3.2,6.5,
100,0000001355,2000,4000,,,12,,,,9.1,7.6,
100,0000001733,2000,1001,,,21,,,,3.6,9.8,
100,0000001135,1000,2000,,,19,,,,14.6,2.7,
100,0000000598,5000,5001,,,9,,,,11.6,2.3,
100,0000001087,5000,2000,,,6,,,,9.0,1.7,
100,0000001570,3000,5000,,,13,,,,8.5,6.9,
100,0000000045,4000,4000,,,20,,,,8.5,3.2,
100,0000000496,2000,2001,,,7,,,,12.0,8.6,
100,0000001574,5000,3000,,,3,,,,5.6,4.4,
100,0000000511,1000,1002,,,20,,,,10.8,5.4,
100,0000001317,5000,5001,,,23,,,,8.1,3.0,
100,0000001245,5000,2001,,,6,,,,8.3,8.8,
100,0000000061,1000,3001,,,18,,,,9.5,9.7,
100,0000000778,4000,2001,,,25,,,,19.2,6.3,
100,0000001465,3000,1002,,,19,,,,14.5,3.4,
100,0000001359,1000,1001,,,11,,,,3.2,8.4,
100,0000001779,4000,1002,,,10,,,,15.5,1.7,
100,0000000633,2000,1000,,,9,,,,18.0,5.1,
100,0000000691,2000,5001,,,25,,,,9.0,4.0,
100,0000001137,4000,5000,,,6,,,,6.8,2.6,
100,0000000628,2000,4000,,,14,,,,18.9,9.4,
100,0000000373,5000,1002,,,13,,,,7.1,8.9,
100,0000001587,3000,2000,,,21,,,,8.6,0.4,
100,0000000476,1000,4000,,,23,,,,16.9,0.6,
100,0000000536,1000,2001,,,22,,,,15.2,5.6,
100,0000001293,2000,5000,,,22,,,,1.7,7.7,
100,0000001259,3000,3001,,,5,,,,4.8,0.9,
100,0000000557,3000,1002,,,22,,,,2.4,8.9,
100,0000000727,2000,1000,,,15,,,,7.7,9.8,
100,0000001253,5000,5000,,,27,,,,13.3,8.1,
100,0000001627,3000,5001,,,23,,,,4.1,2.1,
100,0000001254,2000,3001,,,23,,,,14.5,4.9,
100,0000001846,4000,3000,,,27,,,,14.8,8.6,
100,0000000208,2000,4000,,,29,,,,13.1,9.6,
100,0000001671,4000,4000,,,12,,,,18.2,6.8,
100,0000001499,2000,2001,,,3,,,,11.2,9.2,
100,0000000305,5000,5000,,,1,,,,16.6,4.1,
100,0000001459,1000,3000,,,24,,,,17.3,2.0,
100,0000000668,4000,2001,,,22,,,,13.5,6.0,
100,0000001229,3000,3000,,,24,,,,5.5,1.2,
100,0000001955,2000,2001,,,27,,,,5.0,1.2,
100,0000000570,2000,5001,,,13,,,,6.6,7.3,
100,0000000771,5000,4000,,,9,,,,11.1,8.0,
100,0000001970,1000,2000,,,10,,,,14.4,0.6,
100,0000000681,4000,2000,,,26,,,,4.5,4.5,
100,0000001246,5000,3001,,,22,,,,3.8,7.5,
100,0000001218,3000,1002,,,26,,,,15.6,7.4,
100,0000000302,4000,1000,,,4,,,,6.8,1.5,
100,0000001043,1000,1001,,,8,,,,15.2,2.8,
100,0000000756,1000,1002,,,2,,,,13.4,4.1,
100,0000000401,3000,2001,,,22,,,,9.1,6.3,
100,0000001950,3000,1000,,,14,,,,5.6,9.8,
100,0000001657,1000,3000,,,10,,,,6.9,4.7,
100,0000001928,3000,1002,,,29,,,,6.8,6.7,
100,0000000061,1000,4000,,,30,,,,12.9,7.2,
100,0000000212,2000,1002,,,11,,,,2.9,6.4,
100,0000001411,1000,1001,,,22,,,,5.1,8.2,
100,0000000353,4000,3001,,,25,,,,5.3,8.3,
100,0000000879,2000,2001,,,1,,,,6.4,8.7,
100,0000000970,4000,1001,,,26,,,,0.5,3.5,
100,0000000713,1000,4000,,,20,,,,8.5,6.2,
100,0000000950,2000,1000,,,28,,,,19.8,6.3,
100,0000000860,3000,1002,,,9,,,,15.9,3.7,
100,0000000342,2000,5000,,,8,,,,7.3,0.5,
100,0000000632,5000,2000,,,12,,,,19.9,1.9,
100,0000000598,3000,4000,,,15,,,,11.1,9.5,
100,0000000247,4000,3000,,,28,,,,7.4,1.7,
100,0000001269,2000,3001,,,19,,,,2.6,5.6,
100,0000001110,3000,1000,,,27,,,,6.8,0.2,
100,0000000656,1000,4000,,,29,,,,7.4,3.3,
100,0000001974,3000,2001,,,18,,,,5.4,2.8,
100,0000000930,1000,3001,,,17,,,,7.0,9.8,
100,0000001893,2000,5001,,,20,,,,5.1,7.2,
100,0000001454,4000,5001,,,7,,,,6.1,3.1,
100,0000001425,4000,2000,,,22,,,,7.1,5.2,
100,0000000728,1000,4000,,,8,,,,15.4,7.9,
100,0000000582,2000,3000,,,20,,,,12.9,3.7,
100,0000001726,5000,5001,,,9,,,,19.4,6.8,
100,0000000020,2000,3000,,,13,,,,8.4,3.8,
100,0000001016,2000,2000,,,22,,,,8.4,4.4,
100,0000001914,3000,1002,,,6,,,,6.6,8.1,
100,0000001699,2000,3000,,,15,,,,9.5,9.5,
100,0000001197,4000,3001,,,17,,,,16.6,3.1,
100,0000001570,5000,1002,,,3,,,,11.8,5.9,
100,0000000145,2000,3000,,,29,,,,14.5,9.4,
100,0000000690,4000,5001,,,25,,,,12.5,0.4,
100,0000001432,1000,3001,,,1,,,,6.5,9.1,
100,0000000703,4000,5001,,,12,,,,2.0,8.5,
100,0000000154,3000,5000,,,26,,,,17.3,6.2,
100,0000000683,5000,3000,,,7,,,,10.6,3.8,
100,0000001496,4000,4000,,,22,,,,16.8,1.5,
100,0000000954,4000,3000,,,28,,,,11.4,7.7,
100,0000000231,1000,5000,,,10,,,,13.1,5.3,
100,0000001047,5000,5000,,,15,,,,0.2,5.1,
100,0000001129,5000,3001,,,8,,,,9.5,4.0,
100,0000000773,5000,1001,,,13,,,,3.3,2.9,
100,0000000546,2000,3001,,,21,,,,0.3,5.4,
100,0000001535,5000,5000,,,22,,,,4.3,8.4,
100,0000000747,2000,1000,,,30,,,,19.5,5.6,
100,0000000654,1000,3001,,,19,,,,2.1,0.1,
100,0000001601,2000,3000,,,11,,,,17.9,5.8,
100,0000001326,5000,4000,,,7,,,,7.0,5.2,
100,0000000147,4000,3001,,,12,,,,17.8,9.7,
100,0000001779,4000,1000,,,10,,,,0.6,0.1,
100,0000001951,1000,2001,,,5,,,,1.7,8.8,
100,0000001768,1000,3000,,,15,,,,7.6,0.1,
100,0000000673,1000,1000,,,18,,,,5.5,4.0,
100,0000000477,2000,2000,,,5,,,,8.0,9.0,
100,0000000941,5000,5001,,,17,,,,18.1,0.3,
100,0000000839,2000,3001,,,27,,,,4.4,2.9,
100,0000001242,5000,1000,,,17,,,,18.1,2.5,
100,0000000906,4000,2000,,,22,,,,2.8,0.0,
100,0000000393,1000,5000,,,23,,,,8.3,4.0,
100,0000000528,3000,2001,,,20,,,,16.8,1.1,
100,0000000530,5000,3001,,,6,,,,14.7,3.8,
100,0000000818,2000,3000,,,20,,,,11.4,4.1,
100,0000001488,3000,4000,,,14,,,,3.5,8.8,
100,0000000664,2000,4000,,,17,,,,16.9,3.2,
100,0000001205,3000,3000,,,18,,,,18.8,7.8,
100,0000000078,2000,2000,,,22,,,,0.7,1.3,
100,0000001959,4000,3000,,,19,,,,7.8,0.7,
100,0000001655,5000,4000,,,23,,,,6.5,0.1,
100,0000001549,4000,2000,,,12,,,,15.7,3.6,
100,0000000083,3000,3000,,,27,,,,1.8,2.3,
100,0000001331,4000,1000,,,3,,,,5.6,9.5,
100,0000000592,2000,2000,,,18,,,,8.3,6.7,
100,0000001920,5000,1001,,,17,,,,2.1,0.6,
100,0000000238,1000,1002,,,1,,,,7.4,4.7,
100,0000001353,3000,2000,,,2,,,,16.1,7.6,
100,0000000126,1000,5000,,,11,,,,8.1,3.5,
100,0000000776,5000,2001,,,6,,,,0.1,4.9,
100,0000000167,3000,3000,,,24,,,,0.0,9.2,
100,0000001170,3000,1001,,,8,,,,8.0,5.3,
100,0000000492,5000,1001,,,25,,,,1.7,1.0,
100,0000001164,3000,2000,,,28,,,,18.7,6.5,
100,0000001933,5000,1000,,,20,,,,19.1,1.6,
100,0000001945,2000,5000,,,3,,,,8.8,9.4,
100,0000000968,4000,1000,,,29,,,,0.1,8.8,
100,0000001330,3000,1000,,,23,,,,16.8,8.3,
100,0000000713,5000,3000,,,27,,,,12.0,3.6,
200,0000000296,2000,2001,,,14,,,,19.0,4.1,
100,0000001943,4000,3001,,,19,,,,4.2,4.2,
100,0000000549,3000,5001,,,10,,,,6.3,7.0,
100,0000000392,4000,1002,,,9,,,,18.1,1.0,
100,0000001994,4000,2001,,,11,,,,11.6,0.5,
100,0000000036,3000,5000,,,9,,,,3.9,7.3,
100,0000001778,5000,3001,,,19,,,,2.5,4.3,
100,0000000685,4000,1001,,,10,,,,3.1,1.4,
100,0000001118,5000,3000,,,8,,,,3.2,7.0,
100,0000000808,1000,1001,,,29,,,,6.9,0.5,
100,0000000777,2000,5001,,,11,,,,8.1,2.8,
100,0000000319,4000,3000,,,6,,,,12.5,8.7,
100,0000001223,4000,5001,,,30,,,,0.6,2.4,
100,0000000946,1000,5001,,,23,,,,0.9,7.4,
100,0000001153,1000,4000,,,20,,,,10.5,0.8,
100,0000001216,1000,3001,,,3,,,,13.5,6.5,
100,0000001700,4000,4000,,,2,,,,10.7,2.6,
100,0000000421,4000,2000,,,28,,,,11.2,9.3,
100,0000000560,4000,5001,,,15,,,,1.7,5.6,
100,0000000846,1000,1000,,,22,,,,5.7,3.3,
100,0000001338,4000,5000,,,17,,,,4.9,7.7,
100,0000000580,2000,3001,,,21,,,,8.0,9.6,
100,0000001676,4000,2000,,,7,,,,19.7,7.1,
100,0000001225,1000,3000,,,8,,,,14.4,7.1,
100,0000001805,2000,2000,,,17,,,,17.9,1.7,
100,0000000805,5000,5000,,,29,,,,12.8,6.6,
100,0000001093,3000,3001,,,12,,,,9.7,0.4,
100,0000001612,2000,3000,,,10,,,,14.5,9.8,
100,0000000701,3000,5001,,,11,,,,18.3,5.6,
100,0000000468,2000,3001,,,21,,,,13.8,9.4,
100,0000001121,5000,5001,,,20,,,,18.4,9.2,
100,0000000656,3000,1000,,,7,,,,5.9,8.4,
100,0000001077,5000,5000,,,24,,,,3.3,2.8,
100,0000000201,2000,1002,,,5,,,,10.4,3.7,
100,0000001904,3000,5001,,,18,,,,16.9,2.6,
100,0000001357,1000,5001,,,21,,,,7.0,6.0,
100,0000000334,4000,1000,,,20,,,,15.0,8.1,
100,0000001970,3000,4000,,,11,,,,14.6,8.8,
100,0000000121,5000,5000,,,8,,,,0.7,8.8,
100,0000001307,4000,1002,,,24,,,,15.6,2.0,
100,0000000224,3000,5001,,,16,,,,4.6,6.1,
100,0000001846,5000,3000,,,14,,,,1.8,4.5,
100,0000000467,4000,5000,,,19,,,,16.4,9.2,
100,0000000332,1000,3001,,,22,,,,15.6,7.5,
100,0000001052,5000,1002,,,24,,,,16.6,4.1,
100,0000000312,5000,5001,,,18,,,,4.0,4.8,
100,0000000123,1000,5000,,,14,,,,8.4,0.2,
100,0000001587,5000,4000,,,20,,,,13.6,9.9,
100,0000001556,3000,3001,,,26,,,,17.8,6.6,
100,0000001408,5000,3000,,,7,,,,2.4,1.6,
100,0000001745,2000,5001,,,17,,,,14.6,6.0,
100,0000001288,4000,5001,,,7,,,,0.7,7.5,
100,0000001600,2000,1002,,,1,,,,10.2,6.1,
100,0000001571,2000,5000,,,16,,,,8.8,3.0,
100,0000000042,4000,3000,,,16,,,,2.0,9.2,
100,0000000386,2000,5000,,,13,,,,9.8,3.3,
100,0000000324,1000,3001,,,8,,,,6.0,6.0,
100,0000001322,2000,3001,,,18,,,,14.7,3.5,
100,0000001988,1000,3000,,,2,,,,15.2,4.1,
100,0000000175,3000,5001,,,20,,,,9.5,6.8,
100,0000000190,2000,1001,,,7,,,,0.3,4.4,
100,0000001243,4000,5000,,,8,,,,13.3,0.2,
100,0000001996,5000,3001,,,26,,,,19.3,3.0,
100,0000000168,1000,4000,,,5,,,,19.5,4.3,
100,0000000400,4000,4000,,,11,,,,16.4,0.3,
100,0000001303,3000,4000,,,4,,,,13.5,4.2,
100,0000000458,3000,2001,,,3,,,,18.0,0.2,
100,0000001091,5000,3001,,,5,,,,10.4,2.5,
100,0000000515,1000,1001,,,5,,,,17.9,6.4,
100,0000001096,2000,1000,,,5,,,,4.3,9.1,
100,0000001691,3000,3000,,,3,,,,7.4,1.0,
100,0000001294,4000,2001,,,17,,,,0.2,1.6,
100,0000001622,1000,1001,,,16,,,,9.1,5.7,
100,0000000640,1000,2001,,,27,,,,16.1,4.5,
100,0000000203,3000,3001,,,28,,,,15.7,2.8,
100,0000001179,5000,3000,,,24,,,,2.4,4.8,
100,0000000819,2000,5001,,,19,,,,12.4,9.5,
100,0000000752,5000,3000,,,15,,,,13.9,8.6,
100,0000000567,4000,4000,,,20,,,,12.8,1.8,
100,0000000632,5000,5000,,,26,,,,0.5,6.5,
100,0000001650,1000,5000,,,18,,,,3.2,7.9,
100,0000000093,1000,1000,,,25,,,,12.6,3.8,
100,0000000228,2000,3000,,,27,,,,11.7,8.9,
100,0000001276,4000,5000,,,15,,,,1.0,8.5,
100,0000000773,2000,5000,,,17,,,,13.5,7.5,
100,0000001114,1000,5001,,,27,,,,13.9,9.7,
100,0000001710,1000,1000,,,6,,,,1.1,9.2,
100,0000001454,1000,1001,,,20,,,,7.3,4.7,
100,0000001393,4000,5001,,,14,,,,10.3,8.0,
100,0000001841,2000,1002,,,7,,,,1.6,0.6,
100,0000001595,3000,4000,,,16,,,,5.5,4.5,
100,0000000171,2000,1000,,,20,,,,9.6,1.1,
100,0000001432,1000,3001,,,8,,,,11.5,4.1,
100,0000001085,5000,1001,,,13,,,,2.5,2.1,
100,0000001126,2000,3000,,,26,,,,14.3,2.1,
100,0000000395,2000,1001,,,2,,,,18.9,1.2,
100,0000000489,4000,2000,,,12,,,,10.4,4.6,
100,0000000990,2000,3000,,,29,,,,11.3,0.5,
100,0000000262,1000,1001,,,15,,,,0.2,7.0,
100,0000001406,1000,5000,,,20,,,,13.6,7.3,
100,0000001918,4000,1000,,,4,,,,1.3,3.2,
100,0000000193,4000,5001,,,4,,,,0.9,7.7,
100,0000001121,2000,3001,,,17,,,,13.6,8.8,
100,0000000138,3000,2001,,,30,,,,14.6,7.2,
100,0000000034,3000,1002,,,4,,,,10.7,5.1,
100,0000001398,2000,3000,,,9,,,,6.2,4.5,
100,0000000305,4000,1002,,,12,,,,3.4,8.2,
100,0000001599,1000,2001,,,17,,,,14.1,1.4,
100,0000001896,1000,2000,,,30,,,,17.9,7.4,
