MANDT,KUNNR,BUKRS,AKONT,ZTERM,WAERS,ZUAWA,BEGRU,ALTKN,REPRF
100,0000001034,1000,486247,NT30,KRW,001,0002,,
100,0000000033,4000,093559,0002,EUR,002,,,X
100,0000000216,1000,708346,2/10NET30,AUD,001,0002,,X
100,0000000532,4000,980668,NT30,KRW,001,0002,,
100,0000000454,1000,822567,0001,CNY,002,,,
100,0000001326,1000,135962,0002,KRW,001,0001,,
100,0000000753,3000,886570,NT60,GBP,001,0002,,
100,0000000550,5000,048958,NT30,AUD,003,0002,,X
100,0000000781,3000,252801,0001,CHF,003,0003,,
100,0000000999,2000,015965,0003,EUR,002,0003,,X
100,0000000923,3000,465918,NT30,CAD,003,,,X
100,0000000644,3000,688071,0001,EUR,002,0003,,
100,0000001134,1000,899833,0003,JPY,001,0002,,X
100,0000000198,5000,728457,NT60,CNY,002,,,X
100,0000001081,4000,192605,NT30,KRW,002,0003,,X
100,0000001798,1000,968339,0003,CAD,003,0001,,X
100,0000000614,2000,694005,0001,CNY,001,0002,,X
100,0000001876,5000,913668,NT90,USD,001,0001,,
100,0000000595,1000,201113,0003,GBP,002,0003,,X
100,0000001280,3000,315017,0003,GBP,003,0001,,X
100,0000001005,5000,884824,NT90,CAD,001,0003,,
100,0000000370,3000,812790,NT90,EUR,003,0001,,
100,0000000565,3000,392448,NT30,JPY,001,0001,,
100,0000000206,3000,955467,0003,JPY,003,0003,,X
100,0000000800,3000,107399,NT90,USD,001,0001,,
100,0000001228,2000,697419,0002,CNY,001,0002,,X
100,0000001326,1000,772055,NT30,AUD,003,0001,,
100,0000000195,1000,027249,0001,CNY,002,0002,,
100,0000001157,3000,725296,NT30,AUD,002,,,X
100,0000000984,5000,826535,NT60,AUD,001,0002,,
100,0000001769,2000,860073,0001,BRL,003,0003,,
100,0000001014,4000,804056,NT30,CNY,002,0002,,X
100,0000001762,3000,728706,NT90,GBP,002,0001,,X
100,0000001136,3000,201445,0002,CNY,001,,,X
100,0000001084,3000,409271,NT90,BRL,003,0003,,X
100,0000000638,1000,909465,NT90,AUD,002,0001,,X
100,0000000282,1000,444110,NT30,KRW,002,,,X
100,0000001009,2000,253871,NT60,CAD,001,0003,,X
100,0000001805,3000,974735,NT30,AUD,001,0002,,X
100,0000001233,1000,356218,0001,AUD,002,0003,,
100,0000001158,5000,680286,NT30,CAD,003,0002,,
100,0000000597,4000,377783,0002,CNY,002,,,X
100,0000001528,3000,887321,NT30,CHF,002,0001,,
100,0000000700,1000,081159,2/10NET30,AUD,001,0001,,X
100,0000001712,5000,469916,0001,USD,002,0003,,X
100,0000001916,5000,501719,0002,CHF,001,0003,,X
100,0000001539,5000,452048,NT60,JPY,001,0001,,
100,0000000234,2000,054788,0003,EUR,001,0003,,X
100,0000001910,3000,001550,0001,KRW,003,0002,,X
100,0000000905,2000,586581,0003,GBP,002,0002,,
100,0000001051,1000,413633,2/10NET30,AUD,002,0002,,X
100,0000001965,4000,312754,0003,AUD,002,0002,,
100,0000001501,5000,696608,NT60,JPY,002,0003,,
100,0000001224,2000,433591,NT90,CAD,001,0003,,X
100,0000000826,5000,568487,0002,JPY,002,0003,,
100,0000000506,1000,030515,0001,BRL,003,0001,,X
100,0000001731,4000,880263,NT30,BRL,002,0002,,
100,0000000407,4000,162055,0001,GBP,003,0002,,X
100,0000000959,4000,370172,NT60,CHF,002,,,X
100,0000001869,3000,544202,0003,JPY,002,,,
100,0000001261,5000,252284,0002,BRL,002,0003,,
100,0000000172,1000,955612,NT30,KRW,003,0001,,X
100,0000001971,2000,401053,0003,USD,001,0002,,
100,0000000901,2000,174668,NT90,JPY,001,0003,,X
100,0000001927,2000,358355,0003,USD,001,,,X
100,0000000303,3000,617102,NT90,KRW,003,0001,,
100,0000001609,3000,504277,NT90,GBP,002,0001,,X
100,0000001742,3000,723807,0001,GBP,002,0003,,
100,0000001731,5000,968926,0002,CNY,001,0001,,
100,0000000475,1000,521567,0002,CHF,002,,,
100,0000000918,3000,885050,NT30,KRW,001,,,
100,0000000909,4000,107844,0003,AUD,003,,,X
100,0000000328,4000,769357,0001,BRL,002,0003,,X
100,0000001591,3000,282726,NT30,CNY,001,,,X
100,0000001205,4000,417438,0002,AUD,003,,,
100,0000000688,5000,691422,NT30,JPY,001,,,
100,0000001872,2000,523967,2/10NET30,USD,002,0001,,X
100,0000001236,3000,927291,0002,CAD,003,0001,,
100,0000001245,3000,138671,NT30,AUD,001,0001,,
100,0000000629,2000,114119,0003,KRW,002,0001,,
100,0000001658,5000,209412,NT60,EUR,002,0003,,X
100,0000001842,4000,809497,NT60,AUD,001,0002,,
100,0000001199,3000,572182,0001,CHF,003,,,X
100,0000001496,1000,895557,2/10NET30,JPY,003,,,X
100,0000000643,3000,821802,NT30,CNY,002,0003,,
100,0000000830,5000,476297,0001,USD,001,,,X
100,0000001784,5000,817721,0003,CAD,001,,,
100,0000000797,1000,567167,NT30,KRW,001,,,X
100,0000001392,3000,166817,NT90,EUR,002,0001,,X
100,0000000445,1000,279202,0001,EUR,003,0003,,
100,0000001678,1000,457093,0001,CHF,003,,,X
100,0000001086,1000,640733,0001,CHF,002,0001,,X
100,0000001880,1000,615297,0002,CNY,002,0002,,
100,0000001690,2000,800375,NT30,CAD,002,,,
100,0000001472,3000,493515,NT30,BRL,003,0003,,X
100,0000001757,4000,662058,0003,CNY,001,0003,,
100,0000000734,5000,017974,NT30,BRL,003,0002,,
100,0000000015,5000,658772,2/10NET30,JPY,001,,,X
100,0000000623,3000,174616,2/10NET30,GBP,001,0002,,X
100,0000000487,3000,537840,0002,BRL,001,,,X
100,0000001864,3000,804682,0003,EUR,001,0003,,
100,0000000975,3000,732390,0001,AUD,003,0002,,X
100,0000000734,1000,059503,0002,KRW,003,0001,,X
100,0000000180,4000,682722,NT90,KRW,001,0002,,X
100,0000001062,4000,758421,0003,CHF,002,0003,,X
100,0000001862,2000,449926,NT60,BRL,002,0003,,
100,0000000978,5000,387906,2/10NET30,CAD,001,0001,,
100,0000001429,4000,935309,NT30,USD,002,0002,,
100,0000000418,4000,658652,0003,JPY,001,,,
100,0000001112,3000,301061,0001,CHF,002,0001,,X
100,0000000673,3000,331067,0001,EUR,003,0003,,X
100,0000000348,4000,864845,0002,USD,001,0003,,X
100,0000000382,1000,638749,0001,EUR,001,0002,,
100,0000000289,4000,569693,0002,CNY,003,,,
100,0000000661,2000,776640,NT60,GBP,002,0001,,X
100,0000000008,1000,654200,0002,EUR,001,0002,,
100,0000001990,3000,123980,NT90,USD,001,0003,,X
100,0000000124,5000,919333,NT60,EUR,002,,,
100,0000000862,4000,307124,0003,USD,003,,,X
100,0000001131,5000,452498,NT30,GBP,003,,,
100,0000000263,5000,362091,0002,EUR,003,0002,,X
100,0000001804,3000,237579,2/10NET30,EUR,002,0002,,
100,0000000996,4000,729369,NT60,USD,002,0001,,
100,0000001213,3000,206761,NT30,AUD,003,0003,,
100,0000001405,1000,969867,NT90,CAD,001,0002,,
100,0000000211,1000,183678,0001,EUR,001,0002,,X
100,0000000189,5000,421665,0002,EUR,001,0001,,X
100,0000000241,3000,694846,NT30,GBP,001,0002,,X
100,0000001378,3000,620963,0002,BRL,002,0003,,X
100,0000001079,2000,702231,0002,BRL,001,0003,,
100,0000001961,3000,500257,NT90,CNY,003,0002,,X
100,0000001376,3000,781306,NT90,USD,003,,,
100,0000001850,5000,173439,0003,KRW,003,0003,,X
100,0000000057,2000,751495,0002,BRL,002,0003,,X
100,0000001199,4000,427261,0001,AUD,002,0001,,X
200,0000001996,5000,270844,0001,USD,002,,,
100,0000001052,4000,787105,NT30,EUR,001,0001,,
100,0000001490,2000,506547,2/10NET30,CNY,002,0001,,
100,0000001813,3000,062397,NT60,EUR,003,,,
100,0000000289,1000,185340,NT90,USD,001,,,
100,0000001230,2000,344227,0003,AUD,002,,,X
100,0000000346,1000,965685,NT60,AUD,003,,,
100,0000000260,2000,906071,0003,BRL,002,,,
100,0000000991,2000,449996,NT60,KRW,003,,,
100,0000001767,1000,269540,NT30,BRL,002,0002,,X
100,0000000091,3000,761888,NT90,EUR,002,0003,,X
100,0000001660,5000,826103,0002,GBP,001,,,
100,0000001328,5000,916804,2/10NET30,CNY,002,0001,,
100,0000000841,4000,128652,NT90,CNY,003,0002,,X
100,0000000268,4000,588823,0001,BRL,001,0001,,X
100,0000000233,2000,914455,0002,BRL,001,0001,,X
100,0000000096,2000,829559,0003,JPY,002,0001,,X
100,0000001029,5000,338405,NT90,EUR,002,,,X
100,0000001647,1000,607826,NT90,AUD,002,0001,,
100,0000000365,2000,103052,NT90,EUR,002,0001,,
100,0000000089,1000,599453,2/10NET30,BRL,002,0002,,X
100,0000000617,3000,045083,NT90,CHF,003,0003,,
100,0000000907,1000,885617,NT30,USD,002,,,
100,0000000291,2000,421513,2/10NET30,KRW,001,0001,,
100,0000000337,4000,051783,2/10NET30,JPY,003,0003,,
100,0000000462,3000,136989,NT60,CHF,003,,,X
100,0000000599,3000,600666,0002,CNY,002,0002,,X
100,0000000638,2000,042041,0003,EUR,003,,,X
100,0000001745,4000,090559,0002,KRW,003,0003,,X
100,0000000569,2000,467123,0001,CNY,001,0003,,
100,0000001459,2000,408996,0002,USD,003,,,X
100,0000000745,4000,611148,0001,BRL,003,0003,,X
100,0000001269,5000,662845,NT60,EUR,002,0003,,X
100,0000000055,2000,039489,NT30,EUR,001,,,X
100,0000001568,5000,600885,2/10NET30,EUR,001,0003,,X
100,0000000918,2000,331943,0003,BRL,003,0001,,X
100,0000000676,2000,503920,0002,KRW,001,0002,,
100,0000000364,1000,164269,NT90,CNY,003,0003,,X
100,0000001392,1000,585342,NT60,BRL,003,0001,,X
100,0000000257,2000,294440,2/10NET30,GBP,001,0002,,X
100,0000001838,1000,535299,NT30,BRL,001,,,
100,0000001945,5000,556961,0001,AUD,003,0003,,X
100,0000001541,3000,570126,0003,AUD,003,0002,,
100,0000001257,5000,705070,2/10NET30,CNY,003,0002,,X
100,0000000869,4000,093961,2/10NET30,CNY,003,,,
100,0000000272,4000,191745,0002,CNY,001,0003,,
100,0000000502,3000,865327,NT60,USD,001,0002,,
100,0000001795,5000,485603,NT60,EUR,001,0003,,X
100,0000000473,4000,004860,NT60,GBP,002,0002,,
100,0000001890,3000,221513,NT90,AUD,002,,,X
100,0000000061,2000,307056,NT90,JPY,003,0003,,
100,0000001472,3000,354226,2/10NET30,BRL,002,,,
100,0000000895,1000,521682,0002,EUR,002,0002,,X
100,0000000837,2000,755578,NT30,GBP,002,,,
100,0000000525,5000,079712,NT90,USD,002,0003,,
100,0000000660,4000,657561,NT90,CHF,002,0001,,
100,0000001186,2000,475833,NT30,EUR,001,0003,,
100,0000000618,1000,589827,NT30,CHF,002,,,
100,0000000933,3000,512515,0003,GBP,002,0002,,X
100,0000000995,5000,047115,NT30,AUD,001,0001,,X
100,0000001907,1000,478966,0001,BRL,001,0003,,X
100,0000000035,3000,276723,0002,USD,001,0001,,
100,0000000352,2000,764572,NT60,CAD,003,0001,,X
100,0000000363,4000,480771,NT60,GBP,001,0003,,X
100,0000000858,1000,687131,0003,EUR,001,0003,,X
100,0000000764,4000,423395,0003,CAD,002,,,
100,0000000221,1000,047250,NT90,KRW,001,,,
100,0000000796,5000,800173,NT90,JPY,002,0002,,
100,0000001151,3000,850879,NT90,CAD,001,0001,,
100,0000001635,3000,009559,NT30,CNY,002,0003,,X
100,0000000564,2000,712307,NT30,GBP,001,,,X
100,0000001284,3000,883929,0003,GBP,001,0003,,
100,0000001614,5000,332079,NT90,CAD,003,0001,,
100,0000001932,4000,865363,NT30,KRW,001,0003,,X
100,0000000953,2000,213424,0002,JPY,001,0002,,
100,0000001521,5000,086474,NT90,AUD,001,0002,,
100,0000000783,3000,812119,0002,EUR,003,,,X
100,0000001186,3000,096259,NT60,BRL,003,,,X
100,0000001548,2000,390277,0003,BRL,002,0002,,
100,0000001520,1000,444785,0001,KRW,002,0002,,X
100,0000001614,2000,291981,0003,EUR,002,0002,,
100,0000000743,5000,748591,2/10NET30,JPY,002,0002,,X
100,0000000014,3000,232659,2/10NET30,CAD,003,0002,,
100,0000001969,1000,557711,2/10NET30,CHF,002,0001,,
100,0000001744,5000,016928,0003,EUR,001,,,X
100,0000000789,1000,258858,2/10NET30,USD,001,0001,,X
100,0000001243,3000,409823,NT30,AUD,003,,,
100,0000001065,1000,654679,2/10NET30,GBP,001,0001,,X
100,0000000950,1000,676487,0002,CAD,003,0001,,X
100,0000001511,2000,623392,0003,JPY,003,,,
100,0000001539,4000,389538,2/10NET30,CAD,002,,,
100,0000001189,2000,491586,NT90,GBP,003,0001,,X
100,0000001740,5000,863049,0003,EUR,002,,,X
100,0000001925,1000,497128,0003,GBP,001,0002,,
100,0000000856,2000,758298,0002,KRW,003,0003,,
100,0000000507,1000,128051,0002,KRW,002,0001,,
100,0000000732,2000,237329,NT60,USD,002,0003,,X
100,0000001422,4000,348596,NT60,EUR,002,0003,,
100,0000000465,3000,147890,0001,CHF,003,,,
100,0000001941,1000,575805,0001,CNY,003,,,X
100,0000000592,5000,554791,NT90,CHF,001,0001,,
100,0000001030,4000,935547,0003,GBP,001,0002,,
100,0000001805,5000,945173,NT60,CNY,002,0001,,X
100,0000001999,2000,361007,0002,CAD,002,,,
100,0000000259,5000,799030,NT30,CNY,002,0003,,X
100,0000000547,3000,120383,0002,CHF,002,0003,,X
100,0000000862,4000,406974,0003,JPY,002,0003,,
100,0000000064,5000,831634,0003,USD,002,0003,,
100,0000001993,3000,715686,NT60,CHF,003,0002,,X
100,0000001018,1000,109156,2/10NET30,JPY,002,,,X
100,0000000922,3000,142133,NT30,EUR,002,,,X
100,0000001603,3000,466596,NT30,JPY,002,0001,,X
100,0000000008,5000,747619,0002,KRW,002,0003,,
100,0000001177,5000,418014,0001,CAD,003,,,X
100,0000001789,1000,938706,0003,CAD,003,0001,,
100,0000001984,1000,531639,NT30,GBP,001,0002,,X
100,0000001853,4000,857435,0001,CNY,002,0001,,X
100,0000001837,4000,552908,NT30,CNY,003,0001,,X
100,0000000503,3000,101822,NT30,BRL,001,,,
100,0000001200,2000,290760,NT90,AUD,002,,,X
100,0000000213,2000,063488,0003,GBP,002,0002,,X
100,0000001209,1000,180831,NT30,CNY,002,0001,,X
100,0000000878,4000,833335,0002,CAD,002,,,
100,0000001015,4000,154104,2/10NET30,KRW,001,,,
100,0000000497,2000,975867,0003,CHF,002,0001,,X
100,0000000054,5000,007353,NT60,EUR,003,0002,,
100,0000000676,5000,782514,NT90,CHF,001,0001,,
100,0000001333,3000,779387,NT60,EUR,003,0001,,X
100,0000000510,1000,537049,NT90,KRW,002,,,
100,0000000600,5000,971491,0003,JPY,003,0003,,
100,0000001183,3000,904147,0001,KRW,001,0001,,
100,0000001407,4000,737550,0002,CAD,003,0001,,
100,0000001450,5000,967041,NT90,USD,002,,,
100,0000000203,1000,525597,0001,EUR,001,0001,,
100,0000000481,3000,459294,2/10NET30,USD,003,0001,,
100,0000000375,2000,245719,NT30,CAD,001,0003,,
100,0000000670,2000,161588,0002,CAD,001,0001,,
100,0000000559,4000,470662,0002,CHF,003,0001,,
100,0000000012,2000,702025,0001,BRL,002,,,
100,0000000148,5000,956221,2/10NET30,BRL,002,0001,,X
100,0000000890,4000,196413,NT60,JPY,003,,,X
100,0000000941,2000,021533,NT90,USD,002,,,X
100,0000000147,1000,428567,0002,CHF,001,0003,,
100,0000001156,4000,058505,0002,CHF,002,0002,,
100,0000000878,5000,555701,0001,KRW,002,0002,,
100,0000001074,2000,220365,0002,CAD,002,0002,,
100,0000001359,5000,019070,NT90,KRW,002,0001,,X
100,0000000733,3000,754321,0002,GBP,003,0003,,X
100,0000001270,5000,062273,NT90,CHF,002,0003,,
100,0000000663,1000,818478,0003,KRW,001,0002,,
100,0000000504,3000,317589,NT60,CHF,002,,,X
100,0000000882,2000,023772,NT30,CNY,002,0002,,
100,0000001651,4000,981591,0002,CAD,003,0002,,X
100,0000001551,3000,981162,NT60,GBP,002,,,X
100,0000001402,1000,505269,NT30,CHF,001,0003,,X
100,0000001892,4000,456165,0003,AUD,003,0003,,
100,0000000747,2000,075980,0003,CHF,001,0002,,
100,0000000931,1000,050293,0002,BRL,001,0001,,
100,0000000453,2000,460090,0001,CAD,003,0002,,
100,0000001576,1000,176937,2/10NET30,KRW,001,0003,,X
100,0000001028,3000,269781,NT60,GBP,002,0002,,X
100,0000000323,3000,823277,NT60,BRL,001,0001,,X
100,0000001098,3000,395566,2/10NET30,CAD,001,0002,,
100,0000000114,5000,125039,0002,GBP,002,0001,,X
100,0000000607,5000,499741,0001,GBP,003,,,
100,0000000852,2000,031383,0003,CAD,002,0003,,
100,0000000387,5000,039786,0002,EUR,003,,,
100,0000001641,1000,246104,NT90,KRW,001,0002,,X
100,0000000661,3000,879101,2/10NET30,KRW,002,0001,,X
100,0000000470,3000,057255,NT90,KRW,001,0001,,
100,0000001370,2000,549727,0001,GBP,001,,,X
100,0000001590,5000,763319,0001,CHF,001,0002,,X
100,0000000528,2000,829627,0003,BRL,001,,,
100,0000001141,1000,438389,0003,KRW,003,,,X
100,0000001878,1000,713555,NT60,CNY,003,0001,,X
100,0000001147,4000,362962,NT30,EUR,001,,,X
100,0000001509,3000,087210,0001,CHF,003,0001,,X
100,0000000201,1000,846396,NT60,AUD,002,0001,,X
100,0000000574,5000,672293,0003,CNY,001,0001,,
100,0000000330,2000,745506,NT90,USD,002,,,X
100,0000000865,2000,483909,NT30,KRW,003,0002,,
100,0000001419,3000,945007,2/10NET30,CAD,002,0003,,
100,0000000089,4000,811422,NT90,USD,002,0002,,
100,0000000288,3000,791400,0001,USD,003,,,X
100,0000001931,1000,999296,0002,KRW,002,0001,,
100,0000001206,5000,574965,0002,CHF,002,0001,,X
100,0000000819,3000,178883,0003,CNY,003,0001,,X
100,0000001135,5000,594013,NT90,AUD,001,,,
100,0000000056,5000,169187,0001,CHF,003,0003,,X
100,0000001110,2000,639429,NT60,GBP,001,0002,,
100,0000001745,4000,870932,NT30,CNY,002,0002,,
100,0000001126,2000,029114,0001,BRL,003,0001,,
100,0000000555,2000,631109,NT90,CHF,002,,,
100,0000000533,4000,537999,0001,KRW,001,,,X
100,0000001207,1000,870460,NT90,CHF,002,0001,,X
100,0000000187,5000,820667,2/10NET30,EUR,001,0001,,
100,0000000751,2000,579581,NT60,BRL,003,0001,,
100,0000000526,4000,856861,NT90,JPY,002,0003,,X
100,0000001924,1000,971412,NT60,GBP,002,0003,,
100,0000001846,1000,180029,NT60,CHF,002,0002,,X
100,0000001023,2000,184262,0001,GBP,002,0002,,
100,0000001800,3000,195406,NT60,GBP,003,,,X
100,0000000890,5000,781926,0001,GBP,002,0003,,X
100,0000001307,4000,060873,NT90,CHF,003,0001,,X
100,0000000358,3000,833849,NT30,AUD,003,0002,,X
100,0000001476,2000,936943,NT90,KRW,002,0003,,X
100,0000001889,4000,504224,0001,CAD,001,0003,,
100,0000000630,1000,284661,NT30,USD,003,0002,,X
100,0000000715,3000,742752,0001,KRW,002,0002,,
100,0000000373,1000,468840,0001,CNY,003,0001,,
100,0000000688,3000,246978,0003,CNY,002,0001,,
100,0000000378,1000,988032,0002,EUR,002,0003,,X
100,0000000063,2000,126436,0003,BRL,002,0003,,X
100,0000001299,1000,372680,0001,CNY,001,0003,,X
100,0000001986,2000,179252,0001,EUR,001,0003,,
100,0000000466,4000,552618,NT90,USD,002,0003,,
100,0000000249,2000,650006,NT90,AUD,001,0003,,
100,0000000774,3000,458232,0003,CNY,001,,,X
100,0000000772,4000,111124,NT30,USD,001,,,
100,0000000009,5000,165550,2/10NET30,JPY,003,0002,,X
100,0000000203,5000,150634,2/10NET30,CNY,002,0003,,
100,0000001646,1000,798223,0002,EUR,003,0003,,X
100,0000001259,5000,333068,0001,AUD,001,0003,,
100,0000001260,2000,820642,0003,KRW,001,0001,,
100,0000001264,4000,924114,2/10NET30,KRW,001,0003,,X
100,0000001473,3000,425816,NT30,EUR,001,0002,,X
100,0000000637,1000,336155,0002,AUD,001,0001,,
100,0000000922,3000,020023,0002,KRW,001,0003,,
100,0000000798,1000,739880,NT90,CNY,003,0001,,X
100,0000001702,3000,094854,NT60,KRW,002,0002,,
100,0000001875,5000,648425,0002,CHF,002,0001,,X
100,0000001142,1000,224939,2/10NET30,JPY,003,0002,,X
100,0000001452,1000,151520,NT90,CNY,001,,,X
100,0000000713,1000,119612,NT90,EUR,002,0002,,X
100,0000000364,2000,886716,NT60,BRL,003,,,X
100,0000001352,4000,159413,2/10NET30,USD,002,0002,,X
100,0000000109,4000,545742,0002,GBP,003,0003,,X
100,0000001010,1000,370866,NT90,USD,001,,,
100,0000001191,3000,391587,0001,GBP,001,,,X
100,0000001835,1000,177251,NT90,USD,002,0001,,X
100,0000001909,2000,184527,0003,BRL,002,0002,,X
100,0000000264,2000,850773,NT30,USD,001,,,X
100,0000001967,1000,576236,NT30,KRW,003,0003,,X
100,0000000776,1000,878682,NT60,CNY,002,,,X
100,0000001445,3000,591478,NT30,AUD,002,0003,,X
100,0000001467,3000,046275,0001,AUD,001,0001,,X
100,0000000955,2000,456252,NT30,CHF,002,0003,,X
100,0000001115,3000,293175,NT30,JPY,003,0001,,X
100,0000001152,2000,931306,NT30,CNY,001,0001,,
100,0000000166,4000,022487,NT30,EUR,003,0003,,X
100,0000000393,2000,476519,NT30,USD,003,0003,,
100,0000000460,3000,458442,NT60,USD,003,0001,,
100,0000001927,4000,063491,0002,GBP,001,0002,,X
100,0000000457,2000,234905,2/10NET30,KRW,003,0003,,
100,0000001845,4000,833910,NT30,JPY,002,0002,,X
100,0000000511,2000,465813,NT90,CHF,003,,,
100,0000001898,4000,387127,2/10NET30,GBP,002,0001,,
100,0000001115,5000,602837,0002,CAD,002,0002,,X
100,0000001755,1000,465297,NT90,GBP,003,0001,,
100,0000001520,2000,485374,NT90,BRL,003,0001,,X
100,0000001720,2000,194622,NT30,CAD,002,0003,,
100,0000001984,5000,744760,NT90,KRW,003,0001,,X
100,0000000483,4000,780347,NT30,GBP,003,0003,,X
100,0000001476,5000,033976,0002,CAD,001,0003,,X
100,0000000371,1000,244066,NT30,CHF,002,,,
100,0000001164,3000,503919,0002,CHF,002,,,
100,0000001116,3000,052024,NT90,USD,003,,,X
100,0000000513,3000,789651,0002,BRL,001,0002,,
100,0000000028,5000,405189,NT60,KRW,002,0003,,X
100,0000000957,4000,450912,0001,CNY,001,0003,,X
100,0000000494,4000,831427,0002,BRL,003,0002,,
100,0000001375,5000,508955,NT30,AUD,001,0003,,
100,0000000575,3000,334495,0002,CAD,001,,,X
200,0000000468,5000,864761,NT30,CNY,001,0001,,X
100,0000001253,1000,855641,NT60,USD,003,0003,,X
100,0000001566,3000,348057,0003,CNY,001,0001,,X
100,0000000266,5000,915531,NT30,EUR,003,0001,,X
100,0000000455,4000,188765,0003,USD,002,0002,,
100,0000001273,3000,353458,NT90,CHF,001,0002,,
100,0000001508,3000,841671,0002,JPY,001,0001,,X
100,0000001872,4000,540206,2/10NET30,USD,002,0001,,
100,0000000083,4000,839408,0001,USD,002,0001,,
100,0000001088,2000,102051,NT30,CNY,001,0001,,
100,0000000517,3000,125675,0003,USD,003,,,X
100,0000001620,3000,407186,0001,JPY,001,0003,,
100,0000001368,5000,774082,0002,USD,002,,,X
100,0000000631,1000,959320,2/10NET30,KRW,003,0002,,X
100,0000001186,2000,315025,NT90,BRL,003,0001,,X
100,0000000384,2000,247006,0002,BRL,003,,,
100,0000001483,3000,691612,0002,EUR,003,0002,,
100,0000001811,4000,430283,NT90,CAD,002,0003,,X
100,0000000822,4000,156299,0001,AUD,001,0003,,
100,0000001665,5000,591876,0002,CAD,003,,,X
100,0000000683,3000,046941,NT30,JPY,001,0002,,X
100,0000001428,3000,411454,NT90,KRW,003,0001,,
100,0000000182,3000,736245,NT60,KRW,002,0001,,
100,0000001857,5000,123097,NT30,BRL,002,0003,,X
100,0000001548,2000,585290,0002,CAD,001,0002,,
100,0000001718,1000,168072,NT90,USD,002,0002,,
100,0000001417,1000,554382,NT90,JPY,001,0002,,X
100,0000001775,5000,713667,2/10NET30,CHF,001,0003,,
100,0000001047,1000,848162,0001,GBP,001,0002,,
100,0000001120,4000,666808,NT60,EUR,002,0003,,X
100,0000001152,1000,899560,2/10NET30,BRL,003,,,
100,0000000248,4000,478644,0002,CHF,002,,,X
100,0000000005,4000,841782,NT90,CAD,002,,,
100,0000001021,3000,516915,0002,KRW,003,0003,,
100,0000001727,1000,665304,0001,KRW,001,,,X
100,0000000909,3000,687152,NT90,USD,001,,,X
100,0000001931,1000,443314,2/10NET30,GBP,001,,,
100,0000001435,1000,550519,2/10NET30,CAD,001,0001,,
100,0000000665,2000,638957,0003,JPY,002,0001,,X
100,0000000458,4000,032754,0003,AUD,002,,,
100,0000000353,1000,994996,2/10NET30,CAD,001,0001,,
100,0000001436,2000,936682,NT30,AUD,003,0003,,X
100,0000000161,1000,635321,NT90,CHF,003,0003,,
100,0000000509,3000,920040,NT60,CAD,003,0001,,
100,0000000568,2000,163709,0002,JPY,001,0002,,X
100,0000001188,2000,905243,NT90,KRW,003,0002,,
100,0000000690,4000,612965,NT60,CNY,002,0003,,
100,0000001452,3000,329049,0003,BRL,003,,,X
100,0000000335,3000,726881,NT30,GBP,001,,,X
100,0000001177,2000,591117,NT30,EUR,003,0002,,
100,0000001640,3000,998869,NT90,CNY,002,0002,,
100,0000001459,3000,172474,0003,JPY,003,0001,,
100,0000000649,1000,700239,0003,EUR,002,0002,,
100,0000001712,2000,401920,NT30,KRW,001,0003,,
100,0000001574,3000,869808,2/10NET30,CNY,003,0001,,
100,0000001806,4000,727069,0001,EUR,003,0002,,X
100,0000000814,3000,393415,0003,CNY,003,0001,,
100,0000000987,3000,206092,NT30,CHF,002,0001,,X
100,0000000266,5000,111725,NT30,KRW,002,0002,,
100,0000000689,1000,827370,0003,CNY,002,0001,,
100,0000000599,3000,575782,0003,CAD,001,,,
100,0000000223,4000,681751,NT30,GBP,001,0001,,
100,0000000885,5000,843832,0001,BRL,001,,,
100,0000001093,3000,544100,NT60,CNY,003,,,
100,0000001115,3000,259329,0001,CAD,002,0003,,X
100,0000001841,3000,356017,2/10NET30,CNY,001,0002,,
100,0000001239,2000,432370,2/10NET30,KRW,002,0002,,X
100,0000000023,4000,226998,0001,GBP,002,0001,,
100,0000000449,2000,311760,0003,GBP,001,0002,,
100,0000000800,4000,118878,NT30,GBP,001,0001,,X
100,0000001616,3000,597648,NT30,CNY,002,0003,,
100,0000001389,4000,907785,2/10NET30,GBP,003,0003,,
100,0000001164,3000,584582,0001,CAD,001,,,X
100,0000000124,4000,656506,0001,USD,002,,,
100,0000000736,2000,842835,0002,BRL,001,0003,,X
100,0000000121,2000,915392,2/10NET30,EUR,003,0003,,
100,0000001102,5000,433225,NT30,CHF,001,0001,,
100,0000000600,1000,531585,NT60,EUR,001,0003,,X
100,0000000248,4000,175237,2/10NET30,KRW,003,0003,,
100,0000001815,3000,924218,NT30,GBP,001,0002,,
100,0000000418,4000,968665,NT60,CNY,001,,,X
100,0000001212,3000,282892,2/10NET30,EUR,001,,,
100,0000000328,2000,685474,NT30,BRL,002,,,X
100,0000000462,1000,466194,0001,JPY,001,0002,,X
100,0000001321,4000,892293,0001,KRW,002,0001,,
100,0000001918,5000,156308,NT30,BRL,003,0002,,X
100,0000000687,5000,245863,0003,EUR,003,0001,,X
100,0000000963,5000,029623,NT30,CNY,003,0002,,X
100,0000000260,4000,730958,0001,AUD,001,,,
100,0000001636,3000,879643,2/10NET30,BRL,001,0002,,
100,0000001529,2000,022577,NT90,CNY,001,,,X
100,0000000224,4000,832464,NT30,CNY,001,0002,,X
100,0000000787,2000,770050,0002,EUR,003,,,
