MANDT,LIFNR,BUKRS,PERNR,ALTKN,BEGRU,ZUAWA,AKONT,ALTKT,ALTKN2,ZTERM,WAERS,FDGRP,REPRF,TOGRP,LNRZE,LNRZB,ZINDT,ZINRT,DATLZ,ALTKZ,MINDK,INTAD,KVERM,BUSAB,UBBZG,EXPKK,ABSBE,ZFBDT,SKFOR,SKNTO,MANDT_OVERRIDE
100,0000001966,2000,,,0003,003,403283,,,0003,CNY,,,,,,,,,,,,,mp,,,,,,,
100,0000001835,5000,,,,002,907834,,,0002,CNY,,X,,,,,,,,,,,ld,,,,,,,
100,0000000289,4000,,,0001,002,097457,,,NT60,CHF,,,,,,,,,,,,,Vr,,,,,,,
100,0000001081,1000,,,,003,746819,,,0003,KRW,,,,,,,,,,,,,mT,,,,,,,
100,0000000050,3000,,,0002,002,472009,,,0002,EUR,,X,,,,,,,,,,,fA,,,,,,,
100,0000000934,4000,,,,002,516078,,,NT30,KRW,,X,,,,,,,,,,,wp,,,,,,,
100,0000001883,5000,,,0001,001,903323,,,2/10NET30,JPY,,,,,,,,,,,,,Ad,,,,,,,
100,0000000247,4000,,,0003,002,138999,,,NT60,KRW,,,,,,,,,,,,,cn,,,,,,,
100,0000000756,1000,,,0002,001,549597,,,NT90,AUD,,X,,,,,,,,,,,Uy,,,,,,,
100,0000000415,5000,,,0001,001,097011,,,NT30,JPY,,X,,,,,,,,,,,bK,,,,,,,
100,0000000681,3000,,,0002,001,634032,,,0002,USD,,X,,,,,,,,,,,EN,,,,,,,
100,0000000500,5000,,,0002,001,747469,,,NT30,BRL,,,,,,,,,,,,,kv,,,,,,,
100,0000000558,5000,,,0002,002,220134,,,2/10NET30,JPY,,,,,,,,,,,,,YH,,,,,,,
100,0000001441,2000,,,0001,002,446727,,,NT60,CNY,,X,,,,,,,,,,,Wp,,,,,,,
100,0000000051,5000,,,0003,002,501709,,,NT60,USD,,,,,,,,,,,,,tX,,,,,,,
100,0000001086,1000,,,,002,893009,,,NT60,GBP,,X,,,,,,,,,,,vO,,,,,,,
100,0000000921,5000,,,0002,003,533671,,,NT30,GBP,,,,,,,,,,,,,ly,,,,,,,
100,0000000060,5000,,,0003,001,926873,,,2/10NET30,BRL,,X,,,,,,,,,,,aT,,,,,,,
100,0000000627,5000,,,0001,003,595419,,,2/10NET30,KRW,,,,,,,,,,,,,Gc,,,,,,,
100,0000000385,1000,,,0001,002,045207,,,2/10NET30,USD,,,,,,,,,,,,,wV,,,,,,,
100,0000000385,5000,,,0003,003,781553,,,NT30,KRW,,,,,,,,,,,,,vJ,,,,,,,
100,0000000657,1000,,,,002,963286,,,NT60,CAD,,X,,,,,,,,,,,TY,,,,,,,
100,0000000517,2000,,,0003,002,980724,,,2/10NET30,CHF,,X,,,,,,,,,,,PN,,,,,,,
100,0000001661,4000,,,0003,001,784257,,,2/10NET30,USD,,X,,,,,,,,,,,rM,,,,,,,
100,0000000377,5000,,,,003,758903,,,NT30,BRL,,,,,,,,,,,,,wP,,,,,,,
100,0000000141,1000,,,0002,003,885915,,,NT30,KRW,,,,,,,,,,,,,af,,,,,,,
100,0000000953,5000,,,0002,003,621878,,,2/10NET30,AUD,,,,,,,,,,,,,Jg,,,,,,,
100,0000000174,4000,,,0002,003,512857,,,0001,CNY,,,,,,,,,,,,,lR,,,,,,,
100,0000000725,2000,,,0001,001,949779,,,0001,AUD,,X,,,,,,,,,,,cg,,,,,,,
100,0000001957,2000,,,0003,002,819938,,,NT90,KRW,,,,,,,,,,,,,UT,,,,,,,
100,0000001374,4000,,,0001,002,695244,,,0002,JPY,,,,,,,,,,,,,ht,,,,,,,
100,0000001528,2000,,,0001,002,202661,,,NT90,USD,,,,,,,,,,,,,Jz,,,,,,,
100,0000001481,4000,,,0003,003,528292,,,0003,AUD,,,,,,,,,,,,,lS,,,,,,,
100,0000000804,4000,,,0002,001,391350,,,0002,AUD,,X,,,,,,,,,,,pb,,,,,,,
100,0000000278,1000,,,0002,003,918454,,,0001,JPY,,,,,,,,,,,,,Gt,,,,,,,
100,0000000706,2000,,,0003,002,353810,,,0002,KRW,,X,,,,,,,,,,,Wg,,,,,,,
100,0000000509,3000,,,0003,001,659974,,,0002,JPY,,,,,,,,,,,,,Nj,,,,,,,
100,0000001645,3000,,,0002,003,993392,,,NT60,KRW,,X,,,,,,,,,,,Zy,,,,,,,
100,0000001052,3000,,,0002,003,324836,,,0001,EUR,,X,,,,,,,,,,,ZT,,,,,,,
100,0000001308,3000,,,,003,267033,,,0003,JPY,,,,,,,,,,,,,JD,,,,,,,
100,0000001414,1000,,,0002,001,091749,,,2/10NET30,CHF,,,,,,,,,,,,,Cx,,,,,,,
100,0000000863,2000,,,,002,699754,,,NT90,KRW,,,,,,,,,,,,,qy,,,,,,,
100,0000001884,2000,,,0003,001,435187,,,0002,AUD,,,,,,,,,,,,,Rl,,,,,,,
100,0000000758,1000,,,0003,003,041674,,,2/10NET30,JPY,,X,,,,,,,,,,,Ww,,,,,,,
100,0000001960,4000,,,0002,001,072811,,,NT30,EUR,,,,,,,,,,,,,Pj,,,,,,,
100,0000001416,5000,,,,002,958459,,,NT60,BRL,,,,,,,,,,,,,Av,,,,,,,
100,0000001350,1000,,,0003,002,904578,,,0002,KRW,,X,,,,,,,,,,,Lk,,,,,,,
100,0000001594,1000,,,0001,003,832347,,,0001,EUR,,,,,,,,,,,,,Yc,,,,,,,
100,0000001731,2000,,,0002,003,644259,,,NT60,CHF,,X,,,,,,,,,,,wT,,,,,,,
100,0000001096,1000,,,0001,001,482314,,,NT30,KRW,,,,,,,,,,,,,Vt,,,,,,,
100,0000001827,5000,,,0003,002,723014,,,0001,CNY,,,,,,,,,,,,,zv,,,,,,,
100,0000000835,4000,,,0002,002,571351,,,NT90,JPY,,X,,,,,,,,,,,QK,,,,,,,
100,0000000125,2000,,,0002,002,618970,,,2/10NET30,USD,,X,,,,,,,,,,,hq,,,,,,,
100,0000001143,1000,,,0002,001,298062,,,NT30,USD,,X,,,,,,,,,,,Fc,,,,,,,
100,0000000923,2000,,,0002,002,506883,,,NT90,EUR,,,,,,,,,,,,,yP,,,,,,,
100,0000000905,1000,,,0001,003,547292,,,2/10NET30,CHF,,X,,,,,,,,,,,FV,,,,,,,
100,0000001443,2000,,,0003,003,111446,,,0002,CHF,,X,,,,,,,,,,,no,,,,,,,
100,0000000312,5000,,,0002,003,098717,,,0002,USD,,X,,,,,,,,,,,yu,,,,,,,
100,0000001274,2000,,,0002,001,699588,,,0003,CAD,,,,,,,,,,,,,zk,,,,,,,
100,0000001782,3000,,,0001,003,027090,,,0001,USD,,,,,,,,,,,,,zn,,,,,,,
100,0000000572,3000,,,0003,002,277180,,,NT60,EUR,,,,,,,,,,,,,eK,,,,,,,
100,0000000490,2000,,,,002,466063,,,2/10NET30,JPY,,X,,,,,,,,,,,RL,,,,,,,
100,0000000913,5000,,,0003,003,496142,,,0001,KRW,,,,,,,,,,,,,cs,,,,,,,
100,0000000039,3000,,,0003,001,941493,,,NT90,BRL,,,,,,,,,,,,,aK,,,,,,,
100,0000001698,1000,,,,001,304518,,,0001,USD,,,,,,,,,,,,,pF,,,,,,,
100,0000001509,5000,,,,003,315970,,,NT60,CAD,,,,,,,,,,,,,qT,,,,,,,
100,0000001117,1000,,,0001,003,222401,,,NT30,BRL,,X,,,,,,,,,,,rA,,,,,,,
100,0000001959,5000,,,,003,024837,,,0002,CNY,,,,,,,,,,,,,EH,,,,,,,
100,0000000681,4000,,,0002,002,997203,,,NT90,AUD,,X,,,,,,,,,,,vc,,,,,,,
100,0000000915,5000,,,0003,002,680750,,,NT30,GBP,,,,,,,,,,,,,wO,,,,,,,
100,0000001301,5000,,,0001,003,302941,,,2/10NET30,GBP,,X,,,,,,,,,,,xu,,,,,,,
100,0000000153,2000,,,,001,904306,,,NT60,CAD,,X,,,,,,,,,,,Nf,,,,,,,
100,0000001672,3000,,,0002,001,069204,,,NT30,GBP,,X,,,,,,,,,,,Md,,,,,,,
100,0000000671,4000,,,,003,887968,,,2/10NET30,JPY,,X,,,,,,,,,,,Xp,,,,,,,
100,0000001549,5000,,,,002,396059,,,NT90,GBP,,X,,,,,,,,,,,mM,,,,,,,
100,0000001231,5000,,,0001,001,324370,,,NT30,JPY,,X,,,,,,,,,,,lL,,,,,,,
100,0000001650,1000,,,0003,003,438422,,,0003,KRW,,,,,,,,,,,,,aD,,,,,,,
100,0000001207,5000,,,0003,003,582924,,,0003,CNY,,,,,,,,,,,,,Oh,,,,,,,
100,0000000219,4000,,,,003,706535,,,NT30,CHF,,,,,,,,,,,,,lo,,,,,,,
100,0000001565,4000,,,0001,001,174552,,,0003,CNY,,X,,,,,,,,,,,Ii,,,,,,,
100,0000001127,3000,,,0003,003,541042,,,0001,CAD,,X,,,,,,,,,,,it,,,,,,,
100,0000001671,3000,,,0002,003,049403,,,NT90,CAD,,,,,,,,,,,,,nG,,,,,,,
100,0000001959,3000,,,0003,003,082385,,,NT90,USD,,,,,,,,,,,,,MD,,,,,,,
100,0000001952,1000,,,,002,777595,,,0003,KRW,,X,,,,,,,,,,,MY,,,,,,,
100,0000001310,5000,,,0003,001,230695,,,0001,CAD,,,,,,,,,,,,,ss,,,,,,,
100,0000000094,4000,,,,002,694730,,,NT30,EUR,,,,,,,,,,,,,yj,,,,,,,
100,0000001131,1000,,,,002,337480,,,NT60,AUD,,X,,,,,,,,,,,QB,,,,,,,
100,0000000250,1000,,,0003,002,056159,,,0002,BRL,,,,,,,,,,,,,go,,,,,,,
100,0000000083,1000,,,,001,423784,,,NT90,GBP,,,,,,,,,,,,,KU,,,,,,,
100,0000000130,2000,,,0003,001,038750,,,2/10NET30,USD,,X,,,,,,,,,,,Hj,,,,,,,
100,0000001749,5000,,,0002,002,232962,,,2/10NET30,USD,,,,,,,,,,,,,iG,,,,,,,
100,0000000309,5000,,,0003,001,589413,,,2/10NET30,CAD,,,,,,,,,,,,,RC,,,,,,,
100,0000001232,2000,,,,002,943711,,,NT30,GBP,,,,,,,,,,,,,Wq,,,,,,,
100,0000000758,1000,,,0001,001,493351,,,NT60,USD,,,,,,,,,,,,,qk,,,,,,,
100,0000000101,4000,,,0001,003,785006,,,NT60,GBP,,X,,,,,,,,,,,Rt,,,,,,,
100,0000001987,3000,,,,003,828954,,,0002,KRW,,X,,,,,,,,,,,xO,,,,,,,
100,0000000812,2000,,,0003,003,823692,,,0003,AUD,,X,,,,,,,,,,,aH,,,,,,,
100,0000000985,1000,,,0002,002,800239,,,0002,KRW,,,,,,,,,,,,,Pv,,,,,,,
100,0000001114,4000,,,0002,001,984228,,,0001,JPY,,,,,,,,,,,,,RL,,,,,,,
100,0000000725,2000,,,0001,003,983784,,,NT90,CNY,,X,,,,,,,,,,,iN,,,,,,,
100,0000000760,3000,,,0003,001,853740,,,0001,CNY,,X,,,,,,,,,,,vE,,,,,,,
100,0000000081,3000,,,0001,001,443742,,,0003,CNY,,,,,,,,,,,,,TU,,,,,,,
100,0000001810,1000,,,0003,002,806012,,,0001,CNY,,,,,,,,,,,,,jO,,,,,,,
100,0000001119,4000,,,0001,002,786262,,,2/10NET30,USD,,,,,,,,,,,,,Hg,,,,,,,
100,0000000970,2000,,,0002,002,678985,,,NT60,KRW,,X,,,,,,,,,,,aq,,,,,,,
100,0000000156,5000,,,0002,003,313282,,,NT30,CAD,,X,,,,,,,,,,,lb,,,,,,,
100,0000001537,1000,,,0002,001,076382,,,NT90,AUD,,,,,,,,,,,,,vr,,,,,,,
100,0000001921,4000,,,0003,003,865944,,,0002,BRL,,,,,,,,,,,,,zW,,,,,,,
100,0000000989,3000,,,0001,003,597015,,,NT90,KRW,,X,,,,,,,,,,,lt,,,,,,,
100,0000001455,4000,,,0002,003,717357,,,0003,KRW,,,,,,,,,,,,,CX,,,,,,,
100,0000000708,5000,,,0003,001,634593,,,0002,AUD,,,,,,,,,,,,,bx,,,,,,,
100,0000000391,4000,,,0003,001,146800,,,NT30,CHF,,X,,,,,,,,,,,pn,,,,,,,
100,0000000611,5000,,,0001,002,902383,,,0003,CAD,,X,,,,,,,,,,,UQ,,,,,,,
100,0000000912,1000,,,0001,001,885595,,,NT30,GBP,,X,,,,,,,,,,,Wt,,,,,,,
100,0000001602,2000,,,0002,001,490604,,,NT60,CNY,,X,,,,,,,,,,,jg,,,,,,,
100,0000000091,4000,,,0003,002,913566,,,0002,CHF,,X,,,,,,,,,,,RV,,,,,,,
100,0000000372,2000,,,0002,002,346756,,,0003,CHF,,X,,,,,,,,,,,xh,,,,,,,
100,0000000649,2000,,,0002,003,417120,,,NT90,GBP,,X,,,,,,,,,,,sg,,,,,,,
100,0000001787,1000,,,0003,002,636530,,,NT30,KRW,,X,,,,,,,,,,,jK,,,,,,,
100,0000001752,1000,,,0003,002,493404,,,NT90,CNY,,X,,,,,,,,,,,mI,,,,,,,
100,0000000287,3000,,,,002,245932,,,NT90,CNY,,X,,,,,,,,,,,It,,,,,,,
100,0000001409,3000,,,0003,001,538825,,,NT30,JPY,,X,,,,,,,,,,,TA,,,,,,,
100,0000000946,1000,,,0002,003,100305,,,0003,JPY,,X,,,,,,,,,,,Cc,,,,,,,
100,0000001473,3000,,,0003,002,674856,,,NT30,JPY,,X,,,,,,,,,,,It,,,,,,,
100,0000000187,1000,,,0002,002,968029,,,0001,EUR,,X,,,,,,,,,,,vy,,,,,,,
100,0000000941,3000,,,0002,002,389505,,,2/10NET30,AUD,,,,,,,,,,,,,hX,,,,,,,
100,0000000767,2000,,,0003,002,792771,,,2/10NET30,CHF,,,,,,,,,,,,,Ja,,,,,,,
100,0000000400,5000,,,0001,001,241589,,,0003,CAD,,X,,,,,,,,,,,cP,,,,,,,
100,0000001500,5000,,,0002,002,911570,,,NT90,BRL,,,,,,,,,,,,,yf,,,,,,,
100,0000001436,2000,,,0003,003,215684,,,0002,CNY,,,,,,,,,,,,,fu,,,,,,,
100,0000001496,4000,,,,001,987974,,,NT60,AUD,,X,,,,,,,,,,,DS,,,,,,,
100,0000001595,5000,,,0002,002,559628,,,0001,CNY,,X,,,,,,,,,,,NC,,,,,,,
100,0000001344,2000,,,,003,766726,,,NT60,EUR,,,,,,,,,,,,,BQ,,,,,,,
100,0000001389,4000,,,,003,714531,,,NT60,JPY,,,,,,,,,,,,,DW,,,,,,,
100,0000001871,5000,,,0002,003,308610,,,NT60,EUR,,,,,,,,,,,,,ld,,,,,,,
100,0000000614,4000,,,0002,001,504868,,,NT90,CHF,,,,,,,,,,,,,vQ,,,,,,,
100,0000001917,2000,,,,003,675390,,,NT90,JPY,,,,,,,,,,,,,zC,,,,,,,
100,0000000127,2000,,,0002,003,502132,,,0003,CAD,,,,,,,,,,,,,Qb,,,,,,,
100,0000001417,5000,,,0003,001,821733,,,NT60,AUD,,,,,,,,,,,,,gw,,,,,,,
100,0000001059,5000,,,0002,003,306099,,,NT60,CAD,,X,,,,,,,,,,,Ck,,,,,,,
100,0000000956,3000,,,0003,002,044250,,,0001,CHF,,X,,,,,,,,,,,bo,,,,,,,
100,0000001645,2000,,,0003,003,230595,,,2/10NET30,BRL,,X,,,,,,,,,,,qt,,,,,,,
100,0000000426,2000,,,0003,003,580580,,,NT60,KRW,,,,,,,,,,,,,YR,,,,,,,
100,0000000579,3000,,,,001,491191,,,NT30,KRW,,X,,,,,,,,,,,cS,,,,,,,
100,0000001183,4000,,,0001,003,150750,,,NT60,KRW,,X,,,,,,,,,,,RU,,,,,,,
100,0000001356,5000,,,0003,003,086380,,,0003,CNY,,X,,,,,,,,,,,dw,,,,,,,
100,0000001675,2000,,,,002,909448,,,2/10NET30,KRW,,,,,,,,,,,,,WB,,,,,,,
100,0000001706,1000,,,0002,002,752554,,,2/10NET30,KRW,,,,,,,,,,,,,Za,,,,,,,
100,0000001843,2000,,,0001,001,381362,,,0001,CNY,,X,,,,,,,,,,,wa,,,,,,,
100,0000000076,5000,,,0003,002,907765,,,0001,USD,,X,,,,,,,,,,,ap,,,,,,,
100,0000000357,1000,,,0001,001,376056,,,0001,KRW,,X,,,,,,,,,,,ny,,,,,,,
100,0000000151,1000,,,0003,003,757676,,,NT30,GBP,,,,,,,,,,,,,EL,,,,,,,
100,0000001542,4000,,,,001,279772,,,2/10NET30,GBP,,,,,,,,,,,,,Cl,,,,,,,
100,0000000583,4000,,,0002,002,782465,,,0002,CNY,,X,,,,,,,,,,,mk,,,,,,,
100,0000001047,2000,,,0003,003,323450,,,0003,CHF,,,,,,,,,,,,,VI,,,,,,,
100,0000001576,4000,,,,001,545662,,,0001,CAD,,X,,,,,,,,,,,jf,,,,,,,
100,0000000750,4000,,,,003,187628,,,0001,GBP,,X,,,,,,,,,,,Ng,,,,,,,
100,0000000224,4000,,,,002,715858,,,0002,EUR,,X,,,,,,,,,,,TV,,,,,,,
100,0000000171,1000,,,0002,003,857375,,,NT90,JPY,,X,,,,,,,,,,,hR,,,,,,,
100,0000000759,3000,,,0002,001,824022,,,0002,CHF,,X,,,,,,,,,,,eQ,,,,,,,
100,0000000071,1000,,,0003,003,404184,,,0002,AUD,,X,,,,,,,,,,,cK,,,,,,,
100,0000001218,5000,,,0001,003,852356,,,0001,USD,,X,,,,,,,,,,,fY,,,,,,,
100,0000000268,1000,,,,003,523251,,,2/10NET30,EUR,,X,,,,,,,,,,,TB,,,,,,,
100,0000001755,3000,,,0003,002,288428,,,NT30,AUD,,X,,,,,,,,,,,Wf,,,,,,,
100,0000001566,5000,,,0002,003,857798,,,2/10NET30,USD,,,,,,,,,,,,,Ql,,,,,,,
100,0000001696,1000,,,0002,002,650909,,,2/10NET30,CHF,,X,,,,,,,,,,,jH,,,,,,,
100,0000001112,1000,,,0001,003,307371,,,NT60,CAD,,,,,,,,,,,,,qF,,,,,,,
100,0000001184,1000,,,0001,003,722530,,,NT60,CNY,,,,,,,,,,,,,Yx,,,,,,,
200,0000001689,1000,,,0001,003,584857,,,0001,CHF,,,,,,,,,,,,,Ob,,,,,,,
100,0000000918,4000,,,0003,001,532034,,,0003,BRL,,,,,,,,,,,,,mv,,,,,,,
100,0000001286,2000,,,0002,003,800904,,,0001,AUD,,X,,,,,,,,,,,eV,,,,,,,
100,0000000581,1000,,,0003,003,424559,,,0003,CAD,,X,,,,,,,,,,,em,,,,,,,
100,0000000034,3000,,,0003,001,809673,,,NT30,BRL,,,,,,,,,,,,,Op,,,,,,,
100,0000000296,2000,,,0003,001,587780,,,NT90,KRW,,X,,,,,,,,,,,mJ,,,,,,,
100,0000001423,5000,,,0003,001,220988,,,0001,BRL,,,,,,,,,,,,,PM,,,,,,,
100,0000000478,5000,,,,001,798803,,,NT60,EUR,,X,,,,,,,,,,,dX,,,,,,,
100,0000000983,2000,,,0003,001,096455,,,0003,BRL,,,,,,,,,,,,,GN,,,,,,,
100,0000001830,2000,,,0003,003,996292,,,NT30,CNY,,,,,,,,,,,,,Wp,,,,,,,
100,0000001632,1000,,,,002,397966,,,0003,USD,,,,,,,,,,,,,kC,,,,,,,
100,0000001085,2000,,,0003,001,391583,,,0003,AUD,,X,,,,,,,,,,,Sy,,,,,,,
100,0000001583,5000,,,0001,002,384095,,,NT30,CAD,,X,,,,,,,,,,,OF,,,,,,,
100,0000001547,5000,,,0001,002,557284,,,NT30,BRL,,X,,,,,,,,,,,ui,,,,,,,
100,0000001695,3000,,,0002,003,837599,,,0003,GBP,,,,,,,,,,,,,RR,,,,,,,
100,0000000020,3000,,,0001,002,746475,,,0001,CHF,,X,,,,,,,,,,,vw,,,,,,,
100,0000001558,1000,,,,002,008252,,,NT30,AUD,,,,,,,,,,,,,ZD,,,,,,,
100,0000000171,2000,,,,003,825956,,,2/10NET30,CHF,,,,,,,,,,,,,rX,,,,,,,
100,0000000784,5000,,,0001,001,313888,,,0001,KRW,,,,,,,,,,,,,cD,,,,,,,
100,0000000493,2000,,,0002,002,897811,,,NT30,GBP,,,,,,,,,,,,,gX,,,,,,,
100,0000001074,1000,,,0002,001,060652,,,NT30,USD,,X,,,,,,,,,,,vc,,,,,,,
100,0000001382,4000,,,,003,500244,,,NT90,CNY,,X,,,,,,,,,,,GP,,,,,,,
100,0000001820,2000,,,0003,002,882478,,,0002,EUR,,,,,,,,,,,,,uB,,,,,,,
100,0000001094,5000,,,0003,001,255164,,,0001,AUD,,X,,,,,,,,,,,gX,,,,,,,
100,0000000441,1000,,,0003,003,777260,,,NT30,EUR,,,,,,,,,,,,,Dt,,,,,,,
100,0000000084,5000,,,,003,956263,,,NT60,CHF,,X,,,,,,,,,,,Og,,,,,,,
100,0000000548,1000,,,,001,091077,,,NT90,EUR,,X,,,,,,,,,,,lz,,,,,,,
100,0000000023,2000,,,0003,001,644739,,,2/10NET30,EUR,,X,,,,,,,,,,,jy,,,,,,,
100,0000001610,5000,,,,003,777979,,,0001,BRL,,X,,,,,,,,,,,qR,,,,,,,
100,0000000020,4000,,,0002,003,950694,,,0003,JPY,,,,,,,,,,,,,dO,,,,,,,
100,0000001721,3000,,,0002,001,498745,,,0002,BRL,,X,,,,,,,,,,,Ei,,,,,,,
100,0000000528,2000,,,0003,001,072053,,,NT60,CHF,,X,,,,,,,,,,,aq,,,,,,,
100,0000001119,1000,,,0001,002,582607,,,2/10NET30,GBP,,,,,,,,,,,,,tB,,,,,,,
100,0000000642,4000,,,0003,002,334706,,,0001,CAD,,,,,,,,,,,,,lJ,,,,,,,
100,0000001513,1000,,,0001,003,846557,,,0001,JPY,,,,,,,,,,,,,oJ,,,,,,,
100,0000001889,4000,,,0001,003,784219,,,0003,USD,,,,,,,,,,,,,BO,,,,,,,
100,0000000354,5000,,,0001,001,346446,,,0003,GBP,,,,,,,,,,,,,eY,,,,,,,
100,0000001609,1000,,,0002,002,884567,,,NT90,USD,,X,,,,,,,,,,,qZ,,,,,,,
100,0000000123,1000,,,0002,003,340476,,,0003,AUD,,,,,,,,,,,,,aS,,,,,,,
100,0000001003,3000,,,0003,003,627904,,,NT30,JPY,,,,,,,,,,,,,SV,,,,,,,
100,0000001377,4000,,,0002,003,980445,,,NT30,BRL,,,,,,,,,,,,,Va,,,,,,,
100,0000001483,5000,,,,002,812501,,,NT60,EUR,,X,,,,,,,,,,,XI,,,,,,,
100,0000000956,4000,,,0003,001,902458,,,0001,CAD,,X,,,,,,,,,,,qk,,,,,,,
100,0000001599,2000,,,0003,002,568058,,,0003,CHF,,,,,,,,,,,,,Xx,,,,,,,
100,0000001799,3000,,,,002,134339,,,0002,KRW,,X,,,,,,,,,,,UY,,,,,,,
100,0000001080,1000,,,0003,003,348198,,,2/10NET30,BRL,,X,,,,,,,,,,,PX,,,,,,,
100,0000001305,3000,,,,003,784159,,,0001,BRL,,,,,,,,,,,,,uu,,,,,,,
100,0000000399,5000,,,0003,002,952550,,,2/10NET30,KRW,,,,,,,,,,,,,wt,,,,,,,
100,0000000178,1000,,,0002,002,263364,,,NT90,JPY,,X,,,,,,,,,,,Ze,,,,,,,
100,0000001482,4000,,,0001,003,676499,,,0003,CHF,,X,,,,,,,,,,,Zx,,,,,,,
100,0000001828,1000,,,0002,001,088174,,,0001,KRW,,,,,,,,,,,,,Uf,,,,,,,
100,0000000775,5000,,,,003,878928,,,NT30,JPY,,,,,,,,,,,,,mu,,,,,,,
100,0000001086,5000,,,,001,996874,,,NT60,USD,,X,,,,,,,,,,,Yx,,,,,,,
100,0000000354,3000,,,0002,001,094906,,,0002,EUR,,,,,,,,,,,,,bb,,,,,,,
100,0000000496,1000,,,0003,002,976865,,,0003,BRL,,X,,,,,,,,,,,QU,,,,,,,
100,0000001729,2000,,,0001,001,597503,,,2/10NET30,EUR,,X,,,,,,,,,,,IU,,,,,,,
100,0000000655,4000,,,0003,003,249327,,,2/10NET30,AUD,,,,,,,,,,,,,nh,,,,,,,
100,0000000201,5000,,,0001,001,729294,,,0002,CHF,,X,,,,,,,,,,,mN,,,,,,,
100,0000001193,4000,,,0003,003,255434,,,0002,JPY,,,,,,,,,,,,,PM,,,,,,,
100,0000001923,4000,,,,003,800918,,,NT30,CNY,,,,,,,,,,,,,mS,,,,,,,
100,0000001472,1000,,,0003,002,450327,,,0002,AUD,,X,,,,,,,,,,,vp,,,,,,,
100,0000001919,5000,,,0001,003,388339,,,0002,BRL,,X,,,,,,,,,,,pr,,,,,,,
100,0000000124,4000,,,0003,001,299861,,,NT60,USD,,X,,,,,,,,,,,ye,,,,,,,
100,0000001049,2000,,,0001,001,600909,,,NT30,CAD,,,,,,,,,,,,,cR,,,,,,,
100,0000000791,1000,,,0001,001,545672,,,0001,GBP,,X,,,,,,,,,,,yB,,,,,,,
100,0000001436,3000,,,0002,003,783684,,,0001,CNY,,,,,,,,,,,,,QV,,,,,,,
100,0000000915,1000,,,0001,001,204245,,,0001,EUR,,,,,,,,,,,,,Yl,,,,,,,
200,0000000105,1000,,,,002,071478,,,NT90,CNY,,X,,,,,,,,,,,tB,,,,,,,
100,0000000989,1000,,,0003,002,940762,,,0002,BRL,,,,,,,,,,,,,eM,,,,,,,
100,0000000238,1000,,,0002,001,859646,,,0002,GBP,,,,,,,,,,,,,ow,,,,,,,
100,0000000886,3000,,,0001,003,078479,,,0001,KRW,,X,,,,,,,,,,,Th,,,,,,,
100,0000000980,1000,,,0003,002,414513,,,2/10NET30,CHF,,X,,,,,,,,,,,si,,,,,,,
100,0000000576,5000,,,,002,217998,,,2/10NET30,CNY,,X,,,,,,,,,,,ac,,,,,,,
100,0000000529,3000,,,0001,001,125553,,,0001,GBP,,,,,,,,,,,,,Re,,,,,,,
100,0000001761,1000,,,0003,001,952168,,,0003,CNY,,X,,,,,,,,,,,Ek,,,,,,,
100,0000001668,4000,,,,003,903537,,,NT60,CHF,,,,,,,,,,,,,Jg,,,,,,,
100,0000001681,3000,,,0002,001,899967,,,2/10NET30,JPY,,,,,,,,,,,,,ov,,,,,,,
100,0000001050,1000,,,0003,003,029500,,,0001,AUD,,,,,,,,,,,,,EE,,,,,,,
100,0000001773,5000,,,0001,001,692902,,,0003,EUR,,,,,,,,,,,,,TU,,,,,,,
100,0000000537,5000,,,,002,237541,,,0002,BRL,,,,,,,,,,,,,Ka,,,,,,,
100,0000001909,5000,,,0001,002,134238,,,0002,CHF,,X,,,,,,,,,,,et,,,,,,,
100,0000001582,2000,,,,003,732291,,,0001,BRL,,X,,,,,,,,,,,XB,,,,,,,
100,0000001938,5000,,,0003,003,139885,,,2/10NET30,EUR,,X,,,,,,,,,,,bb,,,,,,,
100,0000001955,2000,,,,003,599006,,,NT60,CHF,,,,,,,,,,,,,YS,,,,,,,
100,0000000906,3000,,,,002,478624,,,0001,CHF,,,,,,,,,,,,,cm,,,,,,,
100,0000001016,3000,,,0001,001,074882,,,NT90,CHF,,X,,,,,,,,,,,Je,,,,,,,
100,0000001872,4000,,,0002,001,989829,,,NT30,CNY,,,,,,,,,,,,,RG,,,,,,,
100,0000000365,4000,,,0002,002,014352,,,NT90,CNY,,X,,,,,,,,,,,Op,,,,,,,
100,0000001682,3000,,,0001,003,483527,,,0001,CHF,,,,,,,,,,,,,mr,,,,,,,
100,0000001445,4000,,,0002,003,230668,,,0003,AUD,,X,,,,,,,,,,,HD,,,,,,,
100,0000000300,4000,,,0001,003,449816,,,0001,JPY,,,,,,,,,,,,,Ls,,,,,,,
100,0000000374,1000,,,0002,002,801269,,,0002,CNY,,,,,,,,,,,,,RN,,,,,,,
100,0000001479,2000,,,0003,002,627197,,,NT30,GBP,,,,,,,,,,,,,DW,,,,,,,
100,0000000318,2000,,,0002,001,651516,,,0002,BRL,,X,,,,,,,,,,,kK,,,,,,,
100,0000000880,3000,,,0001,003,525993,,,2/10NET30,GBP,,X,,,,,,,,,,,uC,,,,,,,
100,0000000867,1000,,,0001,003,446118,,,NT30,CHF,,,,,,,,,,,,,Cs,,,,,,,
