MANDT,EBELN,BUKRS,BSART,LIFNR,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,KDATV,ABGRU,AUTLF,WEAKT,MEMORY,KZABS,RLWRT,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,MWSKZ,IHREZ,VERKF,EXNUM,UNSEZ,INCO1,INCO2,KONNR,KTPNR,ABTYP,WGLIF,KNUMV
100,0200003849,5000,FO,0000001441,1000,090,USD,0.53213,,20301021,,20230406,,,X,X,,,,NT30,29,24,11,0.4,1.9,,,,,,FCA,,,,,,2217529920
100,0200003850,4000,UB,0000000677,2000,545,USD,0.76408,,20301022,,20211207,,,,,,,,0002,7,52,87,1.2,0.9,V3,,,,,CIP,,,,,,6533633059
100,0200003851,3000,NB,0000000942,3000,103,USD,1.35839,,20301022,,20220409,,,X,X,,,,0001,11,36,80,1.8,1.5,V1,,,,,DAT,,,,,,3615258393
100,0200003851,1000,NB,0000001042,3000,703,USD,1.19105,,20301022,,20220309,,,,,,,,NT90,19,6,71,2.3,0.6,V1,,,,,DAT,,,,,,6178798423
100,0200003852,2000,ZB,0000001506,2000,047,USD,1.18232,,20301022,,20231225,,,X,,,,,2/10NET30,4,59,7,0.5,1.3,V2,,,,,DAT,,,,,,5148847801
100,0200003853,1000,FO,0000000627,2000,223,USD,1.80066,,20301023,,20240809,,,,,,,,NT90,6,27,41,1.4,1.8,,,,,,DDP,,,,,,7296627193
100,0200003854,5000,NB,0000001961,2000,641,USD,1.40851,,20301026,,20231014,,,X,X,,,,0001,2,6,56,0.9,1.0,V3,,,,,FOB,,,,,,8971040219
100,0200003855,5000,FO,0000001544,1000,199,USD,1.50034,,20301029,,20221002,,,,X,,,,NT90,25,56,27,2.2,0.3,V1,,,,,CPT,,,,,,5656684010
100,0200003857,5000,ZB,0000000306,2000,695,USD,1.66444,,20301030,,20250722,,,X,X,,,,NT60,27,37,83,0.5,1.6,V2,,,,,CFR,,,,,,1018632379
100,0200003859,3000,NB,0000001322,2000,100,USD,1.67865,,20301102,,20230327,,,,X,,,,0002,28,42,18,1.8,1.9,,,,,,FCA,,,,,,1505546883
100,0200003861,5000,UB,0000000031,1000,388,USD,1.56577,,20301106,,20230325,,,X,X,,,,0001,11,26,90,3.0,1.2,V1,,,,,EXW,,,,,,8322653808
100,0200003862,5000,UB,0000001427,1000,047,USD,0.88961,,20301108,,20220531,,,,,,,,NT90,23,24,25,0.7,0.4,V1,,,,,DDP,,,,,,8991705708
100,0200003863,2000,NB,0000000384,2000,106,USD,0.65203,,20301108,,20260425,,,X,X,,,,0001,0,5,35,0.3,1.0,V2,,,,,FOB,,,,,,1634442205
100,0200003864,4000,NB,0000000719,3000,598,USD,1.15218,,20301111,,20210822,,,,,,,,2/10NET30,10,4,13,1.1,1.9,V3,,,,,CIF,,,,,,7301883658
100,0200003865,3000,NB,0000001876,3000,324,USD,0.54297,,20301111,,20230618,,,,X,,,,NT90,22,13,68,0.4,0.3,V3,,,,,FOB,,,,,,2105504706
100,0200003866,1000,FO,0000000847,3000,607,USD,1.84245,,20301111,,20260527,,,,,,,,NT60,24,39,87,1.7,0.0,V1,,,,,DDP,,,,,,6861716021
100,0200003867,4000,NB,0000000858,2000,245,USD,1.3593,,20301113,,20240311,,,X,X,,,,2/10NET30,3,4,13,1.9,1.9,V2,,,,,DAP,,,,,,8233162823
100,0200003868,4000,UB,0000001154,3000,555,USD,1.28124,,20301116,,20240712,,,,X,,,,0001,17,57,74,2.9,0.0,V2,,,,,FCA,,,,,,9945283090
100,0200003869,3000,NB,0000000325,2000,627,USD,1.14206,,20301116,,20240420,,,X,,,,,0002,9,33,16,2.9,1.2,,,,,,DAP,,,,,,6628441861
100,0200003869,5000,NB,0000001335,2000,796,USD,0.90895,,20301116,,20211209,,,,,,,,2/10NET30,20,22,19,1.7,0.5,V3,,,,,CFR,,,,,,9201030900
100,0200003871,3000,NB,0000000166,2000,532,USD,1.08041,,20301119,,20230722,,,X,X,,,,2/10NET30,13,58,41,2.0,0.9,V2,,,,,CPT,,,,,,2442306727
100,0200003871,5000,FO,0000001743,2000,394,USD,0.73495,,20301119,,20240625,,,,,,,,0002,10,14,74,0.9,1.8,V2,,,,,FOB,,,,,,5304163589
100,0200003872,2000,NB,0000000199,2000,556,USD,1.92647,,20301120,,20220220,,,X,X,,,,NT30,25,3,24,0.0,0.1,V2,,,,,CIF,,,,,,7841801725
100,0200003872,2000,UB,0000001690,2000,739,USD,1.76629,,20301120,,20260118,,,X,,,,,NT30,1,28,27,2.1,1.0,V2,,,,,DDP,,,,,,6176286535
100,0200003872,4000,NB,0000000038,2000,131,USD,1.00306,,20301120,,20240607,,,,,,,,0001,29,48,90,2.1,1.0,V1,,,,,EXW,,,,,,2307190377
100,0200003873,1000,FO,0000001142,2000,976,USD,1.31303,,20301121,,20211128,,,,X,,,,0002,6,28,48,1.0,1.2,V3,,,,,DAT,,,,,,3878816922
100,0200003874,5000,ZB,0000001747,2000,946,USD,1.39482,,20301121,,20240627,,,,X,,,,NT60,4,5,15,0.0,1.3,,,,,,CIF,,,,,,7826625664
100,0200003874,3000,ZB,0000000950,2000,377,USD,0.85847,,20301121,,20220511,,,X,,,,,0001,28,5,89,1.5,0.2,V3,,,,,EXW,,,,,,9491286333
100,0200003874,3000,ZB,0000000504,2000,822,USD,1.00608,,20301121,,20231220,,,,X,,,,2/10NET30,17,12,1,0.5,1.4,V2,,,,,CFR,,,,,,8739326185
100,0200003875,4000,FO,0000000794,1000,389,USD,0.75592,,20301124,,20210801,,,X,,,,,2/10NET30,29,21,84,2.6,1.9,V2,,,,,CFR,,,,,,9036873966
100,0200003876,4000,NB,0000001731,3000,373,USD,0.96192,,20301127,,20231022,,,X,X,,,,0001,22,5,82,0.1,0.2,V1,,,,,FOB,,,,,,4391774442
100,0200003877,1000,NB,0000001139,2000,710,USD,1.77646,,20301129,,20240624,,,X,X,,,,NT90,0,14,66,2.2,1.6,V3,,,,,DAP,,,,,,7139563485
100,0200003878,2000,UB,0000001093,1000,512,USD,1.54137,,20301129,,20210819,,,X,,,,,0001,14,7,62,1.7,1.2,V3,,,,,DAP,,,,,,7596684240
100,0200003879,3000,NB,0000000363,3000,386,USD,1.31761,,20301130,,20240612,,,X,X,,,,0001,20,53,47,0.6,1.5,V2,,,,,DAP,,,,,,6852250337
100,0200003879,5000,FO,0000000583,3000,099,USD,1.36473,,20301130,,20250416,,,,,,,,NT90,28,7,0,1.0,2.0,V3,,,,,CIP,,,,,,7293745363
100,0200003879,2000,ZB,0000001334,3000,509,USD,0.77354,,20301130,,20220303,,,X,X,,,,NT30,5,24,57,3.0,0.8,,,,,,DAP,,,,,,4748832085
100,0200003879,2000,UB,0000000688,3000,263,USD,1.22575,,20301130,,20220218,,,X,,,,,0002,30,32,34,2.5,0.6,V3,,,,,DDP,,,,,,7336101418
100,0200003880,1000,FO,0000001031,1000,143,USD,1.04871,,20301130,,20231217,,,,,,,,0002,4,42,53,2.5,0.6,V2,,,,,DAP,,,,,,7214126429
100,0200003880,3000,ZB,9999999999,1000,205,USD,1.05351,,20301130,,20250426,,,X,X,,,,0002,24,31,7,1.7,0.6,V2,,,,,FCA,,,,,,7490524802
100,0200003881,3000,NB,0000000682,2000,958,USD,1.32452,,20301201,,20241223,,,X,,,,,2/10NET30,19,12,52,2.0,1.9,V2,,,,,CIP,,,,,,9895617445
100,0200003881,4000,ZB,0000000673,2000,241,USD,1.04468,,20301201,,20220910,,,,X,,,,0003,9,4,80,0.8,1.7,V3,,,,,EXW,,,,,,9673430398
100,0200003883,3000,FO,0000001867,2000,050,USD,0.75201,,20301204,,20211214,,,,X,,,,NT60,13,37,73,1.9,2.0,,,,,,FCA,,,,,,9283647704
100,0200003884,2000,NB,0000001688,1000,766,USD,1.65459,,20301205,,20211108,,,,X,,,,0003,6,35,83,0.7,0.5,V2,,,,,EXW,,,,,,4357782314
100,0200003885,2000,ZB,0000000565,3000,011,USD,1.89934,,20301208,,20220104,,,X,X,,,,0001,19,7,84,2.6,0.9,,,,,,CFR,,,,,,4497457555
100,0200003885,2000,ZB,0000001630,3000,918,USD,1.44859,,20301208,,20250506,,,X,,,,,0002,5,2,47,0.6,1.9,V2,,,,,FCA,,,,,,6346147988
100,0200003886,3000,UB,0000001680,1000,138,USD,1.01109,,20301210,,20250531,,,X,X,,,,0002,23,28,86,0.3,0.4,V2,,,,,FCA,,,,,,7098239430
100,0200003888,5000,NB,0000000123,3000,787,USD,1.15042,,20301215,,20211227,,,X,,,,,NT30,24,44,46,1.3,1.7,V1,,,,,EXW,,,,,,2008574592
100,0200003888,1000,NB,0000001727,3000,417,USD,0.65886,,20301215,,20230805,,,,,,,,0002,25,19,28,1.6,1.4,,,,,,FOB,,,,,,0789471920
100,0200003889,2000,FO,0000000471,2000,650,USD,0.79341,,20301218,,20250205,,,,,,,,0003,26,57,9,1.0,1.8,,,,,,FOB,,,,,,7878381740
100,0200003890,3000,FO,0000001275,2000,460,USD,1.95919,,20301219,,20220904,,,X,X,,,,NT90,9,48,30,2.3,0.2,,,,,,DAP,,,,,,6174928248
100,0200003891,3000,NB,0000000287,3000,209,USD,1.22227,,20301221,,20250109,,,,X,,,,0001,7,27,44,0.7,0.6,,,,,,FCA,,,,,,3243764421
100,0200003894,5000,NB,0000001926,2000,418,USD,1.68857,,20301225,,20230922,,,,,,,,0003,9,31,54,0.5,1.1,V3,,,,,FOB,,,,,,8235674026
100,0200003895,1000,NB,0000000920,2000,073,USD,1.61658,,20301226,,20260201,,,X,X,,,,NT90,17,40,21,1.1,1.2,V2,,,,,CIP,,,,,,8765100862
100,0200003895,5000,ZB,0000000973,2000,905,USD,0.636,,20301226,,20250110,,,X,,,,,NT90,16,51,65,1.6,0.9,V1,,,,,FCA,,,,,,3400319015
100,0200003897,2000,FO,0000001861,2000,275,USD,1.41286,,20301231,,20260118,,,X,X,,,,2/10NET30,3,46,25,2.4,1.7,V1,,,,,CIP,,,,,,9875912760
100,0200003897,5000,UB,0000000859,2000,728,USD,0.87862,,20301231,,20250513,,,,X,,,,NT30,23,38,64,1.6,0.5,V3,,,,,FCA,,,,,,1370106662
100,0200003900,5000,UB,0000001630,2000,075,USD,1.43189,,20310104,,20240828,,,X,X,,,,NT90,30,45,47,2.8,0.5,V2,,,,,DAP,,,,,,8649864003
100,0200003902,3000,UB,0000001194,1000,933,USD,1.24941,,20310109,,20220209,,,,,,,,0001,19,28,20,0.2,0.4,V3,,,,,CIF,,,,,,0984582427
100,0200003903,3000,NB,0000000028,2000,367,USD,1.88096,,20310109,,20221126,,,,,,,,NT30,4,23,51,0.3,0.3,,,,,,CFR,,,,,,0187311546
100,0200003904,4000,NB,0000000823,1000,414,USD,1.79959,,20310110,,20230406,,,X,X,,,,2/10NET30,23,13,36,1.1,1.7,,,,,,EXW,,,,,,3915326103
100,0200003904,2000,UB,0000000530,1000,220,USD,1.76565,,20310110,,20230822,,,X,,,,,NT60,7,31,1,0.2,0.1,V2,,,,,EXW,,,,,,6941020732
100,0200003905,1000,UB,0000000896,2000,124,USD,0.70743,,20310110,,20241121,,,,X,,,,NT60,9,44,66,0.7,0.5,V3,,,,,FCA,,,,,,4783054903
100,0200003906,4000,FO,0000001617,3000,513,USD,1.89519,,20310110,,20230605,,,X,X,,,,NT60,3,60,25,2.0,1.5,,,,,,DDP,,,,,,2225172290
100,0200003908,2000,FO,0000000577,3000,101,USD,1.59883,,20310116,,20240925,,,,,,,,NT60,8,54,66,2.2,0.5,V2,,,,,CIF,,,,,,2379113430
100,0200003910,1000,ZB,0000001634,2000,621,USD,1.03374,,20310120,,20231115,,,,,,,,0002,25,13,22,0.8,1.1,,,,,,CIF,,,,,,3857372657
100,0200003910,3000,ZB,0000001831,2000,500,USD,1.99169,,20310120,,20231215,,,,X,,,,0001,16,18,52,0.5,0.9,V1,,,,,DAT,,,,,,0560759356
100,0200003913,3000,UB,0000000241,2000,178,USD,1.474,,20310126,,20220106,,,X,X,,,,0001,2,11,62,0.8,1.3,V1,,,,,CIF,,,,,,3142365656
100,0200003913,4000,FO,0000000697,2000,541,USD,1.83166,,20310126,,20230413,,,,X,,,,2/10NET30,15,3,82,1.1,0.4,,,,,,FCA,,,,,,4175307669
100,0200003915,2000,NB,0000001538,2000,995,USD,1.68999,,20310127,,20220207,,,,,,,,NT60,10,20,1,0.0,1.2,V3,,,,,EXW,,,,,,6053602090
100,0200003916,5000,UB,0000001149,3000,958,USD,1.364,,20310129,,20230603,,,,,,,,0002,4,9,49,0.7,1.7,V2,,,,,CPT,,,,,,2753789950
100,0200003917,4000,NB,0000000336,3000,460,USD,0.8923,,20310129,,20260406,,,X,,,,,0002,17,48,17,1.1,0.2,,,,,,DAT,,,,,,3952751633
100,0200003917,1000,FO,0000001965,3000,375,USD,1.66279,,20310129,,20221209,,,X,X,,,,0002,23,36,22,0.3,1.5,V2,,,,,FOB,,,,,,4160736586
100,0200003919,2000,UB,0000000544,2000,951,USD,0.9145,,20310201,,20230925,,,,,,,,0003,19,19,73,1.5,1.3,V2,,,,,DAT,,,,,,6190707361
100,0200003920,1000,UB,0000001207,1000,518,USD,1.10743,,20310201,,20260221,,,,X,,,,NT30,7,50,37,2.2,2.0,V2,,,,,CIP,,,,,,8065702329
100,0200003921,1000,FO,0000001280,2000,868,USD,1.58032,,20310202,,20210624,,,,X,,,,NT90,26,3,22,0.3,2.0,V2,,,,,CIF,,,,,,8195203828
100,0200003923,5000,NB,0000001132,3000,914,USD,0.80731,,20310205,,20230418,,,,,,,,0001,11,42,60,0.1,1.9,V2,,,,,DAT,,,,,,3438152265
100,0200003925,4000,UB,0000000998,3000,667,USD,0.71689,,20310211,,20220712,,,X,,,,,NT30,3,27,40,1.8,0.4,V1,,,,,CIP,,,,,,9158464732
100,0200003925,4000,NB,0000000907,3000,527,USD,0.66784,,20310211,,20250616,,,X,X,,,,2/10NET30,24,5,31,2.4,0.6,V1,,,,,FCA,,,,,,3336315584
100,0200003925,1000,UB,9999999999,3000,691,USD,1.54925,,20310211,,20220917,,,,X,,,,0003,0,41,23,2.0,1.8,V3,,,,,FOB,,,,,,4035945781
100,0200003926,5000,NB,0000000823,3000,821,USD,1.50524,,20310212,,20230811,,,,X,,,,2/10NET30,4,58,67,0.6,1.2,V1,,,,,DAP,,,,,,2695088796
100,0200003929,4000,FO,0000000268,2000,725,USD,1.69028,,20310215,,20250624,,,X,,,,,NT30,12,49,80,2.0,0.4,V3,,,,,CIF,,,,,,1225831679
100,0200003929,4000,NB,0000001413,2000,515,USD,0.81713,,20310215,,20240725,,,X,,,,,0003,26,24,15,1.6,0.6,V2,,,,,EXW,,,,,,3761575514
100,0200003931,2000,NB,0000001601,2000,109,USD,1.45278,,20310217,,20250430,,,,X,,,,0002,10,40,80,0.0,1.9,V2,,,,,FOB,,,,,,9971204998
100,0200003932,5000,NB,0000000501,3000,347,USD,1.00306,,20310217,,20240420,,,X,,,,,0003,13,51,18,1.8,1.7,V2,,,,,DAP,,,,,,5588383719
100,0200003932,5000,ZB,0000001956,3000,367,USD,1.56096,,20310217,,20250904,,,X,X,,,,0002,13,4,78,2.6,0.1,V1,,,,,FOB,,,,,,6457477458
100,0200003934,5000,ZB,0000001067,2000,663,USD,0.61346,,20310220,,20260623,,,,X,,,,NT60,23,20,7,2.5,1.5,,,,,,CPT,,,,,,9971931231
100,0200003934,1000,UB,0000000007,2000,546,USD,1.17536,,20310220,,20240928,,,X,,,,,NT30,16,55,11,3.0,0.2,V3,,,,,DDP,,,,,,7714265266
100,0200003937,1000,NB,0000001251,2000,721,USD,1.95776,,20310225,,20241114,,,X,,,,,NT90,9,47,89,0.9,1.2,V2,,,,,CPT,,,,,,1693836716
100,0200003938,4000,UB,0000000572,1000,243,USD,1.94551,,20310226,,20260220,,,X,,,,,0001,15,42,79,2.6,0.7,V2,,,,,CIP,,,,,,9904366912
100,0200003938,2000,UB,0000000333,1000,443,USD,1.0766,,20310226,,20220707,,,X,,,,,NT90,24,14,60,2.6,0.6,V3,,,,,FCA,,,,,,7937423716
100,0200003939,2000,FO,0000001968,1000,273,USD,0.55135,,20310228,,20230710,,,X,,,,,0001,18,36,11,1.9,1.6,V2,,,,,CIP,,,,,,7123634304
100,0200003940,1000,NB,0000000722,2000,092,USD,1.87151,,20310303,,20250910,,,X,,,,,NT90,25,53,86,1.1,0.4,V2,,,,,FOB,,,,,,5440654299
100,0200003941,5000,ZB,0000000387,2000,393,USD,0.80834,,20310305,,20231213,,,X,,,,,0002,21,45,76,2.4,0.9,V2,,,,,CPT,,,,,,5596268133
100,0200003941,2000,ZB,0000000235,2000,799,USD,0.65837,,20310305,,20240904,,,,,,,,0001,20,10,61,2.8,0.5,V2,,,,,DDP,,,,,,7202849674
100,0200003942,3000,UB,0000001162,1000,906,USD,0.66162,,20310308,,20240725,,,X,,,,,NT60,1,32,0,0.4,1.3,,,,,,FOB,,,,,,6199866243
100,0200003942,4000,UB,0000000820,1000,558,USD,1.05933,,20310308,,20210930,,,X,X,,,,2/10NET30,8,41,42,1.2,1.5,V2,,,,,CIF,,,,,,5863292340
100,0200003944,4000,FO,0000000162,3000,956,USD,1.91942,,20310309,,20220131,,,X,X,,,,NT30,26,26,36,2.0,0.1,V3,,,,,CFR,,,,,,4084845492
100,0200003945,3000,FO,0000000722,2000,805,USD,1.65435,,20310310,,20240621,,,X,X,,,,2/10NET30,17,50,85,2.3,0.9,V1,,,,,FCA,,,,,,3930232106
100,0200003945,1000,UB,0000001744,2000,737,USD,1.55209,,20310310,,20220520,,,X,,,,,0003,4,7,27,1.6,1.3,V1,,,,,CFR,,,,,,6131745437
100,0200003946,5000,NB,0000001772,2000,291,USD,1.59646,,20310313,,20240705,,,,X,,,,0001,17,36,30,1.3,1.1,V1,,,,,CPT,,,,,,8189892023
100,0200003947,1000,NB,0000001658,2000,577,USD,0.76492,,20310316,,20251113,,,,X,,,,NT60,5,54,79,2.0,1.5,,,,,,CPT,,,,,,1319942078
100,0200003948,3000,UB,0000000131,3000,525,USD,1.57886,,20310319,,20241129,,,,X,,,,0003,24,58,17,2.7,0.3,V3,,,,,EXW,,,,,,3208373584
100,0200003950,3000,FO,0000001724,1000,583,USD,1.36916,,20310323,,20260528,,,,X,,,,0003,20,47,11,1.2,0.1,V3,,,,,DAP,,,,,,9832416046
100,0200003951,3000,ZB,0000000829,2000,022,USD,0.61081,,20310324,,20250823,,,X,,,,,NT90,29,40,15,1.4,0.7,V2,,,,,CFR,,,,,,3449932470
100,0200003952,2000,NB,0000001424,1000,740,USD,1.90505,,20310326,,20260211,,,X,X,,,,0003,24,42,75,2.0,1.9,V2,,,,,DDP,,,,,,8550725321
100,0200003952,1000,FO,0000000892,1000,430,USD,0.82553,,20310326,,20251227,,,X,,,,,NT90,7,49,34,1.0,1.5,V1,,,,,FCA,,,,,,0030020416
100,0200003954,5000,UB,0000000115,3000,630,USD,0.78214,,20310327,,20231015,,,X,,,,,0002,5,31,61,0.3,1.9,V3,,,,,DDP,,,,,,5855299908
100,0200003956,1000,ZB,0000001029,2000,193,USD,1.78846,,20310329,,20230608,,,,X,,,,NT60,25,52,21,2.8,1.2,V2,,,,,FCA,,,,,,8427091142
100,0200003956,2000,FO,0000001211,2000,459,USD,1.95482,,20310329,,20240623,,,,X,,,,0001,24,18,80,1.0,0.4,V2,,,,,CFR,,,,,,3597383209
100,0200003958,5000,NB,0000000623,1000,904,USD,0.63148,,20310402,,20251218,,,X,,,,,2/10NET30,19,39,0,2.5,1.0,V3,,,,,FOB,,,,,,1033046256
100,0200003958,1000,ZB,0000001212,1000,108,USD,1.06869,,20310402,,20251207,,,X,,,,,2/10NET30,4,45,29,0.4,0.4,V1,,,,,CPT,,,,,,3115251391
100,0200003959,1000,ZB,0000001352,3000,422,USD,1.85172,,20310405,,20240429,,,,,,,,0003,9,57,18,2.8,1.1,V3,,,,,CPT,,,,,,3162872890
100,0200003959,1000,FO,0000001427,3000,922,USD,1.76206,,20310405,,20230903,,,X,X,,,,0003,1,8,44,0.9,1.1,V3,,,,,CIP,,,,,,1663815993
100,0200003959,4000,FO,0000001326,3000,949,USD,1.83069,,20310405,,20240105,,,X,X,,,,NT30,2,41,59,1.9,0.0,,,,,,DDP,,,,,,6889587038
100,0200003960,4000,FO,0000000688,2000,388,USD,1.62883,,20310408,,20230228,,,,,,,,NT30,6,18,43,1.8,0.5,V2,,,,,DAP,,,,,,3176332424
100,0200003962,1000,ZB,0000001045,2000,441,USD,1.5085,,20310411,,20220620,,,,X,,,,0002,25,47,25,2.2,0.8,V2,,,,,DAT,,,,,,8016629701
100,0200003963,4000,FO,0000001294,3000,890,USD,1.68375,,20310412,,20211018,,,,,,,,NT60,13,50,12,2.9,1.2,,,,,,DDP,,,,,,0426842790
100,0200003963,4000,FO,0000000389,3000,855,USD,1.24947,,20310412,,20230327,,,,,,,,NT60,1,42,6,1.2,0.4,V2,,,,,DAT,,,,,,4259067186
100,0200003963,4000,NB,0000000819,3000,561,USD,1.20245,,20310412,,20251021,,,X,,,,,NT90,8,52,77,0.9,0.2,V1,,,,,CPT,,,,,,6728716528
100,0200003964,3000,ZB,0000000536,3000,079,USD,1.54782,,20310413,,20240903,,,X,,,,,0002,13,54,67,2.7,0.5,V2,,,,,FCA,,,,,,2731809900
100,0200003965,5000,FO,0000000931,2000,413,USD,1.1478,,20310416,,20241212,,,,,,,,0003,0,52,53,0.6,1.5,V1,,,,,CIP,,,,,,1350348344
100,0200003966,3000,ZB,0000000924,3000,756,USD,1.46211,,20310417,,20220715,,,,X,,,,NT60,3,35,79,0.5,2.0,V1,,,,,CIF,,,,,,2761359725
100,0200003967,2000,UB,0000001237,3000,869,USD,1.88225,,20310419,,20210805,,,X,,,,,0001,20,35,53,1.7,1.7,V2,,,,,DAP,,,,,,5023820816
100,0200003969,5000,ZB,0000001503,3000,600,USD,1.50101,,20310419,,20220822,,,X,,,,,NT60,29,10,24,0.1,0.4,,,,,,CPT,,,,,,4956644897
100,0200003969,2000,UB,0000001591,3000,353,USD,1.37064,,20310419,,20251118,,,,,,,,0002,0,6,68,0.6,0.6,V2,,,,,FOB,,,,,,2051380705
100,0200003969,3000,ZB,0000000882,3000,625,USD,1.98482,,20310419,,20260518,,,,X,,,,0002,26,14,71,2.3,1.2,V3,,,,,DAP,,,,,,6387522547
100,0200003969,1000,FO,0000000848,3000,540,USD,0.90678,,20310419,,20230714,,,,X,,,,0002,29,54,21,2.8,0.2,,,,,,CIF,,,,,,8211140988
100,0200003970,1000,ZB,0000000019,1000,717,USD,1.95986,,20310421,,20241229,,,X,X,,,,0001,1,31,17,1.9,1.1,,,,,,EXW,,,,,,8273171688
100,0200003973,4000,UB,0000000843,1000,221,USD,1.23842,,20310425,,20231227,,,X,,,,,0003,17,50,39,0.0,2.0,,,,,,DDP,,,,,,5630465647
100,0200003973,3000,ZB,0000000645,1000,846,USD,1.70912,,20310425,,20240303,,,X,,,,,0001,6,9,89,1.8,1.1,V1,,,,,CFR,,,,,,6057757934
100,0200003975,2000,NB,0000000317,2000,627,USD,0.89531,,20310428,,20250214,,,X,,,,,0001,26,44,34,1.7,0.2,V2,,,,,CPT,,,,,,3093244715
100,0200003975,1000,UB,0000000720,2000,380,USD,0.62302,,20310428,,20221008,,,,,,,,2/10NET30,1,20,77,2.1,1.5,,,,,,DAP,,,,,,7134867224
100,0200003976,1000,NB,0000001620,1000,574,USD,0.93125,,20310501,,20250725,,,X,X,,,,2/10NET30,12,32,88,0.4,1.7,V2,,,,,DAT,,,,,,0383980503
100,0200003977,1000,NB,0000000297,1000,029,USD,1.33846,,20310502,,20231215,,,,X,,,,2/10NET30,17,2,83,2.4,0.9,,,,,,CPT,,,,,,9738101291
100,0200003977,4000,ZB,0000000250,1000,626,USD,1.8799,,20310502,,20250806,,,X,X,,,,2/10NET30,18,15,75,2.1,1.5,V2,,,,,DDP,,,,,,4218444837
100,0200003980,3000,NB,0000001348,1000,155,USD,1.70609,,20310507,,20240225,,,X,,,,,0002,29,6,52,0.3,1.7,V1,,,,,DAP,,,,,,7738194394
100,0200003981,4000,FO,0000001719,2000,019,USD,0.96722,,20310510,,20240318,,,X,,,,,0002,12,19,10,1.3,0.6,V1,,,,,DAP,,,,,,8330982140
100,0200003982,3000,FO,0000000555,2000,521,USD,1.08308,,20310513,,20230723,,,X,,,,,NT90,6,23,80,2.6,1.7,,,,,,CIP,,,,,,5901957523
100,0200003984,1000,ZB,0000000939,1000,807,USD,0.53665,,20310519,,20250502,,,,X,,,,0003,13,56,87,1.0,0.1,V1,,,,,FOB,,,,,,4852702950
100,0200003986,2000,ZB,0000000790,2000,610,USD,1.07826,,20310520,,20230412,,,,X,,,,2/10NET30,7,29,41,1.9,0.2,V1,,,,,CFR,,,,,,6654064664
100,0200003987,5000,ZB,0000000132,1000,849,USD,0.51308,,20310521,,20220914,,,X,X,,,,NT60,0,32,81,0.3,2.0,V1,,,,,EXW,,,,,,7495982180
100,0200003988,4000,ZB,0000000077,2000,674,USD,1.50684,,20310521,,20220807,,,,X,,,,0002,21,3,22,1.4,1.8,V3,,,,,FOB,,,,,,1827154640
100,0200003989,4000,ZB,0000000911,2000,240,USD,0.64756,,20310522,,20240313,,,,,,,,0001,14,35,37,1.7,1.7,V2,,,,,FOB,,,,,,6166672363
100,0200003992,1000,ZB,0000001564,1000,429,USD,0.74537,,20310523,,20221204,,,,,,,,0001,2,6,41,0.2,0.0,,,,,,CFR,,,,,,3302104692
100,0200003993,5000,UB,0000001942,3000,303,USD,1.37071,,20310524,,20260227,,,X,X,,,,NT90,14,40,41,0.6,1.5,,,,,,CIF,,,,,,6943651558
100,0200003994,1000,NB,0000001776,2000,105,USD,1.52601,,20310524,,20250602,,,,,,,,2/10NET30,25,18,79,1.1,0.6,V1,,,,,CIP,,,,,,3691272473
100,0200003997,4000,UB,0000000573,2000,551,USD,0.54144,,20310531,,20241017,,,X,X,,,,0002,11,48,35,2.5,0.7,V1,,,,,FOB,,,,,,7140616250
100,0200003998,4000,UB,0000000323,2000,090,USD,1.00438,,20310531,,20250405,,,X,,,,,2/10NET30,18,9,31,0.7,1.2,,,,,,CIP,,,,,,7553693470
100,0200003998,3000,ZB,0000001849,2000,932,USD,1.69791,,20310531,,20250417,,,,,,,,NT30,27,13,3,0.1,0.7,,,,,,EXW,,,,,,1853468764
100,0200004000,5000,FO,0000001745,1000,576,USD,0.74516,,20310601,,20211012,,,X,X,,,,2/10NET30,11,55,89,2.1,0.0,V3,,,,,CPT,,,,,,1961818707
100,0200004002,3000,ZB,0000001963,3000,985,USD,0.51075,,20310607,,20230212,,,,,,,,NT90,14,3,47,2.1,0.7,V3,,,,,FOB,,,,,,4332890767
100,0200004003,5000,FO,0000000792,2000,159,USD,1.84912,,20310608,,20230613,,,,,,,,0002,15,43,0,2.4,0.4,V3,,,,,CFR,,,,,,3049568438
100,0200004005,3000,UB,0000000784,2000,149,USD,0.79411,,20310613,,20210909,,,X,X,,,,NT30,27,11,85,2.8,1.5,V3,,,,,CIF,,,,,,1947357184
100,0200004006,4000,FO,0000000893,1000,470,USD,0.96647,,20310616,,20260205,,,,X,,,,0001,28,57,90,1.7,1.4,,,,,,CFR,,,,,,2323309804
100,0200004007,1000,ZB,0000000062,1000,652,USD,1.65432,,20310617,,20240628,,,,X,,,,2/10NET30,15,36,16,0.4,1.8,V2,,,,,DAP,,,,,,0528262816
100,0200004009,5000,UB,0000001890,2000,567,USD,1.26008,,20310622,,20240602,,,,X,,,,NT90,27,55,69,1.4,0.4,,,,,,CIP,,,,,,7300915174
