MANDT,MATNR,WERKS,PSTAT,LVORM,BWTTY,XCHAR,MMSTA,MMSTD,MAABC,KZKRI,EKGRP,DISMM,DISPO,DISLS,BERID,BSTMI,MINBE,EISBE,MABST,STRGR,LGPRO,LGFSB,HERKL,INSMK,SSQSS,MTVFP,KZAUS,AUSDT,NFMAT,MFLHN,KZBED,LGPBE,LGOBE,INSMK2
100,MAT0000782,3001,,,,,,,A,,727,VB,jGG,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001497,3000,,,,,,,A,,079,PD,WKb,,,,,,,,,,,,,,,,,,,,,
100,MAT0000234,1000,,,,,,,B,,468,MRP,LnG,,,,,,,,,,,,,,,,,,,,,
100,MZ-TG-A27,4000,,,,,,,,,245,VB,Gcc,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000949,4000,,,,,,,C,,891,VB,suF,,,,,,,,,,,,,,,,,,,,,
100,MAT0001867,1001,,,,,,,C,,458,VB,VCO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000724,3001,,,,,,,B,,229,,aIg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000220,5001,,,,,,,A,,474,MRP,HOU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001089,1000,,,,,,,,,210,VB,qfQ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000396,1000,,,,,,,A,,785,VB,mve,,,,,,,,,,,,,,,,,,,,,
100,MAT0001523,4000,,,,,,,C,,033,VB,geH,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001274,5001,,,,,,,B,,389,,nMr,,,,,,,,,,,,,,,,,,,,,
100,MAT0000600,1000,,,,,,,B,,387,MRP,pkU,,,,,,,,,,,,,,,,,,,,,
100,MAT0001017,5000,,,,,,,,,379,,DHI,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001127,2001,,,,,,,C,,753,VB,oWk,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001825,3000,,,,,,,C,,176,VB,cgM,,,,,,,,,,,,,,,,,,,,,
100,MAT0001009,3000,,,,,,,C,,015,,bzM,,,,,,,,,,,,,,,,,,,,,
100,MAT0001651,5000,,,,,,,A,,138,PD,Ryg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000373,4000,,,,,,,,,095,VB,ggb,,,,,,,,,,,,,,,,,,,,,
100,MAT0000910,3001,,,,,,,C,,423,VB,kMj,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000029,2000,,,,,,,B,,371,MRP,JbG,,,,,,,,,,,X,,,,,,,,,,
100,MZ-TG-Y200,4000,,,,,,,,,231,VB,eKl,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000138,1001,,,,,,,,,091,PD,EUS,,,,,,,,,,,,,,,,,,,,,
100,MAT0000421,1001,,,,,,,C,,599,PD,NBO,,,,,,,,,,,,,,,,,,,,,
100,MAT0000142,2000,,,,,,,B,,551,PD,BDO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000324,2001,,,,,,,B,,767,,Dsp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000085,3001,,,,,,,C,,098,,bBx,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001076,1000,,,,,,,A,,721,,Aoc,,,,,,,,,,,,,,,,,,,,,
100,MAT0001179,5001,,,,,,,C,,773,PD,YGd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001315,4000,,,,,,,B,,702,VB,Ykd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000022,1002,,,,,,,C,,279,MRP,tLn,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000153,1000,,,,,,,C,,206,PD,dbu,,,,,,,,,,,,,,,,,,,,,
100,MAT0001061,5001,,,,,,,B,,221,,Hgv,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000802,1001,,,,,,,A,,030,VB,bDt,,,,,,,,,,,,,,,,,,,,,
100,MAT0001665,4000,,,,,,,C,,161,MRP,JKr,,,,,,,,,,,,,,,,,,,,,
100,MAT0000327,1000,,,,,,,,,424,VB,bNV,,,,,,,,,,,,,,,,,,,,,
100,MAT0000988,3001,,,,,,,A,,156,VB,iMp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000819,1000,,,,,,,C,,743,MRP,WIG,,,,,,,,,,,,,,,,,,,,,
100,MAT0001789,3000,,,,,,,,,453,PD,JpH,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001237,3000,,,,,,,B,,473,VB,Frg,,,,,,,,,,,,,,,,,,,,,
100,MAT0001054,1000,,,,,,,B,,362,VB,csC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000650,3000,,,,,,,,,312,,xfd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000172,5001,,,,,,,C,,838,VB,gYQ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001824,5000,,,,,,,A,,030,MRP,Mkz,,,,,,,,,,,,,,,,,,,,,
100,MAT0000651,1000,,,,,,,B,,519,,hKy,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000840,5000,,,,,,,,,017,,hxd,,,,,,,,,,,,,,,,,,,,,
100,MAT0001053,3000,,,,,,,,,590,PD,Gtv,,,,,,,,,,,,,,,,,,,,,
100,MAT0000503,5000,,,,,,,A,,373,MRP,aSl,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001149,1002,,,,,,,C,,116,PD,TFM,,,,,,,,,,,,,,,,,,,,,
100,MAT0000222,1001,,,,,,,A,,557,,GQg,,,,,,,,,,,,,,,,,,,,,
100,MAT0000491,4000,,,,,,,C,,706,VB,JZt,,,,,,,,,,,,,,,,,,,,,
100,MAT0000444,1000,,,,,,,C,,978,VB,GPt,,,,,,,,,,,,,,,,,,,,,
100,MAT0000262,2001,,,,,,,B,,729,VB,KBI,,,,,,,,,,,,,,,,,,,,,
100,MAT0001230,4000,,,,,,,C,,538,PD,Huu,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000626,2001,,,,,,,B,,781,VB,pVz,,,,,,,,,,,,,,,,,,,,,
100,MAT0000445,4000,,,,,,,B,,892,MRP,RyP,,,,,,,,,,,,,,,,,,,,,
100,MAT0000511,5000,,,,,,,B,,976,,EzN,,,,,,,,,,,,,,,,,,,,,
100,MAT0001794,1001,,,,,,,,,684,PD,ScU,,,,,,,,,,,,,,,,,,,,,
100,MAT0000144,1002,,,,,,,A,,694,,CLt,,,,,,,,,,,,,,,,,,,,,
100,MAT0001287,5000,,,,,,,A,,363,MRP,QNi,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000454,1001,,,,,,,A,,004,MRP,WNp,,,,,,,,,,,,,,,,,,,,,
100,MAT0001668,2000,,,,,,,A,,108,,uFh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001736,1001,,,,,,,A,,410,MRP,ieo,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001168,5000,,,,,,,A,,557,PD,tCV,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001542,3000,,,,,,,C,,717,PD,lbh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000531,5000,,,,,,,C,,335,MRP,aPr,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001334,2000,,,,,,,B,,688,MRP,hIe,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001735,1001,,,,,,,C,,667,,zJl,,,,,,,,,,,,,,,,,,,,,
100,MAT0000116,1001,,,,,,,B,,690,,xMF,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001820,4000,,,,,,,B,,965,PD,fae,,,,,,,,,,,,,,,,,,,,,
100,MAT0001003,1002,,,,,,,,,210,VB,ZUY,,,,,,,,,,,,,,,,,,,,,
100,MAT0001350,4000,,,,,,,,,592,MRP,Zht,,,,,,,,,,,,,,,,,,,,,
100,MAT0001271,3000,,,,,,,C,,717,,nUs,,,,,,,,,,,,,,,,,,,,,
100,MAT0000431,3000,,,,,,,A,,330,,fvf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001881,5000,,,,,,,,,439,PD,Lqz,,,,,,,,,,,,,,,,,,,,,
100,MAT0000820,4000,,,,,,,C,,524,PD,UJX,,,,,,,,,,,,,,,,,,,,,
100,MAT0001053,3001,,,,,,,B,,428,,siK,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000068,1001,,,,,,,,,466,PD,qgL,,,,,,,,,,,,,,,,,,,,,
100,MAT0000170,1002,,,,,,,A,,446,MRP,aNc,,,,,,,,,,,,,,,,,,,,,
100,MAT0000342,4000,,,,,,,,,093,PD,CXf,,,,,,,,,,,X,,,,,,,,,,
100,MZ-FG-M525,3001,,,,,,,A,,935,PD,oOF,,,,,,,,,,,,,,,,,,,,,
100,MAT0001313,5001,,,,,,,A,,820,VB,qPX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001455,5001,,,,,,,B,,732,MRP,kpz,,,,,,,,,,,,,,,,,,,,,
100,MAT0000557,3001,,,,,,,,,475,PD,ZtC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001303,1002,,,,,,,,,351,,bit,,,,,,,,,,,,,,,,,,,,,
100,MAT0000850,1002,,,,,,,,,582,PD,aTD,,,,,,,,,,,,,,,,,,,,,
100,MAT0000966,2000,,,,,,,A,,827,MRP,VZt,,,,,,,,,,,,,,,,,,,,,
100,MAT0001641,4000,,,,,,,B,,642,PD,PUP,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001679,1000,,,,,,,C,,050,VB,mCC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001939,1001,,,,,,,B,,544,MRP,mpY,,,,,,,,,,,,,,,,,,,,,
100,MAT0001282,1002,,,,,,,C,,929,,Xlh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001558,5000,,,,,,,,,174,,wCe,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001571,4000,,,,,,,A,,872,MRP,fxh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000345,2001,,,,,,,C,,782,PD,Kxa,,,,,,,,,,,,,,,,,,,,,
100,MAT0000978,5000,,,,,,,A,,816,PD,NSw,,,,,,,,,,,,,,,,,,,,,
100,MAT0000549,3000,,,,,,,,,317,VB,fHw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000062,5000,,,,,,,B,,509,PD,Gvr,,,,,,,,,,,,,,,,,,,,,
100,MAT0001271,1002,,,,,,,A,,499,MRP,Evh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000570,1001,,,,,,,C,,891,PD,LCl,,,,,,,,,,,,,,,,,,,,,
100,MAT0000244,2001,,,,,,,,,687,,fiE,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001669,2001,,,,,,,,,313,VB,XeG,,,,,,,,,,,,,,,,,,,,,
100,MAT0001016,2000,,,,,,,B,,027,VB,XdR,,,,,,,,,,,,,,,,,,,,,
100,MAT0001571,2000,,,,,,,,,723,,MwV,,,,,,,,,,,,,,,,,,,,,
100,MAT0000327,5000,,,,,,,A,,835,VB,KQf,,,,,,,,,,,,,,,,,,,,,
100,MAT0001447,3000,,,,,,,A,,296,VB,wId,,,,,,,,,,,,,,,,,,,,,
100,MAT0000255,2000,,,,,,,,,700,MRP,SrZ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001704,2001,,,,,,,A,,100,VB,QQI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000350,3001,,,,,,,C,,463,PD,kkK,,,,,,,,,,,,,,,,,,,,,
100,MAT0001494,1002,,,,,,,,,311,MRP,sdD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001594,1002,,,,,,,,,623,MRP,ylc,,,,,,,,,,,,,,,,,,,,,
100,MAT0000346,2001,,,,,,,A,,695,MRP,mSR,,,,,,,,,,,,,,,,,,,,,
100,MAT0000529,4000,,,,,,,B,,696,VB,qTU,,,,,,,,,,,,,,,,,,,,,
100,MAT0000694,5000,,,,,,,,,526,MRP,vAy,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001006,4000,,,,,,,C,,328,PD,AWj,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000444,4000,,,,,,,B,,366,MRP,jmb,,,,,,,,,,,,,,,,,,,,,
100,MAT0001673,1000,,,,,,,A,,675,PD,BjX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000560,3001,,,,,,,C,,710,,nrL,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000592,2000,,,,,,,,,778,VB,XnM,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001542,1001,,,,,,,,,346,MRP,Owf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001244,5000,,,,,,,A,,838,,LDn,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000745,1000,,,,,,,A,,859,MRP,Msa,,,,,,,,,,,,,,,,,,,,,
100,MAT0001055,3001,,,,,,,B,,792,PD,rQL,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000395,2000,,,,,,,B,,992,MRP,YUt,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000955,3000,,,,,,,A,,970,VB,ZkO,,,,,,,,,,,,,,,,,,,,,
100,MAT0000306,2001,,,,,,,,,636,PD,LTE,,,,,,,,,,,,,,,,,,,,,
100,MAT0001145,5000,,,,,,,,,948,,hiC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001607,2001,,,,,,,C,,989,VB,RRo,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000454,1000,,,,,,,A,,056,,fWh,,,,,,,,,,,,,,,,,,,,,
100,MAT0001823,1000,,,,,,,B,,419,PD,Sei,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001937,2000,,,,,,,B,,124,VB,nEm,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000642,2001,,,,,,,A,,072,VB,AfZ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001235,1001,,,,,,,,,950,MRP,HfX,,,,,,,,,,,,,,,,,,,,,
100,MAT0000633,5000,,,,,,,,,709,,Dqv,,,,,,,,,,,,,,,,,,,,,
100,MAT0000919,5001,,,,,,,C,,538,VB,neU,,,,,,,,,,,,,,,,,,,,,
100,MAT0000179,3000,,,,,,,C,,860,,iAo,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000949,4000,,,,,,,,,170,PD,sAy,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001634,1000,,,,,,,,,106,MRP,rlW,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001185,1001,,,,,,,A,,456,MRP,Fbp,,,,,,,,,,,,,,,,,,,,,
100,MAT0001164,3000,,,,,,,A,,326,VB,nzJ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001914,3000,,,,,,,,,093,VB,Kao,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001251,1002,,,,,,,B,,918,PD,bTw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000321,3000,,,,,,,A,,521,PD,NYb,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000884,3000,,,,,,,A,,643,PD,cBH,,,,,,,,,,,,,,,,,,,,,
100,MAT0000872,4000,,,,,,,C,,897,MRP,ILv,,,,,,,,,,,,,,,,,,,,,
100,MAT0001612,4000,,,,,,,A,,917,,DLZ,,,,,,,,,,,,,,,,,,,,,
100,MAT0000255,3001,,,,,,,C,,109,PD,QUS,,,,,,,,,,,,,,,,,,,,,
100,MAT0001333,2000,,,,,,,B,,516,MRP,TEJ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001046,5001,,,,,,,B,,237,MRP,mFr,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001219,2001,,,,,,,B,,470,VB,rjR,,,,,,,,,,,,,,,,,,,,,
100,MAT0001613,1001,,,,,,,C,,418,MRP,HrE,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000164,3001,,,,,,,B,,304,PD,zPi,,,,,,,,,,,,,,,,,,,,,
100,MAT0001108,2000,,,,,,,,,210,MRP,ACh,,,,,,,,,,,,,,,,,,,,,
100,MAT0001098,5000,,,,,,,C,,781,VB,Myw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001787,3000,,,,,,,B,,886,MRP,WjU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001564,1002,,,,,,,A,,733,PD,SPm,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001446,1002,,,,,,,C,,533,MRP,DRG,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001396,3000,,,,,,,B,,334,MRP,Eng,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000692,5001,,,,,,,C,,923,VB,XDp,,,,,,,,,,,,,,,,,,,,,
100,MAT0001335,3001,,,,,,,C,,237,PD,Abd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001954,5000,,,,,,,C,,625,VB,pqM,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000742,5001,,,,,,,B,,071,,FiZ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001242,1000,,,,,,,C,,284,MRP,Hwz,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001799,3001,,,,,,,C,,273,VB,xvp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000919,1002,,,,,,,C,,780,PD,YKH,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000088,5000,,,,,,,,,862,,kRI,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000483,5000,,,,,,,C,,711,MRP,NpU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000091,1000,,,,,,,A,,824,,Ryt,,,,,,,,,,,,,,,,,,,,,
100,MAT0001507,5000,,,,,,,C,,793,PD,tPM,,,,,,,,,,,,,,,,,,,,,
100,MAT0001770,3001,,,,,,,C,,933,VB,Oux,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000201,2001,,,,,,,A,,702,VB,ZEQ,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001545,3000,,,,,,,A,,961,,PRH,,,,,,,,,,,,,,,,,,,,,
100,MAT0001068,1001,,,,,,,C,,415,,Aco,,,,,,,,,,,,,,,,,,,,,
100,MAT0000373,3001,,,,,,,,,166,MRP,XsD,,,,,,,,,,,,,,,,,,,,,
100,MAT0001233,4000,,,,,,,,,145,MRP,Hie,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001173,1001,,,,,,,B,,030,VB,QJp,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001175,1001,,,,,,,C,,934,,GMw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000509,3000,,,,,,,A,,566,PD,uPr,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000458,4000,,,,,,,,,993,PD,rEc,,,,,,,,,,,,,,,,,,,,,
100,MAT0001385,3000,,,,,,,C,,724,MRP,Mgs,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000422,1000,,,,,,,C,,512,MRP,Max,,,,,,,,,,,,,,,,,,,,,
100,MAT0001811,5000,,,,,,,A,,332,PD,GAm,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001635,2000,,,,,,,B,,516,VB,syo,,,,,,,,,,,,,,,,,,,,,
100,MAT0000946,5001,,,,,,,,,894,MRP,WWI,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000651,1000,,,,,,,,,181,VB,YzN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000211,4000,,,,,,,C,,047,,uQw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001351,1000,,,,,,,B,,830,MRP,wMf,,,,,,,,,,,,,,,,,,,,,
100,MAT0001485,2001,,,,,,,B,,327,MRP,LOk,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000057,1002,,,,,,,A,,090,PD,DdX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001691,1002,,,,,,,,,965,MRP,orK,,,,,,,,,,,,,,,,,,,,,
100,MAT0001681,3000,,,,,,,C,,925,,GuJ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001730,1002,,,,,,,A,,826,MRP,fRC,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001814,1001,,,,,,,,,560,VB,ACG,,,,,,,,,,,,,,,,,,,,,
100,MAT0000368,2000,,,,,,,C,,022,MRP,xBf,,,,,,,,,,,,,,,,,,,,,
200,MAT0000502,3000,,,,,,,C,,723,,zhI,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001727,5001,,,,,,,A,,369,MRP,qKS,,,,,,,,,,,,,,,,,,,,,
100,MAT0000399,1002,,,,,,,C,,304,PD,Xks,,,,,,,,,,,,,,,,,,,,,
100,MAT0001926,2001,,,,,,,C,,880,PD,xfA,,,,,,,,,,,,,,,,,,,,,
100,MAT0000334,1002,,,,,,,B,,040,,oEf,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001391,4000,,,,,,,C,,139,MRP,bgY,,,,,,,,,,,,,,,,,,,,,
100,MAT0001443,3000,,,,,,,,,217,PD,Lpg,,,,,,,,,,,,,,,,,,,,,
100,MAT0000612,2000,,,,,,,A,,923,PD,pTe,,,,,,,,,,,,,,,,,,,,,
100,MAT0001610,5001,,,,,,,,,571,,wXV,,,,,,,,,,,,,,,,,,,,,
100,MAT0001183,5000,,,,,,,,,545,VB,Seu,,,,,,,,,,,,,,,,,,,,,
200,MAT0001560,1002,,,,,,,C,,567,VB,WDY,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001178,1000,,,,,,,A,,277,MRP,BlU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001526,5001,,,,,,,A,,234,,pnl,,,,,,,,,,,,,,,,,,,,,
100,MZ-FG-C900,4000,,,,,,,,,965,VB,Eny,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001021,1002,,,,,,,B,,270,VB,sSb,,,,,,,,,,,,,,,,,,,,,
100,MAT0001874,1000,,,,,,,B,,921,,MVz,,,,,,,,,,,,,,,,,,,,,
100,MAT0001578,1002,,,,,,,,,355,,rck,,,,,,,,,,,,,,,,,,,,,
100,MAT0001035,1001,,,,,,,A,,858,PD,iHF,,,,,,,,,,,,,,,,,,,,,
100,MAT0000873,1001,,,,,,,A,,259,PD,qfr,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000048,5000,,,,,,,B,,433,PD,iAs,,,,,,,,,,,,,,,,,,,,,
100,MAT0000821,5000,,,,,,,,,398,MRP,Yyv,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000400,5000,,,,,,,C,,839,VB,EEJ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001516,1000,,,,,,,B,,651,MRP,DWG,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001932,3000,,,,,,,C,,250,,qZi,,,,,,,,,,,,,,,,,,,,,
100,MAT0000564,1000,,,,,,,C,,647,VB,VBq,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000689,4000,,,,,,,B,,024,,IPX,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001871,5001,,,,,,,B,,910,,TSn,,,,,,,,,,,,,,,,,,,,,
100,MAT0000765,1001,,,,,,,B,,531,,lCl,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001429,1001,,,,,,,A,,712,PD,jFU,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001468,5000,,,,,,,A,,172,MRP,hEs,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000269,3001,,,,,,,B,,138,VB,Kle,,,,,,,,,,,,,,,,,,,,,
100,MAT0001421,1000,,,,,,,,,248,PD,rIb,,,,,,,,,,,X,,,,,,,,,,
100,MZ-TG-A26,1000,,,,,,,,,107,PD,lkg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000200,3000,,,,,,,B,,486,,SFz,,,,,,,,,,,,,,,,,,,,,
100,MAT0000307,1001,,,,,,,A,,192,VB,VHy,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000155,1001,,,,,,,C,,987,VB,TtN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001453,5000,,,,,,,B,,588,PD,bly,,,,,,,,,,,,,,,,,,,,,
100,MAT0001249,3000,,,,,,,B,,342,,FyY,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000498,3001,,,,,,,C,,105,VB,DAP,,,,,,,,,,,,,,,,,,,,,
100,MAT0001567,5001,,,,,,,A,,214,PD,VWZ,,,,,,,,,,,,,,,,,,,,,
100,MAT0001703,3001,,,,,,,B,,740,MRP,vdd,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000901,1001,,,,,,,B,,968,VB,fdg,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000829,2001,,,,,,,A,,521,,UPB,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001315,2001,,,,,,,C,,785,,CUi,,,,,,,,,,,,,,,,,,,,,
100,MAT0000475,3001,,,,,,,B,,152,PD,XMf,,,,,,,,,,,,,,,,,,,,,
100,MAT0000157,4000,,,,,,,A,,722,,Xsq,,,,,,,,,,,,,,,,,,,,,
100,MAT0001962,1002,,,,,,,,,267,VB,PqD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001708,2000,,,,,,,,,824,VB,GdC,,,,,,,,,,,,,,,,,,,,,
100,MAT0000339,2001,,,,,,,B,,055,,Tyx,,,,,,,,,,,,,,,,,,,,,
100,MAT0000913,5000,,,,,,,A,,574,PD,Wpc,,,,,,,,,,,,,,,,,,,,,
100,MAT0001673,1000,,,,,,,C,,711,PD,eyy,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001054,1002,,,,,,,C,,993,VB,IFb,,,,,,,,,,,,,,,,,,,,,
100,MAT0000238,1000,,,,,,,,,930,PD,VNw,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000974,1000,,,,,,,A,,213,PD,jPT,,,,,,,,,,,,,,,,,,,,,
100,MAT0000298,3000,,,,,,,,,392,VB,yOA,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001829,2001,,,,,,,A,,862,PD,TNI,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000360,5000,,,,,,,,,787,,fHv,,,,,,,,,,,,,,,,,,,,,
100,MAT0000478,1001,,,,,,,C,,420,MRP,ddP,,,,,,,,,,,,,,,,,,,,,
100,MAT0001066,1000,,,,,,,C,,578,,iXf,,,,,,,,,,,,,,,,,,,,,
100,MAT0000723,1001,,,,,,,,,106,PD,XiY,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001899,2000,,,,,,,B,,648,PD,zQb,,,,,,,,,,,,,,,,,,,,,
100,MAT0000959,4000,,,,,,,C,,381,PD,Agl,,,,,,,,,,,,,,,,,,,,,
100,MAT0001703,2000,,,,,,,B,,832,,LsD,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001947,1001,,,,,,,,,298,VB,YoT,,,,,,,,,,,,,,,,,,,,,
100,MAT0000343,1000,,,,,,,A,,087,VB,nIx,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001808,2000,,,,,,,,,402,PD,LuI,,,,,,,,,,,,,,,,,,,,,
100,MAT0000389,1002,,,,,,,C,,104,PD,HDL,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001036,2001,,,,,,,A,,231,MRP,vym,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000442,4000,,,,,,,,,859,MRP,SWO,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000688,3001,,,,,,,C,,799,VB,OSd,,,,,,,,,,,,,,,,,,,,,
100,MAT0000413,5000,,,,,,,A,,236,MRP,KzN,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000207,2001,,,,,,,C,,854,,wHh,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000693,2001,,,,,,,,,614,PD,MsM,,,,,,,,,,,X,,,,,,,,,,
100,MAT0001645,3000,,,,,,,B,,292,VB,NOd,,,,,,,,,,,,,,,,,,,,,
100,MAT0001486,1001,,,,,,,,,457,,XWY,,,,,,,,,,,X,,,,,,,,,,
100,MAT0000299,1000,,,,,,,A,,109,VB,mwI,,,,,,,,,,,,,,,,,,,,,
