MANDT,MATNR,ERSDA,ERNAM,LAEDA,AENAM,MTART,MBRSH,MATKL,MEINS,BSTME,ZEINR,ZEIVR,ZEIFO,AESZN,BLANZ,FERTH,FORMT,NORMT,LABOR,EKWSL,BRGEW,GEWEI,NTGEW,VOLUM,VOLEH,BEHVO,RAUBE,TEMPB,DISST,TRAGR,STOFF,SPART,VHART,FUELG,IPRKZ,RDPRF,MHDRZ,MHDLP,MHDLF,BWVOR,BWSCL,SAISO,ETIAR,ETIFO,ENTAR,EAN11,NUMTP,LAENG,BREIT,HOEHE,MEABM,PRDHA,CADKZ,ERGEW,ERVOLM,WERKS,LMEINS,BRGEW2,GEWEI2
100,MAT0001521,17.11.2021,osamumiura,20250212,gregory76,FERT,M,861360,KG,KG,,,,,,,,,,,578.032,KG,520.229,93.333,M3,,,,,,,01,,,,,,,,,,,,,,0462768465291,,53.7,38.9,39.4,M,,,,,3001,,,
100,MAT0001522,20220728,vhenry,20250702,ifiebig,VERP,F,069760,M,M,,,,,,,,,,,58.19,KG,52.371,77.369,L,,,,,,,04,,,,,,,,,,,,,,2430540040286,,147.4,186.9,184.8,IN,,,,,1001,,,
100,MAT0001523,20121009,lilianzieger,20250825,kranzgino,HIBE,R,493644,M3,M3,,,,,,,,,,,208.133,KG,187.32,43.537,CM3,,,,,,,04,,,,,,,,,,,,,,8405791438278,,147.2,77.6,76.7,IN,,,,,1001,,,
100,MAT0001524,20240309,jacksonnatal,20251202,yasuhiro15,FERT,C,677959,M,M,,,,,,,,,,,72.028,KG,64.825,46.257,M3,,,,,,,02,,,,,,,,,,,,,,4318732350734,,128.0,1.5,101.1,IN,,,,,3001,,,
100,MAT0001525,20230923,hidekiyamada,20240626,kimberleyjon,HALB,A,207178,M,M,,,,,,,,,,,177.351,KG,159.616,98.13,CM3,,,,,,,00,,,,,,,,,,,,,,0266169005526,,95.6,112.0,45.3,IN,,,,,2001,,,
100,MAT0001526,20161107,tristanbrune,20250805,lynne84,FERT,F,320217,ST,ST,,,,,,,,,,,698.309,KG,628.478,63.662,M3,,,,,,,03,,,,,,,,,,,,,,3990266567454,,193.5,57.0,61.0,M,,,,,1000,,,
100,MAT0001527,29.10.2019,sasakitakuma,20251024,camargomelin,HIBE,M,795343,M,M,,,,,,,,,,,425.058,KG,382.552,93.857,L,,,,,,,01,,,,,,,,,,,,,,8082149171058,,172.5,44.1,185.8,M,,,,,1000,,,
100,MAT0001528,23.02.2020,norrissharon,20250430,jens50,VERP,C,578095,EA,EA,,,,,,,,,,,681.996,KG,613.796,23.787,CM3,,,,,,,03,,,,,,,,,,,,,,7106389928591,,59.4,76.4,130.5,IN,,,,,2000,,,
100,MAT0001529,21.02.2022,bryanmoraes,20251005,xmoss,HALB,R,743353,M2,M2,,,,,,,,,,,251.41,KG,226.269,45.263,L,,,,,,,02,,,,,,,,,,,,,,4650757820404,,99.1,198.6,159.3,M,,,,,3000,,,
100,MAT0001530,11.07.2024,froehlichval,20250315,ryanruth,DIEN,E,087682,M3,M3,,,,,,,,,,,984.071,KG,885.664,16.418,M3,,,,,,,00,,,,,,,,,,,,,,0504294136617,,42.3,98.4,132.1,IN,,,,,4000,,,
100,MAT0001531,20240417,ryosuketanak,20250123,oallen,FERT,F,584711,M3,M3,,,,,,,,,,,16.465,KG,14.819,7.97,CM3,,,,,,,04,,,,,,,,,,,,,,9749511510592,,53.9,195.5,110.0,CM,,,,,5001,,,
100,MAT0001532,04.04.2019,ryan95,20260601,vcosta,VERP,F,235681,ST,ST,,,,,,,,,,,945.123,KG,850.611,60.163,L,,,,,,,04,,,,,,,,,,,,,,6552789814070,,77.5,65.0,69.8,CM,,,,,4000,,,
100,MAT0001533,02.08.2013,derek85,20260216,emine78,FERT,A,460199,ST,ST,,,,,,,,,,,884.989,KG,796.49,81.396,L,,,,,,,03,,,,,,,,,,,,,,8801369177813,,199.4,137.8,72.2,M,,,,,5001,,,
100,MAT0001534,08.03.2017,williamsjame,20260307,apastor,HIBE,A,394491,M3,M3,,,,,,,,,,,893.999,KG,804.599,9.671,CM3,,,,,,,01,,,,,,,,,,,,,,5616334321800,,114.6,162.6,173.5,CM,,,,,3000,,,
100,MAT0001535,20210403,souzaluana,20250409,jean95,HIBE,E,501446,EA,EA,,,,,,,,,,,516.888,KG,465.199,40.585,L,,,,,,,04,,,,,,,,,,,,,,4244155693373,,108.0,96.6,9.3,CM,,,,,3001,,,
100,MAT0001536,10.12.2016,onielsen,20260603,hcollins,DIEN,E,959491,ST,ST,,,,,,,,,,,640.108,KG,576.097,18.297,CM3,,,,,,,01,,,,,,,,,,,,,,4556536650913,,148.7,75.1,88.2,CM,,,,,2001,,,
100,MAT0001537,20150529,theresebouch,20260404,kingtracey,NLAG,A,561849,M3,M3,,,,,,,,,,,332.366,KG,299.129,29.259,CM3,,,,,,,03,,,,,,,,,,,,,,3102498421125,,138.0,194.4,104.6,M,,,,,2000,,,
100,MAT0001538,20220606,chiyonakamur,20250808,htanaka,FERT,R,507217,L,L,,,,,,,,,,,839.96,KG,755.964,94.07,M3,,,,,,,00,,,,,,,,,,,,,,6794328738120,,67.0,81.2,84.4,IN,,,,,2000,,,
100,MAT0001539,20201010,judithdohert,20250527,andraderaque,VERP,C,359105,L,L,,,,,,,,,,,762.107,KG,685.896,78.727,CM3,,,,,,,01,,,,,,,,,,,,,,2218338385111,,194.4,160.7,1.6,IN,,,,,2000,,,
100,MAT0001540,04.12.2012,biggentheodo,20251209,jennifer71,HIBE,A,259515,PC,PC,,,,,,,,,,,80.268,KG,72.241,36.455,CM3,,,,,,,04,,,,,,,,,,,,,,3535272955651,,68.7,60.2,143.0,M,,,,,4000,,,
100,MAT0001541,01.09.2022,katorei,20251212,hperry,ERSA,R,141364,PC,PC,,,,,,,,,,,978.283,KG,880.455,99.475,CM3,,,,,,,01,,,,,,,,,,,,,,6987560408337,,196.3,17.8,181.9,M,,,,,2001,,,
100,MAT0001542,20181007,evamaria31,20250425,taragao,ROH,E,830779,L,L,,,,,,,,,,,38.014,KG,34.213,32.304,L,,,,,,,04,,,,,,,,,,,,,,4685216159238,,51.3,95.3,57.7,M,,,,,3001,,,
100,MAT0001543,23.06.2022,edrewes,20250617,ian50,VERP,R,798881,M,M,,,,,,,,,,,233.07,KG,209.763,90.966,L,,,,,,,01,,,,,,,,,,,,,,4936606399261,,194.2,126.7,52.7,CM,,,,,1000,,,
100,MAT0001544,20150130,huntlinda,20260207,xda-luz,FERT,E,001186,EA,EA,,,,,,,,,,,638.573,KG,574.716,71.181,M3,,,,,,,03,,,,,,,,,,,,,,8943348364866,,33.4,180.9,77.1,IN,,,,,1000,,,
100,MAT0001545,20210508,robin61,20250107,henrybanks,FERT,R,702812,EA,EA,,,,,,,,,,,123.842,KG,111.458,86.123,L,,,,,,,04,,,,,,,,,,,,,,1337701152455,,110.3,163.8,138.9,IN,,,,,4000,,,
100,MAT0001546,20230311,larrypetty,20240802,kellybradley,ROH,A,031329,PC,PC,,,,,,,,,,,287.171,KG,258.454,62.469,M3,,,,,,,03,,,,,,,,,,,,,,1547743507278,,13.5,99.6,65.3,CM,,,,,5000,,,
100,MAT0001547,23.08.2018,tbrunet,20260525,jayne85,FERT,E,284938,L,L,,,,,,,,,,,829.207,KG,746.286,11.407,CM3,,,,,,,02,,,,,,,,,,,,,,2223575933261,,128.9,54.9,32.1,IN,,,,,1000,,,
100,MAT0001548,20220613,thomasthomps,20250101,kyosuke85,ROH,F,106610,M3,M3,,,,,,,,,,,637.258,KG,573.532,41.523,L,,,,,,,02,,,,,,,,,,,,,,5158585504125,,85.3,92.3,114.7,CM,,,,,2000,,,
100,MAT0001549,22.02.2019,duvalvincent,20250212,jyamaguchi,HALB,E,765081,M,M,,,,,,,,,,,742.552,KG,668.297,74.336,M3,,,,,,,02,,,,,,,,,,,,,,0324501172838,,68.7,79.3,137.7,CM,,,,,3000,,,
100,MAT0001550,20.12.2020,catherine71,20251023,friederbachm,ERSA,A,500430,EA,EA,,,,,,,,,,,816.383,KG,734.745,48.398,CM3,,,,,,,02,,,,,,,,,,,,,,8992584702734,,22.8,27.4,168.1,CM,,,,,2001,,,
100,MAT0001551,20230418,renawagenkne,20241228,kondosatomi,VERP,R,691524,ST,ST,,,,,,,,,,,314.899,KG,283.409,39.91,M3,,,,,,,02,,,,,,,,,,,,,,8962879396146,,45.9,179.5,191.1,CM,,,,,3001,,,
100,MAT0001552,20230803,kobayashiyum,20250327,acoleman,ERSA,M,544115,PC,PC,,,,,,,,,,,512.02,KG,460.818,2.706,CM3,,,,,,,03,,,,,,,,,,,,,,9419777511915,,78.5,62.2,34.5,IN,,,,,2000,,,
100,MAT0001553,07.11.2011,nmaeda,20241108,nakagawayumi,HALB,C,644425,M2,M2,,,,,,,,,,,290.323,KG,261.291,92.259,L,,,,,,,02,,,,,,,,,,,,,,4678289496294,,192.1,196.0,154.6,M,,,,,4000,,,
100,MAT0001554,20131010,klemmhartwig,20260124,sophiacastro,DIEN,M,086269,L,L,,,,,,,,,,,870.955,KG,783.86,18.452,CM3,,,,,,,01,,,,,,,,,,,,,,2539721004618,,193.3,11.5,103.0,IN,,,,,1002,,,
100,MAT0001555,02.12.2020,macedomaria-,20260524,breannahamil,VERP,R,098617,L,L,,,,,,,,,,,18.732,KG,16.859,52.394,CM3,,,,,,,03,,,,,,,,,,,,,,5561868954744,,183.8,195.0,73.2,IN,,,,,1002,,,
100,MAT0001556,20220423,gotoyui,20260511,duranteresa,FERT,F,260549,ST,ST,,,,,,,,,,,344.819,KG,310.337,77.443,M3,,,,,,,04,,,,,,,,,,,,,,5866663045902,,49.8,43.9,86.9,CM,,,,,1002,,,
100,MAT0001557,20141213,adelaideregn,20241022,marcellemath,FERT,A,460299,ST,ST,,,,,,,,,,,440.524,KG,396.472,95.183,M3,,,,,,,01,,,,,,,,,,,,,,6400164734881,,19.1,149.3,153.3,M,,,,,5001,,,
100,MAT0001558,16.02.2013,rocharyan,20250804,bdavid,NLAG,E,063281,M2,M2,,,,,,,,,,,989.691,KG,890.722,38.935,M3,,,,,,,01,,,,,,,,,,,,,,1683214327058,,89.5,4.8,28.5,M,,,,,2000,,,
100,MAT0001559,20120606,amirkruschwi,20260311,hubbardannet,ERSA,A,234364,KG,KG,,,,,,,,,,,656.381,KG,590.743,19.22,CM3,,,,,,,03,,,,,,,,,,,,,,2762708063593,,26.8,196.7,154.3,M,,,,,2001,,,
100,MAT0001560,20220515,aaron86,20250610,ulagarde,VERP,F,377361,PC,PC,,,,,,,,,,,348.174,KG,313.357,41.804,M3,,,,,,,01,,,,,,,,,,,,,,6198164442591,,121.3,193.0,150.8,M,,,,,2000,,,
100,MAT0001561,20160521,alexdavey,20251030,ana-livia60,FERT,E,470600,M2,M2,,,,,,,,,,,370.79,KG,333.711,98.986,CM3,,,,,,,02,,,,,,,,,,,,,,9072403767386,,189.5,114.9,121.3,M,,,,,1001,,,
100,MAT0001562,11.03.2021,pastorpedro,20260521,noah00,VERP,F,473430,EA,EA,,,,,,,,,,,131.21,KG,118.089,33.793,L,,,,,,,01,,,,,,,,,,,,,,9654875547361,,105.5,148.6,86.7,M,,,,,4000,,,
100,MAT0001563,20150822,hans-rudolf3,20241127,ryosukesato,FERT,A,265289,PC,PC,,,,,,,,,,,482.047,KG,433.842,66.829,M3,,,,,,,00,,,,,,,,,,,,,,5377835131601,,138.5,100.6,74.7,M,,,,,5001,,,
100,MAT0001564,20260424,satoosamu,20240829,hinesbrandon,ROH,M,660057,L,L,,,,,,,,,,,362.788,KG,326.509,8.318,CM3,,,,,,,01,,,,,,,,,,,,,,8051622193146,,49.6,84.5,9.6,CM,,,,,2000,,,
100,MAT0001565,20110731,xmclean,20240912,kenichi26,HALB,C,588359,M2,M2,,,,,,,,,,,301.451,KG,271.306,44.653,M3,,,,,,,00,,,,,,,,,,,,,,4104643301367,,74.9,69.3,133.4,CM,,,,,4000,,,
100,MAT0001566,20150226,hidekiabe,20250724,bshaw,DIEN,C,902020,M2,M2,,,,,,,,,,,395.676,KG,356.108,74.091,L,,,,,,,03,,,,,,,,,,,,,,1749769226083,,70.9,169.2,103.6,CM,,,,,1001,,,
100,MAT0001567,17.09.2022,colettebonni,20250709,pasquale65,NLAG,F,111318,L,L,,,,,,,,,,,467.137,KG,420.423,33.619,L,,,,,,,03,,,,,,,,,,,,,,8734215315827,,79.9,177.1,43.8,IN,,,,,2000,,,
100,MAT0001568,02.02.2016,kcunha,20250515,lle,NLAG,R,636660,M,M,,,,,,,,,,,589.545,KG,530.591,9.402,L,,,,,,,04,,,,,,,,,,,,,,1565155942890,,125.0,194.2,65.9,CM,,,,,5001,,,
100,MAT0001569,09.01.2021,cjones,20241110,barry98,DIEN,A,657841,EA,EA,,,,,,,,,,,296.346,KG,266.711,76.261,M3,,,,,,,00,,,,,,,,,,,,,,7336492108225,,64.1,47.9,105.4,CM,,,,,3001,,,
100,MAT0001570,20230324,wspeer,20251117,ytorres,NLAG,E,399635,PC,PC,,,,,,,,,,,531.578,KG,478.42,10.925,M3,,,,,,,04,,,,,,,,,,,,,,5058979107171,,175.7,57.7,65.3,CM,,,,,5001,,,
100,MAT0001571,20200924,ceciliamelo,20260607,martinsusann,DIEN,E,427018,KG,KG,,,,,,,,,,,73.451,KG,66.106,7.037,CM3,,,,,,,04,,,,,,,,,,,,,,9674187535320,,55.2,132.1,137.7,M,,,,,5000,,,
100,MAT0001572,27.05.2020,robertsraymo,20240716,blackwelljac,ERSA,E,065875,PC,PC,,,,,,,,,,,55.157,KG,49.641,73.445,CM3,,,,,,,02,,,,,,,,,,,,,,1300769859604,,115.6,51.1,65.4,CM,,,,,1002,,,
100,MAT0001573,20151115,tomoyamatsum,20251111,asukakimura,FERT,F,017355,M3,M3,,,,,,,,,,,388.447,KG,349.602,67.576,M3,,,,,,,00,,,,,,,,,,,,,,2929129738299,,161.9,52.1,164.0,CM,,,,,3001,,,
100,MAT0001574,20131214,mathilde22,20251107,margaret83,DIEN,M,690636,PC,PC,,,,,,,,,,,322.777,KG,290.499,98.169,L,,,,,,,03,,,,,,,,,,,,,,7318886672253,,122.4,55.1,75.0,CM,,,,,1002,,,
100,MAT0001575,20140817,michelbenjam,20241109,rodriguezsim,DIEN,R,176618,PC,PC,,,,,,,,,,,375.935,KG,338.341,76.072,L,,,,,,,01,,,,,,,,,,,,,,2664296767702,,70.1,145.0,118.3,IN,,,,,2000,,,
100,MAT0001576,20121102,kimurakana,20260605,ysato,DIEN,M,634615,EA,EA,,,,,,,,,,,164.655,KG,148.19,23.667,M3,,,,,,,04,,,,,,,,,,,,,,8055309171724,,118.9,111.4,147.3,CM,,,,,1000,,,
100,MAT0001577,08.02.2024,dwatanabe,20250213,atkinsonmoha,DIEN,A,968150,KG,KG,,,,,,,,,,,404.179,KG,363.761,97.097,CM3,,,,,,,00,,,,,,,,,,,,,,3725379913290,,74.2,174.3,40.3,M,,,,,4000,,,
100,MAT0001578,20190924,jacksonashle,20250730,liane15,NLAG,R,277221,M3,M3,,,,,,,,,,,857.756,KG,771.98,58.953,L,,,,,,,01,,,,,,,,,,,,,,0844195387016,,54.9,19.3,128.1,IN,,,,,1000,,,
100,MAT0001579,20190330,harukawatana,20250807,nlittle,NLAG,C,814517,M2,M2,,,,,,,,,,,927.337,KG,834.603,77.618,CM3,,,,,,,00,,,,,,,,,,,,,,3716632138789,,117.6,68.3,10.3,M,,,,,4000,,,
100,MAT0001580,20200909,stevensonjoh,20250606,edwin21,HALB,M,256538,M2,M2,,,,,,,,,,,406.46,KG,365.814,39.556,CM3,,,,,,,04,,,,,,,,,,,,,,3354708054160,,18.9,157.9,9.9,M,,,,,2000,,,
100,MAT0001581,29.09.2023,williammarti,20240709,hans-juergen,DIEN,A,010638,M,M,,,,,,,,,,,348.342,KG,313.508,12.209,M3,,,,,,,04,,,,,,,,,,,,,,6188574301311,,74.6,77.3,34.1,M,,,,,2000,,,
100,MAT0001582,20231025,zacharie99,20250522,kennethwalke,HALB,C,637449,PC,PC,,,,,,,,,,,768.647,KG,691.782,16.728,M3,,,,,,,01,,,,,,,,,,,,,,1852491331250,,157.8,121.0,59.3,CM,,,,,5001,,,
100,MAT0001583,20230819,rotrautsaeub,20250814,phahn,ERSA,E,379353,M3,M3,,,,,,,,,,,568.815,KG,511.934,74.119,L,,,,,,,00,,,,,,,,,,,,,,1582535207820,,138.8,26.4,92.0,M,,,,,1001,,,
100,MAT0001584,27.07.2023,dennisreese,20250403,michellelope,ERSA,M,760503,M,M,,,,,,,,,,,380.035,KG,342.032,21.295,M3,,,,,,,03,,,,,,,,,,,,,,4965642631660,,166.4,116.0,46.4,CM,,,,,5000,,,
100,MAT0001585,20230520,nicoschlosse,20251125,alee,ERSA,R,747378,KG,KG,,,,,,,,,,,926.852,KG,834.167,71.848,L,,,,,,,01,,,,,,,,,,,,,,3323964098591,,64.8,163.9,31.5,CM,,,,,3000,,,
100,MAT0001586,16.05.2019,aurelietouss,20241111,thomas95,DIEN,M,071531,PC,PC,,,,,,,,,,,888.223,KG,799.401,16.197,L,,,,,,,04,,,,,,,,,,,,,,7701905196968,,76.8,137.4,70.7,M,,,,,5001,,,
100,MAT0001587,18.08.2017,akiraito,20251003,kara15,DIEN,M,443040,ST,ST,,,,,,,,,,,259.874,KG,233.887,43.825,M3,,,,,,,03,,,,,,,,,,,,,,5721735285030,,148.8,45.4,161.1,CM,,,,,4000,,,
100,MAT0001588,20180110,wernst,20250324,bonneaulaure,HIBE,M,491382,KG,KG,,,,,,,,,,,728.819,KG,655.937,58.42,CM3,,,,,,,04,,,,,,,,,,,,,,9854445967746,,14.7,173.0,96.7,M,,,,,3000,,,
100,MAT0001589,12.03.2019,emineschuele,20251124,dupontnicola,ERSA,M,950257,PC,PC,,,,,,,,,,,637.765,KG,573.989,89.424,M3,,,,,,,01,,,,,,,,,,,,,,5557042601078,,46.6,35.0,71.8,M,,,,,3000,,,
100,MAT0001590,20230113,sampaiovitor,20251111,naoto10,ROH,A,783373,M,M,,,,,,,,,,,24.514,KG,22.063,11.336,M3,,,,,,,01,,,,,,,,,,,,,,7132391604307,,118.1,62.4,170.3,IN,,,,,5001,,,
100,MAT0001591,02.11.2021,pastordaniel,20251107,eito,VERP,C,587141,L,L,,,,,,,,,,,140.669,KG,126.602,62.881,M3,,,,,,,00,,,,,,,,,,,,,,1367262067509,,122.7,129.6,17.0,CM,,,,,1001,,,
100,MAT0001592,27.08.2014,vyoung,20260122,ekkehartacke,HALB,R,209118,PC,PC,,,,,,,,,,,834.611,KG,751.15,1.28,L,,,,,,,04,,,,,,,,,,,,,,3303774904145,,191.2,142.7,187.6,IN,,,,,5000,,,
100,MAT0001593,20191223,marlisboerne,20241013,nascimentolu,HIBE,E,455061,PC,PC,,,,,,,,,,,174.848,KG,157.363,4.023,CM3,,,,,,,03,,,,,,,,,,,,,,1564193055180,,21.4,74.5,26.6,IN,,,,,3001,,,
100,MAT0001594,23.02.2020,hadassa64,20240928,hmerle,DIEN,M,736572,KG,KG,,,,,,,,,,,637.968,KG,574.171,79.605,M3,,,,,,,00,,,,,,,,,,,,,,1981467823427,,61.1,138.4,186.2,IN,,,,,1001,,,
100,MAT0001595,21.07.2022,costetimothe,20241129,ogautier,HIBE,A,552350,L,L,,,,,,,,,,,202.941,KG,182.647,33.746,CM3,,,,,,,04,,,,,,,,,,,,,,7312433813700,,90.5,154.0,174.3,M,,,,,2000,,,
100,MAT0001596,06.09.2011,ismethornig,20240929,nyamamoto,ERSA,A,840356,KG,KG,,,,,,,,,,,304.114,KG,273.703,28.49,L,,,,,,,01,,,,,,,,,,,,,,6830915157513,,81.4,60.9,81.5,IN,,,,,5001,,,
100,MAT0001597,14.08.2017,martinharvey,20250919,rodney03,FERT,A,579713,M2,M2,,,,,,,,,,,510.373,KG,459.336,53.012,L,,,,,,,01,,,,,,,,,,,,,,3766689568480,,3.8,84.5,69.6,M,,,,,2001,,,
100,MAT0001598,07.03.2014,beckerisabel,20241003,wgirschner,NLAG,F,674282,M2,M2,,,,,,,,,,,376.037,KG,338.433,22.192,CM3,,,,,,,03,,,,,,,,,,,,,,7301120777517,,124.7,107.5,53.6,M,,,,,5001,,,
100,MAT0001599,10.11.2014,toddbass,20260122,jonestracy,VERP,F,986310,M,M,,,,,,,,,,,646.276,KG,581.648,92.134,L,,,,,,,01,,,,,,,,,,,,,,5063842065625,,68.7,117.2,177.2,CM,,,,,1000,,,
100,MAT0001600,24.02.2016,frederikharl,20250618,marie06,VERP,C,638814,PC,PC,,,,,,,,,,,12.569,KG,11.312,22.019,M3,,,,,,,01,,,,,,,,,,,,,,3859121290497,,107.0,122.2,22.7,M,,,,,1000,,,
100,MAT0001601,20141021,julianahaman,20241009,paulineolivi,FERT,A,308219,L,L,,,,,,,,,,,580.271,KG,522.244,23.514,CM3,,,,,,,01,,,,,,,,,,,,,,7463742132775,,121.2,188.4,196.1,CM,,,,,1001,,,
100,MAT0001602,20150506,ramazanroehr,20250128,watkinsjade,HALB,E,973364,EA,EA,,,,,,,,,,,616.088,KG,554.479,5.628,M3,,,,,,,02,,,,,,,,,,,,,,5392939980528,,47.3,173.4,81.7,M,,,,,4000,,,
100,MAT0001603,30.09.2018,cirinojoao-p,20260605,horst-dieter,HIBE,M,599717,M2,M2,,,,,,,,,,,410.841,KG,369.757,26.787,CM3,,,,,,,01,,,,,,,,,,,,,,4144898458720,,90.1,149.0,75.9,IN,,,,,1002,,,
100,MAT0001604,20171227,kelly00,20240726,theodorepari,HIBE,R,239269,M2,M2,,,,,,,,,,,807.988,KG,727.189,92.352,M3,,,,,,,00,,,,,,,,,,,,,,6119170129801,,126.8,144.8,64.4,M,,,,,2000,,,
100,MAT0001605,20200930,elodie92,20250916,naotosaito,FERT,F,318876,PC,PC,,,,,,,,,,,596.909,KG,537.218,7.84,M3,,,,,,,01,,,,,,,,,,,,,,3135452444694,,78.8,77.6,38.7,CM,,,,,2001,,,
100,MAT0001606,20120217,ccavalcanti,20241106,kevinward,HIBE,A,598840,KG,KG,,,,,,,,,,,115.402,KG,103.862,33.448,CM3,,,,,,,01,,,,,,,,,,,,,,1603511706431,,68.7,12.6,101.4,M,,,,,5001,,,
100,MAT0001607,20170506,josegute,20251009,davidboulang,HALB,E,368051,M2,M2,,,,,,,,,,,773.956,KG,696.56,83.694,CM3,,,,,,,04,,,,,,,,,,,,,,7247893628376,,106.3,107.0,134.5,CM,,,,,4000,,,
100,MAT0001608,03.01.2012,da-luzliz,20241007,tsubasafukud,NLAG,A,145639,EA,EA,,,,,,,,,,,446.499,KG,401.849,69.737,L,,,,,,,03,,,,,,,,,,,,,,3524154805962,,40.5,9.0,191.8,M,,,,,2000,,,
100,MAT0001609,20190830,zmisicher,20250807,ludgertrub,ROH,C,186070,M3,M3,,,,,,,,,,,229.038,KG,206.134,26.737,L,,,,,,,04,,,,,,,,,,,,,,5599868154413,,98.6,11.2,97.1,CM,,,,,5001,,,
100,MAT0001610,05.03.2024,vidalguillau,20250512,kennedykrist,VERP,A,247287,ST,ST,,,,,,,,,,,943.817,KG,849.435,8.929,L,,,,,,,02,,,,,,,,,,,,,,9904863347429,,58.1,16.8,47.2,CM,,,,,5001,,,
100,MAT0001611,20190503,wstey,20250329,teresawalter,VERP,R,670087,KG,KG,,,,,,,,,,,133.316,KG,119.984,10.056,M3,,,,,,,00,,,,,,,,,,,,,,5381992761168,,43.9,49.0,104.6,IN,,,,,1000,,,
100,MAT0001612,08.01.2021,kazuyamori,20260118,valeriecline,NLAG,M,463894,ST,ST,,,,,,,,,,,424.982,KG,382.484,14.869,L,,,,,,,02,,,,,,,,,,,,,,1074786742255,,151.9,130.5,120.3,M,,,,,2001,,,
100,MAT0001613,21.09.2020,nakamuraakir,20250816,holliebutche,FERT,M,138280,M2,M2,,,,,,,,,,,261.034,KG,234.931,72.475,L,,,,,,,03,,,,,,,,,,,,,,5811437772911,,73.6,129.7,48.3,M,,,,,1002,,,
100,MAT0001614,20210901,renancostela,20250918,qdavis,ROH,F,272528,PC,PC,,,,,,,,,,,544.535,KG,490.082,61.538,L,,,,,,,02,,,,,,,,,,,,,,8277740253634,,153.1,85.2,171.4,IN,,,,,3001,,,
100,MAT0001615,20210513,berntbeckman,20241203,xjacquot,ERSA,F,448985,PC,PC,,,,,,,,,,,376.264,KG,338.638,40.169,CM3,,,,,,,03,,,,,,,,,,,,,,1152524659482,,98.4,26.5,1.8,IN,,,,,3000,,,
100,MAT0001616,20230526,barresusan,20250129,stephane33,HALB,C,385753,ST,ST,,,,,,,,,,,388.616,KG,349.754,14.049,CM3,,,,,,,01,,,,,,,,,,,,,,5326134284426,,45.3,4.0,75.0,CM,,,,,1000,,,
100,MAT0001617,18.04.2020,qishikawa,20240907,angela21,ERSA,E,260994,KG,KG,,,,,,,,,,,235.983,KG,212.385,7.059,L,,,,,,,00,,,,,,,,,,,,,,0347926728855,,69.2,190.2,46.4,CM,,,,,3000,,,
100,MAT0001618,20171020,ericksampaio,20250731,johnbarajas,FERT,A,887711,M3,M3,,,,,,,,,,,573.394,KG,516.055,7.505,L,,,,,,,02,,,,,,,,,,,,,,8222027381999,,123.5,171.1,91.2,CM,,,,,5000,,,
100,MAT0001619,22.03.2014,clariceolive,20260318,franciscogar,ERSA,A,394751,KG,KG,,,,,,,,,,,139.259,KG,125.333,9.778,M3,,,,,,,00,,,,,,,,,,,,,,0960692207449,,138.9,98.1,168.0,CM,,,,,2000,,,
100,MAT0001620,03.04.2022,naokikobayas,20251129,alice63,DIEN,E,656824,ST,ST,,,,,,,,,,,87.729,KG,78.956,63.484,M3,,,,,,,01,,,,,,,,,,,,,,6822446121071,,25.3,14.3,24.3,IN,,,,,3001,,,
100,MAT0001621,20250423,bruneauluce,20250512,henryteixeir,NLAG,A,128582,M3,M3,,,,,,,,,,,39.942,KG,35.948,92.077,M3,,,,,,,02,,,,,,,,,,,,,,2203151956563,,7.3,45.4,158.8,M,,,,,2000,,,
100,MAT0001622,17.07.2016,margaret56,20260417,agathagarcia,ROH,F,227546,EA,EA,,,,,,,,,,,922.051,KG,829.846,57.913,CM3,,,,,,,00,,,,,,,,,,,,,,4150884664099,,119.5,128.1,121.0,CM,,,,,3001,,,
100,MAT0001623,20201218,charpentierv,20251129,stefanspeer,DIEN,M,724572,M2,M2,,,,,,,,,,,765.076,KG,688.568,83.854,CM3,,,,,,,03,,,,,,,,,,,,,,6431914937580,,143.3,7.6,194.9,M,,,,,1001,,,
100,MAT0001624,27.11.2023,momoko37,20241218,nicolas96,VERP,M,987676,KG,KG,,,,,,,,,,,53.496,KG,48.146,14.616,M3,,,,,,,04,,,,,,,,,,,,,,0407896087281,,139.3,140.5,145.2,CM,,,,,3000,,,
100,MAT0001625,15.02.2017,rossgill,20260619,wota,ERSA,M,456835,L,L,,,,,,,,,,,368.804,KG,331.924,72.184,CM3,,,,,,,00,,,,,,,,,,,,,,2030241243407,,183.2,46.4,138.9,CM,,,,,3000,,,
100,MAT0001626,13.12.2017,minoru48,20260330,kerry00,VERP,R,387678,L,L,,,,,,,,,,,812.231,KG,731.008,8.513,L,,,,,,,04,,,,,,,,,,,,,,7946897554512,,135.5,117.4,12.1,IN,,,,,2001,,,
100,MAT0001627,20161013,tsubasa32,20241022,francisnicho,VERP,M,612594,ST,ST,,,,,,,,,,,441.394,KG,397.255,4.093,L,,,,,,,00,,,,,,,,,,,,,,7462119047179,,24.6,47.4,54.8,M,,,,,2001,,,
100,MAT0001628,03.08.2013,haasehans-be,20241122,turnergary,ERSA,M,970536,KG,KG,,,,,,,,,,,537.072,KG,483.365,96.911,CM3,,,,,,,04,,,,,,,,,,,,,,6736182819683,,145.6,70.3,100.9,CM,,,,,2001,,,
