MANDT,LIFNR,EKORG,WAERS,LIEFR,MINBW,KZABS,KZAUT,KZBESN,MEPRF,INCO1,INCO2,WEBRE,KZWBK,BOAUF,BOKRE,BOSPE,BOSTA,BOSPE2,UMSAE
100,0000000311,3000,EUR,,,,,,2,DAP,,X,,,,,,,
100,0000000339,3000,AUD,,,,,,3,CPT,,,,,,,,,
100,0000001700,2000,CAD,,,,,,,CIF,,X,,,,,,,
100,0000001061,3000,USD,,,,,,2,DAT,,X,,,,,,,
100,0000001214,2000,USD,,,,,,2,DAT,,,,,,,,,
100,0000001434,1000,JPY,,,,,,,DAP,,,,,,,,,
100,0000001819,4000,AUD,,,,,,2,DAP,,X,,,,,,,
100,0000001693,5000,CNY,,,,,,3,CIP,,,,,,,,,
100,0000000776,1000,BRL,,,,,,1,EXW,,,,,,,,,
100,0000000700,1000,GBP,,,,,,3,DDP,,X,,,,,,,
100,0000001438,1000,BRL,,,,,,3,FOB,,X,,,,,,,
100,0000000091,5000,EUR,,,,,,1,FCA,,X,,,,,,,
100,0000001795,3000,EUR,,,,,,3,FCA,,,,,,,,,
100,0000001243,2000,EUR,,,,,,3,FOB,,,,,,,,,
100,0000001302,3000,GBP,,,,,,3,EXW,,X,,,,,,,
100,0000000212,4000,CNY,,,,,,1,DAT,,,,,,,,,
100,0000001835,4000,JPY,,,,,,,DAP,,X,,,,,,,
100,0000001042,4000,EUR,,,,,,1,FCA,,,,,,,,,
100,0000000315,1000,USD,,,,,,1,CIF,,,,,,,,,
100,0000001540,4000,BRL,,,,,,1,DAT,,X,,,,,,,
100,0000001425,5000,BRL,,,,,,,DDP,,,,,,,,,
100,0000000805,1000,EUR,,,,,,1,DAP,,,,,,,,,
100,0000001026,1000,BRL,,,,,,2,FCA,,,,,,,,,
100,0000001484,3000,BRL,,,,,,2,CPT,,X,,,,,,,
100,0000001723,1000,BRL,,,,,,2,CIP,,,,,,,,,
100,0000000033,4000,JPY,,,,,,2,DAP,,,,,,,,,
100,0000001550,1000,CHF,,,,,,1,CIP,,,,,,,,,
100,0000001553,5000,JPY,,,,,,1,EXW,,X,,,,,,,
100,0000001678,3000,AUD,,,,,,1,CIF,,X,,,,,,,
100,0000001061,4000,EUR,,,,,,2,CFR,,,,,,,,,
100,0000000452,4000,CAD,,,,,,3,FCA,,X,,,,,,,
100,0000000047,3000,CAD,,,,,,1,FCA,,,,,,,,,
100,0000000284,2000,KRW,,,,,,3,FCA,,,,,,,,,
100,0000001333,1000,EUR,,,,,,,DAP,,,,,,,,,
100,0000001661,3000,EUR,,,,,,,FOB,,X,,,,,,,
100,0000000187,4000,CHF,,,,,,1,DAT,,,,,,,,,
100,0000000140,3000,BRL,,,,,,2,DAT,,X,,,,,,,
100,0000000394,5000,GBP,,,,,,2,CIP,,X,,,,,,,
100,0000001563,1000,AUD,,,,,,2,DAP,,,,,,,,,
100,0000000074,4000,USD,,,,,,2,FCA,,,,,,,,,
100,0000001590,5000,CHF,,,,,,1,DAT,,X,,,,,,,
100,0000001413,4000,KRW,,,,,,2,FCA,,X,,,,,,,
100,0000000041,3000,BRL,,,,,,1,DDP,,,,,,,,,
100,0000000281,5000,CAD,,,,,,3,CPT,,X,,,,,,,
100,0000001838,3000,AUD,,,,,,2,FOB,,,,,,,,,
100,0000001607,4000,GBP,,,,,,2,FCA,,,,,,,,,
100,0000001864,1000,GBP,,,,,,2,FCA,,,,,,,,,
100,0000001769,5000,USD,,,,,,3,EXW,,,,,,,,,
100,0000000698,2000,USD,,,,,,3,CIP,,,,,,,,,
100,0000000646,1000,AUD,,,,,,2,CPT,,X,,,,,,,
100,0000000054,1000,CNY,,,,,,2,EXW,,,,,,,,,
100,0000001798,5000,AUD,,,,,,1,CFR,,,,,,,,,
100,0000000555,4000,CAD,,,,,,1,FOB,,X,,,,,,,
100,0000000038,1000,EUR,,,,,,1,DAT,,,,,,,,,
100,0000001255,2000,CAD,,,,,,2,EXW,,,,,,,,,
100,0000001534,4000,CHF,,,,,,1,DDP,,X,,,,,,,
100,0000000192,4000,KRW,,,,,,2,CIP,,,,,,,,,
100,0000000818,2000,CNY,,,,,,3,CPT,,,,,,,,,
100,0000001254,1000,AUD,,,,,,1,FCA,,,,,,,,,
100,0000000161,2000,USD,,,,,,,DAT,,,,,,,,,
100,0000001813,4000,CAD,,,,,,2,DDP,,,,,,,,,
100,0000000484,5000,JPY,,,,,,2,EXW,,,,,,,,,
100,0000000744,2000,CHF,,,,,,2,DAP,,,,,,,,,
100,0000000705,1000,KRW,,,,,,,CIP,,X,,,,,,,
100,0000001276,3000,USD,,,,,,1,CFR,,X,,,,,,,
100,0000001941,1000,BRL,,,,,,2,CIP,,X,,,,,,,
100,0000000183,1000,KRW,,,,,,3,FCA,,,,,,,,,
100,0000001854,2000,USD,,,,,,1,EXW,,X,,,,,,,
100,0000000111,4000,CAD,,,,,,2,DAT,,,,,,,,,
100,0000001086,1000,CHF,,,,,,2,FCA,,X,,,,,,,
100,0000001811,5000,EUR,,,,,,1,CIF,,,,,,,,,
100,0000000105,2000,CNY,,,,,,1,DAP,,,,,,,,,
100,0000001720,3000,CNY,,,,,,1,EXW,,,,,,,,,
100,0000000451,2000,KRW,,,,,,,DAT,,,,,,,,,
100,0000001363,5000,AUD,,,,,,,DAT,,X,,,,,,,
100,0000001813,3000,USD,,,,,,,DAP,,X,,,,,,,
100,0000000978,3000,CNY,,,,,,2,DAP,,X,,,,,,,
100,0000000029,5000,USD,,,,,,2,CIP,,,,,,,,,
100,0000000469,2000,JPY,,,,,,2,CFR,,X,,,,,,,
100,0000000964,1000,JPY,,,,,,3,FOB,,X,,,,,,,
100,0000000821,2000,BRL,,,,,,2,CPT,,X,,,,,,,
100,0000000545,5000,CAD,,,,,,1,EXW,,X,,,,,,,
100,0000001889,4000,USD,,,,,,2,EXW,,X,,,,,,,
100,0000001701,5000,AUD,,,,,,2,DAT,,X,,,,,,,
100,0000000964,1000,CAD,,,,,,2,FOB,,,,,,,,,
100,0000000517,5000,EUR,,,,,,1,DAT,,X,,,,,,,
100,0000001822,2000,KRW,,,,,,1,CFR,,,,,,,,,
100,0000001054,1000,GBP,,,,,,1,CIF,,,,,,,,,
100,0000001462,3000,CHF,,,,,,2,DDP,,X,,,,,,,
100,0000000372,4000,CAD,,,,,,3,CPT,,X,,,,,,,
100,0000001732,1000,BRL,,,,,,2,DAP,,,,,,,,,
100,0000001818,4000,EUR,,,,,,2,FCA,,,,,,,,,
100,0000001167,3000,CAD,,,,,,3,FOB,,X,,,,,,,
100,0000001687,3000,KRW,,,,,,1,FCA,,X,,,,,,,
100,0000001144,1000,CAD,,,,,,1,EXW,,X,,,,,,,
100,0000000901,3000,CAD,,,,,,2,DAT,,X,,,,,,,
100,0000000116,3000,KRW,,,,,,2,FOB,,,,,,,,,
100,0000000063,2000,GBP,,,,,,,FCA,,X,,,,,,,
100,0000001506,5000,AUD,,,,,,1,DAP,,X,,,,,,,
100,0000000060,2000,BRL,,,,,,2,CPT,,X,,,,,,,
100,0000001335,5000,KRW,,,,,,,CPT,,,,,,,,,
100,0000001902,4000,EUR,,,,,,3,EXW,,,,,,,,,
100,0000001999,1000,CAD,,,,,,,DAT,,,,,,,,,
100,0000000190,5000,CNY,,,,,,1,FCA,,X,,,,,,,
100,0000001821,2000,GBP,,,,,,3,EXW,,,,,,,,,
100,0000000715,2000,GBP,,,,,,3,DAT,,,,,,,,,
100,0000001268,1000,CNY,,,,,,3,DDP,,,,,,,,,
100,0000000556,2000,JPY,,,,,,1,FCA,,,,,,,,,
100,0000000215,4000,EUR,,,,,,2,DAT,,X,,,,,,,
100,0000000802,1000,EUR,,,,,,3,CFR,,,,,,,,,
100,0000000048,4000,USD,,,,,,3,DAP,,X,,,,,,,
100,0000001486,1000,JPY,,,,,,3,FOB,,X,,,,,,,
100,0000001994,4000,CHF,,,,,,1,CIP,,,,,,,,,
100,0000001477,1000,CHF,,,,,,,CIP,,X,,,,,,,
100,0000001061,4000,BRL,,,,,,,CPT,,X,,,,,,,
100,0000000690,3000,EUR,,,,,,,EXW,,,,,,,,,
100,0000001533,1000,CHF,,,,,,3,CIP,,X,,,,,,,
100,0000001153,2000,JPY,,,,,,,FCA,,,,,,,,,
100,0000001367,3000,EUR,,,,,,2,DAT,,,,,,,,,
100,0000001580,4000,EUR,,,,,,1,CPT,,X,,,,,,,
100,0000000507,4000,CAD,,,,,,1,CPT,,X,,,,,,,
100,0000001167,1000,CNY,,,,,,1,EXW,,X,,,,,,,
100,0000000686,1000,CAD,,,,,,,CFR,,,,,,,,,
100,0000001842,3000,CNY,,,,,,1,CPT,,X,,,,,,,
100,0000000450,1000,AUD,,,,,,,CFR,,X,,,,,,,
100,0000001640,4000,EUR,,,,,,,CPT,,X,,,,,,,
100,0000001927,1000,JPY,,,,,,,FOB,,,,,,,,,
100,0000001372,4000,KRW,,,,,,2,CIP,,,,,,,,,
100,0000001492,5000,CHF,,,,,,2,EXW,,,,,,,,,
100,0000000518,4000,CAD,,,,,,3,CFR,,X,,,,,,,
100,0000001671,5000,BRL,,,,,,2,DAP,,X,,,,,,,
100,0000000217,2000,GBP,,,,,,2,CIP,,,,,,,,,
100,0000001732,4000,CNY,,,,,,2,DDP,,X,,,,,,,
100,0000000884,1000,BRL,,,,,,2,FCA,,X,,,,,,,
100,0000001895,2000,GBP,,,,,,,EXW,,X,,,,,,,
100,0000000238,1000,CAD,,,,,,1,CIP,,,,,,,,,
100,0000001786,1000,AUD,,,,,,,CIF,,X,,,,,,,
100,0000001145,2000,CNY,,,,,,2,CIF,,X,,,,,,,
100,0000000605,1000,CNY,,,,,,3,FOB,,X,,,,,,,
100,0000000441,3000,AUD,,,,,,3,FCA,,X,,,,,,,
100,0000000479,1000,USD,,,,,,2,FOB,,X,,,,,,,
100,0000001560,1000,BRL,,,,,,2,DDP,,X,,,,,,,
100,0000001453,1000,EUR,,,,,,,DDP,,,,,,,,,
100,0000000227,2000,GBP,,,,,,,DAT,,,,,,,,,
100,0000000505,5000,BRL,,,,,,3,CPT,,X,,,,,,,
100,0000000454,2000,USD,,,,,,,DAT,,,,,,,,,
100,0000000714,3000,AUD,,,,,,,CIP,,,,,,,,,
100,0000001395,1000,AUD,,,,,,1,DAP,,X,,,,,,,
100,0000001354,4000,CNY,,,,,,,CIF,,,,,,,,,
100,0000001005,2000,BRL,,,,,,1,CIF,,,,,,,,,
100,0000000398,5000,JPY,,,,,,,FOB,,,,,,,,,
100,0000000828,3000,EUR,,,,,,1,CPT,,X,,,,,,,
100,0000001923,5000,KRW,,,,,,,CIF,,X,,,,,,,
100,0000001113,5000,AUD,,,,,,2,EXW,,,,,,,,,
100,0000001074,2000,AUD,,,,,,1,FCA,,,,,,,,,
100,0000001258,3000,KRW,,,,,,1,DAT,,X,,,,,,,
100,0000001770,4000,JPY,,,,,,2,EXW,,X,,,,,,,
100,0000001661,1000,BRL,,,,,,3,FOB,,,,,,,,,
100,0000000688,5000,BRL,,,,,,3,EXW,,X,,,,,,,
100,0000000035,4000,USD,,,,,,1,EXW,,X,,,,,,,
100,0000001940,4000,USD,,,,,,2,FOB,,,,,,,,,
100,0000001515,2000,EUR,,,,,,1,CPT,,X,,,,,,,
100,0000001799,4000,CNY,,,,,,2,DDP,,,,,,,,,
100,0000001221,1000,CHF,,,,,,1,CFR,,,,,,,,,
100,0000000404,4000,USD,,,,,,,FOB,,,,,,,,,
100,0000001424,3000,CNY,,,,,,2,CPT,,X,,,,,,,
100,0000000825,4000,USD,,,,,,3,DAT,,,,,,,,,
100,0000001376,3000,BRL,,,,,,3,EXW,,,,,,,,,
100,0000000987,5000,GBP,,,,,,2,DDP,,,,,,,,,
100,0000000184,4000,GBP,,,,,,1,DAT,,,,,,,,,
100,0000000744,4000,USD,,,,,,3,DDP,,,,,,,,,
100,0000001825,5000,CNY,,,,,,,DAP,,X,,,,,,,
100,0000001035,2000,BRL,,,,,,3,DAP,,X,,,,,,,
100,0000000355,1000,GBP,,,,,,2,DAP,,,,,,,,,
100,0000000016,2000,KRW,,,,,,1,CFR,,X,,,,,,,
100,0000000828,2000,GBP,,,,,,2,DAP,,,,,,,,,
100,0000000447,3000,BRL,,,,,,,DAP,,,,,,,,,
100,0000001402,2000,BRL,,,,,,2,CPT,,,,,,,,,
100,0000000916,2000,GBP,,,,,,3,DDP,,,,,,,,,
100,0000001682,5000,CAD,,,,,,3,EXW,,X,,,,,,,
100,0000000641,5000,KRW,,,,,,1,CFR,,,,,,,,,
100,0000000305,2000,CNY,,,,,,2,DAT,,X,,,,,,,
100,0000000373,1000,CAD,,,,,,2,EXW,,,,,,,,,
100,0000000854,5000,EUR,,,,,,3,CIP,,X,,,,,,,
100,0000000050,4000,KRW,,,,,,1,CIP,,,,,,,,,
100,0000001266,1000,CHF,,,,,,1,FOB,,X,,,,,,,
100,0000000996,1000,CNY,,,,,,1,CFR,,,,,,,,,
100,0000001173,4000,BRL,,,,,,2,FCA,,X,,,,,,,
100,0000000234,3000,USD,,,,,,1,FOB,,X,,,,,,,
100,0000001311,1000,GBP,,,,,,2,CFR,,,,,,,,,
100,0000000188,1000,USD,,,,,,,FCA,,,,,,,,,
100,0000000322,4000,GBP,,,,,,,CFR,,X,,,,,,,
100,0000001401,1000,KRW,,,,,,,CIF,,,,,,,,,
100,0000000422,4000,KRW,,,,,,3,FCA,,X,,,,,,,
100,0000001384,2000,AUD,,,,,,2,CIP,,X,,,,,,,
100,0000001228,2000,JPY,,,,,,3,CIF,,,,,,,,,
100,0000001490,1000,CNY,,,,,,,CIP,,X,,,,,,,
100,0000000333,5000,USD,,,,,,1,EXW,,,,,,,,,
100,0000001053,4000,USD,,,,,,3,DAT,,,,,,,,,
100,0000000670,2000,USD,,,,,,3,CPT,,X,,,,,,,
100,0000000369,5000,CHF,,,,,,1,CFR,,,,,,,,,
100,0000001223,4000,BRL,,,,,,3,DAP,,X,,,,,,,
100,0000000464,2000,KRW,,,,,,,EXW,,,,,,,,,
100,0000000405,1000,BRL,,,,,,2,FCA,,,,,,,,,
100,0000000582,2000,BRL,,,,,,,CIF,,,,,,,,,
100,0000001511,1000,AUD,,,,,,1,FOB,,,,,,,,,
100,0000001825,3000,KRW,,,,,,3,CIF,,X,,,,,,,
100,0000000448,5000,CHF,,,,,,1,CIF,,X,,,,,,,
100,0000000149,1000,CHF,,,,,,,FCA,,,,,,,,,
100,0000000058,5000,JPY,,,,,,1,DAP,,,,,,,,,
100,0000001565,5000,CHF,,,,,,2,EXW,,X,,,,,,,
100,0000001236,1000,KRW,,,,,,2,CIF,,X,,,,,,,
100,0000001608,3000,CAD,,,,,,3,CIP,,X,,,,,,,
100,0000001714,1000,CAD,,,,,,3,EXW,,X,,,,,,,
100,0000001767,2000,GBP,,,,,,2,DAP,,X,,,,,,,
100,0000001360,5000,CNY,,,,,,2,CPT,,,,,,,,,
100,0000001718,2000,AUD,,,,,,,FOB,,X,,,,,,,
100,0000001335,4000,CAD,,,,,,,FOB,,,,,,,,,
100,0000000894,5000,BRL,,,,,,,CFR,,X,,,,,,,
100,0000001133,4000,USD,,,,,,3,CIP,,,,,,,,,
100,0000000565,1000,BRL,,,,,,2,EXW,,X,,,,,,,
100,0000000740,2000,CNY,,,,,,1,CFR,,,,,,,,,
100,0000000906,2000,JPY,,,,,,,FOB,,,,,,,,,
100,0000000545,4000,CAD,,,,,,2,FOB,,,,,,,,,
100,0000001817,3000,EUR,,,,,,,EXW,,X,,,,,,,
100,0000001671,3000,USD,,,,,,3,CIF,,X,,,,,,,
100,0000001824,5000,USD,,,,,,3,CPT,,,,,,,,,
100,0000001936,1000,BRL,,,,,,3,DDP,,X,,,,,,,
100,0000000244,2000,EUR,,,,,,1,CFR,,,,,,,,,
100,0000000687,4000,JPY,,,,,,3,CPT,,X,,,,,,,
100,0000001143,4000,KRW,,,,,,,FCA,,X,,,,,,,
100,0000000790,3000,CHF,,,,,,,CPT,,X,,,,,,,
100,0000000515,4000,GBP,,,,,,2,FCA,,X,,,,,,,
100,0000000462,4000,USD,,,,,,2,CIF,,X,,,,,,,
100,0000001844,4000,CHF,,,,,,,CPT,,,,,,,,,
100,0000001539,4000,USD,,,,,,1,EXW,,,,,,,,,
100,0000000789,3000,CAD,,,,,,1,DAP,,,,,,,,,
100,0000001730,5000,CNY,,,,,,1,DAP,,X,,,,,,,
100,0000000586,5000,KRW,,,,,,1,DAP,,,,,,,,,
100,0000000575,2000,CNY,,,,,,,CFR,,X,,,,,,,
100,0000001015,4000,USD,,,,,,1,CPT,,X,,,,,,,
100,0000001907,2000,BRL,,,,,,,DAP,,X,,,,,,,
100,0000000773,1000,AUD,,,,,,1,DAT,,X,,,,,,,
100,0000000865,5000,CHF,,,,,,,CFR,,X,,,,,,,
100,0000000524,3000,CAD,,,,,,2,DDP,,,,,,,,,
100,0000001610,1000,BRL,,,,,,,EXW,,,,,,,,,
100,0000001106,5000,EUR,,,,,,2,FCA,,,,,,,,,
100,0000001704,5000,AUD,,,,,,2,DAP,,,,,,,,,
100,0000000354,5000,KRW,,,,,,,FOB,,,,,,,,,
100,0000001439,5000,BRL,,,,,,1,CIF,,X,,,,,,,
100,0000001504,4000,USD,,,,,,2,CPT,,,,,,,,,
100,0000001236,4000,EUR,,,,,,1,CPT,,X,,,,,,,
100,0000000636,2000,CNY,,,,,,1,FCA,,X,,,,,,,
100,0000001001,2000,CNY,,,,,,2,DAT,,X,,,,,,,
100,0000000889,5000,JPY,,,,,,1,CIP,,,,,,,,,
100,0000001284,1000,CAD,,,,,,3,DAT,,X,,,,,,,
100,0000000588,3000,BRL,,,,,,1,DAT,,,,,,,,,
100,0000001593,5000,AUD,,,,,,,DAT,,,,,,,,,
100,0000000274,2000,USD,,,,,,1,FCA,,X,,,,,,,
100,0000000002,2000,KRW,,,,,,3,DAT,,X,,,,,,,
100,0000000168,1000,CAD,,,,,,,DDP,,,,,,,,,
100,0000001693,5000,EUR,,,,,,,DAP,,,,,,,,,
100,0000001458,1000,JPY,,,,,,3,FOB,,X,,,,,,,
100,0000000733,5000,KRW,,,,,,1,DAP,,,,,,,,,
100,0000000380,4000,BRL,,,,,,2,CIP,,,,,,,,,
100,0000001094,3000,KRW,,,,,,,CIP,,X,,,,,,,
100,0000000548,3000,CAD,,,,,,1,DDP,,X,,,,,,,
100,0000000022,5000,USD,,,,,,3,FOB,,,,,,,,,
100,0000001263,4000,USD,,,,,,,CPT,,,,,,,,,
100,0000000159,3000,CAD,,,,,,1,EXW,,,,,,,,,
100,0000001684,1000,USD,,,,,,3,CFR,,,,,,,,,
100,0000001150,5000,USD,,,,,,1,DAT,,,,,,,,,
100,0000001818,1000,CAD,,,,,,3,FOB,,,,,,,,,
100,0000000974,2000,CAD,,,,,,1,DAT,,,,,,,,,
100,0000000252,3000,CNY,,,,,,2,CIF,,X,,,,,,,
100,0000001123,2000,GBP,,,,,,,DAT,,X,,,,,,,
100,0000001875,5000,GBP,,,,,,,CPT,,,,,,,,,
100,0000001399,4000,AUD,,,,,,,FOB,,X,,,,,,,
100,0000001784,1000,GBP,,,,,,3,CFR,,X,,,,,,,
100,0000000680,5000,EUR,,,,,,3,CIP,,,,,,,,,
100,0000000210,1000,AUD,,,,,,3,EXW,,X,,,,,,,
100,0000000647,1000,AUD,,,,,,1,FOB,,X,,,,,,,
100,0000001723,5000,GBP,,,,,,3,FOB,,X,,,,,,,
100,0000001549,4000,KRW,,,,,,2,FOB,,X,,,,,,,
100,0000000984,1000,GBP,,,,,,2,EXW,,X,,,,,,,
100,0000001490,2000,JPY,,,,,,1,DAT,,,,,,,,,
100,0000000743,5000,AUD,,,,,,1,DAT,,X,,,,,,,
100,0000000005,3000,AUD,,,,,,,FOB,,,,,,,,,
100,0000001369,5000,JPY,,,,,,3,CPT,,,,,,,,,
100,0000000837,5000,GBP,,,,,,2,CFR,,X,,,,,,,
100,0000000164,3000,EUR,,,,,,2,FOB,,,,,,,,,
100,0000000511,5000,USD,,,,,,,CPT,,,,,,,,,
100,0000000180,3000,JPY,,,,,,,EXW,,,,,,,,,
100,0000001631,5000,JPY,,,,,,3,CIF,,X,,,,,,,
100,0000000651,3000,EUR,,,,,,1,CFR,,X,,,,,,,
100,0000001831,3000,CAD,,,,,,2,DDP,,X,,,,,,,
100,0000000071,1000,CAD,,,,,,1,DAT,,,,,,,,,
100,0000001028,5000,USD,,,,,,,DDP,,X,,,,,,,
100,0000000579,2000,BRL,,,,,,1,CPT,,X,,,,,,,
100,0000000817,1000,CAD,,,,,,,FOB,,X,,,,,,,
100,0000000863,5000,USD,,,,,,3,DDP,,,,,,,,,
100,0000001104,4000,AUD,,,,,,2,FCA,,,,,,,,,
100,0000000343,4000,USD,,,,,,2,DAT,,,,,,,,,
100,0000000815,2000,JPY,,,,,,,DAT,,X,,,,,,,
100,0000000194,2000,CNY,,,,,,3,CIP,,X,,,,,,,
100,0000000056,5000,CNY,,,,,,2,DDP,,X,,,,,,,
100,0000000771,4000,EUR,,,,,,,DDP,,,,,,,,,
100,0000000450,4000,CNY,,,,,,3,FOB,,,,,,,,,
100,0000000727,1000,KRW,,,,,,2,FOB,,X,,,,,,,
100,0000001197,5000,BRL,,,,,,,CIP,,X,,,,,,,
100,0000000799,5000,KRW,,,,,,2,CIF,,,,,,,,,
100,0000001457,1000,EUR,,,,,,,CPT,,X,,,,,,,
100,0000000718,3000,CHF,,,,,,2,EXW,,X,,,,,,,
100,0000001725,3000,AUD,,,,,,2,FOB,,,,,,,,,
100,0000000944,1000,CHF,,,,,,3,CIP,,,,,,,,,
100,0000001387,1000,GBP,,,,,,1,CIF,,,,,,,,,
100,0000000970,2000,GBP,,,,,,1,CFR,,,,,,,,,
100,0000001161,2000,GBP,,,,,,1,CIP,,X,,,,,,,
100,0000000396,3000,BRL,,,,,,3,DAP,,X,,,,,,,
100,0000001521,1000,USD,,,,,,3,DDP,,X,,,,,,,
100,0000001054,1000,EUR,,,,,,2,EXW,,X,,,,,,,
100,0000001222,5000,GBP,,,,,,2,CFR,,X,,,,,,,
100,0000001459,4000,CHF,,,,,,2,CIP,,,,,,,,,
100,0000000395,2000,EUR,,,,,,2,DDP,,X,,,,,,,
100,0000000384,3000,CHF,,,,,,1,CIF,,X,,,,,,,
100,0000000285,4000,EUR,,,,,,1,DAT,,,,,,,,,
100,0000000513,4000,CHF,,,,,,,FCA,,X,,,,,,,
100,0000000915,5000,CHF,,,,,,2,FOB,,X,,,,,,,
100,0000001079,5000,CHF,,,,,,3,CIF,,,,,,,,,
100,0000001354,2000,CNY,,,,,,2,FCA,,X,,,,,,,
100,0000001294,5000,USD,,,,,,1,CFR,,,,,,,,,
100,0000000107,2000,USD,,,,,,,CIF,,X,,,,,,,
100,0000000074,5000,KRW,,,,,,1,CFR,,X,,,,,,,
100,0000000456,3000,CHF,,,,,,1,CFR,,,,,,,,,
100,0000000623,2000,CHF,,,,,,2,CFR,,X,,,,,,,
100,0000000674,3000,CHF,,,,,,2,DDP,,,,,,,,,
100,0000000899,3000,CNY,,,,,,3,DAT,,,,,,,,,
100,0000000366,1000,JPY,,,,,,1,FOB,,X,,,,,,,
100,0000000054,2000,BRL,,,,,,2,CFR,,X,,,,,,,
100,0000000216,4000,USD,,,,,,3,EXW,,,,,,,,,
100,0000001772,3000,KRW,,,,,,2,DDP,,,,,,,,,
100,0000000192,3000,EUR,,,,,,1,CIF,,,,,,,,,
100,0000001614,3000,CAD,,,,,,2,CFR,,,,,,,,,
100,0000001295,2000,BRL,,,,,,,DAT,,X,,,,,,,
100,0000001964,2000,KRW,,,,,,1,FCA,,,,,,,,,
100,0000000560,5000,AUD,,,,,,,CIP,,X,,,,,,,
100,0000000899,2000,AUD,,,,,,1,CIP,,X,,,,,,,
100,0000001209,2000,CAD,,,,,,,DAT,,,,,,,,,
100,0000001483,4000,AUD,,,,,,3,CIP,,,,,,,,,
100,0000000312,5000,CHF,,,,,,1,CFR,,X,,,,,,,
100,0000001421,2000,BRL,,,,,,1,FCA,,,,,,,,,
100,0000000069,3000,JPY,,,,,,1,EXW,,,,,,,,,
100,0000001081,2000,JPY,,,,,,,DDP,,X,,,,,,,
100,0000000363,4000,CHF,,,,,,,FCA,,,,,,,,,
100,0000001826,2000,GBP,,,,,,2,EXW,,X,,,,,,,
100,0000001379,2000,BRL,,,,,,3,DAP,,,,,,,,,
100,0000000852,4000,AUD,,,,,,2,CPT,,,,,,,,,
100,0000001471,4000,GBP,,,,,,3,DAP,,,,,,,,,
100,0000000337,5000,KRW,,,,,,1,FOB,,X,,,,,,,
100,0000001146,3000,CHF,,,,,,2,CFR,,,,,,,,,
100,0000001357,5000,GBP,,,,,,,FOB,,X,,,,,,,
100,0000001378,4000,KRW,,,,,,3,CIF,,X,,,,,,,
100,0000001106,5000,CNY,,,,,,2,CPT,,,,,,,,,
100,0000001614,5000,USD,,,,,,1,DAT,,X,,,,,,,
100,0000000424,5000,AUD,,,,,,3,CIF,,,,,,,,,
100,0000001933,5000,CHF,,,,,,2,CIF,,,,,,,,,
100,0000000265,2000,JPY,,,,,,1,DDP,,,,,,,,,
100,0000000297,4000,JPY,,,,,,,CIF,,X,,,,,,,
100,0000001538,3000,CNY,,,,,,2,CPT,,,,,,,,,
100,0000001863,3000,BRL,,,,,,2,FOB,,X,,,,,,,
100,0000000522,2000,BRL,,,,,,2,CPT,,,,,,,,,
100,0000001096,3000,KRW,,,,,,2,FCA,,X,,,,,,,
100,0000000397,5000,KRW,,,,,,2,DAT,,,,,,,,,
100,0000001681,3000,EUR,,,,,,3,FCA,,X,,,,,,,
100,0000000084,1000,USD,,,,,,1,DAP,,,,,,,,,
100,0000000471,3000,GBP,,,,,,1,EXW,,X,,,,,,,
100,0000000428,4000,AUD,,,,,,3,CFR,,,,,,,,,
100,0000001891,3000,GBP,,,,,,,CFR,,X,,,,,,,
100,0000000378,1000,JPY,,,,,,1,DAP,,,,,,,,,
100,0000000072,3000,KRW,,,,,,2,CPT,,X,,,,,,,
100,0000000922,1000,AUD,,,,,,2,FOB,,X,,,,,,,
100,0000001574,2000,CHF,,,,,,,CIF,,,,,,,,,
100,0000001087,5000,GBP,,,,,,,CIP,,X,,,,,,,
100,0000001738,5000,JPY,,,,,,,CIF,,,,,,,,,
100,0000000103,4000,CNY,,,,,,1,CIP,,,,,,,,,
100,0000000424,5000,BRL,,,,,,,DDP,,X,,,,,,,
100,0000000715,2000,CAD,,,,,,2,FCA,,X,,,,,,,
100,0000000252,5000,JPY,,,,,,1,FOB,,,,,,,,,
100,0000000797,2000,AUD,,,,,,,EXW,,X,,,,,,,
100,0000001511,2000,GBP,,,,,,1,CPT,,,,,,,,,
100,0000000913,1000,CNY,,,,,,,DAT,,X,,,,,,,
100,0000001249,4000,JPY,,,,,,1,FOB,,,,,,,,,
100,0000000374,5000,GBP,,,,,,,CFR,,X,,,,,,,
100,0000000009,3000,GBP,,,,,,1,DDP,,,,,,,,,
100,0000000135,1000,BRL,,,,,,2,FOB,,,,,,,,,
100,0000000459,3000,EUR,,,,,,2,CIP,,X,,,,,,,
100,0000000110,3000,CAD,,,,,,2,DDP,,,,,,,,,
100,0000001512,1000,BRL,,,,,,,CFR,,,,,,,,,
100,0000000421,5000,KRW,,,,,,1,CFR,,,,,,,,,
100,0000001964,4000,CAD,,,,,,2,CIP,,,,,,,,,
100,0000001991,2000,USD,,,,,,3,CIF,,X,,,,,,,
100,0000001273,4000,KRW,,,,,,2,CIP,,X,,,,,,,
100,0000001773,3000,EUR,,,,,,3,DDP,,X,,,,,,,
100,0000001701,3000,KRW,,,,,,1,CFR,,,,,,,,,
100,0000001973,5000,BRL,,,,,,,CFR,,X,,,,,,,
100,0000000823,1000,BRL,,,,,,1,CIF,,X,,,,,,,
