MANDT,KUNNR,VKORG,VTWEG,SPART,BZIRK,VKBUR,KDGRP,WAERS,ZTERM,INCO1,INCO2,KVGR1,KVGR2,KVGR3,KVGR4,KVGR5
100,0000001509,1000,20,03,,1435,sT,KRW,NT30,CIP,,,,,,
200,0000000772,2000,20,04,,1061,xT,CNY,NT90,CIF,,,,,,
100,0000000186,2000,10,00,,2860,Ug,USD,0002,DAP,,,,,,
100,0000001423,1000,10,03,,9377,KR,BRL,2/10NET30,DAT,,,,,,
100,0000000077,1000,10,04,,9302,gz,EUR,NT60,FCA,,,,,,
100,0000000857,1000,20,04,,0215,MT,AUD,2/10NET30,DDP,,,,,,
100,0000000110,1000,30,02,,2068,eY,BRL,0003,CIP,,,,,,
100,0000000885,2000,20,02,,2083,Rx,GBP,NT30,FOB,,,,,,
100,0000000596,2000,20,04,,8457,CG,JPY,0003,CPT,,,,,,
100,0000000167,3000,20,01,,6232,Wn,JPY,NT60,CIP,,,,,,
100,0000000861,2000,30,00,,6800,ww,AUD,NT60,FCA,,,,,,
100,0000001266,2000,30,04,,7807,yt,CNY,0001,CIP,,,,,,
100,0000000844,3000,20,00,,2640,MM,CAD,NT30,CIF,,,,,,
100,0000001013,3000,30,01,,1523,vw,JPY,NT30,DAT,,,,,,
100,0000001441,1000,20,03,,6500,BB,AUD,0001,DAT,,,,,,
100,0000000112,1000,30,04,,0652,OW,CAD,NT60,DAP,,,,,,
100,0000000702,3000,10,01,,3897,OD,JPY,0002,FOB,,,,,,
100,0000000699,2000,10,03,,0667,eD,JPY,2/10NET30,CFR,,,,,,
100,0000001692,1000,30,01,,1075,Kl,CHF,0001,CPT,,,,,,
100,0000001404,2000,20,04,,4979,eo,USD,0003,DAP,,,,,,
100,0000000761,2000,20,01,,1211,gs,AUD,0003,CIP,,,,,,
100,0000001328,2000,20,04,,0699,kq,GBP,0002,DDP,,,,,,
100,0000001057,3000,20,00,,8166,SR,CNY,0002,DAP,,,,,,
100,0000000589,1000,30,04,,3676,hu,CHF,0002,CPT,,,,,,
100,0000000290,3000,30,00,,1449,uL,CNY,NT30,DAP,,,,,,
100,0000000521,2000,30,04,,9385,Fg,USD,0003,FOB,,,,,,
100,0000000518,2000,20,02,,0876,uB,BRL,0002,CIP,,,,,,
100,0000000299,3000,30,00,,7438,mL,KRW,NT30,DAP,,,,,,
100,0000000253,1000,20,00,,1918,nG,CNY,0001,DAT,,,,,,
100,0000001163,3000,10,01,,8214,Ke,GBP,0003,CIP,,,,,,
100,0000000360,2000,10,00,,1809,qR,USD,NT90,DAP,,,,,,
100,0000000656,3000,10,02,,2599,ao,JPY,0002,EXW,,,,,,
100,0000000053,1000,10,04,,5978,mv,EUR,NT30,DAP,,,,,,
100,0000000111,1000,10,01,,2592,ei,AUD,NT30,CIP,,,,,,
100,0000000730,2000,10,04,,8267,Vf,CNY,0001,CPT,,,,,,
100,0000000099,3000,30,01,,4607,Lg,AUD,NT90,DAP,,,,,,
100,0000001501,2000,30,01,,5593,tg,BRL,NT30,EXW,,,,,,
100,0000001517,2000,10,01,,5783,ja,KRW,NT60,CFR,,,,,,
100,0000001453,3000,30,04,,7733,Th,CAD,0001,CIF,,,,,,
100,0000000782,2000,20,04,,2966,NT,JPY,0001,CIF,,,,,,
100,0000001480,1000,20,00,,4011,MU,CHF,NT90,EXW,,,,,,
100,0000000865,3000,10,02,,2321,Mu,CNY,NT60,EXW,,,,,,
100,0000000608,3000,20,01,,0691,QP,USD,NT30,DAT,,,,,,
100,0000000579,3000,20,01,,5441,DX,BRL,0003,DDP,,,,,,
100,0000001465,2000,10,00,,6872,dB,KRW,0002,DAT,,,,,,
100,0000000460,3000,30,04,,5781,Yz,KRW,NT30,CPT,,,,,,
100,0000000724,3000,30,02,,0780,FG,JPY,0001,CIP,,,,,,
100,0000001084,3000,20,00,,7944,rb,USD,0003,DDP,,,,,,
100,0000001038,3000,20,04,,2031,YL,CAD,NT60,DAP,,,,,,
100,0000001477,1000,30,02,,2891,Lc,AUD,NT30,CIF,,,,,,
100,0000000978,1000,20,01,,4976,zx,JPY,NT30,EXW,,,,,,
100,0000000684,2000,10,02,,0444,Bo,EUR,0002,FOB,,,,,,
100,0000000284,1000,30,04,,1802,lk,AUD,NT90,FCA,,,,,,
100,0000000591,1000,10,00,,7764,tr,JPY,NT60,CIF,,,,,,
100,0000001044,1000,30,00,,9740,Sj,USD,0003,CIP,,,,,,
100,0000000194,1000,30,04,,0856,rt,CNY,0001,DAP,,,,,,
100,0000000655,3000,10,00,,9962,nb,USD,0001,DAT,,,,,,
100,0000001500,2000,30,01,,1990,fI,CHF,0001,DAP,,,,,,
100,0000001358,2000,10,03,,0272,cb,CAD,NT30,CFR,,,,,,
100,0000001880,1000,10,04,,7750,tm,JPY,NT60,CIF,,,,,,
100,0000000700,2000,10,01,,3502,ZM,JPY,NT30,CIP,,,,,,
100,0000000137,3000,10,04,,6944,ik,CAD,0002,DAT,,,,,,
100,0000001254,3000,10,02,,9952,Jj,EUR,0001,CIP,,,,,,
100,0000001049,3000,10,02,,8936,nK,CAD,0003,CFR,,,,,,
100,0000000683,2000,20,02,,4238,qc,CNY,0003,CIP,,,,,,
100,0000001708,3000,20,03,,0859,Kk,JPY,NT30,CPT,,,,,,
100,0000000350,1000,10,00,,7851,OS,USD,0001,FCA,,,,,,
100,0000000915,1000,20,00,,4351,Az,USD,2/10NET30,DAT,,,,,,
100,0000001515,1000,30,04,,4703,Ko,AUD,0002,CFR,,,,,,
100,0000000831,1000,10,04,,5878,Dn,CNY,0001,DDP,,,,,,
100,0000000984,2000,20,03,,2318,Es,CAD,NT90,DAP,,,,,,
100,0000000574,2000,30,00,,6833,ce,USD,NT90,CPT,,,,,,
100,0000001119,3000,10,00,,9057,VR,JPY,0003,DDP,,,,,,
100,0000000775,2000,10,04,,1568,Xs,GBP,NT90,DAT,,,,,,
100,0000001142,1000,10,01,,2045,To,JPY,0002,CPT,,,,,,
100,0000000911,3000,20,04,,0328,Al,CHF,2/10NET30,CFR,,,,,,
100,0000000063,3000,20,02,,7655,kx,KRW,NT90,CIF,,,,,,
100,0000001936,2000,10,00,,0987,uN,AUD,0002,DAT,,,,,,
100,0000000706,2000,20,03,,6639,Xj,AUD,NT60,DAP,,,,,,
100,0000001986,2000,30,01,,9805,bH,CAD,2/10NET30,FOB,,,,,,
100,0000001001,2000,20,04,,2094,iM,EUR,NT60,CFR,,,,,,
100,0000000507,1000,20,01,,9488,dL,CNY,0003,FOB,,,,,,
100,0000000546,1000,20,02,,4295,YD,EUR,2/10NET30,CFR,,,,,,
100,0000001617,1000,10,02,,2601,yl,GBP,0002,DAP,,,,,,
100,0000001552,2000,10,00,,8831,Ie,USD,NT30,FCA,,,,,,
100,0000001280,1000,20,01,,0678,vr,USD,NT30,CIF,,,,,,
100,0000000469,3000,30,03,,3823,fM,USD,NT90,FOB,,,,,,
100,0000001999,3000,30,00,,8111,iG,CAD,0003,DAT,,,,,,
100,0000001600,2000,30,02,,4555,Mt,CHF,0001,DDP,,,,,,
100,0000001655,3000,30,01,,0502,hu,GBP,0002,DAT,,,,,,
100,0000000472,1000,20,02,,0654,FU,JPY,2/10NET30,CIP,,,,,,
100,0000001407,2000,20,02,,4181,ZR,JPY,0001,DAP,,,,,,
100,0000001895,1000,10,01,,7047,SY,AUD,0002,CIF,,,,,,
100,0000000411,1000,20,02,,4894,qy,BRL,NT60,FCA,,,,,,
100,0000000089,1000,10,04,,1305,uE,CHF,0003,DDP,,,,,,
100,0000001166,3000,10,01,,9070,rO,BRL,0002,DAT,,,,,,
100,0000000028,1000,30,00,,2468,vs,KRW,0003,CIP,,,,,,
100,0000000793,2000,20,03,,7149,IT,BRL,NT90,DDP,,,,,,
100,0000001820,3000,10,03,,1828,rO,AUD,0001,CFR,,,,,,
100,0000001507,1000,20,01,,6793,qO,JPY,2/10NET30,FCA,,,,,,
100,0000001596,1000,30,00,,9544,HH,USD,0001,CIF,,,,,,
100,0000001125,2000,30,03,,0337,aw,AUD,NT60,FCA,,,,,,
100,0000000981,1000,30,03,,2612,Pp,AUD,NT60,CIF,,,,,,
100,0000000280,1000,10,01,,3011,AJ,KRW,0001,CIP,,,,,,
100,0000000160,1000,30,03,,5456,le,JPY,0001,FOB,,,,,,
100,0000001674,2000,10,02,,9090,eI,CAD,2/10NET30,DAT,,,,,,
100,0000000433,3000,30,03,,3512,sM,EUR,NT90,CIP,,,,,,
100,0000001730,3000,20,00,,4723,IJ,AUD,NT60,CIP,,,,,,
100,0000001952,2000,30,01,,4013,sP,JPY,2/10NET30,EXW,,,,,,
100,0000000548,2000,10,00,,0076,GF,KRW,NT60,FCA,,,,,,
100,0000000499,2000,10,01,,4592,sS,EUR,NT90,DAT,,,,,,
100,0000000210,1000,30,04,,9395,vr,USD,NT30,DDP,,,,,,
100,0000001162,1000,10,00,,3310,be,EUR,0003,FCA,,,,,,
100,0000001829,2000,20,04,,6072,Qu,GBP,NT30,FCA,,,,,,
100,0000000473,3000,10,04,,1271,yb,USD,0003,DDP,,,,,,
100,0000001760,3000,20,03,,4569,bG,CNY,2/10NET30,CPT,,,,,,
100,0000001369,2000,10,03,,6429,YD,CAD,0001,DAT,,,,,,
100,0000000350,2000,20,02,,8358,hB,BRL,0001,CIF,,,,,,
100,0000000248,1000,10,03,,8194,cO,BRL,NT90,FCA,,,,,,
100,0000000957,1000,30,02,,7243,Mj,CNY,0002,CIP,,,,,,
100,0000001582,2000,10,01,,9927,ns,KRW,2/10NET30,DDP,,,,,,
100,0000000911,1000,10,03,,3145,Fq,JPY,NT90,CIF,,,,,,
100,0000001721,2000,10,00,,3067,BQ,CAD,NT60,DAP,,,,,,
100,0000001843,1000,30,02,,1383,Th,KRW,NT30,FOB,,,,,,
100,0000001656,2000,30,01,,7031,xM,BRL,NT90,DAP,,,,,,
100,0000000792,2000,10,04,,7324,qO,GBP,NT90,CPT,,,,,,
100,0000001897,2000,10,00,,1199,QJ,AUD,2/10NET30,CPT,,,,,,
100,0000001475,1000,10,04,,6499,sG,GBP,0001,CIF,,,,,,
100,0000000392,1000,20,04,,8670,eC,CAD,2/10NET30,CIF,,,,,,
100,0000001366,2000,30,01,,4472,WS,CNY,0001,FOB,,,,,,
100,0000001663,2000,30,00,,6602,on,CNY,NT30,CIP,,,,,,
100,0000001431,2000,30,01,,5308,tn,CNY,NT60,CIP,,,,,,
100,0000000594,2000,30,03,,1955,Ww,AUD,0002,DAP,,,,,,
100,0000001729,2000,20,04,,4709,yv,KRW,0002,CFR,,,,,,
100,0000001458,3000,10,02,,4907,sj,EUR,NT30,CIP,,,,,,
100,0000001248,1000,10,03,,5457,Xh,EUR,0002,CIP,,,,,,
100,0000001930,3000,10,03,,2243,Vi,BRL,NT90,FOB,,,,,,
100,0000000017,1000,10,00,,0959,xu,GBP,NT60,FOB,,,,,,
100,0000000685,1000,30,01,,8334,kj,JPY,NT30,DAP,,,,,,
100,0000000064,1000,20,00,,4597,ZH,JPY,0003,CIP,,,,,,
100,0000000071,3000,10,00,,9901,YA,USD,NT30,DAT,,,,,,
100,0000001936,1000,10,02,,4354,CU,BRL,0002,DDP,,,,,,
100,0000001793,3000,10,04,,4628,OW,GBP,NT90,CIF,,,,,,
100,0000000070,3000,20,02,,6267,rJ,EUR,NT60,DAP,,,,,,
100,0000000562,3000,30,03,,2648,Nw,CHF,0001,DDP,,,,,,
100,0000001239,3000,20,04,,4328,Rf,BRL,0001,CFR,,,,,,
100,0000001431,1000,30,00,,5125,jk,KRW,0001,EXW,,,,,,
100,0000000161,1000,20,03,,0451,Zg,BRL,NT30,CIP,,,,,,
100,0000001537,3000,20,00,,4171,or,KRW,0002,CIF,,,,,,
100,0000001910,3000,10,04,,7556,tk,USD,2/10NET30,CPT,,,,,,
100,0000001302,3000,20,03,,8200,PO,CAD,NT90,FCA,,,,,,
100,0000001178,1000,30,01,,7390,JA,JPY,0003,DAT,,,,,,
100,0000001833,2000,20,03,,2500,qB,AUD,0003,CPT,,,,,,
100,0000002000,1000,20,00,,0583,QO,USD,2/10NET30,CIP,,,,,,
100,0000001775,2000,30,03,,3501,yy,CNY,0001,FCA,,,,,,
100,0000000136,2000,20,03,,7503,uN,CHF,2/10NET30,DAP,,,,,,
100,0000000187,2000,20,04,,4330,Fr,GBP,2/10NET30,DAT,,,,,,
100,0000001379,2000,20,01,,5438,xH,KRW,NT30,CPT,,,,,,
100,0000001891,2000,10,00,,9710,CR,BRL,2/10NET30,CPT,,,,,,
100,0000000916,3000,10,04,,1123,gE,EUR,NT60,CPT,,,,,,
100,0000001978,2000,30,01,,9715,uA,JPY,2/10NET30,CPT,,,,,,
100,0000000560,3000,20,00,,2326,qg,AUD,0001,CIP,,,,,,
100,0000001448,2000,10,01,,0818,pI,BRL,NT60,DDP,,,,,,
100,0000000309,3000,20,01,,4861,Sg,JPY,NT90,CPT,,,,,,
100,0000000839,2000,20,00,,8408,ct,EUR,2/10NET30,DDP,,,,,,
100,0000000859,1000,30,03,,0338,Jh,EUR,NT60,DAT,,,,,,
100,0000000162,1000,10,04,,2532,vC,GBP,0002,FCA,,,,,,
100,0000000459,1000,20,03,,5695,ET,BRL,0002,FOB,,,,,,
100,0000000382,3000,10,00,,8987,Hs,JPY,0002,DDP,,,,,,
100,0000001749,1000,30,01,,7875,iu,GBP,NT90,CPT,,,,,,
100,0000000701,3000,30,02,,6631,Ms,USD,NT30,FOB,,,,,,
100,0000001121,1000,20,03,,1863,BB,KRW,NT60,DAT,,,,,,
100,0000001524,1000,20,02,,1607,Wr,CAD,0002,FCA,,,,,,
100,0000001392,3000,10,02,,9218,SD,EUR,0002,CFR,,,,,,
100,0000001467,3000,20,00,,3107,mu,KRW,NT30,FCA,,,,,,
100,0000000131,2000,20,01,,7822,KA,CNY,0001,DAT,,,,,,
100,0000000484,2000,30,04,,7590,LB,AUD,NT90,FOB,,,,,,
100,0000000633,2000,30,04,,2725,Ik,USD,NT60,DAT,,,,,,
100,0000000444,1000,20,00,,2729,aj,JPY,NT60,DAT,,,,,,
100,0000000947,2000,20,01,,5281,OM,AUD,0002,CPT,,,,,,
100,0000001891,2000,10,04,,2549,hi,CHF,NT30,DAP,,,,,,
100,0000000860,1000,20,00,,4863,eo,CNY,NT60,FOB,,,,,,
100,0000000619,2000,20,01,,4577,pp,BRL,NT90,CPT,,,,,,
100,0000000306,3000,30,02,,9444,Nv,CHF,NT60,CPT,,,,,,
100,0000001581,3000,20,02,,0105,eD,CNY,NT60,DAT,,,,,,
100,0000000002,2000,30,03,,6388,cG,CNY,NT60,DAP,,,,,,
100,0000000552,3000,20,01,,3200,tI,USD,NT90,EXW,,,,,,
100,0000001280,1000,20,03,,3747,DG,KRW,NT60,DAP,,,,,,
100,0000001580,1000,10,01,,3781,RO,CAD,0001,EXW,,,,,,
100,0000001327,3000,10,04,,2198,Dd,BRL,0002,EXW,,,,,,
100,0000000487,3000,10,04,,3628,Ou,CNY,NT60,FCA,,,,,,
100,0000001430,1000,10,00,,5830,pu,CHF,0003,DAT,,,,,,
100,0000000722,3000,20,03,,2107,uJ,CAD,NT60,DDP,,,,,,
100,0000000724,3000,30,01,,9950,BP,CNY,0002,EXW,,,,,,
100,0000000957,3000,20,01,,2107,dQ,KRW,NT90,CIP,,,,,,
100,0000000170,2000,20,00,,1974,MF,AUD,0002,FCA,,,,,,
100,0000001392,2000,20,00,,1318,wg,BRL,0003,CIF,,,,,,
100,0000000018,1000,10,01,,4507,jA,KRW,NT60,CIF,,,,,,
100,0000001262,3000,10,00,,3403,hL,BRL,0003,EXW,,,,,,
100,0000000548,1000,20,01,,9715,ON,CNY,0001,EXW,,,,,,
100,0000001066,3000,30,01,,9940,Kf,JPY,2/10NET30,CPT,,,,,,
100,0000001652,3000,30,04,,4970,JA,USD,NT90,DAP,,,,,,
100,0000001687,3000,10,01,,6114,lf,AUD,0002,CIP,,,,,,
100,0000000040,1000,20,00,,7217,fn,GBP,NT60,CPT,,,,,,
100,0000001363,1000,20,01,,2684,sb,BRL,2/10NET30,DDP,,,,,,
100,0000001556,3000,10,01,,5210,dP,CHF,0003,DAT,,,,,,
100,0000000825,2000,20,01,,7371,oW,GBP,NT30,EXW,,,,,,
100,0000000852,2000,20,00,,8927,Iq,CNY,0001,DAP,,,,,,
100,0000000871,1000,30,01,,7398,nq,GBP,0003,FOB,,,,,,
100,0000000752,2000,10,01,,2494,TG,CNY,NT30,DAP,,,,,,
100,0000000199,2000,30,01,,6757,WQ,JPY,0002,DDP,,,,,,
100,0000001718,1000,10,04,,0970,EA,BRL,0003,FOB,,,,,,
100,0000001164,2000,30,00,,1680,Fw,USD,0002,FCA,,,,,,
100,0000000708,2000,20,03,,3377,Mf,USD,NT90,FOB,,,,,,
100,0000000211,2000,20,02,,8646,BU,CHF,0002,CFR,,,,,,
100,0000001431,3000,30,01,,5623,Cf,BRL,NT90,FOB,,,,,,
100,0000000001,1000,10,03,,8538,Rc,USD,NT30,CIP,,,,,,
100,0000001831,1000,20,03,,6708,rP,CHF,2/10NET30,FOB,,,,,,
100,0000001811,1000,10,01,,1709,ip,USD,2/10NET30,DDP,,,,,,
100,0000001331,1000,10,04,,3280,KB,JPY,NT90,CIP,,,,,,
100,0000000985,1000,30,00,,5931,lV,CNY,NT30,DAP,,,,,,
100,0000001776,3000,20,02,,8723,we,EUR,0001,DDP,,,,,,
100,0000001078,1000,10,04,,6036,xe,BRL,0001,DDP,,,,,,
100,0000000451,3000,30,01,,8556,ny,KRW,0002,FOB,,,,,,
100,0000001614,1000,30,02,,3654,gj,GBP,NT30,EXW,,,,,,
100,0000000928,1000,20,01,,5256,Nd,GBP,NT30,FOB,,,,,,
100,0000001240,2000,20,01,,4887,XR,USD,NT60,CIF,,,,,,
100,0000001512,2000,30,02,,5553,jK,CAD,NT30,CIP,,,,,,
100,0000000870,2000,20,03,,0333,iW,CHF,NT90,CFR,,,,,,
100,0000001962,3000,20,02,,8148,Jw,CAD,0001,DAP,,,,,,
100,0000001969,1000,10,04,,0619,ns,AUD,NT90,EXW,,,,,,
100,0000000650,2000,30,03,,5218,Om,AUD,0001,CIF,,,,,,
100,0000001997,1000,10,04,,2422,Ng,AUD,NT90,FCA,,,,,,
100,0000001359,1000,10,04,,0115,ao,EUR,NT60,CFR,,,,,,
100,0000001728,2000,30,04,,7114,aY,EUR,0002,DDP,,,,,,
100,0000000292,3000,30,04,,6786,WV,EUR,NT30,CFR,,,,,,
100,0000000436,2000,10,01,,9290,Nz,KRW,NT90,CIF,,,,,,
100,0000000513,1000,10,00,,4800,oC,CNY,0001,FCA,,,,,,
100,0000000620,1000,10,00,,3877,jN,USD,NT60,EXW,,,,,,
100,0000000724,2000,20,01,,5219,ju,CAD,0003,DDP,,,,,,
100,0000000090,1000,30,04,,4207,YY,GBP,0001,CIF,,,,,,
100,0000000617,1000,20,02,,4638,VJ,JPY,0001,DAP,,,,,,
100,0000000105,3000,30,02,,8645,tC,CNY,0002,CFR,,,,,,
100,0000000051,1000,10,02,,4111,Ap,GBP,NT60,CIP,,,,,,
100,0000001387,2000,30,04,,3453,jh,JPY,NT90,DAP,,,,,,
100,0000001590,2000,20,02,,4222,Xo,EUR,NT30,DAT,,,,,,
100,0000000468,2000,20,01,,8100,TG,JPY,0003,FCA,,,,,,
100,0000001840,2000,20,04,,9961,xK,USD,0003,FOB,,,,,,
100,0000000832,3000,20,01,,1346,Ca,BRL,2/10NET30,FCA,,,,,,
100,0000000121,3000,30,03,,0572,od,BRL,NT30,CIP,,,,,,
100,0000001378,3000,30,00,,8787,yB,KRW,NT30,CIP,,,,,,
100,0000001176,3000,10,04,,7196,TZ,JPY,NT30,FCA,,,,,,
100,0000000444,2000,20,00,,0770,Yw,BRL,NT90,FOB,,,,,,
100,0000001927,3000,30,02,,9337,cq,CNY,0003,DAT,,,,,,
100,0000001343,3000,30,00,,8723,jq,CAD,NT60,CFR,,,,,,
100,0000001158,1000,10,03,,0093,gm,JPY,0001,CIP,,,,,,
100,0000000740,3000,10,00,,8183,Nx,USD,0001,FOB,,,,,,
100,0000000138,1000,10,02,,6071,On,GBP,NT90,DAP,,,,,,
100,0000000569,2000,20,02,,3256,If,CNY,0003,CPT,,,,,,
100,0000000421,2000,30,02,,3117,FS,CAD,NT60,DAT,,,,,,
100,0000001282,3000,10,02,,3576,Tw,JPY,0002,DAP,,,,,,
100,0000000090,1000,30,01,,6807,DE,BRL,NT60,CIP,,,,,,
100,0000001890,1000,20,01,,5921,qj,USD,NT30,DAP,,,,,,
100,0000000727,3000,30,00,,5597,Jc,USD,0002,CPT,,,,,,
100,0000001840,1000,20,02,,4033,Ei,CAD,NT30,FOB,,,,,,
100,0000000362,3000,30,04,,3407,Wy,USD,NT30,EXW,,,,,,
100,0000000339,2000,10,03,,7787,DG,AUD,NT30,DAT,,,,,,
100,0000000413,2000,20,01,,5489,Gp,EUR,NT30,CFR,,,,,,
100,0000000959,3000,10,03,,6650,kI,KRW,0002,DAP,,,,,,
100,0000001003,2000,10,01,,8065,kV,CAD,0002,DAP,,,,,,
100,0000001173,3000,30,04,,1093,QZ,JPY,NT90,CFR,,,,,,
100,0000001558,2000,20,04,,4819,Kl,CAD,2/10NET30,CPT,,,,,,
100,0000000051,2000,30,01,,3740,NC,GBP,NT30,EXW,,,,,,
100,0000000597,2000,30,04,,5656,XM,KRW,0003,DAT,,,,,,
100,0000000344,2000,30,01,,8222,QN,USD,0002,CFR,,,,,,
100,0000000348,2000,30,04,,3418,GO,BRL,0003,CPT,,,,,,
100,0000001237,2000,30,04,,5776,Te,BRL,NT60,DDP,,,,,,
100,0000000227,1000,30,02,,1994,ox,BRL,0002,DAP,,,,,,
100,0000000220,3000,20,01,,3958,FX,GBP,NT90,CFR,,,,,,
100,0000001898,3000,30,03,,2485,fu,BRL,NT90,EXW,,,,,,
100,0000000315,2000,30,02,,6181,pD,EUR,0003,CPT,,,,,,
100,0000001108,2000,20,04,,9454,JH,CAD,2/10NET30,CFR,,,,,,
100,0000000844,3000,20,02,,3706,Gc,KRW,0001,CIF,,,,,,
100,0000001207,1000,20,03,,3899,OR,JPY,0002,DAT,,,,,,
100,0000000347,2000,10,01,,5743,uy,BRL,NT60,DDP,,,,,,
100,0000001822,3000,30,02,,7439,zB,JPY,NT30,CIF,,,,,,
100,0000001307,1000,10,01,,4603,Du,KRW,0001,CIF,,,,,,
100,0000002000,2000,20,00,,8763,Kn,BRL,2/10NET30,CFR,,,,,,
100,0000000958,1000,20,02,,9723,kL,KRW,NT90,CIP,,,,,,
100,0000001953,1000,10,03,,2279,wC,USD,0001,FCA,,,,,,
100,0000000995,2000,30,03,,2580,Yn,CHF,0003,CIP,,,,,,
100,0000001787,3000,10,04,,9382,rw,EUR,0001,CIP,,,,,,
100,0000000745,3000,10,01,,8456,va,AUD,NT60,EXW,,,,,,
100,0000000991,2000,30,01,,5485,XM,AUD,0001,CFR,,,,,,
100,0000000626,2000,20,03,,8547,QJ,EUR,2/10NET30,CIF,,,,,,
100,0000001930,3000,10,04,,9615,mE,CNY,0001,FOB,,,,,,
100,0000000925,1000,30,00,,2676,kh,CAD,NT60,FOB,,,,,,
100,0000000986,3000,30,00,,5827,yT,GBP,0003,CIF,,,,,,
100,0000001755,3000,10,01,,6498,aE,CAD,NT90,EXW,,,,,,
100,0000001395,3000,10,04,,5202,PJ,JPY,2/10NET30,CPT,,,,,,
100,0000001100,2000,30,03,,2506,Da,JPY,NT30,CIP,,,,,,
100,0000001370,2000,10,04,,5945,yc,CAD,0002,CIP,,,,,,
100,0000001937,3000,10,03,,8464,cU,USD,2/10NET30,CIF,,,,,,
100,0000000436,3000,20,03,,5518,SH,BRL,NT60,CPT,,,,,,
100,0000000991,1000,20,01,,2648,ul,GBP,0003,DAP,,,,,,
100,0000001476,1000,30,03,,8214,UH,CNY,NT60,CIF,,,,,,
100,0000000022,2000,20,02,,2252,pp,CNY,0001,DDP,,,,,,
100,0000000827,1000,30,01,,9789,Vn,KRW,NT90,CPT,,,,,,
100,0000000454,1000,20,04,,8457,DY,CNY,2/10NET30,DDP,,,,,,
100,0000000071,1000,30,04,,9798,du,CAD,0001,FOB,,,,,,
100,0000001837,2000,30,04,,8962,FO,CHF,0002,FOB,,,,,,
100,0000001486,1000,10,04,,3715,pm,KRW,0001,CPT,,,,,,
100,0000001708,1000,20,04,,5589,MR,CHF,NT30,DDP,,,,,,
100,0000000356,2000,20,03,,1697,ee,BRL,0002,DAP,,,,,,
100,0000000232,3000,20,02,,1393,ig,GBP,NT90,CIP,,,,,,
100,0000001481,3000,10,04,,8633,pO,JPY,NT30,FOB,,,,,,
100,0000001012,3000,20,03,,0343,zj,KRW,2/10NET30,DAP,,,,,,
100,0000000191,2000,10,00,,0815,Cc,CHF,NT30,FOB,,,,,,
100,0000000911,2000,30,01,,5767,sQ,CNY,0003,EXW,,,,,,
100,0000001111,2000,20,01,,2609,gX,CNY,NT90,DAT,,,,,,
100,0000000142,3000,30,01,,5289,ZA,CNY,2/10NET30,CIF,,,,,,
100,0000001682,3000,20,04,,1207,YT,KRW,2/10NET30,FCA,,,,,,
100,0000000440,1000,10,02,,4546,CV,CHF,0003,EXW,,,,,,
100,0000000830,2000,30,04,,4140,Bp,CAD,0003,FOB,,,,,,
100,0000000767,2000,20,00,,1396,wo,GBP,NT60,CIF,,,,,,
100,0000001496,3000,30,00,,0945,yT,CHF,0003,DDP,,,,,,
100,0000000874,2000,20,03,,0120,to,AUD,0002,CIP,,,,,,
100,0000001351,3000,20,03,,0284,eF,CHF,0003,DAT,,,,,,
100,0000000997,1000,20,02,,7823,QB,EUR,NT90,DAP,,,,,,
100,0000000515,2000,20,00,,1521,Tm,CHF,NT90,DDP,,,,,,
100,0000001628,3000,20,02,,5081,su,BRL,NT60,EXW,,,,,,
100,0000001570,3000,10,02,,0501,MR,CAD,2/10NET30,DAT,,,,,,
100,0000001051,2000,30,03,,2795,KE,AUD,2/10NET30,DAT,,,,,,
100,0000001845,2000,30,01,,9959,st,GBP,NT60,DAT,,,,,,
100,0000000104,1000,30,01,,0827,LV,CHF,0001,CFR,,,,,,
100,0000000639,2000,30,02,,5765,UA,EUR,0002,DDP,,,,,,
100,0000001535,3000,20,03,,1410,ur,USD,NT90,FOB,,,,,,
100,0000000335,2000,20,00,,8878,Zo,CNY,0002,CPT,,,,,,
100,0000000388,1000,20,02,,9267,xf,KRW,0003,CIP,,,,,,
100,0000001543,1000,10,02,,9076,Lr,BRL,0003,CFR,,,,,,
100,0000000102,1000,20,02,,3375,tb,GBP,2/10NET30,DAT,,,,,,
100,0000001462,3000,30,01,,8141,mK,CNY,0002,FCA,,,,,,
100,0000000768,3000,20,02,,0258,LF,JPY,NT90,CFR,,,,,,
100,0000000100,3000,20,03,,9169,bi,AUD,0001,CFR,,,,,,
100,0000000470,1000,10,02,,6406,SG,KRW,0003,CIP,,,,,,
100,0000000965,3000,30,01,,5427,qU,CNY,0003,DAP,,,,,,
100,0000001412,3000,10,02,,8473,Nt,AUD,2/10NET30,DDP,,,,,,
100,0000001242,3000,10,03,,0817,wM,GBP,NT30,CPT,,,,,,
100,0000000533,1000,30,04,,6337,zC,AUD,0002,CFR,,,,,,
100,0000000835,1000,30,03,,8025,Zj,USD,0002,DAT,,,,,,
100,0000000137,1000,30,01,,7637,tX,EUR,0001,FOB,,,,,,
100,0000001103,3000,30,03,,5506,Qf,GBP,0002,CFR,,,,,,
100,0000000779,3000,20,03,,9796,Ak,KRW,0002,DAT,,,,,,
100,0000001629,2000,10,04,,1346,Uz,CAD,0001,CIP,,,,,,
100,0000000232,1000,20,00,,3349,Af,GBP,2/10NET30,CFR,,,,,,
100,0000000431,2000,10,02,,5319,lT,AUD,0001,DDP,,,,,,
