PRODUCT_NUMBER,PRODUCT_TYPE,BASE_UNIT,WEIGHT,WEIGHT_UNIT,VOLUME,VOLUME_UNIT,PRODUCT_GROUP,DIVISION,ERDAT
P000001066,ROH,PC,702.523,KG,72.215,CM3,MECH,01,2014-06-02
P000001067,ROH,M3,420.15,KG,76.972,L,MECH,01,2021-04-14
P000001068,HALB,KG,659.257,KG,8.502,CM3,MECH,02,2025-04-04
P000001069,HALB,M,567.283,KG,69.235,L,MECH,03,2011-08-16
P000001070,FERT,EA,725.427,KG,17.776,M3,MECH,02,2011-11-24
P000001071,ROH,M3,456.711,KG,31.259,CM3,MECH,04,2013-01-19
P000001072,ROH,EA,890.868,KG,93.804,M3,MECH,02,2021-12-26
P000001073,HALB,PC,588.999,KG,90.512,M3,MECH,04,2014-09-28
P000001074,NLAG,M3,219.607,KG,39.908,CM3,MECH,03,2015-06-06
P000001075,DIEN,PC,846.532,KG,17.179,M3,MECH,03,2018-12-03
P000001076,NLAG,PC,359.456,KG,50.895,L,MECH,01,2024-04-12
P000001077,ROH,KG,741.711,KG,63.742,M3,MECH,02,2025-08-25
P000001078,FERT,M2,108.608,KG,6.696,M3,MECH,01,2012-04-07
P000001079,ROH,EA,498.894,KG,14.109,CM3,MECH,01,2025-08-28
P000001080,ROH,PC,294.33,KG,32.759,L,MECH,03,2023-12-27
P000001081,NLAG,M3,995.606,KG,31.892,L,MECH,01,2016-02-19
P000001082,NLAG,M2,113.934,KG,95.568,L,MECH,01,2024-03-22
P000001083,ROH,M,818.574,KG,21.373,L,MECH,01,2021-10-15
P000001084,ROH,M2,163.591,KG,14.4,M3,MECH,03,2015-08-01
P000001085,ROH,PC,663.023,KG,72.625,M3,MECH,03,2016-12-02
P000001086,HALB,KG,870.239,KG,36.422,M3,MECH,03,2017-10-22
P000001087,ROH,EA,380.176,KG,42.541,M3,MECH,02,2024-01-18
P000001088,FERT,M3,353.438,KG,25.184,CM3,MECH,03,2013-03-14
P000001089,NLAG,KG,539.321,KG,50.21,L,MECH,02,2015-01-27
P000001090,ROH,M2,926.125,KG,18.189,CM3,MECH,04,2017-02-20
P000001091,FERT,L,828.898,KG,71.693,CM3,MECH,04,2025-06-09
P000001092,ROH,M2,872.516,KG,62.576,M3,MECH,01,2024-07-16
P000001093,ROH,EA,529.504,KG,29.91,M3,MECH,01,2020-12-01
P000001094,ROH,PC,686.455,KG,6.147,M3,MECH,03,2016-01-15
P000001095,HALB,M,722.166,KG,26.968,M3,MECH,01,2016-06-28
P000001096,DIEN,EA,830.186,KG,47.058,L,MECH,01,2024-11-25
P000001097,DIEN,M3,583.306,KG,12.959,L,MECH,01,2022-11-17
P000001098,FERT,M,426.997,KG,53.672,L,MECH,02,2022-10-06
P000001099,ROH,M,399.871,KG,16.73,M3,MECH,03,2022-05-21
P000001100,ROH,L,700.29,KG,47.581,M3,MECH,01,2022-05-23
P000001101,ROH,L,448.92,KG,61.817,M3,MECH,02,2013-12-18
P000001102,DIEN,L,933.977,KG,37.06,CM3,MECH,04,2024-04-03
P000001103,ROH,KG,45.912,KG,2.465,M3,MECH,01,2014-02-25
P000001104,ROH,PC,595.164,KG,99.972,CM3,MECH,01,2012-03-28
P000001105,ROH,EA,786.261,KG,3.568,M3,MECH,01,2017-07-18
P000001106,DIEN,EA,331.831,KG,51.859,CM3,MECH,01,2014-02-10
P000001107,ROH,EA,764.408,KG,83.253,L,MECH,03,2021-03-31
P000001108,FERT,KG,290.518,KG,76.943,CM3,MECH,02,2011-08-03
P000001109,NLAG,M3,659.506,KG,86.249,CM3,MECH,04,2019-03-05
P000001110,FERT,M3,263.996,KG,2.469,M3,MECH,01,2016-10-23
P000001111,NLAG,PC,563.14,KG,77.436,M3,MECH,04,2020-07-25
P000001112,ROH,M2,625.046,KG,77.576,CM3,MECH,02,2013-03-22
P000001113,NLAG,EA,101.421,KG,95.363,CM3,MECH,01,2018-02-16
P000001114,ROH,EA,657.44,KG,59.132,M3,MECH,04,2012-12-09
P000001115,DIEN,M2,176.431,KG,41.966,L,MECH,02,2017-06-03
P000001116,ROH,M2,205.387,KG,71.079,M3,MECH,01,2021-03-15
P000001117,ROH,M,620.06,KG,10.215,CM3,MECH,03,2015-12-05
P000001118,ROH,M3,538.814,KG,75.468,M3,MECH,04,2019-01-04
P000001119,ROH,EA,805.814,KG,90.51,M3,MECH,01,2019-06-26
P000001120,ROH,M2,693.717,KG,24.674,M3,MECH,01,2026-06-12
P000001121,DIEN,EA,921.367,KG,44.915,CM3,MECH,01,2021-11-01
P000001122,ROH,M2,921.053,KG,49.329,CM3,MECH,04,2013-11-25
P000001123,HALB,M3,526.12,KG,13.473,M3,MECH,02,2012-01-23
P000001124,ROH,KG,162.05,KG,10.954,L,MECH,04,2015-09-26
P000001125,HALB,M3,134.558,KG,89.217,L,MECH,02,2024-05-08
P000001126,FERT,M,855.114,KG,24.376,L,MECH,04,2013-02-01
P000001127,HALB,L,558.597,KG,63.872,M3,MECH,01,2014-03-23
P000001128,ROH,M2,485.688,KG,12.164,CM3,MECH,01,2019-11-05
P000001129,ROH,EA,592.408,KG,70.49,L,MECH,01,2016-09-12
P000001130,ROH,EA,625.086,KG,84.146,L,MECH,04,2022-06-16
P000001131,ROH,PC,439.142,KG,65.352,CM3,MECH,03,2025-02-22
P000001132,ROH,M2,721.665,KG,30.262,L,MECH,01,2026-04-04
P000001133,FERT,M2,803.937,KG,38.823,CM3,MECH,04,2014-05-06
P000001134,NLAG,M2,15.582,KG,30.546,CM3,MECH,04,2013-08-26
P000001135,NLAG,PC,724.037,KG,40.207,L,MECH,02,2012-04-14
P000001136,FERT,M,476.714,KG,69.584,L,MECH,02,2013-09-08
P000001137,NLAG,EA,817.215,KG,11.052,M3,MECH,01,2017-11-14
P000001138,FERT,M3,394.729,KG,61.993,CM3,MECH,03,2012-10-28
P000001139,ROH,EA,495.393,KG,4.315,L,MECH,03,2018-05-08
P000001140,ROH,M2,555.972,KG,45.647,CM3,MECH,01,2022-05-09
P000001141,FERT,M,705.119,KG,82.499,M3,MECH,04,2022-06-13
P000001142,NLAG,M,230.972,KG,27.339,M3,MECH,04,2019-08-23
P000001143,ROH,L,139.866,KG,44.372,CM3,MECH,01,2020-06-27
P000001144,ROH,M3,491.279,KG,95.855,CM3,MECH,03,2026-01-01
P000001145,ROH,EA,380.583,KG,50.694,CM3,MECH,04,2016-11-25
P000001146,ROH,M3,235.987,KG,89.37,CM3,MECH,04,2016-02-05
P000001147,ROH,L,711.51,KG,96.959,CM3,MECH,03,2020-12-01
P000001148,ROH,M2,91.843,KG,76.681,CM3,MECH,01,2020-09-05
P000001149,ROH,M2,472.772,KG,79.707,M3,MECH,02,2016-03-15
P000001150,ROH,PC,831.997,KG,70.785,CM3,MECH,04,2016-06-09
P000001151,NLAG,PC,298.624,KG,65.051,CM3,MECH,02,2019-05-22
P000001152,FERT,M3,751.576,KG,82.574,CM3,MECH,01,2021-06-26
P000001153,DIEN,PC,35.797,KG,17.13,M3,MECH,03,2011-07-13
P000001154,ROH,EA,413.732,KG,5.305,CM3,MECH,04,2017-10-15
P000001155,DIEN,M2,97.192,KG,12.64,CM3,MECH,02,2020-06-23
P000001156,ROH,PC,222.231,KG,32.975,M3,MECH,03,2019-06-09
P000001157,ROH,KG,913.352,KG,10.922,L,MECH,04,2015-01-27
P000001158,NLAG,M,850.489,KG,74.056,L,MECH,04,2022-06-05
P000001159,FERT,L,594.549,KG,34.633,M3,MECH,03,2022-08-07
P000001160,ROH,L,852.013,KG,15.148,CM3,MECH,03,2015-04-08
P000001161,FERT,L,184.47,KG,39.818,L,MECH,02,2019-12-18
P000001162,FERT,L,431.111,KG,52.457,L,MECH,02,2019-06-27
P000001163,NLAG,KG,736.624,KG,70.677,L,MECH,04,2023-03-19
P000001164,ROH,EA,89.293,KG,93.291,M3,MECH,03,2024-12-21
P000001165,ROH,M,474.002,KG,68.601,L,MECH,04,2014-01-30
P000001166,ROH,KG,832.623,KG,6.683,L,MECH,02,2023-10-08
P000001167,FERT,M,350.212,KG,91.144,L,MECH,01,2018-05-06
P000001168,ROH,KG,476.642,KG,70.266,M3,MECH,01,2021-02-15
P000001169,DIEN,M3,620.777,KG,27.955,CM3,MECH,03,2016-03-17
P000001170,DIEN,KG,373.812,KG,85.385,L,MECH,01,2022-04-03
P000001171,ROH,EA,907.591,KG,92.06,M3,MECH,04,2014-11-01
P000001172,HALB,M,20.182,KG,90.582,M3,MECH,04,2013-07-21
P000001173,ROH,M,275.371,KG,25.038,CM3,MECH,01,2023-05-27
P000001174,ROH,KG,740.066,KG,95.864,L,MECH,04,2019-05-02
P000001175,DIEN,L,795.563,KG,81.983,M3,MECH,03,2012-04-28
P000001176,HALB,EA,282.725,KG,47.16,L,MECH,03,2022-10-18
P000001177,HALB,M3,643.435,KG,52.169,L,MECH,01,2015-11-12
P000001178,ROH,EA,908.535,KG,81.537,L,MECH,01,2016-11-03
P000001179,FERT,M,137.354,KG,3.554,L,MECH,04,2025-11-22
P000001180,FERT,PC,302.688,KG,55.07,CM3,MECH,04,2024-08-14
P000001181,ROH,EA,366.292,KG,41.962,M3,MECH,01,2017-08-07
P000001182,ROH,EA,42.341,KG,28.594,M3,MECH,03,2019-04-08
P000001183,ROH,M3,696.558,KG,38.047,M3,MECH,01,2016-12-19
P000001184,ROH,EA,161.0,KG,37.581,L,MECH,02,2013-02-08
P000001185,HALB,PC,525.855,KG,32.894,CM3,MECH,04,2026-05-18
P000001186,ROH,EA,406.278,KG,71.96,L,MECH,01,2024-04-10
P000001187,FERT,KG,840.931,KG,87.595,M3,MECH,01,2015-08-04
P000001188,DIEN,M2,903.58,KG,79.367,L,MECH,01,2023-12-27
P000001189,ROH,M3,802.884,KG,95.129,M3,MECH,02,2013-06-07
P000001190,FERT,M3,246.122,KG,15.515,L,MECH,04,2019-03-13
P000001191,ROH,EA,268.6,KG,69.517,M3,MECH,01,2019-04-01
P000001192,ROH,EA,828.836,KG,68.508,M3,MECH,04,2024-05-05
P000001193,NLAG,M3,514.64,KG,87.549,CM3,MECH,01,2021-11-13
P000001194,HALB,M3,795.195,KG,48.206,CM3,MECH,01,2023-04-24
P000001195,FERT,M3,843.197,KG,28.549,L,MECH,03,2018-04-27
P000001196,DIEN,L,544.697,KG,16.885,L,MECH,01,2026-04-01
P000001197,HALB,EA,308.838,KG,57.798,L,MECH,01,2017-06-02
P000001198,ROH,M3,317.622,KG,42.949,L,MECH,02,2012-11-09
P000001199,ROH,L,573.162,KG,35.832,CM3,MECH,03,2013-01-03
P000001200,ROH,L,166.344,KG,66.54,M3,MECH,01,2023-11-03
P000001201,HALB,M3,525.354,KG,21.069,CM3,MECH,03,2019-03-17
P000001202,FERT,M,965.409,KG,24.094,CM3,MECH,04,2011-10-23
P000001203,FERT,M,913.926,KG,49.946,L,MECH,01,2019-02-01
P000001204,ROH,L,877.485,KG,67.902,L,MECH,02,2014-10-07
P000001205,HALB,KG,240.75,KG,20.959,L,MECH,01,2025-12-14
P000001206,ROH,KG,732.634,KG,16.474,M3,MECH,02,2020-12-20
P000001207,NLAG,KG,904.562,KG,49.82,CM3,MECH,01,2017-04-20
P000001208,ROH,M2,530.807,KG,44.286,CM3,MECH,03,2021-08-31
P000001209,DIEN,KG,615.702,KG,60.256,L,MECH,04,2016-04-23
P000001210,ROH,L,79.934,KG,38.774,M3,MECH,01,2015-09-08
P000001211,DIEN,M3,400.232,KG,39.021,L,MECH,01,2024-08-26
P000001212,ROH,EA,57.784,KG,39.228,CM3,MECH,01,2015-07-25
P000001213,DIEN,M,489.404,KG,1.725,CM3,MECH,01,2024-08-02
P000001214,HALB,L,336.558,KG,12.125,L,MECH,01,2022-09-02
P000001215,NLAG,M,302.186,KG,7.33,L,MECH,04,2024-01-23
P000001216,ROH,M2,187.161,KG,55.387,M3,MECH,03,2016-04-02
P000001217,NLAG,M3,546.796,KG,1.493,M3,MECH,01,2021-01-13
P000001218,DIEN,KG,79.51,KG,16.146,CM3,MECH,04,2018-03-26
P000001219,ROH,L,180.695,KG,51.806,CM3,MECH,03,2023-04-05
P000001220,ROH,KG,732.72,KG,28.995,M3,MECH,01,2016-08-17
P000001221,HALB,PC,166.463,KG,60.265,CM3,MECH,01,2020-03-01
P000001222,FERT,EA,390.086,KG,2.283,M3,MECH,01,2013-07-06
P000001223,FERT,PC,587.272,KG,81.244,CM3,MECH,03,2026-04-13
P000001224,HALB,M,745.549,KG,86.595,CM3,MECH,02,2015-05-09
P000001225,ROH,EA,123.43,KG,75.551,M3,MECH,02,2017-09-10
P000001226,HALB,EA,292.385,KG,83.073,L,MECH,02,2021-06-19
P000001227,FERT,EA,112.044,KG,3.842,L,MECH,04,2011-12-15
P000001228,FERT,M,664.357,KG,37.818,M3,MECH,01,2014-09-04
P000001229,HALB,KG,194.495,KG,93.243,L,MECH,04,2022-08-17
P000001230,HALB,KG,348.638,KG,36.443,M3,MECH,04,2011-07-22
P000001231,ROH,PC,742.618,KG,10.122,CM3,MECH,01,2014-04-18
P000001232,FERT,M3,957.394,KG,94.902,M3,MECH,01,2019-10-14
P000001233,ROH,EA,423.287,KG,67.237,M3,MECH,01,2016-04-12
P000001234,NLAG,M,596.917,KG,21.583,L,MECH,03,2011-12-04
P000001235,ROH,M3,463.434,KG,64.802,CM3,MECH,02,2025-09-18
P000001236,HALB,KG,211.683,KG,39.643,CM3,MECH,02,2020-02-07
P000001237,NLAG,M2,620.612,KG,9.608,L,MECH,03,2025-12-27
P000001238,HALB,PC,410.763,KG,67.289,L,MECH,03,2016-09-05
P000001239,ROH,EA,758.415,KG,31.494,M3,MECH,03,2016-01-15
P000001240,ROH,M2,125.871,KG,6.209,CM3,MECH,01,2021-08-26
P000001241,ROH,M3,230.094,KG,81.886,L,MECH,02,2025-03-31
P000001242,ROH,EA,408.747,KG,44.114,L,MECH,01,2023-03-24
P000001243,ROH,EA,710.107,KG,74.461,L,MECH,01,2017-04-30
P000001244,HALB,EA,677.341,KG,75.972,M3,MECH,01,2012-05-29
P000001245,HALB,M3,123.748,KG,67.705,M3,MECH,03,2020-02-28
P000001246,DIEN,EA,640.513,KG,38.741,L,MECH,02,2015-09-05
P000001247,NLAG,EA,954.079,KG,94.082,CM3,MECH,01,2019-02-22
P000001248,NLAG,L,290.455,KG,10.591,L,MECH,01,2013-08-04
P000001249,ROH,KG,150.42,KG,55.999,M3,MECH,04,2014-08-04
P000001250,DIEN,M3,890.647,KG,18.015,CM3,MECH,01,2022-11-02
P000001251,FERT,L,318.486,KG,40.873,M3,MECH,02,2013-06-25
P000001252,FERT,M3,689.06,KG,65.708,L,MECH,04,2024-01-13
P000001253,HALB,EA,733.966,KG,66.413,CM3,MECH,04,2023-02-11
P000001254,ROH,KG,315.406,KG,47.68,M3,MECH,04,2024-11-03
P000001255,NLAG,PC,430.972,KG,72.704,CM3,MECH,01,2018-10-01
P000001256,NLAG,KG,766.779,KG,30.348,L,MECH,01,2016-09-21
P000001257,ROH,M2,284.025,KG,15.147,L,MECH,01,2011-08-01
P000001258,DIEN,EA,90.405,KG,93.13,L,MECH,04,2023-07-26
P000001259,ROH,EA,189.06,KG,16.296,L,MECH,02,2015-02-28
P000001260,HALB,M3,118.085,KG,29.135,CM3,MECH,01,2013-12-24
P000001261,ROH,EA,501.087,KG,69.149,L,MECH,01,2022-02-14
P000001262,ROH,L,830.355,KG,53.709,CM3,MECH,01,2014-03-26
P000001263,ROH,EA,269.436,KG,60.046,M3,MECH,04,2014-08-07
P000001264,ROH,KG,77.479,KG,30.065,CM3,MECH,04,2018-12-09
P000001265,FERT,M3,989.705,KG,91.275,L,MECH,01,2011-11-14
P000001266,HALB,L,557.734,KG,25.462,CM3,MECH,01,2011-10-22
P000001267,ROH,M2,105.174,KG,19.146,L,MECH,01,2011-09-13
P000001268,ROH,EA,476.33,KG,76.445,M3,MECH,03,2017-01-21
P000001269,FERT,L,960.621,KG,49.867,L,MECH,01,2018-01-13
P000001270,ROH,L,734.45,KG,30.28,M3,MECH,03,2023-04-11
P000001271,ROH,L,407.445,KG,4.878,L,MECH,01,2025-12-16
P000001272,ROH,EA,511.366,KG,23.12,L,MECH,04,2013-02-03
P000001273,DIEN,M2,854.293,KG,91.038,M3,MECH,01,2017-07-15
P000001274,ROH,PC,298.2,KG,78.929,L,MECH,03,2013-11-24
P000001275,ROH,L,54.248,KG,61.013,L,MECH,04,2024-02-08
P000001276,HALB,M3,922.744,KG,74.34,L,MECH,01,2022-04-25
P000001277,FERT,L,383.642,KG,2.228,CM3,MECH,01,2013-01-26
P000001278,FERT,PC,692.186,KG,80.044,M3,MECH,04,2014-08-01
P000001279,ROH,L,92.285,KG,55.215,CM3,MECH,01,2012-06-29
P000001280,HALB,L,848.561,KG,76.925,M3,MECH,03,2019-09-28
P000001281,DIEN,PC,777.545,KG,84.956,M3,MECH,02,2015-09-30
P000001282,DIEN,KG,816.187,KG,51.026,CM3,MECH,01,2023-11-03
P000001283,HALB,EA,61.577,KG,14.954,CM3,MECH,01,2019-11-13
P000001284,ROH,L,925.267,KG,42.712,M3,MECH,02,2019-06-12
P000001285,ROH,L,180.541,KG,96.686,M3,MECH,01,2016-05-26
P000001286,ROH,M3,688.731,KG,18.793,L,MECH,01,2014-06-21
P000001287,ROH,EA,511.463,KG,84.041,L,MECH,03,2025-11-09
P000001288,ROH,M2,72.062,KG,49.339,L,MECH,03,2017-10-20
P000001289,ROH,M3,804.712,KG,74.708,L,MECH,03,2020-11-20
P000001290,ROH,KG,26.676,KG,97.713,L,MECH,03,2016-12-16
P000001291,HALB,PC,587.985,KG,57.668,CM3,MECH,01,2021-01-17
P000001292,ROH,PC,996.604,KG,27.675,CM3,MECH,02,2013-01-01
P000001293,HALB,L,497.726,KG,86.706,M3,MECH,01,2015-04-01
P000001294,FERT,M3,174.598,KG,95.822,M3,MECH,01,2022-12-16
P000001295,FERT,M3,156.122,KG,51.089,L,MECH,02,2012-02-28
P000001296,HALB,EA,92.221,KG,53.746,L,MECH,03,2018-12-09
P000001297,ROH,L,167.427,KG,11.789,CM3,MECH,01,2013-06-09
P000001298,ROH,M3,344.858,KG,96.291,M3,MECH,01,2016-07-16
P000001299,FERT,M2,522.985,KG,23.524,L,MECH,01,2022-01-21
P000001300,DIEN,EA,640.379,KG,67.499,L,MECH,03,2021-01-23
P000001301,NLAG,EA,117.053,KG,51.742,L,MECH,02,2017-06-06
P000001302,HALB,M3,760.752,KG,81.784,CM3,MECH,01,2021-04-12
P000001303,FERT,L,285.148,KG,34.338,L,MECH,02,2016-09-22
P000001304,ROH,L,293.505,KG,59.882,CM3,MECH,02,2019-03-08
P000001305,HALB,PC,663.095,KG,11.133,M3,MECH,01,2017-03-30
P000001306,DIEN,M2,173.667,KG,28.939,CM3,MECH,02,2017-12-29
P000001307,NLAG,M3,680.04,KG,23.487,CM3,MECH,04,2012-09-17
P000001308,NLAG,KG,300.342,KG,88.313,M3,MECH,03,2015-06-20
P000001309,HALB,M3,575.563,KG,50.764,L,MECH,01,2021-05-10
P000001310,ROH,M,59.436,KG,6.706,M3,MECH,01,2011-09-19
P000001311,DIEN,EA,38.812,KG,89.567,M3,MECH,04,2024-03-18
P000001312,FERT,M,24.09,KG,6.812,L,MECH,01,2013-03-30
P000001313,FERT,EA,808.75,KG,45.824,M3,MECH,02,2024-04-04
P000001314,FERT,M3,164.106,KG,90.051,L,MECH,02,2013-09-30
P000001315,ROH,M3,569.946,KG,41.176,M3,MECH,01,2024-05-10
P000001316,ROH,M3,146.789,KG,63.982,CM3,MECH,01,2020-08-01
P000001317,FERT,KG,341.634,KG,53.908,CM3,MECH,01,2015-12-19
P000001318,NLAG,M3,95.42,KG,70.158,L,MECH,01,2014-12-11
P000001319,HALB,PC,17.529,KG,97.02,CM3,MECH,04,2022-11-08
P000001320,DIEN,PC,736.445,KG,14.561,M3,MECH,01,2013-07-05
P000001321,NLAG,EA,578.578,KG,4.352,CM3,MECH,01,2016-09-30
P000001322,NLAG,KG,974.482,KG,50.885,L,MECH,03,2021-05-08
P000001323,DIEN,EA,146.356,KG,89.519,M3,MECH,04,2016-06-12
P000001324,ROH,M,576.974,KG,78.114,CM3,MECH,03,2015-03-24
P000001325,DIEN,L,289.771,KG,20.815,CM3,MECH,01,2016-11-22
P000001326,ROH,EA,822.095,KG,25.1,M3,MECH,04,2015-03-29
P000001327,FERT,M,362.604,KG,69.701,L,MECH,01,2016-03-30
P000001328,NLAG,L,595.021,KG,96.047,L,MECH,01,2026-02-27
P000001329,NLAG,EA,718.022,KG,21.143,M3,MECH,04,2022-11-08
P000001330,FERT,EA,225.053,KG,88.89,L,MECH,03,2021-08-20
P000001331,FERT,M3,291.825,KG,97.194,CM3,MECH,04,2015-10-16
P000001332,ROH,M,561.082,KG,31.268,L,MECH,04,2016-03-07
P000001333,HALB,M2,964.952,KG,94.301,M3,MECH,01,2011-12-31
P000001334,FERT,M2,30.16,KG,26.968,L,MECH,03,2018-10-15
P000001335,ROH,EA,881.801,KG,45.672,CM3,MECH,01,2014-10-15
P000001336,ROH,EA,735.031,KG,47.304,CM3,MECH,04,2024-08-08
P000001337,DIEN,M2,846.396,KG,4.546,L,MECH,02,2018-04-11
P000001338,ROH,PC,533.428,KG,35.061,M3,MECH,02,2021-02-27
P000001339,DIEN,M,372.917,KG,11.333,L,MECH,01,2018-04-25
P000001340,DIEN,KG,453.622,KG,9.167,M3,MECH,03,2014-12-29
P000001341,ROH,EA,717.54,KG,58.984,L,MECH,03,2024-05-13
P000001342,DIEN,KG,209.456,KG,91.615,CM3,MECH,02,2011-10-05
P000001343,NLAG,M3,467.629,KG,61.864,CM3,MECH,03,2026-02-27
P000001344,FERT,EA,282.094,KG,35.462,CM3,MECH,01,2021-11-26
P000001345,ROH,M2,941.028,KG,36.124,CM3,MECH,01,2015-03-18
P000001346,ROH,KG,802.862,KG,68.478,L,MECH,01,2018-12-16
P000001347,ROH,EA,875.754,KG,10.471,L,MECH,01,2014-03-12
P000001348,DIEN,M2,719.289,KG,62.108,CM3,MECH,01,2023-04-03
P000001349,ROH,EA,979.443,KG,43.763,M3,MECH,03,2016-01-03
P000001350,HALB,M2,99.441,KG,26.362,CM3,MECH,04,2015-05-22
P000001351,NLAG,M3,391.692,KG,0.552,M3,MECH,04,2022-02-19
P000001352,DIEN,EA,672.24,KG,43.196,M3,MECH,04,2019-02-02
P000001353,ROH,EA,917.963,KG,59.335,M3,MECH,01,2023-04-22
P000001354,ROH,EA,788.009,KG,60.585,M3,MECH,01,2024-12-31
P000001355,ROH,L,191.847,KG,74.024,L,MECH,04,2025-12-15
P000001356,FERT,EA,428.323,KG,31.023,CM3,MECH,01,2017-10-24
P000001357,FERT,M,742.034,KG,31.544,L,MECH,03,2015-03-09
P000001358,FERT,KG,329.471,KG,72.321,M3,MECH,02,2015-02-17
P000001359,ROH,EA,314.717,KG,83.333,L,MECH,03,2022-08-21
P000001360,DIEN,PC,588.125,KG,14.936,M3,MECH,04,2021-09-23
P000001361,ROH,M3,165.487,KG,36.971,M3,MECH,03,2017-03-15
P000001362,ROH,PC,313.674,KG,58.787,M3,MECH,04,2025-01-31
P000001363,DIEN,M3,915.657,KG,69.357,M3,MECH,01,2015-11-02
P000001364,DIEN,L,471.251,KG,14.85,M3,MECH,03,2024-06-03
P000001365,NLAG,M,180.249,KG,42.84,M3,MECH,03,2018-10-25
P000001366,DIEN,M2,303.861,KG,15.223,CM3,MECH,02,2013-03-31
P000001367,FERT,M3,987.988,KG,59.979,M3,MECH,01,2023-01-03
P000001368,ROH,M2,634.609,KG,42.892,M3,MECH,04,2015-09-25
P000001369,ROH,EA,923.777,KG,60.481,CM3,MECH,01,2017-07-09
P000001370,ROH,M,340.331,KG,59.158,L,MECH,04,2026-03-01
P000001371,FERT,PC,389.858,KG,7.663,L,MECH,02,2025-11-25
P000001372,DIEN,EA,85.386,KG,4.945,CM3,MECH,02,2017-01-19
P000001373,ROH,EA,582.708,KG,17.941,M3,MECH,01,2022-01-16
P000001374,ROH,EA,538.372,KG,83.122,L,MECH,01,2024-05-19
P000001375,ROH,PC,413.987,KG,98.528,M3,MECH,02,2015-10-30
P000001376,FERT,EA,75.033,KG,17.21,CM3,MECH,01,2022-03-09
P000001377,ROH,M3,9.213,KG,44.261,CM3,MECH,01,2025-05-15
P000001378,ROH,EA,827.793,KG,64.563,M3,MECH,02,2016-05-06
P000001379,ROH,L,668.553,KG,3.303,L,MECH,01,2014-01-13
P000001380,ROH,M,926.473,KG,13.336,M3,MECH,03,2015-08-31
P000001381,FERT,M3,280.525,KG,33.398,CM3,MECH,04,2025-11-14
P000001382,ROH,EA,765.899,KG,43.049,M3,MECH,02,2017-02-28
P000001383,ROH,M,70.008,KG,0.307,M3,MECH,01,2023-09-15
P000001384,ROH,L,979.98,KG,24.069,CM3,MECH,01,2019-11-21
P000001385,ROH,M,653.084,KG,88.868,M3,MECH,01,2023-06-01
P000001386,ROH,KG,742.408,KG,48.859,L,MECH,03,2022-05-20
P000001387,ROH,M3,547.139,KG,96.958,M3,MECH,03,2013-01-08
P000001388,HALB,PC,702.0,KG,32.174,L,MECH,02,2012-04-28
P000001389,ROH,M,686.843,KG,79.067,M3,MECH,02,2015-04-03
P000001390,DIEN,L,795.352,KG,98.076,M3,MECH,01,2022-04-12
P000001391,DIEN,M3,955.572,KG,72.29,M3,MECH,01,2017-12-26
P000001392,ROH,L,30.786,KG,30.27,L,MECH,04,2022-10-04
P000001393,ROH,L,988.594,KG,94.056,L,MECH,01,2014-11-09
P000001394,ROH,PC,505.209,KG,2.572,L,MECH,01,2023-01-16
P000001395,DIEN,KG,302.486,KG,62.543,CM3,MECH,03,2019-01-27
P000001396,DIEN,EA,639.056,KG,40.926,L,MECH,03,2019-03-20
P000001397,NLAG,M,913.677,KG,32.423,CM3,MECH,03,2014-05-11
P000001398,HALB,L,190.34,KG,9.239,L,MECH,02,2013-08-17
P000001399,HALB,L,211.359,KG,71.301,CM3,MECH,02,2017-01-17
P000001400,ROH,M3,564.495,KG,79.553,CM3,MECH,01,2012-03-30
P000001401,ROH,M3,505.754,KG,94.498,M3,MECH,02,2015-04-07
P000001402,HALB,KG,807.834,KG,76.461,L,MECH,01,2022-12-19
P000001403,ROH,M3,713.196,KG,66.086,M3,MECH,01,2012-08-02
P000001404,HALB,L,317.938,KG,75.527,L,MECH,01,2017-06-29
P000001405,ROH,L,915.606,KG,92.062,M3,MECH,02,2022-10-15
P000001406,NLAG,EA,620.673,KG,58.969,L,MECH,02,2023-05-08
P000001407,DIEN,L,48.932,KG,72.435,L,MECH,04,2020-02-20
P000001408,ROH,L,746.74,KG,36.666,CM3,MECH,02,2021-10-24
P000001409,ROH,M3,44.923,KG,63.806,M3,MECH,01,2024-07-07
P000001410,ROH,M,504.379,KG,61.412,CM3,MECH,02,2019-12-15
P000001411,ROH,M3,110.103,KG,53.728,CM3,MECH,03,2020-06-12
P000001412,HALB,M2,567.107,KG,50.188,CM3,MECH,01,2014-01-17
P000001413,ROH,KG,667.26,KG,94.538,CM3,MECH,01,2025-01-11
P000001414,ROH,M3,247.01,KG,74.847,CM3,MECH,04,2021-08-20
P000001415,DIEN,L,595.904,KG,51.257,CM3,MECH,01,2016-09-08
P000001416,ROH,PC,187.694,KG,55.008,M3,MECH,01,2012-11-20
P000001417,ROH,EA,36.617,KG,41.902,L,MECH,01,2012-10-31
P000001418,ROH,EA,470.243,KG,65.359,L,MECH,01,2025-07-31
P000001419,NLAG,EA,534.401,KG,1.192,CM3,MECH,02,2017-06-30
P000001420,DIEN,M,998.709,KG,23.466,M3,MECH,01,2013-06-20
P000001421,DIEN,EA,370.698,KG,94.099,L,MECH,04,2022-03-01
