PO_NUMBER,VENDOR,COMPANY_CODE,PURCH_ORG,CURRENCY,DOCUMENT_DATE,STATUS
0200003690,0000001070,3000,PO01,USD,2030-03-01,OPEN
0200003691,0000000439,5000,PO02,USD,2030-03-01,OPEN
0200003693,0000001597,1000,PO01,USD,2030-03-03,OPEN
0200003695,0000001862,2000,PO01,USD,2030-03-07,OPEN
0200003696,0000000693,5000,PO01,USD,2030-03-08,OPEN
0200003697,0000001268,5000,PO02,USD,2030-03-10,OPEN
0200003699,0000001011,5000,PO02,USD,2030-03-14,OPEN
0200003700,0000001138,3000,PO03,USD,2030-03-15,OPEN
0200003701,0000000078,1000,PO02,USD,2030-03-15,OPEN
0200003702,0000000568,1000,PO02,USD,2030-03-16,OPEN
0200003703,0000001220,2000,PO03,USD,2030-03-18,OPEN
0200003704,0000000004,2000,PO01,USD,2030-03-21,OPEN
0200003706,0000001073,5000,PO02,USD,2030-03-23,OPEN
0200003710,0000001246,5000,PO02,USD,2030-03-26,OPEN
0200003711,0000000399,4000,PO03,USD,2030-03-28,OPEN
0200003713,0000001531,3000,PO02,USD,2030-03-31,OPEN
0200003714,0000001421,1000,PO01,USD,2030-03-31,OPEN
0200003716,0000000534,5000,PO02,USD,2030-04-01,OPEN
0200003718,0000001976,1000,PO01,USD,2030-04-02,OPEN
0200003719,0000000238,5000,PO02,USD,2030-04-02,OPEN
0200003721,0000001838,4000,PO01,USD,2030-04-04,OPEN
0200003723,0000000342,4000,PO02,USD,2030-04-06,OPEN
0200003724,0000001312,2000,PO03,USD,2030-04-09,OPEN
0200003726,0000000570,5000,PO02,USD,2030-04-10,OPEN
0200003727,0000001513,1000,PO02,USD,2030-04-11,OPEN
0200003732,0000001303,4000,PO03,USD,2030-04-24,OPEN
0200003733,0000000691,3000,PO02,USD,2030-04-27,OPEN
0200003735,0000001428,1000,PO02,USD,2030-05-03,OPEN
0200003736,0000000286,3000,PO03,USD,2030-05-04,OPEN
0200003737,0000000191,1000,PO02,USD,2030-05-04,OPEN
0200003739,0000000465,1000,PO01,USD,2030-05-04,OPEN
0200003740,0000000858,3000,PO01,USD,2030-05-05,OPEN
0200003742,0000000028,5000,PO02,USD,2030-05-05,OPEN
0200003745,0000000887,3000,PO02,USD,2030-05-08,OPEN
0200003747,0000000254,4000,PO03,USD,2030-05-13,OPEN
0200003748,0000001056,3000,PO01,USD,2030-05-13,OPEN
0200003749,0000000133,4000,PO01,USD,2030-05-13,OPEN
0200003751,0000000155,4000,PO02,USD,2030-05-15,OPEN
0200003752,0000000413,5000,PO02,USD,2030-05-15,OPEN
0200003753,0000000876,3000,PO02,USD,2030-05-18,OPEN
0200003754,0000000174,3000,PO01,USD,2030-05-18,OPEN
0200003756,0000000401,3000,PO02,USD,2030-05-21,OPEN
0200003758,0000001413,2000,PO03,USD,2030-05-27,OPEN
0200003761,0000000150,4000,PO02,USD,2030-06-05,OPEN
0200003764,0000001024,2000,PO03,USD,2030-06-12,OPEN
0200003765,0000000138,1000,PO02,USD,2030-06-12,OPEN
0200003766,0000000495,4000,PO02,USD,2030-06-13,OPEN
0200003768,0000000581,4000,PO03,USD,2030-06-17,OPEN
0200003769,0000001982,3000,PO02,USD,2030-06-18,OPEN
0200003771,0000000952,3000,PO02,USD,2030-06-24,OPEN
0200003772,0000001327,1000,PO02,USD,2030-06-26,OPEN
0200003773,0000000949,4000,PO01,USD,2030-06-26,OPEN
0200003774,0000000697,5000,PO03,USD,2030-06-29,OPEN
0200003775,0000001817,3000,PO02,USD,2030-06-29,OPEN
0200003776,0000000704,2000,PO01,USD,2030-07-01,OPEN
0200003778,0000000304,1000,PO02,USD,2030-07-05,OPEN
0200003779,0000000361,5000,PO02,USD,2030-07-06,OPEN
0200003780,0000001924,2000,PO02,USD,2030-07-09,OPEN
0200003782,0000000050,2000,PO02,USD,2030-07-11,OPEN
0200003783,0000001010,5000,PO01,USD,2030-07-12,OPEN
0200003784,0000001552,1000,PO03,USD,2030-07-12,OPEN
0200003785,0000001437,5000,PO02,USD,2030-07-14,OPEN
0200003787,0000001076,3000,PO01,USD,2030-07-17,OPEN
0200003788,0000000177,1000,PO01,USD,2030-07-18,OPEN
0200003789,0000000572,3000,PO02,USD,2030-07-18,OPEN
0200003791,0000001433,2000,PO03,USD,2030-07-24,OPEN
0200003792,0000000555,1000,PO02,USD,2030-07-26,OPEN
0200003793,0000000293,2000,PO01,USD,2030-07-28,OPEN
0200003795,0000001309,1000,PO01,USD,2030-07-31,OPEN
0200003797,0000001932,3000,PO02,USD,2030-08-05,OPEN
0200003798,0000000542,5000,PO03,USD,2030-08-06,OPEN
0200003799,0000001396,1000,PO01,USD,2030-08-06,OPEN
0200003801,0000000465,3000,PO02,USD,2030-08-07,OPEN
0200003805,0000000248,3000,PO03,USD,2030-08-10,OPEN
0200003806,0000001034,1000,PO02,USD,2030-08-10,OPEN
0200003807,0000000982,1000,PO03,USD,2030-08-12,OPEN
0200003808,0000001119,3000,PO02,USD,2030-08-13,OPEN
0200003810,0000001809,4000,PO02,USD,2030-08-15,OPEN
0200003811,0000001740,3000,PO01,USD,2030-08-15,OPEN
0200003813,0000001942,5000,PO02,USD,2030-08-18,OPEN
0200003815,0000001802,3000,PO03,USD,2030-08-23,OPEN
0200003816,0000001387,5000,PO03,USD,2030-08-25,OPEN
0200003818,0000001750,1000,PO01,USD,2030-08-28,OPEN
0200003821,0000001124,5000,PO01,USD,2030-08-30,OPEN
0200003822,0000000186,5000,PO02,USD,2030-09-02,OPEN
0200003824,0000000463,4000,PO01,USD,2030-09-04,OPEN
0200003825,0000000973,5000,PO02,USD,2030-09-07,OPEN
0200003827,0000001500,1000,PO02,USD,2030-09-12,OPEN
0200003828,0000001020,4000,PO03,USD,2030-09-14,OPEN
0200003829,0000001594,3000,PO03,USD,2030-09-15,OPEN
0200003831,0000001726,4000,PO03,USD,2030-09-20,OPEN
0200003833,0000000635,1000,PO03,USD,2030-09-26,OPEN
0200003834,0000001512,5000,PO02,USD,2030-09-28,OPEN
0200003836,0000001050,5000,PO03,USD,2030-09-29,OPEN
0200003837,0000001779,1000,PO02,USD,2030-10-01,OPEN
0200003839,0000001002,4000,PO02,USD,2030-10-04,OPEN
0200003840,0000000278,3000,PO02,USD,2030-10-04,OPEN
0200003842,0000000622,1000,PO02,USD,2030-10-08,OPEN
0200003843,0000000849,1000,PO03,USD,2030-10-09,OPEN
0200003844,0000000246,5000,PO02,USD,2030-10-12,OPEN
0200003846,0000000081,1000,PO03,USD,2030-10-13,OPEN
0200003847,0000001147,2000,PO02,USD,2030-10-15,OPEN
0200003848,0000001611,3000,PO02,USD,2030-10-18,OPEN
0200003849,0000001441,5000,PO01,USD,2030-10-21,OPEN
0200003850,0000000677,4000,PO02,USD,2030-10-22,OPEN
0200003851,0000001042,1000,PO03,USD,2030-10-22,OPEN
0200003852,0000001506,2000,PO02,USD,2030-10-22,OPEN
0200003853,0000000627,1000,PO02,USD,2030-10-23,OPEN
0200003854,0000001961,5000,PO02,USD,2030-10-26,OPEN
0200003855,0000001544,5000,PO01,USD,2030-10-29,OPEN
0200003857,0000000306,5000,PO02,USD,2030-10-30,OPEN
0200003859,0000001322,3000,PO02,USD,2030-11-02,OPEN
0200003861,0000000031,5000,PO01,USD,2030-11-06,OPEN
0200003862,0000001427,5000,PO01,USD,2030-11-08,OPEN
0200003863,0000000384,2000,PO02,USD,2030-11-08,OPEN
0200003864,0000000719,4000,PO03,USD,2030-11-11,OPEN
0200003865,0000001876,3000,PO03,USD,2030-11-11,OPEN
0200003866,0000000847,1000,PO03,USD,2030-11-11,OPEN
0200003867,0000000858,4000,PO02,USD,2030-11-13,OPEN
0200003868,0000001154,4000,PO03,USD,2030-11-16,OPEN
0200003869,0000000325,3000,PO02,USD,2030-11-16,OPEN
0200003871,0000000166,3000,PO02,USD,2030-11-19,OPEN
0200003872,0000000199,2000,PO02,USD,2030-11-20,OPEN
0200003873,0000001142,1000,PO02,USD,2030-11-21,OPEN
0200003874,0000001747,5000,PO02,USD,2030-11-21,OPEN
0200003875,0000000794,4000,PO01,USD,2030-11-24,OPEN
0200003876,0000001731,4000,PO03,USD,2030-11-27,OPEN
0200003877,0000001139,1000,PO02,USD,2030-11-29,OPEN
0200003878,0000001093,2000,PO01,USD,2030-11-29,OPEN
0200003879,0000000363,3000,PO03,USD,2030-11-30,OPEN
0200003880,0000001031,1000,PO01,USD,2030-11-30,OPEN
0200003881,0000000682,3000,PO02,USD,2030-12-01,OPEN
0200003883,0000001867,3000,PO02,USD,2030-12-04,OPEN
0200003884,0000001688,2000,PO01,USD,2030-12-05,OPEN
0200003885,0000001630,2000,PO03,USD,2030-12-08,OPEN
0200003886,0000001680,3000,PO01,USD,2030-12-10,OPEN
0200003888,0000000123,5000,PO03,USD,2030-12-15,OPEN
0200003889,0000000471,2000,PO02,USD,2030-12-18,OPEN
0200003890,0000001275,3000,PO02,USD,2030-12-19,OPEN
0200003891,0000000287,3000,PO03,USD,2030-12-21,OPEN
0200003894,0000001926,5000,PO02,USD,2030-12-25,OPEN
0200003895,0000000920,1000,PO02,USD,2030-12-26,OPEN
0200003897,0000001861,2000,PO02,USD,2030-12-31,OPEN
0200003900,0000001630,5000,PO02,USD,2031-01-04,OPEN
0200003902,0000001194,3000,PO01,USD,2031-01-09,OPEN
0200003903,0000000028,3000,PO02,USD,2031-01-09,OPEN
0200003904,0000000823,4000,PO01,USD,2031-01-10,OPEN
0200003905,0000000896,1000,PO02,USD,2031-01-10,OPEN
0200003906,0000001617,4000,PO03,USD,2031-01-10,OPEN
0200003908,0000000577,2000,PO03,USD,2031-01-16,OPEN
0200003910,0000001634,1000,PO02,USD,2031-01-20,OPEN
0200003913,0000000697,4000,PO02,USD,2031-01-26,OPEN
0200003915,0000001538,2000,PO02,USD,2031-01-27,OPEN
0200003917,0000000336,4000,PO03,USD,2031-01-29,OPEN
0200003920,0000001207,1000,PO01,USD,2031-02-01,OPEN
0200003921,0000001280,1000,PO02,USD,2031-02-02,OPEN
0200003923,0000001132,5000,PO03,USD,2031-02-05,OPEN
0200003925,0000000998,4000,PO03,USD,2031-02-11,OPEN
0200003926,0000000823,5000,PO03,USD,2031-02-12,OPEN
0200003929,0000000268,4000,PO02,USD,2031-02-15,OPEN
0200003931,0000001601,2000,PO02,USD,2031-02-17,OPEN
0200003932,0000000501,5000,PO03,USD,2031-02-17,OPEN
0200003934,0000001067,5000,PO02,USD,2031-02-20,OPEN
0200003937,0000001251,1000,PO02,USD,2031-02-25,OPEN
0200003938,0000000572,4000,PO01,USD,2031-02-26,OPEN
0200003939,0000001968,2000,PO01,USD,2031-02-28,OPEN
0200003940,0000000722,1000,PO02,USD,2031-03-03,OPEN
0200003941,0000000387,5000,PO02,USD,2031-03-05,OPEN
0200003942,0000001162,3000,PO01,USD,2031-03-08,OPEN
0200003944,0000000162,4000,PO03,USD,2031-03-09,OPEN
0200003945,0000000722,3000,PO02,USD,2031-03-10,OPEN
0200003946,0000001772,5000,PO02,USD,2031-03-13,OPEN
0200003947,0000001658,1000,PO02,USD,2031-03-16,OPEN
0200003948,0000000131,3000,PO03,USD,2031-03-19,OPEN
0200003950,0000001724,3000,PO01,USD,2031-03-23,OPEN
0200003951,0000000829,3000,PO02,USD,2031-03-24,OPEN
0200003952,0000001424,2000,PO01,USD,2031-03-26,OPEN
0200003954,0000000115,5000,PO03,USD,2031-03-27,OPEN
0200003956,0000001029,1000,PO02,USD,2031-03-29,OPEN
0200003958,0000000623,5000,PO01,USD,2031-04-02,OPEN
0200003959,0000001427,1000,PO03,USD,2031-04-05,OPEN
0200003960,0000000688,4000,PO02,USD,2031-04-08,OPEN
0200003962,0000001045,1000,PO02,USD,2031-04-11,OPEN
0200003963,0000001294,4000,PO03,USD,2031-04-12,OPEN
0200003965,0000000931,5000,PO02,USD,2031-04-16,OPEN
0200003966,0000000924,3000,PO03,USD,2031-04-17,OPEN
0200003967,0000001237,2000,PO03,USD,2031-04-19,OPEN
0200003969,0000001503,5000,PO03,USD,2031-04-19,OPEN
0200003970,0000000019,1000,PO01,USD,2031-04-21,OPEN
0200003973,0000000843,4000,PO01,USD,2031-04-25,OPEN
0200003975,0000000317,2000,PO02,USD,2031-04-28,OPEN
0200003976,0000001620,1000,PO01,USD,2031-05-01,OPEN
0200003977,0000000250,4000,PO01,USD,2031-05-02,OPEN
0200003980,0000001348,3000,PO01,USD,2031-05-07,OPEN
0200003981,0000001719,4000,PO02,USD,2031-05-10,OPEN
0200003982,0000000555,3000,PO02,USD,2031-05-13,OPEN
0200003984,0000000939,1000,PO01,USD,2031-05-19,OPEN
0200003986,0000000790,2000,PO02,USD,2031-05-20,OPEN
0200003987,0000000132,5000,PO01,USD,2031-05-21,OPEN
0200003988,0000000077,4000,PO02,USD,2031-05-21,OPEN
0200003989,0000000911,4000,PO02,USD,2031-05-22,OPEN
0200003993,0000001942,5000,PO03,USD,2031-05-24,OPEN
0200003994,0000001776,1000,PO02,USD,2031-05-24,OPEN
0200003997,0000000573,4000,PO02,USD,2031-05-31,OPEN
0200003998,0000001849,3000,PO02,USD,2031-05-31,OPEN
0200004000,0000001745,5000,PO01,USD,2031-06-01,OPEN
0200004002,0000001963,3000,PO03,USD,2031-06-07,OPEN
0200004003,0000000792,5000,PO02,USD,2031-06-08,OPEN
0200004005,0000000784,3000,PO02,USD,2031-06-13,OPEN
0200004006,0000000893,4000,PO01,USD,2031-06-16,OPEN
0200004007,0000000062,1000,PO01,USD,2031-06-17,OPEN
0200004009,0000001890,5000,PO02,USD,2031-06-22,OPEN
0200004012,0000001947,1000,PO02,USD,2031-06-26,OPEN
0200004013,0000000115,4000,PO03,USD,2031-06-26,OPEN
0200004014,0000001705,3000,PO02,USD,2031-06-28,OPEN
0200004015,0000001688,5000,PO03,USD,2031-06-29,OPEN
0200004016,0000001875,4000,PO01,USD,2031-06-29,OPEN
0200004018,0000000701,2000,PO02,USD,2031-06-30,OPEN
0200004019,0000001641,3000,PO01,USD,2031-07-01,OPEN
0200004020,0000000728,1000,PO01,USD,2031-07-02,OPEN
0200004021,0000000004,1000,PO01,USD,2031-07-04,OPEN
0200004023,0000001908,4000,PO02,USD,2031-07-05,OPEN
0200004024,0000000805,3000,PO03,USD,2031-07-07,OPEN
0200004025,0000000948,4000,PO02,USD,2031-07-10,OPEN
0200004026,0000001976,2000,PO02,USD,2031-07-13,OPEN
0200004029,0000001716,3000,PO02,USD,2031-07-19,OPEN
0200004030,0000001238,2000,PO02,USD,2031-07-20,OPEN
0200004031,0000000688,3000,PO03,USD,2031-07-20,OPEN
0200004032,0000000444,2000,PO02,USD,2031-07-21,OPEN
0200004034,0000001975,4000,PO02,USD,2031-07-23,OPEN
0200004035,0000001905,4000,PO02,USD,2031-07-23,OPEN
0200004036,0000001251,4000,PO03,USD,2031-07-26,OPEN
0200004039,0000000447,5000,PO03,USD,2031-08-02,OPEN
0200004040,0000001064,1000,PO02,USD,2031-08-02,OPEN
0200004042,0000000812,3000,PO02,USD,2031-08-05,OPEN
0200004044,0000001068,3000,PO01,USD,2031-08-09,OPEN
0200004045,0000001482,3000,PO02,USD,2031-08-12,OPEN
0200004047,0000000147,2000,PO03,USD,2031-08-16,OPEN
0200004048,0000000852,5000,PO01,USD,2031-08-19,OPEN
0200004051,0000001778,3000,PO02,USD,2031-08-25,OPEN
0200004052,0000001136,4000,PO02,USD,2031-08-27,OPEN
0200004054,0000001124,3000,PO02,USD,2031-08-30,OPEN
0200004055,0000000678,3000,PO01,USD,2031-09-01,OPEN
0200004056,0000001168,1000,PO02,USD,2031-09-01,OPEN
0200004057,0000000267,5000,PO01,USD,2031-09-03,OPEN
0200004058,0000001475,2000,PO01,USD,2031-09-05,OPEN
0200004060,0000000861,1000,PO01,USD,2031-09-09,OPEN
0200004061,0000000832,3000,PO03,USD,2031-09-12,OPEN
0200004062,0000001832,1000,PO02,USD,2031-09-15,OPEN
0200004064,0000001603,4000,PO01,USD,2031-09-16,OPEN
0200004066,0000001726,2000,PO02,USD,2031-09-18,OPEN
0200004067,0000000460,2000,PO03,USD,2031-09-19,OPEN
0200004068,0000000907,4000,PO02,USD,2031-09-20,OPEN
0200004071,0000001612,1000,PO03,USD,2031-09-24,OPEN
0200004072,0000001698,3000,PO02,USD,2031-09-24,OPEN
0200004073,0000000354,4000,PO03,USD,2031-09-27,OPEN
0200004074,0000001726,3000,PO02,USD,2031-09-29,OPEN
0200004075,0000001331,1000,PO01,USD,2031-10-01,OPEN
0200004076,0000000951,4000,PO03,USD,2031-10-02,OPEN
0200004077,0000001423,1000,PO03,USD,2031-10-04,OPEN
0200004078,0000000907,3000,PO01,USD,2031-10-06,OPEN
0200004079,0000000162,4000,PO02,USD,2031-10-09,OPEN
0200004082,0000000516,1000,PO03,USD,2031-10-14,OPEN
0200004084,0000001543,4000,PO01,USD,2031-10-18,OPEN
0200004086,0000001795,5000,PO01,USD,2031-10-20,OPEN
0200004088,0000000357,5000,PO01,USD,2031-10-23,OPEN
0200004089,0000001979,3000,PO02,USD,2031-10-24,OPEN
0200004091,0000000930,5000,PO01,USD,2031-10-26,OPEN
0200004092,0000001945,3000,PO02,USD,2031-10-27,OPEN
0200004093,0000001219,4000,PO02,USD,2031-10-28,OPEN
0200004094,0000000740,2000,PO02,USD,2031-10-30,OPEN
0200004096,0000000471,3000,PO02,USD,2031-11-02,OPEN
0200004098,0000001350,5000,PO01,USD,2031-11-04,OPEN
0200004099,0000000019,3000,PO03,USD,2031-11-07,OPEN
0200004101,0000001795,3000,PO02,USD,2031-11-11,OPEN
0200004102,0000000534,1000,PO03,USD,2031-11-13,OPEN
0200004103,0000000824,5000,PO01,USD,2031-11-13,OPEN
0200004104,0000001406,5000,PO02,USD,2031-11-13,OPEN
0200004106,0000000589,5000,PO02,USD,2031-11-16,OPEN
0200004108,0000001168,5000,PO03,USD,2031-11-19,OPEN
0200004109,0000001493,3000,PO02,USD,2031-11-22,OPEN
0200004110,0000000699,4000,PO02,USD,2031-11-22,OPEN
0200004111,0000001883,3000,PO02,USD,2031-11-25,OPEN
0200004112,0000000329,2000,PO02,USD,2031-11-27,OPEN
0200004113,0000000848,4000,PO03,USD,2031-11-28,OPEN
0200004114,0000001092,2000,PO03,USD,2031-11-29,OPEN
0200004115,0000000724,5000,PO01,USD,2031-11-30,OPEN
0200004116,0000001248,2000,PO02,USD,2031-12-03,OPEN
0200004118,0000001517,1000,PO02,USD,2031-12-05,OPEN
0200004120,0000000583,5000,PO02,USD,2031-12-09,OPEN
0200004122,0000000017,4000,PO02,USD,2031-12-13,OPEN
0200004124,0000001018,4000,PO02,USD,2031-12-17,OPEN
0200004126,0000000708,5000,PO01,USD,2031-12-19,OPEN
0200004129,0000001211,5000,PO02,USD,2031-12-23,OPEN
0200004130,0000001801,3000,PO01,USD,2031-12-25,OPEN
0200004131,0000001883,3000,PO02,USD,2031-12-27,OPEN
0200004132,0000001425,5000,PO01,USD,2031-12-27,OPEN
0200004134,0000000775,4000,PO03,USD,2031-12-30,OPEN
0200004135,0000001660,4000,PO01,USD,2031-12-31,OPEN
0200004137,0000000489,2000,PO02,USD,2032-01-05,OPEN
0200004140,0000001922,4000,PO02,USD,2032-01-07,OPEN
0200004141,0000001264,1000,PO03,USD,2032-01-10,OPEN
0200004143,0000000491,1000,PO02,USD,2032-01-10,OPEN
0200004144,0000001698,3000,PO03,USD,2032-01-12,OPEN
0200004145,0000000877,2000,PO01,USD,2032-01-14,OPEN
0200004146,0000000742,2000,PO02,USD,2032-01-14,OPEN
0200004148,0000000450,4000,PO02,USD,2032-01-18,OPEN
0200004149,0000001034,5000,PO02,USD,2032-01-21,OPEN
0200004150,0000000370,2000,PO01,USD,2032-01-23,OPEN
0200004152,0000001748,1000,PO02,USD,2032-01-23,OPEN
0200004153,0000000215,5000,PO02,USD,2032-01-23,OPEN
0200004154,0000001891,4000,PO02,USD,2032-01-25,OPEN
0200004158,0000000033,4000,PO02,USD,2032-01-30,OPEN
0200004159,0000000061,2000,PO03,USD,2032-02-01,OPEN
0200004160,0000000056,4000,PO02,USD,2032-02-01,OPEN
0200004162,0000001941,2000,PO02,USD,2032-02-03,OPEN
0200004163,0000001833,1000,PO01,USD,2032-02-05,OPEN
0200004164,0000000919,5000,PO02,USD,2032-02-07,OPEN
0200004165,0000000966,4000,PO02,USD,2032-02-10,OPEN
0200004166,0000000896,2000,PO02,USD,2032-02-13,OPEN
0200004168,0000001727,4000,PO02,USD,2032-02-13,OPEN
0200004169,0000001318,2000,PO02,USD,2032-02-14,OPEN
0200004171,0000000779,4000,PO02,USD,2032-02-19,OPEN
0200004172,0000000075,2000,PO03,USD,2032-02-20,OPEN
0200004173,0000001997,2000,PO02,USD,2032-02-21,OPEN
0200004174,0000001763,3000,PO02,USD,2032-02-23,OPEN
0200004175,0000000702,1000,PO02,USD,2032-02-24,OPEN
0200004176,0000000223,2000,PO01,USD,2032-02-26,OPEN
0200004177,0000001170,1000,PO01,USD,2032-02-27,OPEN
0200004178,0000001553,1000,PO03,USD,2032-02-29,OPEN
0200004180,0000001513,4000,PO02,USD,2032-03-05,OPEN
0200004182,0000001958,1000,PO03,USD,2032-03-08,OPEN
0200004183,0000000441,5000,PO02,USD,2032-03-10,OPEN
0200004184,0000000996,5000,PO02,USD,2032-03-12,OPEN
0200004185,0000001620,2000,PO02,USD,2032-03-13,OPEN
0200004186,0000001996,4000,PO03,USD,2032-03-15,OPEN
0200004188,0000000754,3000,PO03,USD,2032-03-19,OPEN
0200004189,0000000805,2000,PO02,USD,2032-03-20,OPEN
0200004191,0000001587,2000,PO02,USD,2032-03-23,OPEN
0200004192,0000000288,5000,PO02,USD,2032-03-24,OPEN
0200004193,0000001002,1000,PO03,USD,2032-03-24,OPEN
0200004194,0000000647,1000,PO01,USD,2032-03-25,OPEN
0200004195,0000001220,4000,PO03,USD,2032-03-26,OPEN
0200004196,0000000174,1000,PO02,USD,2032-03-27,OPEN
0200004198,0000000143,1000,PO02,USD,2032-03-30,OPEN
0200004199,0000001906,1000,PO03,USD,2032-04-01,OPEN
0200004200,0000000970,5000,PO03,USD,2032-04-01,OPEN
0200004201,0000000774,1000,PO02,USD,2032-04-04,OPEN
0200004202,0000001427,5000,PO01,USD,2032-04-07,OPEN
0200004205,0000000221,2000,PO02,USD,2032-04-12,OPEN
0200004206,0000001067,5000,PO02,USD,2032-04-13,OPEN
0200004207,0000001907,5000,PO01,USD,2032-04-14,OPEN
0200004208,0000001824,3000,PO02,USD,2032-04-14,OPEN
0200004209,0000000686,1000,PO01,USD,2032-04-16,OPEN
0200004210,0000001444,1000,PO03,USD,2032-04-18,OPEN
0200004211,0000000408,4000,PO02,USD,2032-04-19,OPEN
0200004212,0000001721,2000,PO01,USD,2032-04-19,OPEN
0200004213,0000001029,3000,PO02,USD,2032-04-21,OPEN
0200004215,0000000202,5000,PO02,USD,2032-04-24,OPEN
0200004218,0000000049,4000,PO01,USD,2032-05-03,OPEN
0200004219,0000000385,2000,PO01,USD,2032-05-06,OPEN
0200004220,0000001049,3000,PO02,USD,2032-05-07,OPEN
0200004221,0000001622,5000,PO02,USD,2032-05-09,OPEN
0200004222,0000001654,1000,PO02,USD,2032-05-09,OPEN
0200004224,0000001986,2000,PO01,USD,2032-05-11,OPEN
0200004225,0000001146,4000,PO03,USD,2032-05-12,OPEN
0200004226,0000000555,2000,PO03,USD,2032-05-15,OPEN
0200004227,0000001694,5000,PO02,USD,2032-05-16,OPEN
0200004228,0000001947,4000,PO02,USD,2032-05-16,OPEN
0200004229,0000001914,4000,PO02,USD,2032-05-19,OPEN
0200004231,0000001767,4000,PO03,USD,2032-05-22,OPEN
0200004232,0000000150,5000,PO02,USD,2032-05-24,OPEN
0200004235,0000001745,4000,PO01,USD,2032-05-28,OPEN
0200004236,0000001875,3000,PO02,USD,2032-05-31,OPEN
0200004237,0000000097,4000,PO03,USD,2032-06-03,OPEN
0200004238,0000001129,2000,PO01,USD,2032-06-05,OPEN
0200004239,0000000976,1000,PO02,USD,2032-06-05,OPEN
0200004241,0000000303,3000,PO01,USD,2032-06-06,OPEN
0200004242,0000000359,5000,PO02,USD,2032-06-06,OPEN
0200004243,0000000764,2000,PO01,USD,2032-06-08,OPEN
0200004244,0000000169,5000,PO02,USD,2032-06-09,OPEN
0200004247,0000001761,2000,PO02,USD,2032-06-15,OPEN
0200004248,0000000151,3000,PO02,USD,2032-06-15,OPEN
0200004250,0000000298,2000,PO03,USD,2032-06-17,OPEN
0200004251,0000001244,3000,PO02,USD,2032-06-18,OPEN
0200004254,0000000889,2000,PO03,USD,2032-06-22,OPEN
0200004255,0000001108,3000,PO03,USD,2032-06-25,OPEN
0200004256,0000001386,1000,PO02,USD,2032-06-26,OPEN
0200004260,0000001473,2000,PO03,USD,2032-06-26,OPEN
0200004262,0000001754,5000,PO02,USD,2032-06-29,OPEN
0200004263,0000000064,4000,PO03,USD,2032-07-02,OPEN
0200004264,0000000861,5000,PO02,USD,2032-07-02,OPEN
0200004265,0000001151,2000,PO01,USD,2032-07-05,OPEN
0200004266,0000001893,5000,PO01,USD,2032-07-05,OPEN
0200004267,0000000182,3000,PO01,USD,2032-07-05,OPEN
0200004268,0000000445,3000,PO01,USD,2032-07-05,OPEN
0200004269,0000001804,4000,PO02,USD,2032-07-08,OPEN
0200004271,0000001558,4000,PO02,USD,2032-07-10,OPEN
0200004272,0000000449,4000,PO02,USD,2032-07-12,OPEN
0200004273,0000001467,3000,PO01,USD,2032-07-12,OPEN
0200004274,0000001220,5000,PO01,USD,2032-07-12,OPEN
0200004275,0000000312,4000,PO01,USD,2032-07-14,OPEN
0200004277,0000000104,1000,PO02,USD,2032-07-16,OPEN
0200004278,0000000826,5000,PO02,USD,2032-07-19,OPEN
0200004279,0000001793,2000,PO02,USD,2032-07-22,OPEN
0200004280,0000001517,5000,PO02,USD,2032-07-24,OPEN
0200004281,0000001604,2000,PO02,USD,2032-07-26,OPEN
0200004283,0000000854,2000,PO03,USD,2032-07-29,OPEN
0200004284,0000001930,2000,PO03,USD,2032-07-30,OPEN
0200004287,0000000418,3000,PO02,USD,2032-08-02,OPEN
0200004288,0000000205,1000,PO02,USD,2032-08-02,OPEN
0200004289,0000000893,5000,PO01,USD,2032-08-03,OPEN
0200004291,0000001344,3000,PO02,USD,2032-08-08,OPEN
0200004292,0000000384,5000,PO02,USD,2032-08-10,OPEN
0200004295,0000000235,1000,PO03,USD,2032-08-13,OPEN
0200004297,0000000333,4000,PO02,USD,2032-08-17,OPEN
0200004300,0000001793,5000,PO02,USD,2032-08-23,OPEN
0200004301,0000001543,4000,PO03,USD,2032-08-23,OPEN
0200004302,0000001169,2000,PO02,USD,2032-08-24,OPEN
0200004303,0000000409,3000,PO02,USD,2032-08-27,OPEN
0200004304,0000000308,4000,PO01,USD,2032-08-29,OPEN
0200004307,0000001603,4000,PO01,USD,2032-09-04,OPEN
0200004308,0000000174,5000,PO02,USD,2032-09-04,OPEN
0200004310,0000000354,5000,PO01,USD,2032-09-07,OPEN
0200004313,0000001464,4000,PO01,USD,2032-09-11,OPEN
0200004314,0000000516,2000,PO02,USD,2032-09-11,OPEN
0200004315,0000000714,2000,PO03,USD,2032-09-11,OPEN
0200004317,0000000285,1000,PO01,USD,2032-09-12,OPEN
0200004318,0000000433,5000,PO01,USD,2032-09-15,OPEN
0200004319,0000000340,5000,PO01,USD,2032-09-16,OPEN
0200004321,0000000872,2000,PO02,USD,2032-09-18,OPEN
0200004322,0000001429,5000,PO01,USD,2032-09-21,OPEN
0200004323,0000001188,2000,PO01,USD,2032-09-24,OPEN
0200004324,0000001669,5000,PO03,USD,2032-09-24,OPEN
0200004325,0000001429,1000,PO02,USD,2032-09-26,OPEN
