PRODUCT_NUMBER,PLANT,MRP_TYPE,SAFETY_STOCK,REORDER_POINT,LOT_SIZE
P000000735,P001,VB,0,0,EX
P000000250,P007,VB,0,0,EX
P000000116,P009,PD,0,0,EX
P000000529,P009,PD,0,0,EX
P000000120,P002,VB,0,0,EX
P000001671,P003,PD,0,0,EX
P000001975,P008,PD,0,0,EX
P000000285,P007,PD,0,0,EX
P000000636,P008,PD,0,0,EX
P000001234,P007,PD,0,0,EX
P000001076,P009,PD,0,0,EX
P000000452,P009,PD,0,0,EX
P000001238,P008,VB,0,0,EX
P000001807,P004,VB,0,0,EX
P000001383,P002,PD,0,0,EX
P000000554,P005,PD,0,0,EX
P000000836,P009,PD,0,0,EX
P000001517,P010,PD,0,0,EX
P000001319,P002,PD,0,0,EX
P000001277,P009,PD,0,0,EX
P000000862,P005,PD,0,0,EX
P000000566,P004,PD,0,0,EX
P000001541,P007,PD,0,0,EX
P000000153,P001,VB,0,0,EX
P000001525,P007,PD,0,0,EX
P000001243,P007,PD,0,0,EX
P000000244,P001,PD,0,0,EX
P000000781,P010,PD,0,0,EX
P000001171,P004,PD,0,0,EX
P000001805,P002,VB,0,0,EX
P000000895,P007,VB,0,0,EX
P000000876,P006,PD,0,0,EX
P000000915,P004,PD,0,0,EX
P000000330,P008,PD,0,0,EX
P000001132,P010,PD,0,0,EX
P000001228,P010,PD,0,0,EX
P000001224,P009,PD,0,0,EX
P000001285,P010,PD,0,0,EX
P000000904,P006,PD,0,0,EX
P000000088,P002,VB,0,0,EX
P000001004,P004,VB,0,0,EX
P000000805,P005,PD,0,0,EX
P000000075,P006,PD,0,0,EX
P000001071,P003,PD,0,0,EX
P000001753,P001,PD,0,0,EX
P000001452,P010,PD,0,0,EX
P000001506,P008,PD,0,0,EX
P000001571,P010,VB,0,0,EX
P000000169,P003,VB,0,0,EX
P000001647,P006,PD,0,0,EX
P000000921,P005,PD,0,0,EX
P000000212,P001,VB,0,0,EX
P000001614,P004,PD,0,0,EX
P000001507,P002,PD,0,0,EX
P000000288,P005,PD,0,0,EX
P000001760,P004,PD,0,0,EX
P000000590,P006,PD,0,0,EX
P000001770,P008,PD,0,0,EX
P000000955,P010,PD,0,0,EX
P000000957,P006,PD,0,0,EX
P000001078,P003,PD,0,0,EX
P000000687,P002,PD,0,0,EX
P000001268,P008,PD,0,0,EX
P000000193,P010,PD,0,0,EX
P000001902,P005,VB,0,0,EX
P000001105,P008,PD,0,0,EX
P000000525,P007,PD,0,0,EX
P000001535,P006,PD,0,0,EX
P000000590,P003,PD,0,0,EX
P000000156,P005,VB,0,0,EX
P000001673,P002,VB,0,0,EX
P000001139,P010,PD,0,0,EX
P000000593,P009,PD,0,0,EX
P000000831,P005,PD,0,0,EX
P000001021,P006,PD,0,0,EX
P000001697,P010,PD,0,0,EX
P000000559,P009,PD,0,0,EX
P000000696,P010,PD,0,0,EX
P000000536,P003,VB,0,0,EX
P000001334,P007,PD,0,0,EX
P000000946,P010,PD,0,0,EX
P000000379,P005,PD,0,0,EX
P000000625,P005,VB,0,0,EX
P000001295,P010,VB,0,0,EX
P000001279,P004,PD,0,0,EX
P000001893,P001,PD,0,0,EX
P000001111,P007,VB,0,0,EX
P000000973,P008,VB,0,0,EX
P000001227,P003,PD,0,0,EX
P000000277,P002,PD,0,0,EX
P000000876,P009,VB,0,0,EX
P000000758,P002,PD,0,0,EX
P000000503,P009,PD,0,0,EX
P000001177,P008,PD,0,0,EX
P000001620,P002,PD,0,0,EX
P000000871,P002,PD,0,0,EX
P000000581,P009,PD,0,0,EX
P000000021,P001,VB,0,0,EX
P000000541,P004,VB,0,0,EX
P000000024,P006,VB,0,0,EX
P000000752,P007,PD,0,0,EX
P000000629,P005,VB,0,0,EX
P000001369,P005,PD,0,0,EX
P000001856,P005,PD,0,0,EX
P000001838,P002,PD,0,0,EX
P000001879,P004,PD,0,0,EX
P000001576,P001,PD,0,0,EX
P000001250,P003,PD,0,0,EX
P000000209,P009,PD,0,0,EX
P000000511,P003,PD,0,0,EX
P000001609,P005,PD,0,0,EX
P000001392,P002,PD,0,0,EX
P000001698,P006,VB,0,0,EX
P000000114,P005,VB,0,0,EX
P000001057,P002,VB,0,0,EX
P000001206,P009,PD,0,0,EX
P000001571,P003,PD,0,0,EX
P000000709,P002,VB,0,0,EX
P000001233,P002,PD,0,0,EX
P000000777,P008,PD,0,0,EX
P000001293,P005,PD,0,0,EX
P000000848,P002,PD,0,0,EX
P000000961,P006,PD,0,0,EX
P000001565,P001,PD,0,0,EX
P000001153,P007,PD,0,0,EX
P000001378,P003,PD,0,0,EX
P000000263,P002,PD,0,0,EX
P000001703,P002,VB,0,0,EX
P000000562,P004,VB,0,0,EX
P000001690,P010,PD,0,0,EX
P000001969,P009,PD,0,0,EX
P000000749,P006,PD,0,0,EX
P000000964,P007,PD,0,0,EX
P000000750,P010,PD,0,0,EX
P000001627,P009,PD,0,0,EX
P000001305,P009,PD,0,0,EX
P000001143,P003,PD,0,0,EX
P000000460,P004,VB,0,0,EX
P000001899,P001,PD,0,0,EX
P000000398,P005,PD,0,0,EX
P000001510,P008,PD,0,0,EX
P000001240,P009,PD,0,0,EX
P000001642,P004,PD,0,0,EX
P000001005,P001,PD,0,0,EX
P000000121,P009,VB,0,0,EX
P000000052,P005,PD,0,0,EX
P000001839,P004,PD,0,0,EX
P000001452,P009,PD,0,0,EX
P000000639,P010,PD,0,0,EX
P000000028,P001,PD,0,0,EX
P000000630,P002,VB,0,0,EX
P000001986,P006,VB,0,0,EX
P000000611,P007,VB,0,0,EX
P000000909,P006,PD,0,0,EX
P000001467,P010,PD,0,0,EX
P000000193,P005,VB,0,0,EX
P000001110,P004,PD,0,0,EX
P000001444,P005,PD,0,0,EX
P000000093,P009,PD,0,0,EX
P000000773,P002,PD,0,0,EX
P000001825,P009,PD,0,0,EX
P000000244,P003,PD,0,0,EX
P000000507,P003,VB,0,0,EX
P000001564,P003,PD,0,0,EX
P000001704,P008,PD,0,0,EX
P000001288,P005,PD,0,0,EX
P000000071,P008,PD,0,0,EX
P000000790,P007,PD,0,0,EX
P000000034,P005,PD,0,0,EX
P000001724,P006,VB,0,0,EX
P000000897,P003,PD,0,0,EX
P000001848,P006,PD,0,0,EX
P000001742,P002,PD,0,0,EX
P000001048,P008,PD,0,0,EX
P000000751,P008,PD,0,0,EX
P000000983,P008,PD,0,0,EX
P000000293,P006,VB,0,0,EX
P000000360,P008,VB,0,0,EX
P000001702,P008,PD,0,0,EX
P000001441,P005,VB,0,0,EX
P000001371,P010,PD,0,0,EX
P000001565,P009,VB,0,0,EX
P000001653,P008,VB,0,0,EX
P000000691,P004,PD,0,0,EX
P000000953,P010,VB,0,0,EX
P000001972,P002,PD,0,0,EX
P000001345,P006,PD,0,0,EX
P000000654,P009,PD,0,0,EX
P000001596,P010,PD,0,0,EX
P000000598,P007,PD,0,0,EX
P000001679,P003,PD,0,0,EX
P000001915,P009,PD,0,0,EX
P000001253,P001,PD,0,0,EX
P000001778,P006,VB,0,0,EX
P000001543,P001,PD,0,0,EX
P000001001,P002,VB,0,0,EX
P000001594,P008,VB,0,0,EX
P000001253,P009,PD,0,0,EX
P000000236,P006,VB,0,0,EX
P000000576,P007,PD,0,0,EX
P000001757,P010,PD,0,0,EX
P000000227,P005,PD,0,0,EX
P000001349,P010,PD,0,0,EX
P000001429,P004,VB,0,0,EX
P000001664,P009,PD,0,0,EX
P000000724,P003,PD,0,0,EX
P000001180,P004,PD,0,0,EX
P000001167,P002,PD,0,0,EX
P000001717,P009,PD,0,0,EX
P000000062,P001,PD,0,0,EX
P000001028,P004,PD,0,0,EX
P000001585,P009,PD,0,0,EX
P000001918,P004,PD,0,0,EX
P000001112,P008,PD,0,0,EX
P000001940,P009,PD,0,0,EX
P000000273,P009,VB,0,0,EX
P000000187,P006,PD,0,0,EX
P000001468,P002,VB,0,0,EX
P000001568,P001,PD,0,0,EX
P000000486,P001,PD,0,0,EX
P000001620,P001,PD,0,0,EX
P000001287,P010,PD,0,0,EX
P000001363,P005,PD,0,0,EX
P000001738,P003,PD,0,0,EX
P000000107,P009,PD,0,0,EX
P000000699,P006,VB,0,0,EX
P000000886,P008,PD,0,0,EX
P000001635,P007,PD,0,0,EX
P000000384,P001,PD,0,0,EX
P000000688,P005,PD,0,0,EX
P000001034,P008,VB,0,0,EX
P000000969,P006,PD,0,0,EX
P000000023,P005,PD,0,0,EX
P000001498,P006,PD,0,0,EX
P000001632,P009,PD,0,0,EX
P000001548,P006,PD,0,0,EX
P000000844,P001,PD,0,0,EX
P000001584,P006,PD,0,0,EX
P000000850,P003,PD,0,0,EX
P000001439,P003,PD,0,0,EX
P000000880,P001,VB,0,0,EX
P000001613,P005,PD,0,0,EX
P000000824,P002,VB,0,0,EX
P000000078,P005,PD,0,0,EX
P000000179,P002,VB,0,0,EX
P000001159,P005,PD,0,0,EX
P000001064,P008,PD,0,0,EX
P000001703,P006,PD,0,0,EX
P000000409,P002,VB,0,0,EX
P000001347,P007,PD,0,0,EX
P000000817,P004,PD,0,0,EX
P000001735,P004,PD,0,0,EX
P000000277,P010,PD,0,0,EX
P000001321,P002,PD,0,0,EX
P000001882,P003,PD,0,0,EX
P000000585,P007,PD,0,0,EX
P000001848,P003,PD,0,0,EX
P000000733,P007,VB,0,0,EX
P000001534,P001,VB,0,0,EX
P000001796,P004,VB,0,0,EX
P000001326,P009,VB,0,0,EX
P000000370,P004,PD,0,0,EX
P000001834,P007,VB,0,0,EX
P000000020,P009,PD,0,0,EX
P000001507,P001,PD,0,0,EX
P000000255,P007,PD,0,0,EX
P000001500,P006,PD,0,0,EX
P000001063,P009,PD,0,0,EX
P000001823,P007,PD,0,0,EX
P000000147,P010,PD,0,0,EX
P000001306,P008,PD,0,0,EX
P000001077,P009,PD,0,0,EX
P000001708,P001,PD,0,0,EX
P000001268,P002,PD,0,0,EX
P000000408,P010,PD,0,0,EX
P000000151,P005,PD,0,0,EX
P000001254,P001,VB,0,0,EX
P000000405,P008,VB,0,0,EX
P000001534,P006,VB,0,0,EX
P000001621,P001,PD,0,0,EX
P000000479,P003,PD,0,0,EX
P000000462,P010,PD,0,0,EX
P000001009,P002,VB,0,0,EX
P000000571,P008,PD,0,0,EX
P000001983,P006,PD,0,0,EX
P000001258,P008,VB,0,0,EX
P000000852,P001,PD,0,0,EX
P000000296,P009,PD,0,0,EX
P000000787,P004,VB,0,0,EX
P000000864,P005,PD,0,0,EX
P000000507,P009,PD,0,0,EX
P000001713,P008,PD,0,0,EX
P000001449,P009,PD,0,0,EX
P000000011,P003,PD,0,0,EX
P000000664,P008,PD,0,0,EX
P000001739,P004,VB,0,0,EX
P000000104,P005,PD,0,0,EX
P000000025,P010,PD,0,0,EX
P000001801,P005,PD,0,0,EX
P000001886,P009,PD,0,0,EX
P000000339,P007,PD,0,0,EX
P000001074,P004,PD,0,0,EX
P000000883,P002,PD,0,0,EX
P000000359,P004,PD,0,0,EX
P000001647,P003,VB,0,0,EX
P000001954,P005,PD,0,0,EX
P000000763,P010,PD,0,0,EX
P000000277,P001,PD,0,0,EX
P000001173,P009,PD,0,0,EX
P000001064,P003,PD,0,0,EX
P000000831,P004,PD,0,0,EX
P000001417,P006,VB,0,0,EX
P000001465,P007,PD,0,0,EX
P000000615,P007,PD,0,0,EX
P000000471,P009,PD,0,0,EX
P000000364,P004,PD,0,0,EX
P000001953,P001,VB,0,0,EX
P000001175,P007,PD,0,0,EX
P000000105,P003,PD,0,0,EX
P000001553,P005,PD,0,0,EX
P000001212,P001,PD,0,0,EX
P000000531,P006,PD,0,0,EX
P000001599,P008,PD,0,0,EX
P000001195,P010,VB,0,0,EX
P000001832,P005,PD,0,0,EX
P000001098,P005,PD,0,0,EX
P000001322,P009,VB,0,0,EX
P000001053,P008,VB,0,0,EX
P000000566,P008,PD,0,0,EX
P000001611,P003,VB,0,0,EX
P000001803,P008,PD,0,0,EX
P000000732,P002,PD,0,0,EX
P000000501,P008,PD,0,0,EX
P000001664,P005,PD,0,0,EX
P000000938,P006,VB,0,0,EX
P000000732,P007,VB,0,0,EX
P000001369,P001,PD,0,0,EX
P000000768,P009,PD,0,0,EX
P000001788,P003,VB,0,0,EX
P000000875,P004,PD,0,0,EX
P000000904,P010,PD,0,0,EX
P000001630,P001,PD,0,0,EX
P000000100,P008,PD,0,0,EX
P000000792,P009,PD,0,0,EX
P000001041,P007,VB,0,0,EX
P000001895,P008,PD,0,0,EX
P000000280,P006,VB,0,0,EX
P000000482,P006,VB,0,0,EX
P000000413,P004,PD,0,0,EX
P000000506,P006,VB,0,0,EX
P000001299,P008,PD,0,0,EX
P000000443,P004,PD,0,0,EX
P000001049,P003,PD,0,0,EX
P000000211,P002,PD,0,0,EX
P000000008,P006,VB,0,0,EX
P000000654,P001,PD,0,0,EX
P000000431,P010,VB,0,0,EX
P000000504,P005,VB,0,0,EX
P000000927,P009,VB,0,0,EX
P000001474,P003,PD,0,0,EX
P000001671,P001,PD,0,0,EX
P000001151,P004,PD,0,0,EX
P000001239,P002,PD,0,0,EX
P000000987,P002,PD,0,0,EX
P000001193,P007,PD,0,0,EX
P000000430,P001,PD,0,0,EX
P000001137,P001,PD,0,0,EX
P000001608,P010,PD,0,0,EX
P000001478,P001,VB,0,0,EX
P000000140,P002,PD,0,0,EX
P000000016,P001,PD,0,0,EX
P000000847,P006,PD,0,0,EX
P000000638,P008,PD,0,0,EX
P000000062,P002,PD,0,0,EX
P000001011,P002,PD,0,0,EX
P000000112,P008,VB,0,0,EX
P000000742,P003,PD,0,0,EX
P000001868,P007,PD,0,0,EX
P000001102,P001,PD,0,0,EX
P000001268,P001,VB,0,0,EX
P000001501,P007,PD,0,0,EX
P000000329,P002,PD,0,0,EX
P000000380,P007,PD,0,0,EX
P000000480,P006,PD,0,0,EX
P000001524,P010,PD,0,0,EX
P000000102,P001,VB,0,0,EX
P000000510,P009,VB,0,0,EX
P000000102,P010,VB,0,0,EX
P000001442,P009,PD,0,0,EX
P000001168,P005,PD,0,0,EX
P000001678,P005,PD,0,0,EX
P000000401,P002,VB,0,0,EX
P000001171,P002,VB,0,0,EX
P000000909,P004,PD,0,0,EX
P000001802,P007,PD,0,0,EX
P000000928,P003,PD,0,0,EX
P000001686,P003,PD,0,0,EX
P000000514,P006,PD,0,0,EX
P000001131,P006,PD,0,0,EX
P000000160,P010,VB,0,0,EX
P000000828,P003,PD,0,0,EX
P000000467,P010,VB,0,0,EX
P000001729,P004,PD,0,0,EX
P000001108,P010,VB,0,0,EX
P000001733,P003,PD,0,0,EX
P000001025,P009,PD,0,0,EX
P000000400,P009,PD,0,0,EX
P000000181,P008,PD,0,0,EX
P000000903,P001,PD,0,0,EX
P000000024,P003,PD,0,0,EX
P000001819,P003,VB,0,0,EX
P000000397,P010,VB,0,0,EX
P000001200,P006,PD,0,0,EX
P000000328,P007,VB,0,0,EX
P000001086,P008,VB,0,0,EX
P000001792,P003,PD,0,0,EX
P000001369,P002,PD,0,0,EX
P000001696,P006,PD,0,0,EX
P000000307,P009,VB,0,0,EX
P000000424,P006,PD,0,0,EX
P000001318,P007,VB,0,0,EX
P000001104,P001,VB,0,0,EX
P000000129,P007,PD,0,0,EX
P000000356,P006,PD,0,0,EX
P000001057,P001,PD,0,0,EX
P000000977,P001,PD,0,0,EX
P000001588,P004,PD,0,0,EX
P000001844,P003,VB,0,0,EX
P000000283,P001,PD,0,0,EX
P000000310,P004,PD,0,0,EX
P000001631,P008,PD,0,0,EX
P000000856,P005,PD,0,0,EX
P000001971,P004,VB,0,0,EX
P000000004,P009,VB,0,0,EX
P000000537,P007,PD,0,0,EX
P000000353,P005,PD,0,0,EX
P000000813,P008,PD,0,0,EX
P000000398,P007,VB,0,0,EX
P000001704,P005,PD,0,0,EX
P000000886,P004,PD,0,0,EX
P000000456,P002,PD,0,0,EX
P000000012,P008,PD,0,0,EX
P000001722,P002,PD,0,0,EX
P000001440,P003,VB,0,0,EX
P000000586,P010,VB,0,0,EX
P000000265,P009,PD,0,0,EX
P000000966,P007,VB,0,0,EX
P000001403,P008,PD,0,0,EX
P000000903,P010,PD,0,0,EX
P000000267,P002,PD,0,0,EX
P000001607,P002,PD,0,0,EX
P000000353,P008,PD,0,0,EX
P000001353,P009,PD,0,0,EX
P000001364,P009,PD,0,0,EX
P000000107,P001,PD,0,0,EX
P000000274,P008,PD,0,0,EX
P000000329,P003,VB,0,0,EX
P000001809,P005,PD,0,0,EX
P000000723,P001,PD,0,0,EX
P000001904,P001,VB,0,0,EX
P000001859,P003,PD,0,0,EX
P000000935,P009,PD,0,0,EX
P000001615,P009,PD,0,0,EX
P000001670,P008,PD,0,0,EX
P000001314,P001,VB,0,0,EX
P000001099,P001,VB,0,0,EX
P000001291,P001,PD,0,0,EX
P000000276,P004,PD,0,0,EX
P000001990,P005,PD,0,0,EX
P000000268,P007,PD,0,0,EX
P000000760,P009,PD,0,0,EX
P000000971,P007,PD,0,0,EX
P000000617,P009,PD,0,0,EX
P000000372,P010,PD,0,0,EX
P000000444,P009,PD,0,0,EX
P000000573,P007,VB,0,0,EX
P000001389,P010,PD,0,0,EX
P000000627,P010,VB,0,0,EX
P000001218,P008,PD,0,0,EX
P000001209,P010,VB,0,0,EX
P000001977,P007,VB,0,0,EX
P000000931,P004,PD,0,0,EX
P000000649,P007,PD,0,0,EX
P000001574,P001,PD,0,0,EX
P000000996,P001,PD,0,0,EX
P000001034,P002,VB,0,0,EX
P000001427,P002,VB,0,0,EX
P000001604,P002,PD,0,0,EX
P000000746,P004,VB,0,0,EX
P000001091,P004,PD,0,0,EX
P000001869,P009,PD,0,0,EX
P000001783,P007,VB,0,0,EX
P000000675,P005,PD,0,0,EX
P000000110,P001,PD,0,0,EX
P000001863,P008,PD,0,0,EX
P000000241,P005,VB,0,0,EX
P000000944,P009,VB,0,0,EX
P000000883,P006,PD,0,0,EX
P000000875,P007,PD,0,0,EX
P000001265,P001,VB,0,0,EX
P000000671,P009,PD,0,0,EX
P000000413,P005,PD,0,0,EX
P000001669,P010,PD,0,0,EX
P000001874,P006,PD,0,0,EX
P000001758,P004,VB,0,0,EX
P000001764,P002,VB,0,0,EX
P000001650,P005,PD,0,0,EX
P000000890,P007,PD,0,0,EX
P000001921,P006,PD,0,0,EX
P000001695,P005,PD,0,0,EX
P000001511,P010,VB,0,0,EX
P000001409,P001,PD,0,0,EX
P000001085,P002,PD,0,0,EX
P000001580,P009,PD,0,0,EX
P000000078,P006,PD,0,0,EX
P000000472,P010,PD,0,0,EX
P000001808,P007,PD,0,0,EX
P000001929,P009,VB,0,0,EX
P000001073,P009,PD,0,0,EX
P000001074,P002,PD,0,0,EX
P000000817,P006,PD,0,0,EX
P000000690,P002,PD,0,0,EX
P000000080,P009,PD,0,0,EX
P000001954,P008,VB,0,0,EX
P000001452,P001,PD,0,0,EX
P000000234,P005,PD,0,0,EX
P000000978,P010,PD,0,0,EX
P000001511,P009,VB,0,0,EX
P000001988,P008,PD,0,0,EX
P000001853,P004,PD,0,0,EX
P000001500,P005,PD,0,0,EX
P000000363,P008,PD,0,0,EX
P000001119,P005,PD,0,0,EX
P000000694,P010,VB,0,0,EX
P000001691,P008,VB,0,0,EX
P000000438,P004,VB,0,0,EX
P000001127,P005,VB,0,0,EX
P000001191,P003,VB,0,0,EX
P000001062,P003,PD,0,0,EX
P000001807,P003,PD,0,0,EX
P000001785,P002,PD,0,0,EX
P000001157,P003,VB,0,0,EX
P000000055,P001,PD,0,0,EX
P000001745,P008,PD,0,0,EX
P000001707,P007,PD,0,0,EX
P000000989,P009,PD,0,0,EX
P000001547,P003,PD,0,0,EX
P000000371,P005,PD,0,0,EX
P000000235,P005,PD,0,0,EX
P000001868,P001,PD,0,0,EX
P000000387,P006,PD,0,0,EX
P000001983,P004,PD,0,0,EX
P000000225,P006,PD,0,0,EX
P000001029,P008,PD,0,0,EX
P000000771,P004,PD,0,0,EX
P000000110,P008,VB,0,0,EX
P000001658,P010,PD,0,0,EX
P000001117,P005,PD,0,0,EX
P000001341,P004,PD,0,0,EX
P000000281,P003,PD,0,0,EX
P000000131,P008,PD,0,0,EX
P000001966,P005,PD,0,0,EX
P000000256,P001,PD,0,0,EX
P000001532,P004,PD,0,0,EX
P000000384,P005,PD,0,0,EX
P000000244,P009,PD,0,0,EX
P000000716,P009,PD,0,0,EX
P000001576,P002,VB,0,0,EX
P000000593,P010,PD,0,0,EX
P000001342,P004,PD,0,0,EX
P000001617,P007,PD,0,0,EX
P000001743,P009,PD,0,0,EX
P000001980,P002,PD,0,0,EX
P000001704,P007,PD,0,0,EX
P000001811,P007,PD,0,0,EX
P000000368,P001,PD,0,0,EX
P000000625,P009,PD,0,0,EX
P000001403,P009,VB,0,0,EX
P000000838,P003,VB,0,0,EX
P000000412,P005,VB,0,0,EX
P000001040,P008,PD,0,0,EX
P000001428,P010,PD,0,0,EX
P000000148,P004,PD,0,0,EX
P000000157,P008,PD,0,0,EX
P000001134,P001,PD,0,0,EX
P000000375,P002,VB,0,0,EX
P000000887,P003,PD,0,0,EX
P000001883,P004,VB,0,0,EX
P000000377,P008,PD,0,0,EX
P000001254,P005,PD,0,0,EX
P000000738,P001,PD,0,0,EX
P000000732,P001,VB,0,0,EX
P000000061,P007,PD,0,0,EX
P000000966,P006,PD,0,0,EX
P000000872,P005,PD,0,0,EX
P000000398,P008,PD,0,0,EX
P000000400,P003,PD,0,0,EX
P000001705,P009,VB,0,0,EX
P000000070,P009,PD,0,0,EX
P000001569,P010,PD,0,0,EX
P000001032,P007,VB,0,0,EX
P000001660,P003,VB,0,0,EX
P000001542,P001,PD,0,0,EX
P000001030,P009,PD,0,0,EX
P000001152,P001,PD,0,0,EX
P000000989,P003,VB,0,0,EX
P000001971,P001,PD,0,0,EX
P000000283,P002,PD,0,0,EX
P000000444,P010,PD,0,0,EX
P000000184,P004,PD,0,0,EX
P000001376,P007,PD,0,0,EX
P000000430,P007,PD,0,0,EX
P000001195,P007,VB,0,0,EX
P000001135,P006,PD,0,0,EX
P000001091,P002,PD,0,0,EX
P000001867,P004,VB,0,0,EX
P000000048,P009,PD,0,0,EX
P000001276,P001,PD,0,0,EX
P000000222,P007,PD,0,0,EX
P000001109,P009,PD,0,0,EX
P000000446,P009,PD,0,0,EX
P000001736,P007,PD,0,0,EX
P000000844,P004,PD,0,0,EX
P000000944,P005,VB,0,0,EX
P000001686,P008,PD,0,0,EX
P000001393,P006,PD,0,0,EX
P000000152,P007,VB,0,0,EX
P000001933,P009,VB,0,0,EX
P000000795,P009,PD,0,0,EX
P000001347,P004,PD,0,0,EX
P000000461,P005,PD,0,0,EX
P000000448,P007,VB,0,0,EX
P000001353,P003,VB,0,0,EX
P000001768,P005,PD,0,0,EX
P000001512,P002,PD,0,0,EX
P000000712,P002,PD,0,0,EX
P000000619,P002,PD,0,0,EX
P000001853,P008,PD,0,0,EX
P000001415,P003,PD,0,0,EX
P000000257,P009,VB,0,0,EX
P000001944,P004,PD,0,0,EX
P000001258,P002,PD,0,0,EX
P000001215,P004,PD,0,0,EX
P000000396,P007,PD,0,0,EX
P000001623,P006,VB,0,0,EX
P000001807,P006,VB,0,0,EX
P000001431,P009,PD,0,0,EX
P000001610,P003,PD,0,0,EX
P000001973,P006,PD,0,0,EX
P000001538,P004,PD,0,0,EX
P000001715,P010,VB,0,0,EX
P000001338,P009,PD,0,0,EX
P000000036,P007,PD,0,0,EX
P000000067,P010,PD,0,0,EX
P000001565,P003,PD,0,0,EX
P000001597,P004,VB,0,0,EX
P000001776,P009,PD,0,0,EX
P000001339,P004,PD,0,0,EX
P000000883,P005,VB,0,0,EX
P000001963,P003,PD,0,0,EX
P000000268,P003,PD,0,0,EX
P000001512,P007,PD,0,0,EX
P000001099,P006,PD,0,0,EX
P000001318,P009,PD,0,0,EX
P000000864,P001,PD,0,0,EX
P000001445,P010,VB,0,0,EX
P000001148,P002,PD,0,0,EX
P000001514,P010,PD,0,0,EX
P000001588,P002,PD,0,0,EX
P000000094,P007,VB,0,0,EX
P000000060,P006,PD,0,0,EX
P000000105,P009,PD,0,0,EX
P000001707,P006,PD,0,0,EX
P000000816,P003,PD,0,0,EX
P000000512,P001,PD,0,0,EX
P000001136,P004,PD,0,0,EX
P000001816,P005,PD,0,0,EX
P000000968,P003,PD,0,0,EX
P000000797,P006,PD,0,0,EX
P000001469,P005,PD,0,0,EX
P000000649,P008,PD,0,0,EX
P000001574,P009,VB,0,0,EX
P000000287,P002,PD,0,0,EX
P000000075,P009,PD,0,0,EX
P000000954,P006,PD,0,0,EX
P000000349,P003,PD,0,0,EX
P000000882,P005,PD,0,0,EX
P000001575,P009,PD,0,0,EX
P000001308,P010,PD,0,0,EX
P000000224,P004,PD,0,0,EX
P000000377,P009,VB,0,0,EX
P000001116,P007,VB,0,0,EX
P000000517,P003,PD,0,0,EX
P000000080,P002,PD,0,0,EX
P000001845,P007,PD,0,0,EX
P000000865,P009,VB,0,0,EX
P000000640,P001,VB,0,0,EX
P000001560,P009,PD,0,0,EX
P000000080,P007,VB,0,0,EX
P000000517,P008,VB,0,0,EX
P000001007,P006,VB,0,0,EX
P000001847,P003,PD,0,0,EX
P000000536,P007,PD,0,0,EX
P000000753,P003,PD,0,0,EX
P000000344,P010,VB,0,0,EX
P000000499,P009,VB,0,0,EX
P000001193,P002,VB,0,0,EX
P000000047,P008,PD,0,0,EX
P000001197,P004,VB,0,0,EX
P000000275,P008,PD,0,0,EX
P000000442,P005,PD,0,0,EX
P000000290,P001,VB,0,0,EX
P000001235,P007,PD,0,0,EX
P000000321,P003,PD,0,0,EX
P000000616,P008,VB,0,0,EX
P000001361,P009,PD,0,0,EX
P000001223,P009,PD,0,0,EX
P000001419,P005,PD,0,0,EX
P000000471,P002,PD,0,0,EX
P000001739,P009,PD,0,0,EX
P000000744,P002,PD,0,0,EX
P000000003,P001,PD,0,0,EX
P000000192,P007,PD,0,0,EX
P000000744,P008,PD,0,0,EX
P000001132,P004,PD,0,0,EX
P000001136,P010,PD,0,0,EX
P000000036,P010,PD,0,0,EX
P000001837,P008,PD,0,0,EX
P000001143,P002,VB,0,0,EX
P000000633,P006,PD,0,0,EX
P000000296,P003,PD,0,0,EX
P000000420,P001,PD,0,0,EX
P000000997,P006,VB,0,0,EX
P000000796,P005,PD,0,0,EX
P000000462,P009,PD,0,0,EX
P000000427,P010,VB,0,0,EX
P000001640,P008,PD,0,0,EX
P000001172,P008,VB,0,0,EX
P000001943,P006,VB,0,0,EX
P000000050,P002,PD,0,0,EX
P000000044,P010,PD,0,0,EX
P000000916,P010,PD,0,0,EX
P000001945,P007,PD,0,0,EX
P000001031,P007,PD,0,0,EX
P000000334,P005,VB,0,0,EX
P000001114,P005,PD,0,0,EX
P000001365,P003,VB,0,0,EX
P000000658,P008,PD,0,0,EX
P000001430,P005,PD,0,0,EX
P000000848,P004,PD,0,0,EX
P000000209,P003,PD,0,0,EX
P000000442,P008,PD,0,0,EX
P000000203,P001,PD,0,0,EX
P000001174,P001,PD,0,0,EX
P000000189,P006,VB,0,0,EX
P000000610,P003,PD,0,0,EX
P000000403,P010,PD,0,0,EX
P000000280,P005,PD,0,0,EX
P000000879,P008,VB,0,0,EX
P000000059,P007,VB,0,0,EX
P000001950,P002,VB,0,0,EX
P000000828,P010,VB,0,0,EX
P000000829,P007,VB,0,0,EX
P000000040,P009,PD,0,0,EX
P000000043,P004,PD,0,0,EX
P000000520,P001,PD,0,0,EX
P000000420,P007,PD,0,0,EX
P000001064,P006,PD,0,0,EX
P000001514,P006,PD,0,0,EX
P000000104,P001,PD,0,0,EX
P000000723,P009,PD,0,0,EX
P000001077,P002,PD,0,0,EX
P000000493,P009,PD,0,0,EX
P000001585,P002,PD,0,0,EX
