BP_NUMBER,COMPANY_CODE,RECONCILIATION_ACCOUNT,PAYMENT_TERMS,CURRENCY
0000001168,3000,920193,NT90,AUD
0000001678,5000,877061,0003,CAD
0000000517,3000,174852,NT30,GBP
0000000209,5000,715678,0001,KRW
0000000696,3000,726421,0002,BRL
0000000653,3000,394461,2/10,JPY
0000000732,3000,394991,2/10,CAD
0000001817,5000,629656,0002,EUR
0000001901,3000,925038,0002,USD
0000000748,3000,431360,NT60,CAD
0000000387,2000,805748,2/10,CNY
0000000789,5000,094985,NT60,USD
0000001234,2000,888235,0001,GBP
0000000274,4000,973327,NT30,AUD
0000000967,1000,363547,0003,CNY
0000000955,3000,506475,2/10,AUD
0000000166,5000,270182,0001,AUD
0000001549,4000,698736,0001,CAD
0000001800,4000,775221,NT90,USD
0000000178,5000,084523,0001,GBP
0000001747,3000,268036,0001,AUD
0000000585,1000,710000,NT60,AUD
0000000850,3000,495731,NT60,JPY
0000001769,4000,027868,0002,BRL
0000000208,4000,707646,NT30,BRL
0000000520,3000,233002,NT90,KRW
0000001136,4000,715156,2/10,GBP
0000001625,5000,217233,NT60,KRW
0000001335,3000,733892,0003,KRW
0000001712,2000,584640,0002,CNY
0000000450,4000,180709,NT60,CAD
0000000427,4000,232682,0002,EUR
0000001596,4000,412702,NT30,CAD
0000001066,2000,376231,0003,USD
0000000987,3000,589847,0003,GBP
0000001056,1000,689299,NT30,CHF
0000001377,3000,901397,0003,CHF
0000000605,5000,996616,0003,BRL
0000000032,5000,464773,0002,CHF
0000000729,4000,925279,0003,BRL
0000000883,3000,234876,2/10,BRL
0000000334,1000,140021,NT30,USD
0000001976,2000,954156,2/10,CAD
0000001700,1000,634902,0003,CHF
0000001228,3000,659984,NT60,CAD
0000001268,1000,683582,NT90,CNY
0000000754,1000,438244,0003,JPY
0000001194,5000,618562,0001,BRL
0000001690,5000,900826,0001,KRW
0000000924,5000,886332,0001,GBP
0000000459,2000,262982,NT30,CNY
0000001825,1000,566647,2/10,BRL
0000001280,5000,493757,2/10,CHF
0000000407,3000,063448,0002,CHF
0000001578,4000,275017,NT30,KRW
0000000589,3000,059918,NT30,KRW
0000000133,2000,198509,0002,CHF
0000001751,3000,563197,2/10,KRW
0000001096,5000,376351,0003,CAD
0000000357,4000,511742,0002,JPY
0000000725,4000,282459,2/10,GBP
0000001394,1000,518493,NT30,AUD
0000000172,3000,675512,2/10,USD
0000000296,4000,176763,0002,CHF
0000000879,3000,946519,0003,BRL
0000001176,2000,333724,0003,AUD
0000000131,2000,322621,NT60,BRL
0000001819,1000,011069,NT90,GBP
0000001788,1000,882194,2/10,CHF
0000000236,4000,522680,0003,GBP
0000001358,3000,595630,NT30,AUD
0000001975,2000,829935,NT60,BRL
0000000235,4000,143414,NT30,CNY
0000001420,1000,084709,0002,CHF
0000000428,2000,676763,0003,EUR
0000000300,2000,086581,NT60,JPY
0000000968,3000,593067,2/10,USD
0000000696,5000,026060,NT60,GBP
0000001502,3000,957641,0002,GBP
0000001318,3000,004246,0001,USD
0000001053,5000,792917,2/10,JPY
0000000230,5000,730969,NT60,USD
0000000616,4000,162597,NT90,GBP
0000000186,3000,189557,2/10,CNY
0000000526,3000,451609,NT90,AUD
0000000609,2000,227565,0001,CAD
0000000083,2000,549653,2/10,JPY
0000001860,2000,608078,0001,CHF
0000001727,1000,622522,0002,CNY
0000000568,4000,796139,2/10,BRL
0000000641,2000,477780,0003,GBP
0000001464,2000,552785,0001,GBP
0000000994,2000,034380,NT60,JPY
0000000152,5000,510719,0002,GBP
0000001835,1000,395615,0002,EUR
0000001478,5000,279847,0001,KRW
0000001792,2000,445008,NT90,JPY
0000000450,5000,321738,0003,AUD
0000000453,2000,334542,0001,CAD
0000000383,4000,746356,NT60,AUD
0000000102,4000,423757,0003,GBP
0000000506,3000,709594,2/10,JPY
0000001880,1000,875149,NT60,CNY
0000001185,3000,011753,0003,KRW
0000001253,3000,506776,NT60,AUD
0000001344,4000,277920,NT60,CAD
0000001251,2000,497357,0003,BRL
0000000074,2000,400915,2/10,JPY
0000000882,1000,855350,NT30,GBP
0000000725,1000,610632,0003,AUD
0000001932,1000,996068,0003,KRW
0000000039,1000,465693,0003,USD
0000000039,5000,413635,2/10,CNY
0000001119,2000,525890,2/10,CNY
0000000829,4000,975847,0003,GBP
0000001223,2000,999819,NT60,CAD
0000000342,2000,745106,NT90,GBP
0000001258,3000,077807,2/10,BRL
0000000330,1000,019454,0003,JPY
0000001121,3000,157367,NT90,EUR
0000001663,4000,293168,0003,JPY
0000000824,2000,797234,NT90,USD
0000000832,5000,361920,0001,CHF
0000000868,1000,550859,0001,EUR
0000000946,2000,297400,NT90,CAD
0000001635,5000,257722,NT30,EUR
0000000405,5000,122217,2/10,EUR
0000001307,1000,123472,NT60,KRW
0000000190,4000,642476,0001,USD
0000001617,1000,177218,NT30,BRL
0000001750,5000,756591,NT60,CAD
0000000042,2000,892758,NT30,CNY
0000000062,3000,149653,NT60,CHF
0000000240,4000,732838,0001,EUR
0000000194,4000,345863,0001,EUR
0000000880,5000,204622,0003,USD
0000001499,5000,712711,NT90,CHF
0000001686,1000,057270,0001,CNY
0000000832,1000,254332,0003,CAD
0000001402,5000,517987,NT60,BRL
0000001590,3000,465998,0003,JPY
0000004195,2000,644394,NT60,BRL
0000004435,4000,414161,0002,EUR
0000004323,4000,903761,NT60,EUR
0000004960,4000,134516,NT30,CNY
0000004518,5000,267937,0003,USD
0000003332,5000,778585,NT30,CHF
0000004701,1000,572508,2/10,AUD
0000003140,1000,316380,0003,GBP
0000003444,2000,549571,0003,KRW
0000003294,3000,554790,0002,CHF
0000003880,4000,545546,NT60,JPY
0000003718,2000,440022,NT60,CAD
0000004668,4000,451840,NT30,JPY
0000003408,1000,888397,NT90,KRW
0000003094,4000,513292,NT90,EUR
0000004680,2000,809742,0003,CNY
0000004169,5000,600405,NT30,KRW
0000003805,2000,849788,NT60,AUD
0000003995,3000,113026,NT60,AUD
0000003261,5000,197388,2/10,USD
0000003760,2000,767999,0001,BRL
0000004027,4000,298481,NT90,GBP
0000004841,5000,818092,2/10,CHF
0000003626,1000,725510,NT90,JPY
0000003530,2000,176544,0001,EUR
0000003619,1000,099913,0002,USD
0000003128,4000,998423,0003,CNY
0000004681,1000,700570,0002,USD
0000003648,3000,421740,0002,AUD
0000004345,3000,518749,0001,BRL
0000004318,5000,571772,NT90,EUR
0000003825,2000,521401,0002,GBP
0000004512,5000,836699,NT60,CHF
0000004109,5000,793924,NT30,CHF
0000004523,2000,937427,0001,JPY
0000003372,1000,918992,2/10,AUD
0000004123,5000,282711,0003,CHF
0000003252,1000,535119,0002,KRW
0000004869,1000,498495,0001,CHF
0000004584,1000,477005,2/10,KRW
0000003929,3000,468198,NT90,BRL
0000003982,5000,340401,0003,JPY
0000003407,4000,936790,NT30,AUD
0000003663,2000,428416,0001,CNY
0000004483,4000,780537,0001,USD
0000004374,2000,101885,NT30,BRL
0000004001,3000,444693,2/10,JPY
0000004890,3000,038519,NT30,CNY
0000003602,5000,610860,0002,EUR
0000003603,3000,743315,0001,AUD
0000004804,4000,910120,0001,EUR
0000004288,3000,574638,NT30,GBP
0000004619,5000,925139,NT60,CNY
0000003817,2000,202899,0003,CAD
0000003375,2000,594524,NT90,CAD
0000003825,5000,327699,NT60,AUD
0000004034,1000,494035,NT90,BRL
0000004061,5000,158822,0002,EUR
0000004645,2000,551802,0001,BRL
0000003180,2000,032946,0002,CHF
0000003346,5000,433137,NT30,GBP
0000003377,3000,981355,NT30,CHF
0000004214,5000,847603,NT30,KRW
0000004923,4000,040399,NT60,USD
0000004207,4000,102895,2/10,BRL
0000004255,1000,571098,NT90,USD
0000003715,3000,993896,NT30,KRW
0000003766,2000,990588,NT30,JPY
0000003372,2000,313916,0002,JPY
0000003692,3000,753572,NT60,EUR
0000004447,5000,242428,NT90,JPY
0000003221,1000,272797,0003,KRW
0000004245,3000,652476,NT90,BRL
0000003798,5000,275262,NT90,EUR
0000003268,5000,488523,2/10,AUD
0000003476,1000,181731,NT60,CAD
0000003494,2000,818247,0003,CNY
0000003277,3000,152612,NT60,KRW
0000003764,5000,615012,NT30,BRL
0000003359,4000,112299,2/10,CNY
0000003298,2000,478425,0003,CNY
0000004068,2000,733669,0001,CAD
0000004876,5000,461275,0002,KRW
0000003962,4000,438176,2/10,KRW
0000004883,2000,150412,NT30,BRL
0000003369,4000,093343,NT60,AUD
0000003058,2000,261322,NT60,JPY
0000004783,3000,647237,NT60,CAD
0000004236,5000,198156,0001,CAD
0000004223,2000,721924,NT90,CHF
0000004109,2000,395920,NT60,KRW
0000004762,4000,386238,0001,KRW
0000003274,5000,679703,0003,GBP
0000004359,4000,123650,NT30,USD
0000004588,4000,754945,0003,CAD
0000004493,3000,931387,0002,CAD
0000004717,5000,551558,0002,GBP
0000003537,2000,301443,2/10,USD
0000003961,1000,984601,NT30,EUR
0000004689,2000,599131,0001,GBP
0000004538,3000,862844,0001,GBP
0000003468,2000,581754,0003,CHF
0000003068,5000,961821,NT90,EUR
0000004918,1000,189930,2/10,USD
0000004127,3000,797335,NT90,CAD
0000004995,3000,405090,2/10,JPY
0000004257,3000,733429,0001,JPY
0000004389,5000,169764,NT90,KRW
0000003376,1000,486005,0001,CAD
0000003445,1000,627526,2/10,CNY
0000004353,1000,687640,NT90,BRL
0000003080,5000,265871,0003,AUD
0000003602,1000,231065,0002,GBP
0000003893,5000,199354,NT90,CAD
0000003174,2000,568470,2/10,EUR
0000003291,4000,564774,0003,USD
0000004358,1000,568294,0001,CNY
0000003066,4000,439505,NT60,USD
0000004382,4000,633847,0001,JPY
0000004581,4000,465749,NT30,AUD
0000004452,3000,352587,NT90,AUD
0000004231,4000,655400,0003,GBP
0000004757,4000,377205,0001,CNY
0000004211,2000,497218,0002,GBP
0000003383,2000,158424,NT30,KRW
0000004263,3000,008641,NT30,CHF
0000004240,4000,061181,0003,CAD
0000003744,1000,711632,0002,GBP
0000004439,3000,051889,NT90,KRW
0000003155,5000,346704,2/10,EUR
0000003233,3000,310702,NT30,KRW
0000003963,5000,028785,NT30,CNY
0000003370,5000,138095,NT90,KRW
0000004755,1000,042069,0003,USD
0000003987,2000,379624,0001,AUD
0000004464,1000,561225,NT30,GBP
0000004041,5000,662235,NT90,GBP
0000004558,1000,917250,0003,CNY
0000004600,4000,705502,0001,GBP
0000004378,1000,505887,0002,CAD
0000004928,4000,141046,0001,EUR
0000003968,5000,590338,NT60,EUR
0000003620,4000,431153,NT30,USD
0000004376,3000,897933,NT30,USD
0000003019,2000,525681,NT30,CAD
0000004835,4000,401340,0001,BRL
0000004210,1000,410314,0003,BRL
0000004692,1000,788869,0003,BRL
0000004335,4000,583579,2/10,EUR
0000003050,5000,609421,2/10,CNY
0000004592,3000,048447,0001,USD
0000004156,4000,199575,NT60,AUD
0000003514,3000,948406,2/10,AUD
0000003856,4000,691455,NT60,JPY
0000004587,2000,581715,2/10,CHF
0000004459,4000,673324,NT30,CHF
0000003704,2000,218695,0001,USD
0000004766,5000,907692,0002,GBP
0000004485,3000,289932,0002,CNY
0000003989,3000,630581,0002,CHF
0000004351,2000,156113,NT90,KRW
0000003494,1000,567539,2/10,CHF
0000004362,3000,866731,0002,EUR
0000003565,5000,306276,2/10,GBP
0000004294,2000,389942,2/10,AUD
0000004045,3000,558451,2/10,JPY
0000003839,5000,294604,NT30,GBP
0000004403,2000,316497,NT90,CNY
0000004421,3000,989629,NT60,CHF
0000003441,4000,234340,0003,BRL
0000004400,1000,988112,NT60,AUD
0000003197,3000,064952,NT60,EUR
0000003129,2000,904444,NT90,AUD
0000003426,3000,388428,NT90,GBP
0000004246,3000,253191,NT30,USD
0000004980,3000,933449,NT60,KRW
0000003822,2000,822576,0001,JPY
0000003873,4000,094812,NT30,CNY
0000004702,4000,285785,0002,AUD
0000004176,2000,138527,0001,EUR
0000004606,5000,398517,0002,BRL
0000003343,1000,778522,NT90,JPY
0000003425,4000,859847,0002,BRL
0000004570,2000,348252,NT60,CHF
0000003432,4000,050852,0001,JPY
0000004964,1000,425228,NT90,CAD
0000004429,5000,392663,2/10,EUR
0000004041,4000,114199,2/10,KRW
0000004895,2000,043789,NT30,KRW
0000003779,5000,506804,NT30,CNY
0000004341,3000,409251,0002,GBP
0000003240,4000,402247,2/10,CNY
0000003847,3000,248796,0002,CAD
0000004571,5000,636754,NT90,BRL
0000004436,4000,714019,NT90,CHF
0000003163,4000,335258,0003,EUR
0000003952,5000,251741,0002,AUD
0000003031,2000,794504,NT60,USD
0000004545,2000,147170,2/10,CNY
0000003386,1000,624801,2/10,AUD
0000004243,2000,517764,NT30,CAD
0000004741,4000,349555,0003,AUD
0000003927,1000,772997,0003,CAD
0000004561,4000,587543,0003,CNY
0000004823,2000,325170,NT60,EUR
0000004984,1000,591240,0001,CHF
0000003485,2000,936965,NT90,CAD
0000004466,1000,902954,NT60,CHF
0000003681,4000,284716,NT60,EUR
0000003678,3000,709398,NT30,USD
0000004886,2000,755354,NT60,AUD
0000004910,4000,453777,0003,AUD
0000004789,1000,710687,NT90,KRW
0000003389,5000,387315,2/10,KRW
0000004286,4000,526149,0001,USD
0000003266,3000,593392,NT30,BRL
0000004256,4000,635431,NT60,AUD
0000004922,4000,352499,NT60,AUD
0000004670,2000,243361,NT90,GBP
0000004241,4000,406916,2/10,USD
0000003786,4000,394091,NT90,USD
0000003395,5000,673629,0002,KRW
0000004289,2000,589507,NT30,USD
0000004347,2000,748541,2/10,JPY
0000004938,2000,249869,0003,JPY
0000003214,3000,933208,NT90,USD
0000004117,5000,458158,2/10,EUR
0000004799,4000,830760,2/10,KRW
0000003029,4000,448021,0001,CNY
0000003412,5000,445506,0002,EUR
0000003944,1000,652487,0003,KRW
0000004870,5000,328558,0003,CNY
0000003030,1000,548007,NT60,KRW
0000004456,2000,175812,2/10,KRW
0000003901,2000,726980,0003,KRW
0000004171,2000,732480,2/10,USD
0000004596,5000,536555,0002,KRW
0000003084,4000,105528,0003,USD
0000003528,4000,732145,0002,KRW
0000004353,2000,562067,NT30,CAD
0000004949,2000,460616,0002,USD
0000004090,4000,581499,2/10,AUD
0000003294,5000,149171,2/10,CNY
0000004744,2000,243792,0003,CAD
0000004361,3000,232771,0003,JPY
0000003330,2000,898849,NT60,CNY
0000003013,1000,592038,NT60,EUR
0000004460,3000,587994,2/10,USD
0000004632,5000,763628,NT60,AUD
0000003269,3000,747114,0002,BRL
0000003769,3000,614356,0003,GBP
0000004911,4000,396624,0002,BRL
0000003829,3000,844825,0002,JPY
0000004152,2000,193512,0003,CHF
0000003044,5000,310323,0003,CAD
0000003761,2000,551092,NT90,CHF
0000004606,1000,611544,NT90,AUD
0000004065,4000,568119,0001,BRL
0000003781,3000,547632,NT60,KRW
0000004324,3000,421849,0002,KRW
0000003200,2000,016432,0003,KRW
0000003658,2000,080036,0003,CHF
0000003154,3000,741226,2/10,EUR
0000003942,1000,705808,0002,GBP
0000003242,1000,798078,0001,CNY
0000003365,1000,638989,0001,KRW
0000003506,1000,407749,2/10,KRW
0000003518,3000,949532,NT30,EUR
0000003786,5000,892276,0003,CHF
0000003483,4000,988564,0003,CAD
0000003972,1000,748904,NT90,JPY
0000003593,1000,885298,0001,CHF
0000003760,3000,618559,NT90,KRW
0000003815,1000,727421,NT60,BRL
0000003244,2000,012789,2/10,CNY
0000004002,1000,895378,0002,CAD
0000003901,1000,083091,0002,USD
0000003674,2000,093420,0001,USD
0000003462,3000,237466,0003,AUD
0000003063,5000,472768,0001,BRL
0000004979,3000,690072,0003,CHF
0000003917,4000,517571,NT90,AUD
0000004233,5000,757133,0002,GBP
0000003387,2000,272956,NT60,CHF
0000004759,4000,235567,NT30,BRL
0000004524,4000,039956,NT90,BRL
0000003604,2000,669146,NT90,EUR
0000003970,1000,257453,0001,EUR
0000003070,3000,397414,0001,EUR
0000003896,3000,257647,0002,AUD
0000003091,2000,225675,NT60,GBP
0000003102,2000,762184,0002,GBP
0000003862,5000,716031,2/10,AUD
0000003841,5000,554352,NT60,KRW
0000003038,4000,649323,NT60,GBP
0000003974,1000,603205,0002,USD
0000004401,4000,839767,0003,USD
0000003209,5000,869351,NT30,USD
0000003699,4000,337785,NT30,EUR
0000004696,5000,402247,NT30,USD
0000003538,2000,123687,0002,GBP
0000003084,1000,643118,NT30,USD
0000004617,5000,413058,2/10,JPY
0000003270,2000,750612,NT30,JPY
0000004592,2000,252774,0002,CHF
0000003149,5000,679484,0001,JPY
0000004793,2000,944520,0003,EUR
0000003663,4000,037759,NT30,CNY
0000003327,1000,884762,2/10,JPY
0000004625,1000,759987,2/10,KRW
0000004614,3000,893050,2/10,JPY
0000003575,3000,365637,NT60,EUR
0000004848,2000,967917,NT90,CHF
0000004453,3000,987841,2/10,CHF
0000003378,2000,616358,2/10,AUD
0000004606,4000,642635,2/10,GBP
0000004980,1000,939098,2/10,EUR
0000004333,5000,713050,0003,JPY
0000003527,3000,301904,NT90,CNY
0000004977,4000,635165,2/10,CHF
0000003573,1000,135402,NT90,EUR
0000003624,2000,076576,NT90,USD
0000003232,3000,571558,NT30,JPY
0000004345,4000,209277,NT30,GBP
0000003925,4000,010206,0003,USD
0000003504,4000,834801,NT60,CHF
0000003299,1000,093492,2/10,KRW
0000003271,1000,335883,0003,KRW
0000003690,4000,963617,0002,KRW
0000003322,5000,250412,NT90,CNY
0000003584,3000,487110,0001,GBP
0000003243,4000,456338,NT30,CAD
0000004657,4000,099715,0003,USD
0000004127,5000,058725,0002,GBP
0000004836,4000,599009,NT60,BRL
0000003968,3000,866245,2/10,EUR
0000004008,2000,533225,0001,KRW
0000003066,2000,857633,0002,KRW
0000003583,3000,504253,NT60,BRL
0000004742,1000,328549,0002,KRW
0000004181,3000,744547,NT60,EUR
0000003743,3000,559739,NT90,BRL
0000004002,4000,128329,NT30,EUR
0000004305,3000,434062,0001,KRW
0000003416,5000,336803,NT90,CHF
0000004058,2000,325579,NT90,JPY
0000003683,2000,441168,NT90,JPY
0000004315,4000,789641,0001,KRW
0000003034,3000,988800,NT90,USD
0000004571,1000,583973,0001,EUR
0000004019,2000,996270,NT60,CNY
0000003834,4000,444468,0002,CNY
0000004964,4000,044661,NT60,CNY
0000003246,4000,032188,2/10,CNY
0000003048,5000,059214,0001,GBP
0000004691,5000,344897,0003,CNY
0000003300,2000,256342,0002,EUR
0000004265,3000,793884,NT30,CAD
0000004423,4000,244218,0003,BRL
0000004855,1000,004383,0002,CAD
0000003571,3000,013622,0002,USD
0000004478,1000,917261,NT30,JPY
0000004620,4000,702779,0002,CHF
0000004561,3000,855929,0003,USD
0000003079,3000,149394,NT30,CNY
0000004378,4000,888258,NT90,AUD
0000004262,2000,922593,NT60,JPY
0000004643,2000,212153,0002,EUR
0000003053,1000,810781,NT90,CAD
0000004190,4000,564590,0002,GBP
0000004438,4000,159044,0002,AUD
0000004364,1000,578830,NT90,CHF
0000004960,2000,829546,0003,CAD
0000004351,4000,540428,0002,GBP
0000004521,2000,381111,NT30,CAD
0000004474,2000,480756,0003,USD
0000004274,2000,732441,0002,EUR
0000004167,3000,411794,0002,USD
0000003709,2000,929838,NT30,CHF
0000003902,3000,571310,NT60,EUR
0000004375,3000,988151,NT90,CHF
0000003082,1000,185691,0001,GBP
0000004427,1000,413943,NT90,CAD
0000003598,5000,044485,2/10,GBP
0000004985,2000,898396,0001,AUD
0000003196,3000,802374,NT90,CNY
0000003935,4000,137149,0002,GBP
0000003392,1000,473971,NT30,KRW
0000003394,3000,063644,NT90,AUD
0000003541,4000,482336,2/10,EUR
0000004227,1000,855405,NT60,KRW
0000003364,5000,695281,NT60,USD
0000004906,3000,914936,NT30,CNY
0000004600,5000,829161,NT90,BRL
0000003933,3000,932049,NT90,CHF
0000004066,1000,515392,NT90,JPY
0000003177,2000,232729,0001,AUD
0000004645,4000,254366,0003,CNY
0000003392,2000,674491,0002,AUD
0000003952,2000,698512,NT30,CAD
0000003399,2000,626662,0002,EUR
0000004128,4000,493165,NT60,CAD
0000003504,3000,816046,0002,GBP
0000003458,1000,341226,NT30,AUD
0000003124,2000,302603,NT90,KRW
0000003026,4000,935082,NT30,JPY
0000004928,2000,791388,NT90,CAD
0000003538,1000,003428,0003,CNY
0000003576,2000,526485,NT90,EUR
0000004253,2000,400101,NT30,CHF
0000004955,5000,357642,2/10,CNY
0000004172,4000,559200,0003,CAD
0000003883,5000,254057,NT30,CNY
0000004965,5000,753116,0002,GBP
0000004267,3000,827340,NT30,CHF
0000004842,2000,452858,NT90,USD
0000003879,1000,532979,0003,CHF
0000004320,2000,040930,NT90,JPY
0000003123,3000,888457,NT90,EUR
0000003741,4000,898712,NT30,CHF
0000004053,1000,154864,0003,CNY
0000003402,3000,146216,0002,JPY
0000003353,2000,965474,NT90,BRL
0000004817,5000,755396,2/10,CNY
0000004337,2000,058429,2/10,AUD
0000004548,3000,248236,NT60,AUD
0000004252,1000,024806,NT60,JPY
0000004582,4000,551461,NT60,USD
0000004697,1000,997465,NT90,CNY
0000004682,1000,050680,NT60,CHF
0000004778,2000,617202,2/10,JPY
0000004890,5000,507910,NT30,GBP
0000004460,1000,401030,NT60,CHF
0000004114,2000,964527,0002,JPY
0000004194,2000,459125,0002,GBP
0000003129,1000,001783,NT90,EUR
0000003311,4000,331896,2/10,BRL
0000004392,3000,780464,NT60,USD
0000004132,4000,102266,0001,KRW
0000003767,1000,540970,0003,USD
0000004654,4000,235662,NT60,AUD
0000004090,2000,755558,2/10,CHF
0000003238,4000,401459,0002,BRL
0000003166,2000,314035,0001,CHF
0000003526,1000,888139,NT60,GBP
0000004256,1000,281323,2/10,CHF
0000003143,1000,313301,2/10,BRL
0000003167,1000,550268,NT60,BRL
0000003804,2000,820409,2/10,JPY
0000003249,4000,051811,0003,BRL
0000003516,1000,560944,0001,CHF
0000004833,4000,544343,0001,JPY
0000004847,4000,075751,0003,GBP
0000004764,3000,678405,NT30,AUD
0000004753,1000,561118,NT30,JPY
0000004718,1000,081488,0001,KRW
0000004706,5000,984667,0002,JPY
0000004258,1000,107847,2/10,BRL
0000003465,4000,433504,2/10,GBP
0000004218,4000,711436,2/10,GBP
0000004455,2000,227171,0003,CAD
0000003914,2000,337550,2/10,JPY
0000003677,3000,839977,0002,GBP
0000003697,4000,119022,NT60,JPY
0000004300,4000,997832,NT90,EUR
0000004544,5000,158583,NT90,CAD
0000003710,1000,330680,NT60,USD
0000003993,1000,586444,NT60,EUR
0000003635,4000,118491,2/10,KRW
0000003340,2000,607758,NT90,CNY
0000003334,1000,967217,NT90,USD
0000003077,5000,446971,0002,AUD
0000003329,1000,097780,0001,BRL
0000003674,5000,473308,NT60,CNY
0000004065,1000,298163,2/10,BRL
0000003109,2000,512670,NT90,CNY
0000003816,2000,299876,0001,BRL
0000004745,1000,135258,NT60,KRW
0000003783,2000,125939,0001,CHF
0000004082,4000,779038,2/10,CAD
0000004073,2000,176198,0003,USD
0000004243,4000,660423,NT90,CHF
0000003630,3000,518273,NT30,AUD
0000003757,4000,324815,NT90,USD
0000003941,2000,401264,NT60,BRL
0000003634,5000,324945,0003,BRL
0000003521,4000,328606,0002,CHF
0000004387,5000,928162,0003,AUD
0000003598,1000,691419,0001,AUD
0000003248,4000,139033,0002,JPY
0000004896,1000,210972,NT30,CHF
0000003122,2000,367798,0001,KRW
0000003962,3000,856774,0003,CAD
0000003808,3000,928077,0003,CNY
0000004057,5000,721799,0002,CNY
0000004936,2000,941899,2/10,CHF
0000004240,2000,247323,2/10,CAD
0000004736,2000,758779,NT90,CHF
0000004524,3000,925454,NT30,AUD
0000004452,1000,671335,0002,CAD
0000003452,1000,778968,0002,GBP
0000003106,1000,300891,0003,AUD
0000004304,3000,356123,NT60,AUD
0000003414,4000,310876,0001,KRW
0000004119,2000,390791,NT60,KRW
0000003981,2000,248296,NT30,EUR
0000004192,5000,612233,NT90,GBP
0000004973,5000,251430,0003,BRL
0000004142,4000,780161,0003,KRW
0000003250,5000,657416,NT30,CHF
0000003817,1000,933713,NT90,CHF
0000004174,2000,136184,0002,CHF
0000003642,2000,831526,NT30,KRW
0000004547,2000,377927,0003,KRW
0000003700,5000,033394,NT30,CHF
0000004392,4000,455885,0001,KRW
0000003821,3000,166407,NT90,CNY
0000003471,2000,497130,NT90,GBP
0000004117,3000,297799,NT90,CNY
0000004162,5000,401832,0002,USD
0000003411,1000,945600,2/10,CHF
0000004177,5000,468124,0003,EUR
0000004376,4000,328636,0001,BRL
0000004927,5000,023971,0003,CNY
0000003452,4000,397753,NT60,KRW
0000003155,4000,300080,0003,CNY
0000004810,3000,509425,2/10,CAD
0000004768,3000,259661,NT30,GBP
0000003068,4000,708179,NT60,CNY
0000003145,5000,547765,0003,BRL
0000004947,4000,755134,0001,BRL
0000004346,4000,132051,NT30,GBP
0000003342,4000,282839,0003,USD
0000004767,2000,712928,NT60,KRW
0000004426,3000,257001,2/10,GBP
0000004368,2000,433739,0003,AUD
0000004744,1000,762810,0002,JPY
0000004409,2000,976281,NT60,EUR
0000003044,3000,533436,0002,CAD
0000004816,3000,387600,0003,EUR
0000004319,1000,007839,2/10,KRW
0000004912,4000,950226,NT30,GBP
0000003435,2000,283555,0002,EUR
0000003884,5000,014879,NT90,EUR
0000004908,3000,151049,NT90,KRW
0000004399,1000,030855,0001,CNY
0000004043,2000,477696,2/10,JPY
0000003596,3000,952839,2/10,USD
0000003995,5000,387839,NT90,AUD
0000004281,3000,434275,0001,BRL
0000003417,1000,652376,0001,KRW
0000004909,5000,054769,0002,GBP
0000004984,4000,443033,0003,GBP
0000004200,2000,369571,NT90,EUR
0000004842,3000,026597,0001,CHF
0000003090,4000,985233,NT90,EUR
0000004331,4000,943551,NT30,CAD
0000003796,5000,534209,0001,CAD
0000004634,3000,838363,0003,CAD
0000004035,4000,745118,NT90,JPY
0000004597,2000,622859,0003,EUR
0000004464,5000,586847,0003,USD
0000004983,2000,740620,0001,JPY
0000003789,1000,809537,NT30,CHF
0000004309,2000,360138,NT90,CHF
0000003256,5000,595943,NT90,CAD
0000004359,2000,844393,0003,AUD
0000003322,4000,284386,0003,EUR
0000003283,3000,143534,0002,CAD
0000003170,1000,626234,0003,CAD
0000004703,2000,651105,NT60,CAD
0000004627,5000,475032,0001,BRL
0000004102,1000,802239,NT60,AUD
0000003013,5000,898229,NT60,CAD
0000003347,1000,188028,0002,KRW
0000004139,5000,985556,NT30,CNY
0000003749,4000,200384,2/10,CHF
0000004687,1000,347254,NT30,CHF
0000003271,3000,901462,2/10,JPY
0000003465,2000,716274,2/10,EUR
0000003103,1000,400739,NT60,USD
0000003797,3000,721576,2/10,USD
0000004537,3000,427569,NT60,EUR
0000004355,3000,931690,0001,BRL
0000004019,1000,539461,NT60,CHF
0000003674,4000,711902,2/10,CNY
0000004743,4000,526297,0003,AUD
0000004406,3000,474733,0002,KRW
0000003185,2000,874179,2/10,AUD
0000004137,4000,841086,NT60,USD
0000004009,1000,524146,2/10,BRL
0000004450,5000,682259,NT30,BRL
0000004396,2000,415549,NT30,CNY
0000004753,2000,718986,2/10,GBP
0000004649,2000,520563,0003,CHF
0000003582,1000,961354,NT90,KRW
0000004164,5000,568414,NT60,CNY
0000003874,2000,910489,0002,CNY
0000004645,1000,927804,NT30,BRL
0000004629,1000,367849,0003,CHF
0000004561,1000,683413,NT90,AUD
0000003575,2000,138236,0002,EUR
0000004731,5000,496645,NT30,USD
0000003594,2000,429470,0003,JPY
0000003171,5000,456675,0003,JPY
0000004576,5000,784334,NT60,KRW
0000003883,1000,054915,NT30,CHF
0000004349,1000,310350,NT60,CAD
0000003025,4000,065791,NT60,CAD
0000004160,1000,731895,NT60,BRL
0000003546,4000,560232,NT30,KRW
0000004484,5000,726484,0001,KRW
0000004146,3000,545820,0001,CAD
