BP_NUMBER,ROLE_CODE,VALID_FROM,VALID_TO
0000001778,FLVN01,2000-01-01,9999-12-31
0000001779,FLVN01,2000-01-01,9999-12-31
0000001780,FLVN01,2000-01-01,9999-12-31
0000001781,FLVN01,2000-01-01,9999-12-31
0000001782,FLVN01,2000-01-01,9999-12-31
0000001783,FLVN01,2000-01-01,9999-12-31
0000001785,FLVN01,2000-01-01,9999-12-31
0000001786,FLVN01,2000-01-01,9999-12-31
0000001788,FLVN01,2000-01-01,9999-12-31
0000001790,FLVN01,2000-01-01,9999-12-31
0000001792,FLVN01,2000-01-01,9999-12-31
0000001793,FLVN01,2000-01-01,9999-12-31
0000001794,FLVN01,2000-01-01,9999-12-31
0000001795,FLVN01,2000-01-01,9999-12-31
0000001796,FLVN01,2000-01-01,9999-12-31
0000001797,FLVN01,2000-01-01,9999-12-31
0000001798,FLVN01,2000-01-01,9999-12-31
0000001799,FLVN01,2000-01-01,9999-12-31
0000001800,FLVN01,2000-01-01,9999-12-31
0000001801,FLVN01,2000-01-01,9999-12-31
0000001802,FLVN01,2000-01-01,9999-12-31
0000001803,FLVN01,2000-01-01,9999-12-31
0000001804,FLVN01,2000-01-01,9999-12-31
0000001805,FLVN01,2000-01-01,9999-12-31
0000001806,FLVN01,2000-01-01,9999-12-31
0000001807,FLVN01,2000-01-01,9999-12-31
0000001808,FLVN01,2000-01-01,9999-12-31
0000001809,FLVN01,2000-01-01,9999-12-31
0000001810,FLVN01,2000-01-01,9999-12-31
0000001811,FLVN01,2000-01-01,9999-12-31
0000001812,FLVN01,2000-01-01,9999-12-31
0000001813,FLVN01,2000-01-01,9999-12-31
0000001814,FLVN01,2000-01-01,9999-12-31
0000001815,FLVN01,2000-01-01,9999-12-31
0000001816,FLVN01,2000-01-01,9999-12-31
0000001817,FLVN01,2000-01-01,9999-12-31
0000001818,FLVN01,2000-01-01,9999-12-31
0000001819,FLVN01,2000-01-01,9999-12-31
0000001821,FLVN01,2000-01-01,9999-12-31
0000001822,FLVN01,2000-01-01,9999-12-31
0000001823,FLVN01,2000-01-01,9999-12-31
0000001824,FLVN01,2000-01-01,9999-12-31
0000001825,FLVN01,2000-01-01,9999-12-31
0000001826,FLVN01,2000-01-01,9999-12-31
0000001827,FLVN01,2000-01-01,9999-12-31
0000001828,FLVN01,2000-01-01,9999-12-31
0000001829,FLVN01,2000-01-01,9999-12-31
0000001830,FLVN01,2000-01-01,9999-12-31
0000001831,FLVN01,2000-01-01,9999-12-31
0000001832,FLVN01,2000-01-01,9999-12-31
0000001833,FLVN01,2000-01-01,9999-12-31
0000001834,FLVN01,2000-01-01,9999-12-31
0000001835,FLVN01,2000-01-01,9999-12-31
0000001836,FLVN01,2000-01-01,9999-12-31
0000001837,FLVN01,2000-01-01,9999-12-31
0000001838,FLVN01,2000-01-01,9999-12-31
0000001839,FLVN01,2000-01-01,9999-12-31
0000001840,FLVN01,2000-01-01,9999-12-31
0000001841,FLVN01,2000-01-01,9999-12-31
0000001843,FLVN01,2000-01-01,9999-12-31
0000001844,FLVN01,2000-01-01,9999-12-31
0000001845,FLVN01,2000-01-01,9999-12-31
0000001846,FLVN01,2000-01-01,9999-12-31
0000001847,FLVN01,2000-01-01,9999-12-31
0000001848,FLVN01,2000-01-01,9999-12-31
0000001849,FLVN01,2000-01-01,9999-12-31
0000001850,FLVN01,2000-01-01,9999-12-31
0000001851,FLVN01,2000-01-01,9999-12-31
0000001852,FLVN01,2000-01-01,9999-12-31
0000001853,FLVN01,2000-01-01,9999-12-31
0000001854,FLVN01,2000-01-01,9999-12-31
0000001857,FLVN01,2000-01-01,9999-12-31
0000001858,FLVN01,2000-01-01,9999-12-31
0000001859,FLVN01,2000-01-01,9999-12-31
0000001860,FLVN01,2000-01-01,9999-12-31
0000001861,FLVN01,2000-01-01,9999-12-31
0000001862,FLVN01,2000-01-01,9999-12-31
0000001863,FLVN01,2000-01-01,9999-12-31
0000001864,FLVN01,2000-01-01,9999-12-31
0000001865,FLVN01,2000-01-01,9999-12-31
0000001866,FLVN01,2000-01-01,9999-12-31
0000001867,FLVN01,2000-01-01,9999-12-31
0000001868,FLVN01,2000-01-01,9999-12-31
0000001869,FLVN01,2000-01-01,9999-12-31
0000001870,FLVN01,2000-01-01,9999-12-31
0000001871,FLVN01,2000-01-01,9999-12-31
0000001872,FLVN01,2000-01-01,9999-12-31
0000001873,FLVN01,2000-01-01,9999-12-31
0000001874,FLVN01,2000-01-01,9999-12-31
0000001875,FLVN01,2000-01-01,9999-12-31
0000001876,FLVN01,2000-01-01,9999-12-31
0000001877,FLVN01,2000-01-01,9999-12-31
0000001878,FLVN01,2000-01-01,9999-12-31
0000001879,FLVN01,2000-01-01,9999-12-31
0000001880,FLVN01,2000-01-01,9999-12-31
0000001881,FLVN01,2000-01-01,9999-12-31
0000001882,FLVN01,2000-01-01,9999-12-31
0000001883,FLVN01,2000-01-01,9999-12-31
0000001884,FLVN01,2000-01-01,9999-12-31
0000001885,FLVN01,2000-01-01,9999-12-31
0000001886,FLVN01,2000-01-01,9999-12-31
0000001887,FLVN01,2000-01-01,9999-12-31
0000001888,FLVN01,2000-01-01,9999-12-31
0000001890,FLVN01,2000-01-01,9999-12-31
0000001891,FLVN01,2000-01-01,9999-12-31
0000001892,FLVN01,2000-01-01,9999-12-31
0000001893,FLVN01,2000-01-01,9999-12-31
0000001894,FLVN01,2000-01-01,9999-12-31
0000001895,FLVN01,2000-01-01,9999-12-31
0000001896,FLVN01,2000-01-01,9999-12-31
0000001897,FLVN01,2000-01-01,9999-12-31
0000001898,FLVN01,2000-01-01,9999-12-31
0000001899,FLVN01,2000-01-01,9999-12-31
0000001901,FLVN01,2000-01-01,9999-12-31
0000001902,FLVN01,2000-01-01,9999-12-31
0000001903,FLVN01,2000-01-01,9999-12-31
0000001904,FLVN01,2000-01-01,9999-12-31
0000001905,FLVN01,2000-01-01,9999-12-31
0000001906,FLVN01,2000-01-01,9999-12-31
0000001907,FLVN01,2000-01-01,9999-12-31
0000001908,FLVN01,2000-01-01,9999-12-31
0000001909,FLVN01,2000-01-01,9999-12-31
0000001910,FLVN01,2000-01-01,9999-12-31
0000001911,FLVN01,2000-01-01,9999-12-31
0000001912,FLVN01,2000-01-01,9999-12-31
0000001913,FLVN01,2000-01-01,9999-12-31
0000001914,FLVN01,2000-01-01,9999-12-31
0000001915,FLVN01,2000-01-01,9999-12-31
0000001916,FLVN01,2000-01-01,9999-12-31
0000001917,FLVN01,2000-01-01,9999-12-31
0000001918,FLVN01,2000-01-01,9999-12-31
0000001919,FLVN01,2000-01-01,9999-12-31
0000001920,FLVN01,2000-01-01,9999-12-31
0000001921,FLVN01,2000-01-01,9999-12-31
0000001922,FLVN01,2000-01-01,9999-12-31
0000001923,FLVN01,2000-01-01,9999-12-31
0000001924,FLVN01,2000-01-01,9999-12-31
0000001925,FLVN01,2000-01-01,9999-12-31
0000001926,FLVN01,2000-01-01,9999-12-31
0000001927,FLVN01,2000-01-01,9999-12-31
0000001928,FLVN01,2000-01-01,9999-12-31
0000001929,FLVN01,2000-01-01,9999-12-31
0000001930,FLVN01,2000-01-01,9999-12-31
0000001931,FLVN01,2000-01-01,9999-12-31
0000001932,FLVN01,2000-01-01,9999-12-31
0000001933,FLVN01,2000-01-01,9999-12-31
0000001934,FLVN01,2000-01-01,9999-12-31
0000001935,FLVN01,2000-01-01,9999-12-31
0000001936,FLVN01,2000-01-01,9999-12-31
0000001937,FLVN01,2000-01-01,9999-12-31
0000001938,FLVN01,2000-01-01,9999-12-31
0000001939,FLVN01,2000-01-01,9999-12-31
0000001940,FLVN01,2000-01-01,9999-12-31
0000001941,FLVN01,2000-01-01,9999-12-31
0000001942,FLVN01,2000-01-01,9999-12-31
0000001944,FLVN01,2000-01-01,9999-12-31
0000001945,FLVN01,2000-01-01,9999-12-31
0000001946,FLVN01,2000-01-01,9999-12-31
0000001947,FLVN01,2000-01-01,9999-12-31
0000001948,FLVN01,2000-01-01,9999-12-31
0000001949,FLVN01,2000-01-01,9999-12-31
0000001950,FLVN01,2000-01-01,9999-12-31
0000001951,FLVN01,2000-01-01,9999-12-31
0000001952,FLVN01,2000-01-01,9999-12-31
0000001953,FLVN01,2000-01-01,9999-12-31
0000001954,FLVN01,2000-01-01,9999-12-31
0000001955,FLVN01,2000-01-01,9999-12-31
0000001956,FLVN01,2000-01-01,9999-12-31
0000001957,FLVN01,2000-01-01,9999-12-31
0000001958,FLVN01,2000-01-01,9999-12-31
0000001959,FLVN01,2000-01-01,9999-12-31
0000001960,FLVN01,2000-01-01,9999-12-31
0000001961,FLVN01,2000-01-01,9999-12-31
0000001962,FLVN01,2000-01-01,9999-12-31
0000001963,FLVN01,2000-01-01,9999-12-31
0000001964,FLVN01,2000-01-01,9999-12-31
0000001965,FLVN01,2000-01-01,9999-12-31
0000001966,FLVN01,2000-01-01,9999-12-31
0000001967,FLVN01,2000-01-01,9999-12-31
0000001968,FLVN01,2000-01-01,9999-12-31
0000001969,FLVN01,2000-01-01,9999-12-31
0000001970,FLVN01,2000-01-01,9999-12-31
0000001971,FLVN01,2000-01-01,9999-12-31
0000001972,FLVN01,2000-01-01,9999-12-31
0000001973,FLVN01,2000-01-01,9999-12-31
0000001974,FLVN01,2000-01-01,9999-12-31
0000001975,FLVN01,2000-01-01,9999-12-31
0000001976,FLVN01,2000-01-01,9999-12-31
0000001977,FLVN01,2000-01-01,9999-12-31
0000001978,FLVN01,2000-01-01,9999-12-31
0000001979,FLVN01,2000-01-01,9999-12-31
0000001980,FLVN01,2000-01-01,9999-12-31
0000001981,FLVN01,2000-01-01,9999-12-31
0000001982,FLVN01,2000-01-01,9999-12-31
0000001983,FLVN01,2000-01-01,9999-12-31
0000001984,FLVN01,2000-01-01,9999-12-31
0000001985,FLVN01,2000-01-01,9999-12-31
0000001986,FLVN01,2000-01-01,9999-12-31
0000001987,FLVN01,2000-01-01,9999-12-31
0000001988,FLVN01,2000-01-01,9999-12-31
0000001990,FLVN01,2000-01-01,9999-12-31
0000001993,FLVN01,2000-01-01,9999-12-31
0000001994,FLVN01,2000-01-01,9999-12-31
0000001995,FLVN01,2000-01-01,9999-12-31
0000001996,FLVN01,2000-01-01,9999-12-31
0000001997,FLVN01,2000-01-01,9999-12-31
0000001998,FLVN01,2000-01-01,9999-12-31
0000002000,FLVN01,2000-01-01,9999-12-31
0000003002,FLCU01,2000-01-01,9999-12-31
0000003003,FLCU01,2000-01-01,9999-12-31
0000003004,FLCU01,2000-01-01,9999-12-31
0000003005,FLCU01,2000-01-01,9999-12-31
0000003006,FLCU01,2000-01-01,9999-12-31
0000003007,FLCU01,2000-01-01,9999-12-31
0000003008,FLCU01,2000-01-01,9999-12-31
0000003009,FLCU01,2000-01-01,9999-12-31
0000003010,FLCU01,2000-01-01,9999-12-31
0000003012,FLCU01,2000-01-01,9999-12-31
0000003013,FLCU01,2000-01-01,9999-12-31
0000003014,FLCU01,2000-01-01,9999-12-31
0000003015,FLCU01,2000-01-01,9999-12-31
0000003016,FLCU01,2000-01-01,9999-12-31
0000003017,FLCU01,2000-01-01,9999-12-31
0000003018,FLCU01,2000-01-01,9999-12-31
0000003019,FLCU01,2000-01-01,9999-12-31
0000003020,FLCU01,2000-01-01,9999-12-31
0000003021,FLCU01,2000-01-01,9999-12-31
0000003022,FLCU01,2000-01-01,9999-12-31
0000003023,FLCU01,2000-01-01,9999-12-31
0000003024,FLCU01,2000-01-01,9999-12-31
0000003025,FLCU01,2000-01-01,9999-12-31
0000003026,FLCU01,2000-01-01,9999-12-31
0000003027,FLCU01,2000-01-01,9999-12-31
0000003028,FLCU01,2000-01-01,9999-12-31
0000003029,FLCU01,2000-01-01,9999-12-31
0000003030,FLCU01,2000-01-01,9999-12-31
0000003031,FLCU01,2000-01-01,9999-12-31
0000003032,FLCU01,2000-01-01,9999-12-31
0000003033,FLCU01,2000-01-01,9999-12-31
0000003034,FLCU01,2000-01-01,9999-12-31
0000003035,FLCU01,2000-01-01,9999-12-31
0000003036,FLCU01,2000-01-01,9999-12-31
0000003037,FLCU01,2000-01-01,9999-12-31
0000003038,FLCU01,2000-01-01,9999-12-31
0000003039,FLCU01,2000-01-01,9999-12-31
0000003040,FLCU01,2000-01-01,9999-12-31
0000003041,FLCU01,2000-01-01,9999-12-31
0000003042,FLCU01,2000-01-01,9999-12-31
0000003043,FLCU01,2000-01-01,9999-12-31
0000003044,FLCU01,2000-01-01,9999-12-31
0000003045,FLCU01,2000-01-01,9999-12-31
0000003046,FLCU01,2000-01-01,9999-12-31
0000003047,FLCU01,2000-01-01,9999-12-31
0000003048,FLCU01,2000-01-01,9999-12-31
0000003049,FLCU01,2000-01-01,9999-12-31
0000003050,FLCU01,2000-01-01,9999-12-31
0000003051,FLCU01,2000-01-01,9999-12-31
0000003052,FLCU01,2000-01-01,9999-12-31
0000003053,FLCU01,2000-01-01,9999-12-31
0000003054,FLCU01,2000-01-01,9999-12-31
0000003055,FLCU01,2000-01-01,9999-12-31
0000003056,FLCU01,2000-01-01,9999-12-31
0000003057,FLCU01,2000-01-01,9999-12-31
0000003058,FLCU01,2000-01-01,9999-12-31
0000003059,FLCU01,2000-01-01,9999-12-31
0000003060,FLCU01,2000-01-01,9999-12-31
0000003061,FLCU01,2000-01-01,9999-12-31
0000003062,FLCU01,2000-01-01,9999-12-31
0000003063,FLCU01,2000-01-01,9999-12-31
0000003064,FLCU01,2000-01-01,9999-12-31
0000003065,FLCU01,2000-01-01,9999-12-31
0000003066,FLCU01,2000-01-01,9999-12-31
0000003067,FLCU01,2000-01-01,9999-12-31
0000003068,FLCU01,2000-01-01,9999-12-31
0000003069,FLCU01,2000-01-01,9999-12-31
0000003070,FLCU01,2000-01-01,9999-12-31
0000003071,FLCU01,2000-01-01,9999-12-31
0000003072,FLCU01,2000-01-01,9999-12-31
0000003073,FLCU01,2000-01-01,9999-12-31
0000003074,FLCU01,2000-01-01,9999-12-31
0000003076,FLCU01,2000-01-01,9999-12-31
0000003077,FLCU01,2000-01-01,9999-12-31
0000003078,FLCU01,2000-01-01,9999-12-31
0000003079,FLCU01,2000-01-01,9999-12-31
0000003080,FLCU01,2000-01-01,9999-12-31
0000003082,FLCU01,2000-01-01,9999-12-31
0000003083,FLCU01,2000-01-01,9999-12-31
0000003084,FLCU01,2000-01-01,9999-12-31
0000003085,FLCU01,2000-01-01,9999-12-31
0000003086,FLCU01,2000-01-01,9999-12-31
0000003087,FLCU01,2000-01-01,9999-12-31
0000003088,FLCU01,2000-01-01,9999-12-31
0000003089,FLCU01,2000-01-01,9999-12-31
0000003090,FLCU01,2000-01-01,9999-12-31
0000003091,FLCU01,2000-01-01,9999-12-31
0000003092,FLCU01,2000-01-01,9999-12-31
0000003093,FLCU01,2000-01-01,9999-12-31
0000003094,FLCU01,2000-01-01,9999-12-31
0000003095,FLCU01,2000-01-01,9999-12-31
0000003096,FLCU01,2000-01-01,9999-12-31
0000003097,FLCU01,2000-01-01,9999-12-31
0000003098,FLCU01,2000-01-01,9999-12-31
0000003099,FLCU01,2000-01-01,9999-12-31
0000003100,FLCU01,2000-01-01,9999-12-31
0000003101,FLCU01,2000-01-01,9999-12-31
0000003102,FLCU01,2000-01-01,9999-12-31
0000003103,FLCU01,2000-01-01,9999-12-31
0000003104,FLCU01,2000-01-01,9999-12-31
0000003105,FLCU01,2000-01-01,9999-12-31
0000003106,FLCU01,2000-01-01,9999-12-31
0000003107,FLCU01,2000-01-01,9999-12-31
0000003108,FLCU01,2000-01-01,9999-12-31
0000003109,FLCU01,2000-01-01,9999-12-31
0000003110,FLCU01,2000-01-01,9999-12-31
0000003111,FLCU01,2000-01-01,9999-12-31
0000003112,FLCU01,2000-01-01,9999-12-31
0000003113,FLCU01,2000-01-01,9999-12-31
0000003114,FLCU01,2000-01-01,9999-12-31
0000003115,FLCU01,2000-01-01,9999-12-31
0000003116,FLCU01,2000-01-01,9999-12-31
0000003117,FLCU01,2000-01-01,9999-12-31
0000003118,FLCU01,2000-01-01,9999-12-31
0000003119,FLCU01,2000-01-01,9999-12-31
0000003120,FLCU01,2000-01-01,9999-12-31
0000003122,FLCU01,2000-01-01,9999-12-31
0000003123,FLCU01,2000-01-01,9999-12-31
0000003124,FLCU01,2000-01-01,9999-12-31
0000003125,FLCU01,2000-01-01,9999-12-31
0000003126,FLCU01,2000-01-01,9999-12-31
0000003128,FLCU01,2000-01-01,9999-12-31
0000003129,FLCU01,2000-01-01,9999-12-31
0000003130,FLCU01,2000-01-01,9999-12-31
0000003131,FLCU01,2000-01-01,9999-12-31
0000003132,FLCU01,2000-01-01,9999-12-31
0000003133,FLCU01,2000-01-01,9999-12-31
0000003134,FLCU01,2000-01-01,9999-12-31
0000003135,FLCU01,2000-01-01,9999-12-31
0000003136,FLCU01,2000-01-01,9999-12-31
0000003137,FLCU01,2000-01-01,9999-12-31
0000003138,FLCU01,2000-01-01,9999-12-31
0000003139,FLCU01,2000-01-01,9999-12-31
0000003140,FLCU01,2000-01-01,9999-12-31
0000003141,FLCU01,2000-01-01,9999-12-31
0000003142,FLCU01,2000-01-01,9999-12-31
0000003143,FLCU01,2000-01-01,9999-12-31
0000003144,FLCU01,2000-01-01,9999-12-31
0000003145,FLCU01,2000-01-01,9999-12-31
0000003146,FLCU01,2000-01-01,9999-12-31
0000003147,FLCU01,2000-01-01,9999-12-31
0000003148,FLCU01,2000-01-01,9999-12-31
0000003149,FLCU01,2000-01-01,9999-12-31
0000003150,FLCU01,2000-01-01,9999-12-31
0000003151,FLCU01,2000-01-01,9999-12-31
0000003152,FLCU01,2000-01-01,9999-12-31
0000003154,FLCU01,2000-01-01,9999-12-31
0000003155,FLCU01,2000-01-01,9999-12-31
0000003156,FLCU01,2000-01-01,9999-12-31
0000003157,FLCU01,2000-01-01,9999-12-31
0000003158,FLCU01,2000-01-01,9999-12-31
0000003159,FLCU01,2000-01-01,9999-12-31
0000003160,FLCU01,2000-01-01,9999-12-31
0000003161,FLCU01,2000-01-01,9999-12-31
0000003162,FLCU01,2000-01-01,9999-12-31
0000003163,FLCU01,2000-01-01,9999-12-31
0000003164,FLCU01,2000-01-01,9999-12-31
0000003165,FLCU01,2000-01-01,9999-12-31
0000003166,FLCU01,2000-01-01,9999-12-31
0000003167,FLCU01,2000-01-01,9999-12-31
0000003168,FLCU01,2000-01-01,9999-12-31
0000003169,FLCU01,2000-01-01,9999-12-31
0000003170,FLCU01,2000-01-01,9999-12-31
0000003171,FLCU01,2000-01-01,9999-12-31
0000003172,FLCU01,2000-01-01,9999-12-31
0000003173,FLCU01,2000-01-01,9999-12-31
0000003174,FLCU01,2000-01-01,9999-12-31
0000003175,FLCU01,2000-01-01,9999-12-31
0000003176,FLCU01,2000-01-01,9999-12-31
0000003177,FLCU01,2000-01-01,9999-12-31
0000003178,FLCU01,2000-01-01,9999-12-31
0000003179,FLCU01,2000-01-01,9999-12-31
0000003180,FLCU01,2000-01-01,9999-12-31
0000003181,FLCU01,2000-01-01,9999-12-31
0000003182,FLCU01,2000-01-01,9999-12-31
0000003183,FLCU01,2000-01-01,9999-12-31
0000003184,FLCU01,2000-01-01,9999-12-31
0000003185,FLCU01,2000-01-01,9999-12-31
0000003186,FLCU01,2000-01-01,9999-12-31
0000003187,FLCU01,2000-01-01,9999-12-31
0000003189,FLCU01,2000-01-01,9999-12-31
0000003190,FLCU01,2000-01-01,9999-12-31
0000003191,FLCU01,2000-01-01,9999-12-31
0000003192,FLCU01,2000-01-01,9999-12-31
0000003193,FLCU01,2000-01-01,9999-12-31
0000003194,FLCU01,2000-01-01,9999-12-31
0000003195,FLCU01,2000-01-01,9999-12-31
0000003196,FLCU01,2000-01-01,9999-12-31
0000003197,FLCU01,2000-01-01,9999-12-31
0000003198,FLCU01,2000-01-01,9999-12-31
0000003199,FLCU01,2000-01-01,9999-12-31
0000003200,FLCU01,2000-01-01,9999-12-31
0000003201,FLCU01,2000-01-01,9999-12-31
0000003202,FLCU01,2000-01-01,9999-12-31
0000003203,FLCU01,2000-01-01,9999-12-31
0000003204,FLCU01,2000-01-01,9999-12-31
0000003205,FLCU01,2000-01-01,9999-12-31
0000003206,FLCU01,2000-01-01,9999-12-31
0000003207,FLCU01,2000-01-01,9999-12-31
0000003208,FLCU01,2000-01-01,9999-12-31
0000003209,FLCU01,2000-01-01,9999-12-31
0000003210,FLCU01,2000-01-01,9999-12-31
0000003211,FLCU01,2000-01-01,9999-12-31
0000003212,FLCU01,2000-01-01,9999-12-31
0000003213,FLCU01,2000-01-01,9999-12-31
0000003214,FLCU01,2000-01-01,9999-12-31
0000003215,FLCU01,2000-01-01,9999-12-31
0000003216,FLCU01,2000-01-01,9999-12-31
0000003217,FLCU01,2000-01-01,9999-12-31
0000003218,FLCU01,2000-01-01,9999-12-31
0000003219,FLCU01,2000-01-01,9999-12-31
0000003220,FLCU01,2000-01-01,9999-12-31
0000003221,FLCU01,2000-01-01,9999-12-31
0000003222,FLCU01,2000-01-01,9999-12-31
0000003223,FLCU01,2000-01-01,9999-12-31
0000003224,FLCU01,2000-01-01,9999-12-31
0000003225,FLCU01,2000-01-01,9999-12-31
0000003226,FLCU01,2000-01-01,9999-12-31
0000003227,FLCU01,2000-01-01,9999-12-31
0000003228,FLCU01,2000-01-01,9999-12-31
0000003229,FLCU01,2000-01-01,9999-12-31
0000003230,FLCU01,2000-01-01,9999-12-31
0000003231,FLCU01,2000-01-01,9999-12-31
0000003232,FLCU01,2000-01-01,9999-12-31
0000003233,FLCU01,2000-01-01,9999-12-31
0000003234,FLCU01,2000-01-01,9999-12-31
0000003235,FLCU01,2000-01-01,9999-12-31
0000003236,FLCU01,2000-01-01,9999-12-31
0000003237,FLCU01,2000-01-01,9999-12-31
0000003238,FLCU01,2000-01-01,9999-12-31
0000003239,FLCU01,2000-01-01,9999-12-31
0000003240,FLCU01,2000-01-01,9999-12-31
0000003241,FLCU01,2000-01-01,9999-12-31
0000003242,FLCU01,2000-01-01,9999-12-31
0000003243,FLCU01,2000-01-01,9999-12-31
0000003244,FLCU01,2000-01-01,9999-12-31
0000003245,FLCU01,2000-01-01,9999-12-31
0000003246,FLCU01,2000-01-01,9999-12-31
0000003247,FLCU01,2000-01-01,9999-12-31
0000003248,FLCU01,2000-01-01,9999-12-31
0000003249,FLCU01,2000-01-01,9999-12-31
0000003250,FLCU01,2000-01-01,9999-12-31
0000003252,FLCU01,2000-01-01,9999-12-31
0000003253,FLCU01,2000-01-01,9999-12-31
0000003254,FLCU01,2000-01-01,9999-12-31
0000003255,FLCU01,2000-01-01,9999-12-31
0000003256,FLCU01,2000-01-01,9999-12-31
0000003257,FLCU01,2000-01-01,9999-12-31
0000003258,FLCU01,2000-01-01,9999-12-31
0000003259,FLCU01,2000-01-01,9999-12-31
0000003260,FLCU01,2000-01-01,9999-12-31
0000003261,FLCU01,2000-01-01,9999-12-31
0000003262,FLCU01,2000-01-01,9999-12-31
0000003263,FLCU01,2000-01-01,9999-12-31
0000003264,FLCU01,2000-01-01,9999-12-31
0000003265,FLCU01,2000-01-01,9999-12-31
0000003266,FLCU01,2000-01-01,9999-12-31
0000003267,FLCU01,2000-01-01,9999-12-31
0000003268,FLCU01,2000-01-01,9999-12-31
0000003269,FLCU01,2000-01-01,9999-12-31
0000003270,FLCU01,2000-01-01,9999-12-31
0000003271,FLCU01,2000-01-01,9999-12-31
0000003272,FLCU01,2000-01-01,9999-12-31
0000003273,FLCU01,2000-01-01,9999-12-31
0000003274,FLCU01,2000-01-01,9999-12-31
0000003275,FLCU01,2000-01-01,9999-12-31
0000003276,FLCU01,2000-01-01,9999-12-31
0000003277,FLCU01,2000-01-01,9999-12-31
0000003278,FLCU01,2000-01-01,9999-12-31
0000003279,FLCU01,2000-01-01,9999-12-31
0000003280,FLCU01,2000-01-01,9999-12-31
0000003281,FLCU01,2000-01-01,9999-12-31
0000003282,FLCU01,2000-01-01,9999-12-31
0000003283,FLCU01,2000-01-01,9999-12-31
0000003284,FLCU01,2000-01-01,9999-12-31
0000003285,FLCU01,2000-01-01,9999-12-31
0000003286,FLCU01,2000-01-01,9999-12-31
0000003287,FLCU01,2000-01-01,9999-12-31
0000003288,FLCU01,2000-01-01,9999-12-31
0000003289,FLCU01,2000-01-01,9999-12-31
0000003290,FLCU01,2000-01-01,9999-12-31
0000003291,FLCU01,2000-01-01,9999-12-31
0000003292,FLCU01,2000-01-01,9999-12-31
0000003293,FLCU01,2000-01-01,9999-12-31
0000003294,FLCU01,2000-01-01,9999-12-31
0000003295,FLCU01,2000-01-01,9999-12-31
0000003296,FLCU01,2000-01-01,9999-12-31
0000003297,FLCU01,2000-01-01,9999-12-31
0000003298,FLCU01,2000-01-01,9999-12-31
0000003299,FLCU01,2000-01-01,9999-12-31
0000003300,FLCU01,2000-01-01,9999-12-31
0000003301,FLCU01,2000-01-01,9999-12-31
0000003302,FLCU01,2000-01-01,9999-12-31
0000003304,FLCU01,2000-01-01,9999-12-31
0000003305,FLCU01,2000-01-01,9999-12-31
0000003306,FLCU01,2000-01-01,9999-12-31
0000003307,FLCU01,2000-01-01,9999-12-31
0000003308,FLCU01,2000-01-01,9999-12-31
0000003309,FLCU01,2000-01-01,9999-12-31
0000003310,FLCU01,2000-01-01,9999-12-31
0000003311,FLCU01,2000-01-01,9999-12-31
0000003312,FLCU01,2000-01-01,9999-12-31
0000003313,FLCU01,2000-01-01,9999-12-31
0000003314,FLCU01,2000-01-01,9999-12-31
0000003315,FLCU01,2000-01-01,9999-12-31
0000003316,FLCU01,2000-01-01,9999-12-31
0000003317,FLCU01,2000-01-01,9999-12-31
0000003318,FLCU01,2000-01-01,9999-12-31
0000003319,FLCU01,2000-01-01,9999-12-31
0000003320,FLCU01,2000-01-01,9999-12-31
0000003321,FLCU01,2000-01-01,9999-12-31
0000003322,FLCU01,2000-01-01,9999-12-31
0000003323,FLCU01,2000-01-01,9999-12-31
0000003324,FLCU01,2000-01-01,9999-12-31
0000003325,FLCU01,2000-01-01,9999-12-31
0000003326,FLCU01,2000-01-01,9999-12-31
0000003327,FLCU01,2000-01-01,9999-12-31
0000003328,FLCU01,2000-01-01,9999-12-31
0000003329,FLCU01,2000-01-01,9999-12-31
0000003330,FLCU01,2000-01-01,9999-12-31
0000003331,FLCU01,2000-01-01,9999-12-31
0000003332,FLCU01,2000-01-01,9999-12-31
0000003333,FLCU01,2000-01-01,9999-12-31
0000003334,FLCU01,2000-01-01,9999-12-31
0000003335,FLCU01,2000-01-01,9999-12-31
0000003336,FLCU01,2000-01-01,9999-12-31
0000003337,FLCU01,2000-01-01,9999-12-31
0000003338,FLCU01,2000-01-01,9999-12-31
0000003339,FLCU01,2000-01-01,9999-12-31
0000003340,FLCU01,2000-01-01,9999-12-31
0000003341,FLCU01,2000-01-01,9999-12-31
0000003342,FLCU01,2000-01-01,9999-12-31
0000003343,FLCU01,2000-01-01,9999-12-31
0000003344,FLCU01,2000-01-01,9999-12-31
0000003345,FLCU01,2000-01-01,9999-12-31
0000003346,FLCU01,2000-01-01,9999-12-31
0000003347,FLCU01,2000-01-01,9999-12-31
0000003349,FLCU01,2000-01-01,9999-12-31
0000003352,FLCU01,2000-01-01,9999-12-31
0000003353,FLCU01,2000-01-01,9999-12-31
0000003354,FLCU01,2000-01-01,9999-12-31
0000003355,FLCU01,2000-01-01,9999-12-31
0000003357,FLCU01,2000-01-01,9999-12-31
0000003358,FLCU01,2000-01-01,9999-12-31
0000003359,FLCU01,2000-01-01,9999-12-31
0000003360,FLCU01,2000-01-01,9999-12-31
0000003361,FLCU01,2000-01-01,9999-12-31
0000003362,FLCU01,2000-01-01,9999-12-31
0000003363,FLCU01,2000-01-01,9999-12-31
0000003364,FLCU01,2000-01-01,9999-12-31
